,schoolcode,districtcode,countycode,year,charter,elapass,schoolmode,virtualper,hybridper,totalenroll,lowincome,white,black,hispanic,state
465,181201040001nyc,18120104nyc,18nyc,2019,0.0,85,0.0,0.0,0.0,53,56.6038,98.1132,1.8868,0.0,nyc
466,181201040001nyc,18120104nyc,18nyc,2021,0.0,89,0.48,0.0,0.96,37,43.2432,94.5946,0.0,5.4054,nyc
467,181302040002nyc,18130204nyc,18nyc,2017,0.0,83,0.0,0.0,0.0,74,32.4324,94.5946,1.3514,1.3514,nyc
468,181302040002nyc,18130204nyc,18nyc,2018,0.0,89,0.0,0.0,0.0,79,36.7089,91.1392,2.5316,0.0,nyc
469,181302040002nyc,18130204nyc,18nyc,2019,0.0,86,0.0,0.0,0.0,86,37.2093,93.0233,1.1628,2.3256,nyc
470,181302040002nyc,18130204nyc,18nyc,2021,0.0,80,0.0,0.0,0.0,5,40.0,100.0,0.0,0.0,nyc
471,190301040003nyc,19030104nyc,19nyc,2017,0.0,89,0.0,0.0,0.0,87,41.3793,85.0575,0.0,6.8966,nyc
472,190301040003nyc,19030104nyc,19nyc,2018,0.0,82,0.0,0.0,0.0,106,41.5094,76.4151,2.8302,10.3774,nyc
473,190301040003nyc,19030104nyc,19nyc,2019,0.0,88,0.0,0.0,0.0,95,51.5789,73.6842,4.2105,15.7895,nyc
474,190301040003nyc,19030104nyc,19nyc,2021,0.0,100,0.48,0.0,0.96,27,22.2222,92.5926,0.0,0.0,nyc
475,190401060003nyc,19040106nyc,19nyc,2017,0.0,79,0.0,0.0,0.0,99,41.4141,65.6566,17.1717,11.1111,nyc
476,190401060003nyc,19040106nyc,19nyc,2018,0.0,80,0.0,0.0,0.0,101,42.5743,73.2673,12.8713,6.9307,nyc
477,190401060003nyc,19040106nyc,19nyc,2019,0.0,87,0.0,0.0,0.0,116,43.1034,69.8276,8.6207,12.931,nyc
478,190401060003nyc,19040106nyc,19nyc,2021,0.0,100,0.54,0.16,0.76,13,15.3846,76.9231,7.6923,0.0,nyc
479,190501040001nyc,19050104nyc,19nyc,2017,0.0,83,0.0,0.0,0.0,99,37.3737,88.8889,3.0303,6.0606,nyc
480,190501040001nyc,19050104nyc,19nyc,2018,0.0,85,0.0,0.0,0.0,116,37.069,81.8966,7.7586,6.8966,nyc
481,190501040001nyc,19050104nyc,19nyc,2019,0.0,79,0.0,0.0,0.0,112,27.6786,83.9286,7.1429,6.25,nyc
482,190501040001nyc,19050104nyc,19nyc,2021,0.0,85,0.08,0.08,0.0,20,20.0,85.0,5.0,5.0,nyc
483,190701040004nyc,19070104nyc,19nyc,2017,0.0,89,0.0,0.0,0.0,127,30.7087,99.2126,0.0,0.0,nyc
484,190701040004nyc,19070104nyc,19nyc,2018,0.0,80,0.0,0.0,0.0,92,39.1304,94.5652,4.3478,0.0,nyc
485,190701040004nyc,19070104nyc,19nyc,2019,0.0,89,0.0,0.0,0.0,99,29.2929,95.9596,1.0101,1.0101,nyc
486,190701040004nyc,19070104nyc,19nyc,2021,0.0,95,0.48,0.0,0.96,20,25.0,100.0,0.0,0.0,nyc
487,190901040001nyc,19090104nyc,19nyc,2017,0.0,80,0.0,0.0,0.0,20,50.0,90.0,0.0,5.0,nyc
488,190901040001nyc,19090104nyc,19nyc,2018,0.0,79,0.0,0.0,0.0,33,54.5455,90.9091,0.0,3.0303,nyc
489,190901040001nyc,19090104nyc,19nyc,2019,0.0,88,0.0,0.0,0.0,33,57.5758,78.7879,0.0,12.1212,nyc
490,190901040001nyc,19090104nyc,19nyc,2021,0.0,100,0.24,0.12,0.24,11,45.4545,72.7273,0.0,18.1818,nyc
491,191401040001nyc,19140104nyc,19nyc,2017,0.0,88,0.0,0.0,0.0,27,40.7407,85.1852,3.7037,7.4074,nyc
492,191401040001nyc,19140104nyc,19nyc,2018,0.0,79,0.0,0.0,0.0,19,26.3158,89.4737,0.0,5.2632,nyc
493,191401040001nyc,19140104nyc,19nyc,2019,0.0,96,0.0,0.0,0.0,24,12.5,87.5,0.0,8.3333,nyc
494,191401040001nyc,19140104nyc,19nyc,2021,0.0,92,0.46,0.0,0.92,25,44.0,76.0,0.0,8.0,nyc
495,200401040001nyc,20040104nyc,20nyc,2017,0.0,88,0.0,0.0,0.0,9,0.0,100.0,0.0,0.0,nyc
496,200401040001nyc,20040104nyc,20nyc,2018,0.0,89,0.0,0.0,0.0,9,22.2222,100.0,0.0,0.0,nyc
497,200401040001nyc,20040104nyc,20nyc,2019,0.0,100,0.0,0.0,0.0,8,25.0,87.5,0.0,12.5,nyc
498,200401040001nyc,20040104nyc,20nyc,2021,0.0,80,0.04,0.04,0.0,10,40.0,80.0,0.0,10.0,nyc
502,200901040001nyc,20090104nyc,20nyc,2017,0.0,90,0.0,0.0,0.0,10,60.0,100.0,0.0,0.0,nyc
503,200901040001nyc,20090104nyc,20nyc,2018,0.0,76,0.0,0.0,0.0,21,42.8571,95.2381,4.7619,0.0,nyc
504,200901040001nyc,20090104nyc,20nyc,2019,0.0,95,0.0,0.0,0.0,21,52.381,90.4762,9.5238,0.0,nyc
505,200901040001nyc,20090104nyc,20nyc,2021,0.0,92,0.04,0.04,0.0,12,25.0,83.3333,8.3333,8.3333,nyc
506,20101040002nyc,2010104nyc,2nyc,2017,0.0,93,0.0,0.0,0.0,45,33.3333,95.5556,0.0,0.0,nyc
507,20101040002nyc,2010104nyc,2nyc,2018,0.0,90,0.0,0.0,0.0,50,32.0,90.0,4.0,0.0,nyc
508,20101040002nyc,2010104nyc,2nyc,2019,0.0,96,0.0,0.0,0.0,49,28.5714,91.8367,2.0408,0.0,nyc
509,20101040002nyc,2010104nyc,2nyc,2021,0.0,100,0.46,0.0,0.92,44,29.5455,95.4545,0.0,4.5455,nyc
510,20601040001nyc,2060104nyc,2nyc,2017,0.0,72,0.0,0.0,0.0,25,56.0,96.0,4.0,0.0,nyc
511,20601040001nyc,2060104nyc,2nyc,2018,0.0,60,0.0,0.0,0.0,5,40.0,80.0,20.0,0.0,nyc
512,20601040001nyc,2060104nyc,2nyc,2019,0.0,86,0.0,0.0,0.0,21,52.381,100.0,0.0,0.0,nyc
513,20601040001nyc,2060104nyc,2nyc,2021,0.0,75,0.28,0.0,0.56,12,58.3333,100.0,0.0,0.0,nyc
514,20702040001nyc,2070204nyc,2nyc,2017,0.0,94,0.0,0.0,0.0,42,42.8571,97.619,2.381,0.0,nyc
515,20702040001nyc,2070204nyc,2nyc,2018,0.0,91,0.0,0.0,0.0,33,30.303,90.9091,3.0303,0.0,nyc
516,20702040001nyc,2070204nyc,2nyc,2019,0.0,95,0.0,0.0,0.0,40,52.5,90.0,2.5,2.5,nyc
517,20702040001nyc,2070204nyc,2nyc,2021,0.0,0,0.28,0.0,0.56,2,100.0,100.0,0.0,0.0,nyc
518,20801040001nyc,2080104nyc,2nyc,2017,0.0,62,0.0,0.0,0.0,26,76.9231,96.1538,0.0,3.8462,nyc
519,20801040001nyc,2080104nyc,2nyc,2018,0.0,76,0.0,0.0,0.0,25,52.0,100.0,0.0,0.0,nyc
520,20801040001nyc,2080104nyc,2nyc,2019,0.0,95,0.0,0.0,0.0,19,47.3684,94.7368,0.0,5.2632,nyc
521,20801040001nyc,2080104nyc,2nyc,2021,0.0,88,0.26,0.0,0.52,16,43.75,100.0,0.0,0.0,nyc
522,210302040003nyc,21030204nyc,21nyc,2017,0.0,90,0.0,0.0,0.0,53,54.717,98.1132,1.8868,0.0,nyc
523,210302040003nyc,21030204nyc,21nyc,2018,0.0,80,0.0,0.0,0.0,56,48.2143,92.8571,1.7857,3.5714,nyc
524,210302040003nyc,21030204nyc,21nyc,2019,0.0,90,0.0,0.0,0.0,62,35.4839,96.7742,0.0,3.2258,nyc
525,210302040003nyc,21030204nyc,21nyc,2021,0.0,0,0.5,0.04,0.92,2,50.0,100.0,0.0,0.0,nyc
526,210402060001nyc,21040206nyc,21nyc,2017,0.0,89,0.0,0.0,0.0,100,41.0,95.0,1.0,1.0,nyc
527,210402060001nyc,21040206nyc,21nyc,2018,0.0,81,0.0,0.0,0.0,75,36.0,94.6667,1.3333,0.0,nyc
528,210402060001nyc,21040206nyc,21nyc,2019,0.0,90,0.0,0.0,0.0,80,43.75,95.0,2.5,1.25,nyc
529,210402060001nyc,21040206nyc,21nyc,2021,0.0,83,0.56,0.24,0.64,6,33.3333,100.0,0.0,0.0,nyc
530,210601060005nyc,21060106nyc,21nyc,2017,0.0,76,0.0,0.0,0.0,87,40.2299,91.954,3.4483,2.2989,nyc
531,210601060005nyc,21060106nyc,21nyc,2018,0.0,72,0.0,0.0,0.0,72,56.9444,91.6667,4.1667,1.3889,nyc
532,210601060005nyc,21060106nyc,21nyc,2019,0.0,70,0.0,0.0,0.0,79,60.7595,89.8734,3.7975,1.2658,nyc
533,210601060005nyc,21060106nyc,21nyc,2021,0.0,75,0.46,0.0,0.92,61,67.2131,85.2459,1.6393,3.2787,nyc
534,210800050005nyc,21080005nyc,21nyc,2017,0.0,83,0.0,0.0,0.0,79,49.3671,96.2025,1.2658,0.0,nyc
535,210800050005nyc,21080005nyc,21nyc,2018,0.0,72,0.0,0.0,0.0,85,50.5882,98.8235,0.0,0.0,nyc
536,210800050005nyc,21080005nyc,21nyc,2019,0.0,82,0.0,0.0,0.0,82,60.9756,90.2439,1.2195,2.439,nyc
537,210800050005nyc,21080005nyc,21nyc,2021,0.0,100,0.44,0.0,0.88,10,30.0,100.0,0.0,0.0,nyc
538,211003040002nyc,21100304nyc,21nyc,2017,0.0,81,0.0,0.0,0.0,75,58.6667,100.0,0.0,0.0,nyc
539,211003040002nyc,21100304nyc,21nyc,2018,0.0,75,0.0,0.0,0.0,72,61.1111,100.0,0.0,0.0,nyc
540,211003040002nyc,21100304nyc,21nyc,2019,0.0,85,0.0,0.0,0.0,71,60.5634,95.7746,2.8169,1.4085,nyc
541,211003040002nyc,21100304nyc,21nyc,2021,0.0,89,0.36,0.04,0.64,9,55.5556,100.0,0.0,0.0,nyc
542,21102040001nyc,2110204nyc,2nyc,2017,0.0,94,0.0,0.0,0.0,18,44.4444,100.0,0.0,0.0,nyc
543,21102040001nyc,2110204nyc,2nyc,2018,0.0,93,0.0,0.0,0.0,14,42.8571,92.8571,0.0,0.0,nyc
544,21102040001nyc,2110204nyc,2nyc,2019,0.0,86,0.0,0.0,0.0,14,57.1429,92.8571,0.0,7.1429,nyc
545,21102040001nyc,2110204nyc,2nyc,2021,0.0,94,0.0,0.0,0.0,18,72.2222,83.3333,0.0,16.6667,nyc
546,211103040001nyc,21110304nyc,21nyc,2017,0.0,95,0.0,0.0,0.0,39,53.8462,92.3077,2.5641,2.5641,nyc
547,211103040001nyc,21110304nyc,21nyc,2018,0.0,87,0.0,0.0,0.0,53,41.5094,94.3396,1.8868,0.0,nyc
548,211103040001nyc,21110304nyc,21nyc,2019,0.0,95,0.0,0.0,0.0,40,40.0,92.5,0.0,5.0,nyc
549,211103040001nyc,21110304nyc,21nyc,2021,0.0,97,0.08,0.08,0.0,35,31.4286,94.2857,0.0,2.8571,nyc
550,211701040001nyc,21170104nyc,21nyc,2017,0.0,80,0.0,0.0,0.0,15,26.6667,93.3333,6.6667,0.0,nyc
551,211701040001nyc,21170104nyc,21nyc,2018,0.0,78,0.0,0.0,0.0,23,39.1304,100.0,0.0,0.0,nyc
552,211701040001nyc,21170104nyc,21nyc,2019,0.0,91,0.0,0.0,0.0,22,72.7273,100.0,0.0,0.0,nyc
553,211701040001nyc,21170104nyc,21nyc,2021,0.0,67,0.48,0.04,0.88,9,22.2222,100.0,0.0,0.0,nyc
554,211901020001nyc,21190102nyc,21nyc,2017,0.0,100,0.0,0.0,0.0,25,48.0,96.0,0.0,4.0,nyc
555,211901020001nyc,21190102nyc,21nyc,2018,0.0,100,0.0,0.0,0.0,25,36.0,100.0,0.0,0.0,nyc
556,211901020001nyc,21190102nyc,21nyc,2019,0.0,100,0.0,0.0,0.0,25,44.0,96.0,4.0,0.0,nyc
557,211901020001nyc,21190102nyc,21nyc,2021,0.0,100,0.04,0.04,0.0,13,53.8462,100.0,0.0,0.0,nyc
558,212001040003nyc,21200104nyc,21nyc,2017,0.0,83,0.0,0.0,0.0,76,46.0526,97.3684,1.3158,0.0,nyc
559,212001040003nyc,21200104nyc,21nyc,2018,0.0,82,0.0,0.0,0.0,95,50.5263,98.9474,1.0526,0.0,nyc
560,212001040003nyc,21200104nyc,21nyc,2019,0.0,82,0.0,0.0,0.0,98,55.102,90.8163,1.0204,8.1633,nyc
561,212001040003nyc,21200104nyc,21nyc,2021,0.0,91,0.3,0.12,0.36,94,39.3617,97.8723,2.1277,0.0,nyc
565,21601040004nyc,2160104nyc,2nyc,2017,0.0,100,0.0,0.0,0.0,21,76.1905,100.0,0.0,0.0,nyc
566,21601040004nyc,2160104nyc,2nyc,2018,0.0,85,0.0,0.0,0.0,26,57.6923,88.4615,0.0,7.6923,nyc
567,21601040004nyc,2160104nyc,2nyc,2019,0.0,88,0.0,0.0,0.0,26,50.0,88.4615,0.0,3.8462,nyc
568,21601040004nyc,2160104nyc,2nyc,2021,0.0,100,0.46,0.0,0.92,13,38.4615,100.0,0.0,0.0,nyc
569,22001040001nyc,2200104nyc,2nyc,2017,0.0,93,0.0,0.0,0.0,42,40.4762,100.0,0.0,0.0,nyc
570,22001040001nyc,2200104nyc,2nyc,2018,0.0,92,0.0,0.0,0.0,52,51.9231,98.0769,0.0,0.0,nyc
571,22001040001nyc,2200104nyc,2nyc,2019,0.0,96,0.0,0.0,0.0,52,51.9231,100.0,0.0,0.0,nyc
572,22001040001nyc,2200104nyc,2nyc,2021,0.0,86,0.48,0.0,0.96,51,49.0196,94.1176,0.0,3.9216,nyc
573,220101040002nyc,22010104nyc,22nyc,2017,0.0,88,0.0,0.0,0.0,164,43.9024,95.122,0.6098,2.439,nyc
574,220101040002nyc,22010104nyc,22nyc,2018,0.0,84,0.0,0.0,0.0,150,46.6667,93.3333,2.0,2.6667,nyc
575,220101040002nyc,22010104nyc,22nyc,2019,0.0,87,0.0,0.0,0.0,136,50.7353,90.4412,2.2059,3.6765,nyc
576,220101040002nyc,22010104nyc,22nyc,2021,0.0,87,0.48,0.0,0.96,69,42.029,97.1014,0.0,1.4493,nyc
577,220202040002nyc,22020204nyc,22nyc,2017,0.0,93,0.0,0.0,0.0,42,57.1429,92.8571,2.381,2.381,nyc
578,220202040002nyc,22020204nyc,22nyc,2018,0.0,96,0.0,0.0,0.0,52,36.5385,100.0,0.0,0.0,nyc
579,220202040002nyc,22020204nyc,22nyc,2019,0.0,100,0.0,0.0,0.0,36,41.6667,97.2222,0.0,2.7778,nyc
580,220202040002nyc,22020204nyc,22nyc,2021,0.0,100,0.14,0.0,0.28,32,31.25,93.75,3.125,3.125,nyc
581,220301060007nyc,22030106nyc,22nyc,2017,0.0,93,0.0,0.0,0.0,232,46.9828,69.3966,11.2069,11.6379,nyc
582,220301060007nyc,22030106nyc,22nyc,2018,0.0,80,0.0,0.0,0.0,207,55.0725,70.0483,12.0773,10.1449,nyc
583,220301060007nyc,22030106nyc,22nyc,2019,0.0,93,0.0,0.0,0.0,229,52.4017,71.6157,7.4236,12.2271,nyc
584,220301060007nyc,22030106nyc,22nyc,2021,0.0,100,0.48,0.0,0.96,8,50.0,75.0,12.5,12.5,nyc
585,220401040004nyc,22040104nyc,22nyc,2017,0.0,97,0.0,0.0,0.0,106,40.566,94.3396,2.8302,0.9434,nyc
586,220401040004nyc,22040104nyc,22nyc,2018,0.0,87,0.0,0.0,0.0,106,32.0755,94.3396,0.9434,3.7736,nyc
587,220401040004nyc,22040104nyc,22nyc,2019,0.0,88,0.0,0.0,0.0,117,29.9145,94.0171,1.7094,2.5641,nyc
588,220401040004nyc,22040104nyc,22nyc,2021,0.0,85,0.46,0.0,0.92,34,32.3529,88.2353,8.8235,0.0,nyc
589,220701040003nyc,22070104nyc,22nyc,2017,0.0,90,0.0,0.0,0.0,88,36.3636,94.3182,1.1364,3.4091,nyc
590,220701040003nyc,22070104nyc,22nyc,2018,0.0,84,0.0,0.0,0.0,68,48.5294,92.6471,2.9412,2.9412,nyc
591,220701040003nyc,22070104nyc,22nyc,2019,0.0,92,0.0,0.0,0.0,78,46.1538,89.7436,1.2821,2.5641,nyc
592,220701040003nyc,22070104nyc,22nyc,2021,0.0,100,0.46,0.0,0.92,12,8.3333,100.0,0.0,0.0,nyc
593,220909040010nyc,22090904nyc,22nyc,2017,0.0,69,0.0,0.0,0.0,33,57.5758,93.9394,0.0,0.0,nyc
594,220909040010nyc,22090904nyc,22nyc,2018,0.0,77,0.0,0.0,0.0,30,50.0,96.6667,3.3333,0.0,nyc
595,220909040010nyc,22090904nyc,22nyc,2019,0.0,85,0.0,0.0,0.0,34,47.0588,97.0588,2.9412,0.0,nyc
596,220909040010nyc,22090904nyc,22nyc,2021,0.0,95,0.48,0.0,0.96,22,27.2727,90.9091,0.0,0.0,nyc
597,221001040001nyc,22100104nyc,22nyc,2017,0.0,92,0.0,0.0,0.0,48,31.25,93.75,0.0,2.0833,nyc
598,221001040001nyc,22100104nyc,22nyc,2018,0.0,85,0.0,0.0,0.0,33,36.3636,93.9394,0.0,0.0,nyc
599,221001040001nyc,22100104nyc,22nyc,2019,0.0,88,0.0,0.0,0.0,40,35.0,97.5,0.0,0.0,nyc
600,221001040001nyc,22100104nyc,22nyc,2021,0.0,86,0.46,0.0,0.92,22,40.9091,90.9091,4.5455,4.5455,nyc
601,22101040001nyc,2210104nyc,2nyc,2017,0.0,92,0.0,0.0,0.0,14,57.1429,100.0,0.0,0.0,nyc
602,22101040001nyc,2210104nyc,2nyc,2018,0.0,94,0.0,0.0,0.0,17,52.9412,100.0,0.0,0.0,nyc
603,22101040001nyc,2210104nyc,2nyc,2019,0.0,100,0.0,0.0,0.0,14,57.1429,100.0,0.0,0.0,nyc
604,22101040001nyc,2210104nyc,2nyc,2021,0.0,100,0.0,0.0,0.0,12,41.6667,100.0,0.0,0.0,nyc
605,221301040001nyc,22130104nyc,22nyc,2017,0.0,96,0.0,0.0,0.0,22,50.0,100.0,0.0,0.0,nyc
606,221301040001nyc,22130104nyc,22nyc,2018,0.0,68,0.0,0.0,0.0,28,57.1429,100.0,0.0,0.0,nyc
607,221301040001nyc,22130104nyc,22nyc,2019,0.0,96,0.0,0.0,0.0,28,46.4286,92.8571,0.0,3.5714,nyc
608,221301040001nyc,22130104nyc,22nyc,2021,0.0,88,0.0,0.0,0.0,8,37.5,87.5,0.0,0.0,nyc
609,221401040001nyc,22140104nyc,22nyc,2017,0.0,91,0.0,0.0,0.0,45,51.1111,91.1111,0.0,2.2222,nyc
610,221401040001nyc,22140104nyc,22nyc,2018,0.0,94,0.0,0.0,0.0,49,57.1429,91.8367,0.0,2.0408,nyc
611,221401040001nyc,22140104nyc,22nyc,2019,0.0,94,0.0,0.0,0.0,49,40.8163,93.8776,0.0,0.0,nyc
612,221401040001nyc,22140104nyc,22nyc,2021,0.0,90,0.3,0.0,0.6,39,38.4615,89.7436,2.5641,7.6923,nyc
613,222000010016nyc,22200001nyc,22nyc,2017,0.0,95,0.0,0.0,0.0,263,56.654,76.4259,7.9848,8.365,nyc
614,222000010016nyc,22200001nyc,22nyc,2018,0.0,87,0.0,0.0,0.0,231,64.5022,71.8615,9.5238,12.987,nyc
615,222000010016nyc,22200001nyc,22nyc,2019,0.0,93,0.0,0.0,0.0,259,61.7761,68.7259,6.5637,11.1969,nyc
616,222000010016nyc,22200001nyc,22nyc,2021,0.0,78,0.52,0.12,0.8,40,47.5,80.0,7.5,10.0,nyc
617,222201060001nyc,22220106nyc,22nyc,2017,0.0,85,0.0,0.0,0.0,235,43.4043,82.5532,3.4043,5.5319,nyc
618,222201060001nyc,22220106nyc,22nyc,2018,0.0,78,0.0,0.0,0.0,247,52.2267,76.5182,6.4777,8.9069,nyc
619,222201060001nyc,22220106nyc,22nyc,2019,0.0,87,0.0,0.0,0.0,246,47.9675,71.5447,6.5041,10.9756,nyc
620,222201060001nyc,22220106nyc,22nyc,2021,0.0,88,0.52,0.12,0.8,111,41.4414,78.3784,6.3063,7.2072,nyc
621,22302040001nyc,2230204nyc,2nyc,2017,0.0,91,0.0,0.0,0.0,66,53.0303,90.9091,1.5152,4.5455,nyc
622,22302040001nyc,2230204nyc,2nyc,2018,0.0,85,0.0,0.0,0.0,66,53.0303,90.9091,3.0303,3.0303,nyc
623,22302040001nyc,2230204nyc,2nyc,2019,0.0,89,0.0,0.0,0.0,71,47.8873,97.1831,1.4085,0.0,nyc
624,22302040001nyc,2230204nyc,2nyc,2021,0.0,90,0.44,0.0,0.88,10,50.0,100.0,0.0,0.0,nyc
625,22401040003nyc,2240104nyc,2nyc,2017,0.0,83,0.0,0.0,0.0,24,66.6667,91.6667,0.0,0.0,nyc
626,22401040003nyc,2240104nyc,2nyc,2018,0.0,80,0.0,0.0,0.0,30,53.3333,93.3333,0.0,3.3333,nyc
627,22401040003nyc,2240104nyc,2nyc,2019,0.0,100,0.0,0.0,0.0,29,37.931,100.0,0.0,0.0,nyc
628,22401040003nyc,2240104nyc,2nyc,2021,0.0,91,0.0,0.0,0.0,23,47.8261,86.9565,8.6957,0.0,nyc
629,22601060004nyc,2260106nyc,2nyc,2017,0.0,88,0.0,0.0,0.0,103,53.3981,91.2621,0.9709,2.9126,nyc
630,22601060004nyc,2260106nyc,2nyc,2018,0.0,88,0.0,0.0,0.0,120,50.8333,95.0,2.5,1.6667,nyc
631,22601060004nyc,2260106nyc,2nyc,2019,0.0,97,0.0,0.0,0.0,88,39.7727,92.0455,3.4091,2.2727,nyc
632,22601060004nyc,2260106nyc,2nyc,2021,0.0,0,0.24,0.0,0.48,3,0.0,100.0,0.0,0.0,nyc
633,22902040001nyc,2290204nyc,2nyc,2017,0.0,89,0.0,0.0,0.0,57,59.6491,96.4912,0.0,3.5088,nyc
634,22902040001nyc,2290204nyc,2nyc,2018,0.0,84,0.0,0.0,0.0,44,59.0909,95.4545,0.0,2.2727,nyc
635,22902040001nyc,2290204nyc,2nyc,2019,0.0,83,0.0,0.0,0.0,60,51.6667,96.6667,3.3333,0.0,nyc
636,22902040001nyc,2290204nyc,2nyc,2021,0.0,88,0.46,0.0,0.92,43,48.8372,95.3488,0.0,2.3256,nyc
637,230201040001nyc,23020104nyc,23nyc,2017,0.0,80,0.0,0.0,0.0,35,34.2857,94.2857,0.0,5.7143,nyc
638,230201040001nyc,23020104nyc,23nyc,2018,0.0,86,0.0,0.0,0.0,37,37.8378,89.1892,2.7027,2.7027,nyc
639,230201040001nyc,23020104nyc,23nyc,2019,0.0,85,0.0,0.0,0.0,34,35.2941,94.1176,0.0,2.9412,nyc
640,230201040001nyc,23020104nyc,23nyc,2021,0.0,93,0.0,0.0,0.0,29,37.931,96.5517,0.0,3.4483,nyc
641,230301040002nyc,23030104nyc,23nyc,2017,0.0,79,0.0,0.0,0.0,32,46.875,100.0,0.0,0.0,nyc
642,230301040002nyc,23030104nyc,23nyc,2018,0.0,74,0.0,0.0,0.0,46,50.0,93.4783,2.1739,0.0,nyc
643,230301040002nyc,23030104nyc,23nyc,2019,0.0,75,0.0,0.0,0.0,51,45.098,96.0784,1.9608,0.0,nyc
644,230301040002nyc,23030104nyc,23nyc,2021,0.0,72,0.22,0.0,0.44,25,40.0,92.0,0.0,4.0,nyc
645,230901040002nyc,23090104nyc,23nyc,2017,0.0,97,0.0,0.0,0.0,101,42.5743,94.0594,2.9703,0.9901,nyc
646,230901040002nyc,23090104nyc,23nyc,2018,0.0,93,0.0,0.0,0.0,103,36.8932,95.1456,0.0,1.9417,nyc
647,230901040002nyc,23090104nyc,23nyc,2019,0.0,96,0.0,0.0,0.0,103,47.5728,95.1456,3.8835,0.0,nyc
648,230901040002nyc,23090104nyc,23nyc,2021,0.0,95,0.46,0.0,0.92,92,39.1304,95.6522,3.2609,0.0,nyc
649,231101040007nyc,23110104nyc,23nyc,2017,0.0,93,0.0,0.0,0.0,74,62.1622,90.5405,0.0,1.3514,nyc
650,231101040007nyc,23110104nyc,23nyc,2018,0.0,88,0.0,0.0,0.0,60,60.0,95.0,0.0,0.0,nyc
651,231101040007nyc,23110104nyc,23nyc,2019,0.0,79,0.0,0.0,0.0,78,65.3846,92.3077,1.2821,3.8462,nyc
652,231101040007nyc,23110104nyc,23nyc,2021,0.0,84,0.5,0.04,0.92,44,47.7273,97.7273,0.0,0.0,nyc
653,231301040002nyc,23130104nyc,23nyc,2017,0.0,95,0.0,0.0,0.0,66,51.5152,93.9394,3.0303,1.5152,nyc
654,231301040002nyc,23130104nyc,23nyc,2018,0.0,90,0.0,0.0,0.0,71,53.5211,95.7746,0.0,4.2254,nyc
655,231301040002nyc,23130104nyc,23nyc,2019,0.0,91,0.0,0.0,0.0,70,41.4286,98.5714,0.0,1.4286,nyc
656,231301040002nyc,23130104nyc,23nyc,2021,0.0,86,0.46,0.0,0.92,28,42.8571,100.0,0.0,0.0,nyc
657,240101040002nyc,24010104nyc,24nyc,2017,0.0,96,0.0,0.0,0.0,83,20.4819,91.5663,3.6145,1.2048,nyc
658,240101040002nyc,24010104nyc,24nyc,2018,0.0,93,0.0,0.0,0.0,57,26.3158,92.9825,0.0,3.5088,nyc
659,240101040002nyc,24010104nyc,24nyc,2019,0.0,90,0.0,0.0,0.0,94,28.7234,88.2979,1.0638,7.4468,nyc
660,240101040002nyc,24010104nyc,24nyc,2021,0.0,88,0.46,0.0,0.92,77,22.0779,96.1039,1.2987,2.5974,nyc
661,240201040002nyc,24020104nyc,24nyc,2017,0.0,97,0.0,0.0,0.0,80,30.0,93.75,3.75,1.25,nyc
662,240201040002nyc,24020104nyc,24nyc,2018,0.0,91,0.0,0.0,0.0,64,31.25,92.1875,4.6875,1.5625,nyc
663,240201040002nyc,24020104nyc,24nyc,2019,0.0,88,0.0,0.0,0.0,69,37.6812,92.7536,2.8986,1.4493,nyc
664,240201040002nyc,24020104nyc,24nyc,2021,0.0,97,0.14,0.0,0.28,31,25.8065,93.5484,0.0,0.0,nyc
665,240401040001nyc,24040104nyc,24nyc,2017,0.0,88,0.0,0.0,0.0,69,36.2319,88.4058,1.4493,7.2464,nyc
666,240401040001nyc,24040104nyc,24nyc,2018,0.0,79,0.0,0.0,0.0,78,29.4872,87.1795,2.5641,7.6923,nyc
667,240401040001nyc,24040104nyc,24nyc,2019,0.0,88,0.0,0.0,0.0,75,33.3333,86.6667,1.3333,6.6667,nyc
668,240401040001nyc,24040104nyc,24nyc,2021,0.0,100,0.46,0.0,0.92,17,0.0,94.1176,0.0,0.0,nyc
669,240801060002nyc,24080106nyc,24nyc,2017,0.0,91,0.0,0.0,0.0,156,27.5641,96.1538,1.2821,1.2821,nyc
670,240801060002nyc,24080106nyc,24nyc,2018,0.0,86,0.0,0.0,0.0,125,32.0,98.4,0.8,0.8,nyc
671,240801060002nyc,24080106nyc,24nyc,2019,0.0,87,0.0,0.0,0.0,135,37.7778,97.037,0.7407,0.7407,nyc
672,240801060002nyc,24080106nyc,24nyc,2021,0.0,96,0.0,0.0,0.0,25,16.0,100.0,0.0,0.0,nyc
673,240901040001nyc,24090104nyc,24nyc,2017,0.0,87,0.0,0.0,0.0,33,57.5758,57.5758,0.0,39.3939,nyc
674,240901040001nyc,24090104nyc,24nyc,2018,0.0,85,0.0,0.0,0.0,41,60.9756,65.8537,0.0,29.2683,nyc
675,240901040001nyc,24090104nyc,24nyc,2019,0.0,72,0.0,0.0,0.0,39,51.2821,76.9231,0.0,23.0769,nyc
676,240901040001nyc,24090104nyc,24nyc,2021,0.0,80,0.04,0.04,0.0,20,70.0,80.0,0.0,15.0,nyc
677,241001060003nyc,24100106nyc,24nyc,2017,0.0,80,0.0,0.0,0.0,107,53.271,91.5888,0.9346,6.5421,nyc
