,schoolcode,districtcode,countycode,year,charter,elapass,schoolmode,virtualper,hybridper,totalenroll,lowincome,white,black,hispanic,state
0,100501040003nyc,10050104nyc,10nyc,2017,0.0,85,0.0,0.0,0.0,115,51.3043,82.6087,2.6087,11.3043,nyc
1,100501040003nyc,10050104nyc,10nyc,2018,0.0,76,0.0,0.0,0.0,107,61.6822,77.5701,1.8692,16.8224,nyc
2,100501040003nyc,10050104nyc,10nyc,2019,0.0,83,0.0,0.0,0.0,95,54.7368,85.2632,1.0526,11.5789,nyc
3,100501040003nyc,10050104nyc,10nyc,2021,0.0,94,0.0,0.0,0.0,81,34.5679,76.5432,0.0,16.0494,nyc
4,100902040004nyc,10090204nyc,10nyc,2017,0.0,97,0.0,0.0,0.0,26,42.3077,96.1538,0.0,3.8462,nyc
5,100902040004nyc,10090204nyc,10nyc,2018,0.0,90,0.0,0.0,0.0,39,33.3333,84.6154,0.0,5.1282,nyc
6,100902040004nyc,10090204nyc,10nyc,2019,0.0,86,0.0,0.0,0.0,43,48.8372,81.3953,0.0,6.9767,nyc
7,100902040004nyc,10090204nyc,10nyc,2021,0.0,79,0.0,0.0,0.0,14,42.8571,85.7143,0.0,14.2857,nyc
8,10100010034nyc,1010001nyc,1nyc,2017,0.0,79,0.0,0.0,0.0,586,51.1945,21.1604,48.8055,17.7474,nyc
9,10100010034nyc,1010001nyc,1nyc,2018,0.0,79,0.0,0.0,0.0,611,60.7201,22.0949,49.5908,15.3846,nyc
10,10100010034nyc,1010001nyc,1nyc,2019,0.0,85,0.0,0.0,0.0,666,64.8649,23.1231,49.0991,15.1652,nyc
11,10100010034nyc,1010001nyc,1nyc,2021,0.0,98,0.48,0.04,0.88,66,37.8788,43.9394,27.2727,9.0909,nyc
12,101001040002nyc,10100104nyc,10nyc,2017,0.0,97,0.0,0.0,0.0,96,45.8333,82.2917,2.0833,5.2083,nyc
13,101001040002nyc,10100104nyc,10nyc,2018,0.0,92,0.0,0.0,0.0,91,34.0659,86.8132,5.4945,3.2967,nyc
14,101001040002nyc,10100104nyc,10nyc,2019,0.0,93,0.0,0.0,0.0,70,28.5714,85.7143,1.4286,7.1429,nyc
15,101001040002nyc,10100104nyc,10nyc,2021,0.0,100,0.5,0.08,0.84,19,42.1053,78.9474,10.5263,5.2632,nyc
16,101300010001nyc,10130001nyc,10nyc,2017,0.0,84,0.0,0.0,0.0,142,60.5634,38.7324,22.5352,20.4225,nyc
17,101300010001nyc,10130001nyc,10nyc,2018,0.0,66,0.0,0.0,0.0,109,60.5505,41.2844,30.2752,9.1743,nyc
18,101300010001nyc,10130001nyc,10nyc,2019,0.0,85,0.0,0.0,0.0,128,71.0938,35.1562,28.9062,11.7188,nyc
19,101300010001nyc,10130001nyc,10nyc,2021,0.0,83,0.46,0.0,0.92,6,33.3333,100.0,0.0,0.0,nyc
20,101401040005nyc,10140104nyc,10nyc,2017,0.0,90,0.0,0.0,0.0,141,33.3333,93.617,2.1277,3.5461,nyc
21,101401040005nyc,10140104nyc,10nyc,2018,0.0,92,0.0,0.0,0.0,148,31.0811,91.8919,0.6757,4.0541,nyc
22,101401040005nyc,10140104nyc,10nyc,2019,0.0,94,0.0,0.0,0.0,137,22.6277,88.3212,4.3796,5.8394,nyc
23,101401040005nyc,10140104nyc,10nyc,2021,0.0,100,0.5,0.08,0.84,22,9.0909,81.8182,9.0909,0.0,nyc
27,10201040001nyc,1020104nyc,1nyc,2017,0.0,97,0.0,0.0,0.0,73,38.3562,100.0,0.0,0.0,nyc
28,10201040001nyc,1020104nyc,1nyc,2018,0.0,84,0.0,0.0,0.0,57,24.5614,98.2456,0.0,0.0,nyc
29,10201040001nyc,1020104nyc,1nyc,2019,0.0,89,0.0,0.0,0.0,76,40.7895,90.7895,2.6316,3.9474,nyc
30,10201040001nyc,1020104nyc,1nyc,2021,0.0,89,0.46,0.0,0.92,27,22.2222,96.2963,0.0,0.0,nyc
31,10306060008nyc,1030606nyc,1nyc,2017,0.0,97,0.0,0.0,0.0,422,12.5592,86.4929,2.3697,3.5545,nyc
32,10306060008nyc,1030606nyc,1nyc,2018,0.0,96,0.0,0.0,0.0,395,10.6329,85.0633,3.7975,3.038,nyc
33,10306060008nyc,1030606nyc,1nyc,2019,0.0,99,0.0,0.0,0.0,404,11.6337,84.6535,2.9703,4.9505,nyc
34,10306060008nyc,1030606nyc,1nyc,2021,0.0,0,0.48,0.04,0.88,2,0.0,100.0,0.0,0.0,nyc
35,10402060001nyc,1040206nyc,1nyc,2017,0.0,91,0.0,0.0,0.0,145,47.5862,79.3103,5.5172,10.3448,nyc
36,10402060001nyc,1040206nyc,1nyc,2018,0.0,83,0.0,0.0,0.0,149,37.5839,82.5503,6.0403,8.7248,nyc
37,10402060001nyc,1040206nyc,1nyc,2019,0.0,81,0.0,0.0,0.0,137,38.6861,85.4015,5.8394,6.5693,nyc
38,10402060001nyc,1040206nyc,1nyc,2021,0.0,100,0.46,0.0,0.92,5,60.0,60.0,0.0,20.0,nyc
39,10500010007nyc,1050001nyc,1nyc,2017,0.0,79,0.0,0.0,0.0,118,64.4068,72.8814,11.8644,8.4746,nyc
40,10500010007nyc,1050001nyc,1nyc,2018,0.0,63,0.0,0.0,0.0,134,68.6567,74.6269,13.4328,6.7164,nyc
41,10500010007nyc,1050001nyc,1nyc,2019,0.0,89,0.0,0.0,0.0,163,60.7362,76.0736,11.6564,8.589,nyc
42,10500010007nyc,1050001nyc,1nyc,2021,0.0,91,0.46,0.0,0.92,54,57.4074,77.7778,9.2593,5.5556,nyc
43,10601060008nyc,1060106nyc,1nyc,2017,0.0,90,0.0,0.0,0.0,415,27.9518,67.9518,8.6747,7.4699,nyc
44,10601060008nyc,1060106nyc,1nyc,2018,0.0,85,0.0,0.0,0.0,393,38.9313,66.4122,8.9059,8.1425,nyc
45,10601060008nyc,1060106nyc,1nyc,2019,0.0,91,0.0,0.0,0.0,409,36.6748,65.5257,10.0244,7.5795,nyc
46,10601060008nyc,1060106nyc,1nyc,2021,0.0,88,0.46,0.0,0.92,16,18.75,81.25,0.0,6.25,nyc
47,10623060010nyc,1062306nyc,1nyc,2017,0.0,96,0.0,0.0,0.0,515,21.165,67.9612,6.4078,5.0485,nyc
48,10623060010nyc,1062306nyc,1nyc,2018,0.0,96,0.0,0.0,0.0,507,22.6824,66.075,7.4951,6.1144,nyc
49,10623060010nyc,1062306nyc,1nyc,2019,0.0,98,0.0,0.0,0.0,508,24.4094,64.7638,8.8583,6.2992,nyc
50,10623060010nyc,1062306nyc,1nyc,2021,0.0,98,0.4,0.04,0.72,57,19.2982,63.1579,8.7719,0.0,nyc
51,10701030001nyc,1070103nyc,1nyc,2017,0.0,75,0.0,0.0,0.0,12,58.3333,75.0,0.0,8.3333,nyc
52,10701030001nyc,1070103nyc,1nyc,2018,0.0,80,0.0,0.0,0.0,20,50.0,85.0,5.0,0.0,nyc
53,10701030001nyc,1070103nyc,1nyc,2019,0.0,62,0.0,0.0,0.0,21,66.6667,76.1905,19.0476,4.7619,nyc
54,10701030001nyc,1070103nyc,1nyc,2021,0.0,64,0.46,0.0,0.92,14,35.7143,85.7143,7.1429,0.0,nyc
55,10802060005nyc,1080206nyc,1nyc,2017,0.0,96,0.0,0.0,0.0,410,13.9024,75.8537,4.878,3.4146,nyc
56,10802060005nyc,1080206nyc,1nyc,2018,0.0,90,0.0,0.0,0.0,359,16.156,80.2228,3.8997,4.1783,nyc
57,10802060005nyc,1080206nyc,1nyc,2019,0.0,93,0.0,0.0,0.0,375,18.6667,73.0667,5.0667,4.5333,nyc
58,10802060005nyc,1080206nyc,1nyc,2021,0.0,97,0.5,0.08,0.84,92,15.2174,73.913,1.087,0.0,nyc
59,11003060002nyc,1100306nyc,1nyc,2017,0.0,94,0.0,0.0,0.0,109,7.3394,88.9908,2.7523,1.8349,nyc
60,11003060002nyc,1100306nyc,1nyc,2018,0.0,90,0.0,0.0,0.0,103,10.6796,93.2039,0.0,0.9709,nyc
61,11003060002nyc,1100306nyc,1nyc,2019,0.0,93,0.0,0.0,0.0,107,7.4766,92.5234,1.8692,0.0,nyc
62,11003060002nyc,1100306nyc,1nyc,2021,0.0,100,0.46,0.0,0.92,25,8.0,88.0,0.0,0.0,nyc
63,110101040002nyc,11010104nyc,11nyc,2017,0.0,90,0.0,0.0,0.0,44,47.7273,95.4545,0.0,2.2727,nyc
64,110101040002nyc,11010104nyc,11nyc,2018,0.0,93,0.0,0.0,0.0,30,33.3333,100.0,0.0,0.0,nyc
65,110101040002nyc,11010104nyc,11nyc,2019,0.0,85,0.0,0.0,0.0,33,45.4545,100.0,0.0,0.0,nyc
66,110101040002nyc,11010104nyc,11nyc,2021,0.0,88,0.0,0.0,0.0,17,35.2941,100.0,0.0,0.0,nyc
67,110200010011nyc,11020001nyc,11nyc,2017,0.0,80,0.0,0.0,0.0,347,46.9741,88.1844,3.4582,3.4582,nyc
68,110200010011nyc,11020001nyc,11nyc,2018,0.0,76,0.0,0.0,0.0,196,48.9796,90.8163,3.0612,2.0408,nyc
69,110200010011nyc,11020001nyc,11nyc,2019,0.0,83,0.0,0.0,0.0,193,51.8135,88.601,4.1451,3.6269,nyc
70,110200010011nyc,11020001nyc,11nyc,2021,0.0,85,0.04,0.04,0.0,27,25.9259,77.7778,0.0,3.7037,nyc
71,110304040002nyc,11030404nyc,11nyc,2017,0.0,82,0.0,0.0,0.0,38,57.8947,92.1053,2.6316,0.0,nyc
72,110304040002nyc,11030404nyc,11nyc,2018,0.0,76,0.0,0.0,0.0,42,42.8571,100.0,0.0,0.0,nyc
73,110304040002nyc,11030404nyc,11nyc,2019,0.0,79,0.0,0.0,0.0,38,52.6316,97.3684,0.0,0.0,nyc
74,110304040002nyc,11030404nyc,11nyc,2021,0.0,85,0.0,0.0,0.0,39,41.0256,94.8718,0.0,2.5641,nyc
75,110701060001nyc,11070106nyc,11nyc,2017,0.0,95,0.0,0.0,0.0,153,27.451,98.0392,0.6536,0.0,nyc
76,110701060001nyc,11070106nyc,11nyc,2018,0.0,82,0.0,0.0,0.0,154,37.013,95.4545,1.9481,0.6494,nyc
77,110701060001nyc,11070106nyc,11nyc,2019,0.0,89,0.0,0.0,0.0,161,41.6149,93.1677,0.6211,0.6211,nyc
78,110701060001nyc,11070106nyc,11nyc,2021,0.0,89,0.3,0.0,0.6,19,42.1053,78.9474,0.0,10.5263,nyc
79,110901040001nyc,11090104nyc,11nyc,2017,0.0,93,0.0,0.0,0.0,49,48.9796,93.8776,6.1224,0.0,nyc
80,110901040001nyc,11090104nyc,11nyc,2018,0.0,89,0.0,0.0,0.0,47,48.9362,93.617,6.383,0.0,nyc
81,110901040001nyc,11090104nyc,11nyc,2019,0.0,90,0.0,0.0,0.0,63,57.1429,95.2381,0.0,3.1746,nyc
82,110901040001nyc,11090104nyc,11nyc,2021,0.0,81,0.26,0.0,0.52,47,48.9362,95.7447,2.1277,2.1277,nyc
86,120102040001nyc,12010204nyc,12nyc,2017,0.0,92,0.0,0.0,0.0,12,50.0,100.0,0.0,0.0,nyc
87,120102040001nyc,12010204nyc,12nyc,2018,0.0,80,0.0,0.0,0.0,5,80.0,100.0,0.0,0.0,nyc
88,120102040001nyc,12010204nyc,12nyc,2019,0.0,80,0.0,0.0,0.0,10,60.0,90.0,0.0,0.0,nyc
89,120102040001nyc,12010204nyc,12nyc,2021,0.0,0,0.0,0.0,0.0,3,33.3333,100.0,0.0,0.0,nyc
90,120301040001nyc,12030104nyc,12nyc,2017,0.0,96,0.0,0.0,0.0,29,65.5172,96.5517,0.0,3.4483,nyc
91,120301040001nyc,12030104nyc,12nyc,2018,0.0,89,0.0,0.0,0.0,18,72.2222,94.4444,0.0,5.5556,nyc
92,120301040001nyc,12030104nyc,12nyc,2019,0.0,100,0.0,0.0,0.0,14,50.0,92.8571,0.0,7.1429,nyc
93,120301040001nyc,12030104nyc,12nyc,2021,0.0,92,0.08,0.08,0.0,12,25.0,83.3333,16.6667,0.0,nyc
94,120401040001nyc,12040104nyc,12nyc,2017,0.0,93,0.0,0.0,0.0,30,53.3333,96.6667,3.3333,0.0,nyc
95,120401040001nyc,12040104nyc,12nyc,2018,0.0,57,0.0,0.0,0.0,21,42.8571,95.2381,0.0,0.0,nyc
96,120401040001nyc,12040104nyc,12nyc,2019,0.0,83,0.0,0.0,0.0,30,40.0,96.6667,0.0,3.3333,nyc
97,120401040001nyc,12040104nyc,12nyc,2021,0.0,71,0.08,0.08,0.0,14,42.8571,100.0,0.0,0.0,nyc
98,120501040002nyc,12050104nyc,12nyc,2017,0.0,96,0.0,0.0,0.0,63,26.9841,92.0635,3.1746,0.0,nyc
99,120501040002nyc,12050104nyc,12nyc,2018,0.0,94,0.0,0.0,0.0,49,32.6531,93.8776,0.0,0.0,nyc
100,120501040002nyc,12050104nyc,12nyc,2019,0.0,98,0.0,0.0,0.0,52,32.6923,96.1538,0.0,0.0,nyc
101,120501040002nyc,12050104nyc,12nyc,2021,0.0,82,0.34,0.04,0.6,51,33.3333,92.1569,1.9608,1.9608,nyc
102,120701040001nyc,12070104nyc,12nyc,2017,0.0,85,0.0,0.0,0.0,20,60.0,90.0,0.0,5.0,nyc
103,120701040001nyc,12070104nyc,12nyc,2018,0.0,100,0.0,0.0,0.0,26,38.4615,92.3077,0.0,0.0,nyc
104,120701040001nyc,12070104nyc,12nyc,2019,0.0,95,0.0,0.0,0.0,19,57.8947,94.7368,0.0,0.0,nyc
105,120701040001nyc,12070104nyc,12nyc,2021,0.0,78,0.3,0.0,0.6,18,38.8889,88.8889,0.0,11.1111,nyc
106,120906040002nyc,12090604nyc,12nyc,2017,0.0,87,0.0,0.0,0.0,37,51.3514,89.1892,2.7027,8.1081,nyc
107,120906040002nyc,12090604nyc,12nyc,2018,0.0,83,0.0,0.0,0.0,29,37.931,100.0,0.0,0.0,nyc
108,120906040002nyc,12090604nyc,12nyc,2019,0.0,79,0.0,0.0,0.0,34,44.1176,97.0588,0.0,2.9412,nyc
109,120906040002nyc,12090604nyc,12nyc,2021,0.0,62,0.48,0.0,0.96,26,42.3077,88.4615,0.0,11.5385,nyc
110,121401040001nyc,12140104nyc,12nyc,2017,0.0,95,0.0,0.0,0.0,24,41.6667,75.0,0.0,16.6667,nyc
111,121401040001nyc,12140104nyc,12nyc,2018,0.0,95,0.0,0.0,0.0,21,71.4286,57.1429,4.7619,33.3333,nyc
112,121401040001nyc,12140104nyc,12nyc,2019,0.0,94,0.0,0.0,0.0,18,55.5556,94.4444,5.5556,0.0,nyc
113,121401040001nyc,12140104nyc,12nyc,2021,0.0,95,0.24,0.0,0.48,22,45.4545,72.7273,0.0,18.1818,nyc
114,121502040001nyc,12150204nyc,12nyc,2017,0.0,77,0.0,0.0,0.0,27,40.7407,88.8889,0.0,7.4074,nyc
115,121502040001nyc,12150204nyc,12nyc,2018,0.0,81,0.0,0.0,0.0,16,43.75,100.0,0.0,0.0,nyc
116,121502040001nyc,12150204nyc,12nyc,2019,0.0,100,0.0,0.0,0.0,12,41.6667,100.0,0.0,0.0,nyc
117,121502040001nyc,12150204nyc,12nyc,2021,0.0,95,0.32,0.32,0.0,21,33.3333,100.0,0.0,0.0,nyc
118,121601060006nyc,12160106nyc,12nyc,2017,0.0,92,0.0,0.0,0.0,83,63.8554,91.5663,1.2048,3.6145,nyc
119,121601060006nyc,12160106nyc,12nyc,2018,0.0,88,0.0,0.0,0.0,77,46.7532,84.4156,1.2987,12.987,nyc
120,121601060006nyc,12160106nyc,12nyc,2019,0.0,85,0.0,0.0,0.0,85,43.5294,87.0588,1.1765,5.8824,nyc
121,121601060006nyc,12160106nyc,12nyc,2021,0.0,80,0.48,0.0,0.96,71,33.8028,84.507,2.8169,2.8169,nyc
122,121701040001nyc,12170104nyc,12nyc,2017,0.0,80,0.0,0.0,0.0,30,23.3333,86.6667,10.0,3.3333,nyc
123,121701040001nyc,12170104nyc,12nyc,2018,0.0,84,0.0,0.0,0.0,19,52.6316,94.7368,5.2632,0.0,nyc
124,121701040001nyc,12170104nyc,12nyc,2019,0.0,89,0.0,0.0,0.0,19,63.1579,94.7368,0.0,0.0,nyc
125,121701040001nyc,12170104nyc,12nyc,2021,0.0,92,0.12,0.08,0.08,12,33.3333,91.6667,0.0,8.3333,nyc
126,121702040001nyc,12170204nyc,12nyc,2017,0.0,100,0.0,0.0,0.0,24,37.5,95.8333,0.0,0.0,nyc
127,121702040001nyc,12170204nyc,12nyc,2018,0.0,84,0.0,0.0,0.0,25,36.0,80.0,4.0,12.0,nyc
128,121702040001nyc,12170204nyc,12nyc,2019,0.0,97,0.0,0.0,0.0,37,45.9459,86.4865,5.4054,2.7027,nyc
129,121702040001nyc,12170204nyc,12nyc,2021,0.0,92,0.04,0.0,0.08,25,40.0,92.0,0.0,4.0,nyc
130,121901040002nyc,12190104nyc,12nyc,2017,0.0,87,0.0,0.0,0.0,77,58.4416,96.1039,0.0,1.2987,nyc
131,121901040002nyc,12190104nyc,12nyc,2018,0.0,76,0.0,0.0,0.0,76,52.6316,96.0526,0.0,2.6316,nyc
132,121901040002nyc,12190104nyc,12nyc,2019,0.0,83,0.0,0.0,0.0,72,40.2778,94.4444,0.0,5.5556,nyc
133,121901040002nyc,12190104nyc,12nyc,2021,0.0,100,0.44,0.04,0.8,5,20.0,100.0,0.0,0.0,nyc
134,130200010005nyc,13020001nyc,13nyc,2017,0.0,83,0.0,0.0,0.0,199,52.2613,41.7085,24.1206,26.1307,nyc
135,130200010005nyc,13020001nyc,13nyc,2018,0.0,78,0.0,0.0,0.0,236,46.1864,41.5254,23.7288,30.0847,nyc
136,130200010005nyc,13020001nyc,13nyc,2019,0.0,84,0.0,0.0,0.0,258,45.7364,39.9225,24.031,30.2326,nyc
137,130200010005nyc,13020001nyc,13nyc,2021,0.0,100,0.48,0.0,0.96,8,25.0,37.5,37.5,12.5,nyc
138,130502020003nyc,13050202nyc,13nyc,2017,0.0,90,0.0,0.0,0.0,113,49.5575,71.6814,10.6195,15.9292,nyc
139,130502020003nyc,13050202nyc,13nyc,2018,0.0,78,0.0,0.0,0.0,93,50.5376,72.043,8.6022,13.9785,nyc
140,130502020003nyc,13050202nyc,13nyc,2019,0.0,84,0.0,0.0,0.0,117,52.9915,68.3761,5.1282,23.0769,nyc
141,130502020003nyc,13050202nyc,13nyc,2021,0.0,88,0.32,0.08,0.48,8,75.0,25.0,0.0,75.0,nyc
142,130801060007nyc,13080106nyc,13nyc,2017,0.0,90,0.0,0.0,0.0,318,40.8805,69.1824,13.8365,12.8931,nyc
143,130801060007nyc,13080106nyc,13nyc,2018,0.0,91,0.0,0.0,0.0,338,45.858,67.7515,12.1302,14.2012,nyc
144,130801060007nyc,13080106nyc,13nyc,2019,0.0,87,0.0,0.0,0.0,285,49.1228,61.7544,17.5439,14.386,nyc
145,130801060007nyc,13080106nyc,13nyc,2021,0.0,83,0.48,0.0,0.96,6,50.0,100.0,0.0,0.0,nyc
149,131201040002nyc,13120104nyc,13nyc,2017,0.0,94,0.0,0.0,0.0,97,14.433,80.4124,1.0309,15.4639,nyc
150,131201040002nyc,13120104nyc,13nyc,2018,0.0,94,0.0,0.0,0.0,89,16.8539,78.6517,1.1236,13.4831,nyc
151,131201040002nyc,13120104nyc,13nyc,2019,0.0,99,0.0,0.0,0.0,96,19.7917,82.2917,1.0417,9.375,nyc
152,131201040002nyc,13120104nyc,13nyc,2021,0.0,93,0.28,0.0,0.56,58,20.6897,75.8621,1.7241,18.9655,nyc
153,131301040002nyc,13130104nyc,13nyc,2017,0.0,87,0.0,0.0,0.0,87,37.931,87.3563,0.0,11.4943,nyc
154,131301040002nyc,13130104nyc,13nyc,2018,0.0,81,0.0,0.0,0.0,73,32.8767,84.9315,0.0,13.6986,nyc
155,131301040002nyc,13130104nyc,13nyc,2019,0.0,95,0.0,0.0,0.0,81,28.3951,82.716,2.4691,11.1111,nyc
156,131301040002nyc,13130104nyc,13nyc,2021,0.0,90,0.52,0.12,0.8,41,34.1463,85.3659,0.0,12.1951,nyc
157,131500010010nyc,13150001nyc,13nyc,2017,0.0,69,0.0,0.0,0.0,311,75.2412,9.6463,59.8071,25.0804,nyc
158,131500010010nyc,13150001nyc,13nyc,2018,0.0,49,0.0,0.0,0.0,272,81.9853,5.5147,62.1324,27.2059,nyc
159,131500010010nyc,13150001nyc,13nyc,2019,0.0,68,0.0,0.0,0.0,350,71.1429,7.4286,56.8571,32.8571,nyc
160,131500010010nyc,13150001nyc,13nyc,2021,0.0,89,0.58,0.2,0.76,57,47.3684,3.5088,50.8772,31.5789,nyc
161,131601060008nyc,13160106nyc,13nyc,2017,0.0,96,0.0,0.0,0.0,836,23.8038,75.7177,8.4928,9.689,nyc
162,131601060008nyc,13160106nyc,13nyc,2018,0.0,88,0.0,0.0,0.0,687,23.4352,72.7802,9.607,12.2271,nyc
163,131601060008nyc,13160106nyc,13nyc,2019,0.0,93,0.0,0.0,0.0,770,22.8571,71.4286,8.0519,14.2857,nyc
164,131601060008nyc,13160106nyc,13nyc,2021,0.0,38,0.52,0.08,0.88,8,75.0,12.5,0.0,75.0,nyc
165,131602020005nyc,13160202nyc,13nyc,2017,0.0,95,0.0,0.0,0.0,137,19.708,64.2336,9.4891,9.4891,nyc
166,131602020005nyc,13160202nyc,13nyc,2018,0.0,94,0.0,0.0,0.0,127,21.2598,66.9291,14.9606,5.5118,nyc
167,131602020005nyc,13160202nyc,13nyc,2019,0.0,98,0.0,0.0,0.0,104,29.8077,58.6538,10.5769,12.5,nyc
168,131602020005nyc,13160202nyc,13nyc,2021,0.0,97,0.54,0.12,0.84,34,11.7647,73.5294,5.8824,5.8824,nyc
169,131701060002nyc,13170106nyc,13nyc,2017,0.0,97,0.0,0.0,0.0,167,17.3653,87.4251,2.3952,7.7844,nyc
170,131701060002nyc,13170106nyc,13nyc,2018,0.0,92,0.0,0.0,0.0,172,26.1628,87.7907,2.3256,6.3953,nyc
171,131701060002nyc,13170106nyc,13nyc,2019,0.0,93,0.0,0.0,0.0,163,33.7423,82.8221,2.454,11.0429,nyc
172,131701060002nyc,13170106nyc,13nyc,2021,0.0,0,0.52,0.08,0.88,3,33.3333,100.0,0.0,0.0,nyc
173,131801040001nyc,13180104nyc,13nyc,2017,0.0,93,0.0,0.0,0.0,112,16.9643,83.9286,4.4643,4.4643,nyc
174,131801040001nyc,13180104nyc,13nyc,2018,0.0,94,0.0,0.0,0.0,107,20.5607,89.7196,0.0,6.5421,nyc
175,131801040001nyc,13180104nyc,13nyc,2019,0.0,89,0.0,0.0,0.0,70,22.8571,88.5714,2.8571,7.1429,nyc
176,131801040001nyc,13180104nyc,13nyc,2021,0.0,100,0.52,0.08,0.88,13,7.6923,84.6154,0.0,15.3846,nyc
177,132101060011nyc,13210106nyc,13nyc,2017,0.0,91,0.0,0.0,0.0,448,27.9018,67.4107,7.3661,17.1875,nyc
178,132101060011nyc,13210106nyc,13nyc,2018,0.0,80,0.0,0.0,0.0,462,32.2511,60.3896,10.8225,22.5108,nyc
179,132101060011nyc,13210106nyc,13nyc,2019,0.0,93,0.0,0.0,0.0,468,30.9829,64.1026,8.7607,20.7265,nyc
180,132101060011nyc,13210106nyc,13nyc,2021,0.0,67,0.32,0.0,0.64,9,44.4444,22.2222,22.2222,33.3333,nyc
181,132101060015nyc,13210106nyc,13nyc,2017,0.0,94,0.0,0.0,0.0,514,17.8988,79.1829,5.642,8.9494,nyc
182,132101060015nyc,13210106nyc,13nyc,2018,0.0,89,0.0,0.0,0.0,516,19.5736,74.2248,7.3643,11.8217,nyc
183,132101060015nyc,13210106nyc,13nyc,2019,0.0,93,0.0,0.0,0.0,542,19.7417,76.9373,5.7196,12.1771,nyc
184,132101060015nyc,13210106nyc,13nyc,2021,0.0,100,0.5,0.04,0.92,5,0.0,40.0,40.0,0.0,nyc
188,132201040005nyc,13220104nyc,13nyc,2017,0.0,95,0.0,0.0,0.0,77,27.2727,81.8182,2.5974,9.0909,nyc
189,132201040005nyc,13220104nyc,13nyc,2018,0.0,94,0.0,0.0,0.0,82,23.1707,85.3659,2.439,8.5366,nyc
190,132201040005nyc,13220104nyc,13nyc,2019,0.0,96,0.0,0.0,0.0,72,27.7778,83.3333,2.7778,9.7222,nyc
191,132201040005nyc,13220104nyc,13nyc,2021,0.0,96,0.48,0.0,0.96,26,15.3846,92.3077,0.0,7.6923,nyc
192,140101060006nyc,14010106nyc,14nyc,2017,0.0,98,0.0,0.0,0.0,155,20.0,97.4194,0.6452,0.0,nyc
193,140101060006nyc,14010106nyc,14nyc,2018,0.0,98,0.0,0.0,0.0,125,24.8,98.4,1.6,0.0,nyc
194,140101060006nyc,14010106nyc,14nyc,2019,0.0,97,0.0,0.0,0.0,135,31.8519,95.5556,1.4815,0.7407,nyc
195,140101060006nyc,14010106nyc,14nyc,2021,0.0,0,0.34,0.0,0.68,2,0.0,100.0,0.0,0.0,nyc
196,140201060002nyc,14020106nyc,14nyc,2017,0.0,97,0.0,0.0,0.0,206,26.699,73.7864,11.165,3.8835,nyc
197,140201060002nyc,14020106nyc,14nyc,2018,0.0,90,0.0,0.0,0.0,205,26.8293,70.2439,17.561,3.9024,nyc
198,140201060002nyc,14020106nyc,14nyc,2019,0.0,96,0.0,0.0,0.0,220,37.7273,69.5455,15.9091,4.5455,nyc
199,140201060002nyc,14020106nyc,14nyc,2021,0.0,100,0.46,0.0,0.92,13,30.7692,53.8462,15.3846,7.6923,nyc
200,140203060004nyc,14020306nyc,14nyc,2017,0.0,95,0.0,0.0,0.0,294,18.3673,77.8912,5.7823,4.4218,nyc
201,140203060004nyc,14020306nyc,14nyc,2018,0.0,90,0.0,0.0,0.0,230,18.6957,75.6522,6.087,6.9565,nyc
202,140203060004nyc,14020306nyc,14nyc,2019,0.0,94,0.0,0.0,0.0,236,17.3729,77.9661,6.7797,5.9322,nyc
203,140203060004nyc,14020306nyc,14nyc,2021,0.0,85,0.34,0.0,0.68,20,20.0,80.0,5.0,5.0,nyc
204,140203060010nyc,14020306nyc,14nyc,2017,0.0,96,0.0,0.0,0.0,311,11.5756,83.6013,2.5723,2.2508,nyc
205,140203060010nyc,14020306nyc,14nyc,2018,0.0,93,0.0,0.0,0.0,380,15.0,81.5789,2.3684,3.6842,nyc
206,140203060010nyc,14020306nyc,14nyc,2019,0.0,95,0.0,0.0,0.0,336,19.0476,77.9762,5.0595,2.0833,nyc
207,140203060010nyc,14020306nyc,14nyc,2021,0.0,90,0.34,0.0,0.68,10,20.0,70.0,10.0,10.0,nyc
208,140203060013nyc,14020306nyc,14nyc,2017,0.0,97,0.0,0.0,0.0,255,9.4118,75.2941,1.1765,3.1373,nyc
209,140203060013nyc,14020306nyc,14nyc,2018,0.0,96,0.0,0.0,0.0,282,10.9929,73.4043,1.0638,2.8369,nyc
210,140203060013nyc,14020306nyc,14nyc,2019,0.0,95,0.0,0.0,0.0,263,16.3498,72.2433,2.6616,2.6616,nyc
211,140203060013nyc,14020306nyc,14nyc,2021,0.0,92,0.34,0.0,0.68,24,20.8333,70.8333,4.1667,0.0,nyc
212,140207060006nyc,14020706nyc,14nyc,2017,0.0,95,0.0,0.0,0.0,262,46.5649,68.3206,20.229,5.3435,nyc
213,140207060006nyc,14020706nyc,14nyc,2018,0.0,89,0.0,0.0,0.0,255,50.9804,65.8824,25.098,3.5294,nyc
214,140207060006nyc,14020706nyc,14nyc,2019,0.0,90,0.0,0.0,0.0,288,51.7361,62.8472,21.1806,6.9444,nyc
215,140207060006nyc,14020706nyc,14nyc,2021,0.0,83,0.44,0.0,0.88,12,50.0,58.3333,8.3333,25.0,nyc
216,140301030005nyc,14030103nyc,14nyc,2017,0.0,97,0.0,0.0,0.0,178,8.427,96.6292,1.1236,2.2472,nyc
