,schoolcode,districtcode,countycode,year,charter,dropout,schoolmode,virtualper,hybridper,totalenroll,lowincome,white,black,hispanic,state
1266,247903002tx,247903tx,247tx,2019,0.0,0.0,0.0,0.0,0.0,14.0,14.2857,71.4286,0.0,28.5714,tx
1267,247906002tx,247906tx,247tx,2019,0.0,0.0,0.0,0.0,0.0,4.0,100.0,25.0,0.0,75.0,tx
1268,248902001tx,248902tx,248tx,2019,0.0,0.0,0.0,0.0,0.0,124.0,37.0968,54.8387,3.2258,38.7097,tx
1269,249901001tx,249901tx,249tx,2019,0.0,0.0,0.0,0.0,0.0,228.0,33.7719,82.8947,0.8772,14.4737,tx
1270,249908001tx,249908tx,249tx,2019,0.0,0.0,0.0,0.0,0.0,71.0,45.0704,69.0141,1.4085,26.7606,tx
1271,250904001tx,250904tx,250tx,2019,0.0,0.0,0.0,0.0,0.0,338.0,59.1716,78.6982,3.2544,13.6095,tx
1272,250906002tx,250906tx,250tx,2019,0.0,0.0,0.0,0.0,0.0,12.0,83.3333,91.6667,0.0,0.0,tx
1273,251902001tx,251902tx,251tx,2019,0.0,0.0,0.0,0.0,0.0,133.0,57.1429,35.3383,0.0,64.6617,tx
1274,252902002tx,252902tx,252tx,2019,0.0,0.0,0.0,0.0,0.0,80.0,61.25,87.5,1.25,8.75,tx
1275,005902001tx,005902tx,005tx,2021,0.0,0.0,0.0,0.0,0.0,333.0,16.2162,87.3874,0.3003,8.7087,tx
1276,007905004tx,007905tx,007tx,2021,0.0,-1.0,0.0,0.0,0.0,-1.0,100.0,100.0,0.0,100.0,tx
1277,011901005tx,011901tx,011tx,2021,0.0,0.0,0.0,0.0,0.0,242.0,62.8099,28.9256,0.4132,64.4628,tx
1278,011905001tx,011905tx,011tx,2021,0.0,0.0,0.0,0.0,0.0,71.0,53.5211,4.2254,1.4085,63.3803,tx
1279,014803004tx,014803tx,014tx,2021,1.0,0.0,0.0,0.0,0.0,40.0,22.5,60.0,2.5,22.5,tx
1280,014803101tx,014803tx,014tx,2021,1.0,0.0,0.0,0.0,0.0,64.0,45.3125,43.75,12.5,35.9375,tx
1281,014804006tx,014804tx,014tx,2021,1.0,0.0,0.0,0.0,0.0,426.0,5.1643,60.3286,5.3991,23.9437,tx
1282,014905001tx,014905tx,014tx,2021,0.0,0.0,0.0,0.0,0.0,219.0,43.8356,64.8402,1.3699,31.5068,tx
1283,014906004tx,014906tx,014tx,2021,0.0,0.0,0.0,0.0,0.0,203.0,91.6256,7.8818,64.532,19.7044,tx
1284,014909005tx,014909tx,014tx,2021,0.0,0.0,0.0,0.0,0.0,100.0,79.0,3.0,53.0,32.0,tx
1285,014910001tx,014910tx,014tx,2021,0.0,0.0,0.0,0.0,0.0,464.0,35.5603,63.7931,3.0172,29.7414,tx
1286,015802001tx,015802tx,015tx,2021,1.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,64.0,27.0,tx
1287,015802004tx,015802tx,015tx,2021,1.0,0.0,0.0,0.0,0.0,20.0,100.0,5.0,15.0,60.0,tx
1288,015805001tx,015805tx,015tx,2021,1.0,0.0,100.0,100.0,0.0,170.0,75.8824,4.1176,0.5882,93.5294,tx
1289,015815041tx,015815tx,015tx,2021,1.0,0.0,0.0,0.0,0.0,178.0,31.4607,1.6854,0.0,95.5056,tx
1290,015831002tx,015831tx,015tx,2021,1.0,0.8,0.0,0.0,0.0,255.0,53.7255,16.4706,1.1765,76.0784,tx
1291,015834001tx,015834tx,015tx,2021,1.0,0.0,0.0,0.0,0.0,377.0,10.6101,32.3607,2.122,32.0955,tx
1292,015835002tx,015835tx,015tx,2021,1.0,0.9,0.0,0.0,0.0,233.0,22.7468,45.0644,3.0043,45.9227,tx
1293,015906001tx,015906tx,015tx,2021,0.0,0.0,0.0,0.0,0.0,483.0,3.9337,36.4389,24.4306,21.9462,tx
1294,015907022tx,015907tx,015tx,2021,1.0,1.1,0.0,0.0,0.0,437.0,72.7689,3.6613,1.8307,93.5927,tx
1295,015907023tx,015907tx,015tx,2021,1.0,0.0,0.0,0.0,0.0,237.0,47.2574,4.6414,2.9536,90.2954,tx
1296,015907026tx,015907tx,015tx,2021,1.0,0.5,0.0,0.0,0.0,199.0,59.2965,7.5377,3.5176,85.9296,tx
1297,015909006tx,015909tx,015tx,2021,0.0,0.0,0.0,0.0,0.0,152.0,73.6842,15.7895,0.6579,82.2368,tx
1298,015910009tx,015910tx,015tx,2021,0.0,0.4,0.0,0.0,0.0,489.0,23.3129,30.8793,3.681,57.0552,tx
1299,015910012tx,015910tx,015tx,2021,0.0,0.0,0.0,0.0,0.0,127.0,65.3543,23.622,15.748,55.1181,tx
1300,015911003tx,015911tx,015tx,2021,0.0,0.0,100.0,100.0,0.0,20.0,55.0,5.0,5.0,75.0,tx
1301,015915006tx,015915tx,015tx,2021,0.0,0.0,0.0,0.0,0.0,919.0,23.1774,17.9543,5.2231,54.1893,tx
1302,015915008tx,015915tx,015tx,2021,0.0,0.7,0.0,0.0,0.0,141.0,58.8652,17.0213,8.5106,69.5035,tx
1303,015915039tx,015915tx,015tx,2021,0.0,-1.0,0.0,0.0,0.0,-1.0,100.0,100.0,100.0,100.0,tx
1304,015916005tx,015916tx,015tx,2021,0.0,0.0,100.0,100.0,0.0,20.0,-15.0,5.0,35.0,55.0,tx
1305,015917002tx,015917tx,015tx,2021,0.0,0.0,0.0,0.0,0.0,19.0,-15.7895,5.2632,5.2632,78.9474,tx
1306,017901001tx,017901tx,017tx,2021,0.0,0.0,0.0,0.0,0.0,77.0,31.1688,80.5195,0.0,3.8961,tx
1307,018901001tx,018901tx,018tx,2021,0.0,0.7,0.0,0.0,0.0,298.0,50.6711,54.698,2.0134,36.2416,tx
1308,018903001tx,018903tx,018tx,2021,0.0,0.0,0.0,0.0,0.0,53.0,71.6981,35.8491,0.0,58.4906,tx
1309,018904001tx,018904tx,018tx,2021,0.0,0.5,0.0,0.0,0.0,191.0,35.0785,67.0157,0.5236,27.2251,tx
1310,018905003tx,018905tx,018tx,2021,0.0,0.0,0.0,0.0,0.0,51.0,86.2745,5.8824,0.0,54.902,tx
1311,018906001tx,018906tx,018tx,2021,0.0,0.0,0.0,0.0,0.0,40.0,55.0,82.5,0.0,17.5,tx
1312,018908001tx,018908tx,018tx,2021,0.0,0.0,0.0,0.0,0.0,40.0,85.0,67.5,0.0,7.5,tx
1313,019902002tx,019902tx,019tx,2021,0.0,0.0,0.0,0.0,0.0,329.0,50.7599,75.3799,8.8146,9.4225,tx
1314,019909001tx,019909tx,019tx,2021,0.0,0.0,0.0,0.0,0.0,170.0,47.0588,91.1765,0.0,3.5294,tx
1315,020902002tx,020902tx,020tx,2021,0.0,0.0,0.0,0.0,0.0,59.0,84.7458,20.339,16.9492,54.2373,tx
1316,020902003tx,020902tx,020tx,2021,0.0,0.0,0.0,0.0,0.0,5.0,-20.0,0.0,0.0,100.0,tx
1317,022902001tx,022902tx,022tx,2021,0.0,0.0,0.0,0.0,0.0,15.0,-20.0,20.0,0.0,60.0,tx
1318,023902001tx,023902tx,023tx,2021,0.0,0.0,0.0,0.0,0.0,56.0,48.2143,55.3571,0.0,44.6429,tx
1319,025904001tx,025904tx,025tx,2021,0.0,0.0,0.0,0.0,0.0,56.0,53.5714,57.1429,1.7857,5.3571,tx
1320,025905001tx,025905tx,025tx,2021,0.0,1.0,0.0,0.0,0.0,103.0,61.165,72.8155,0.9709,24.2718,tx
1321,025906001tx,025906tx,025tx,2021,0.0,0.0,0.0,0.0,0.0,54.0,61.1111,79.6296,1.8519,14.8148,tx
1322,025908001tx,025908tx,025tx,2021,0.0,0.0,0.0,0.0,0.0,37.0,56.7568,62.1622,2.7027,32.4324,tx
1323,026901001tx,026901tx,026tx,2021,0.0,0.2,0.0,0.0,0.0,554.0,49.278,49.4585,8.1227,38.6282,tx
1324,030902001tx,030902tx,030tx,2021,0.0,0.2,0.0,0.0,0.0,446.0,40.1345,79.8206,1.5695,15.4709,tx
1325,030906001tx,030906tx,030tx,2021,0.0,0.0,0.0,0.0,0.0,112.0,33.0357,83.9286,0.0,2.6786,tx
1326,031901008tx,031901tx,031tx,2021,0.0,0.0,0.0,0.0,0.0,408.0,92.8922,1.7157,0.2451,96.3235,tx
1327,031903005tx,031903tx,031tx,2021,0.0,0.0,100.0,100.0,0.0,361.0,71.7452,6.0942,0.277,91.6898,tx
1328,031903008tx,031903tx,031tx,2021,0.0,0.0,0.0,0.0,0.0,327.0,60.2446,8.2569,0.3058,88.3792,tx
1329,031903118tx,031903tx,031tx,2021,0.0,0.0,0.0,0.0,0.0,40.0,-7.5,2.5,2.5,87.5,tx
1330,031912005tx,031912tx,031tx,2021,0.0,-1.0,100.0,100.0,0.0,-1.0,100.0,0.0,0.0,100.0,tx
1331,031916004tx,031916tx,031tx,2021,0.0,0.1,0.0,0.0,0.0,762.0,49.0814,5.3806,1.0499,80.1837,tx
1332,031916005tx,031916tx,031tx,2021,0.0,0.0,0.0,0.0,0.0,813.0,42.6814,6.8881,0.369,77.9828,tx
1333,033901001tx,033901tx,033tx,2021,0.0,0.0,0.0,0.0,0.0,48.0,18.75,83.3333,2.0833,12.5,tx
1334,033902001tx,033902tx,033tx,2021,0.0,0.0,0.0,0.0,0.0,214.0,20.0935,89.2523,0.4673,7.0093,tx
1335,033904001tx,033904tx,033tx,2021,0.0,0.0,0.0,0.0,0.0,103.0,43.6893,79.6117,0.0,18.4466,tx
1336,034902001tx,034902tx,034tx,2021,0.0,0.0,0.0,0.0,0.0,52.0,78.8462,71.1538,11.5385,1.9231,tx
1337,034903001tx,034903tx,034tx,2021,0.0,0.0,0.0,0.0,0.0,348.0,47.4138,75.8621,8.6207,12.3563,tx
1338,034909001tx,034909tx,034tx,2021,0.0,0.0,0.0,0.0,0.0,74.0,71.6216,91.8919,1.3514,1.3514,tx
1339,035903001tx,035903tx,035tx,2021,0.0,0.0,0.0,0.0,0.0,78.0,14.1026,83.3333,0.0,8.9744,tx
1340,036902005tx,036902tx,036tx,2021,0.0,0.0,0.0,0.0,0.0,58.0,44.8276,53.4483,1.7241,37.931,tx
1341,036902006tx,036902tx,036tx,2021,0.0,0.0,0.0,0.0,0.0,6.0,-16.6667,16.6667,0.0,16.6667,tx
1342,037904004tx,037904tx,037tx,2021,0.0,0.0,0.0,0.0,0.0,31.0,-9.6774,25.8065,29.0323,45.1613,tx
1343,037909001tx,037909tx,037tx,2021,0.0,0.0,0.0,0.0,0.0,86.0,67.4419,73.2558,1.1628,16.2791,tx
1344,039904001tx,039904tx,039tx,2021,0.0,0.0,0.0,0.0,0.0,47.0,53.1915,87.234,2.1277,2.1277,tx
1345,039905001tx,039905tx,039tx,2021,0.0,0.0,0.0,0.0,0.0,53.0,64.1509,5.6604,0.0,1.8868,tx
1346,040901001tx,040901tx,040tx,2021,0.0,2.7,0.0,0.0,0.0,112.0,74.1071,2.6786,0.0,86.6071,tx
1347,041901001tx,041901tx,041tx,2021,0.0,0.0,0.0,0.0,0.0,59.0,42.3729,72.8814,0.0,27.1186,tx
1348,042903001tx,042903tx,042tx,2021,0.0,0.0,0.0,0.0,0.0,92.0,100.0,72.8261,1.087,21.7391,tx
1349,043801001tx,043801tx,043tx,2021,1.0,0.4,0.0,0.0,0.0,271.0,8.8561,29.1513,12.1771,17.3432,tx
1350,043905008tx,043905tx,043tx,2021,0.0,0.1,0.0,0.0,0.0,2236.0,17.7549,38.9535,21.2433,20.3041,tx
1351,043905010tx,043905tx,043tx,2021,0.0,0.1,0.0,0.0,0.0,2153.0,6.131,47.608,6.9206,11.333,tx
1352,043908001tx,043908tx,043tx,2021,0.0,0.1,0.0,0.0,0.0,1203.0,15.7938,60.3491,12.7182,18.4539,tx
1353,043910008tx,043910tx,043tx,2021,0.0,0.0,0.0,0.0,0.0,418.0,19.8565,56.2201,0.7177,21.0526,tx
1354,046902206tx,046902tx,046tx,2021,0.0,0.0,0.0,0.0,0.0,117.0,45.2991,43.5897,0.8547,50.4274,tx
1355,047901001tx,047901tx,047tx,2021,0.0,0.5,0.0,0.0,0.0,386.0,55.1813,50.7772,0.2591,45.8549,tx
1356,047903001tx,047903tx,047tx,2021,0.0,0.0,0.0,0.0,0.0,42.0,71.4286,28.5714,0.0,71.4286,tx
1357,047905001tx,047905tx,047tx,2021,0.0,0.0,0.0,0.0,0.0,45.0,60.0,73.3333,0.0,26.6667,tx
1358,048901001tx,048901tx,048tx,2021,0.0,0.0,0.0,0.0,0.0,86.0,55.814,31.3953,1.1628,63.9535,tx
1359,048903001tx,048903tx,048tx,2021,0.0,0.0,0.0,0.0,0.0,67.0,74.6269,40.2985,1.4925,50.7463,tx
1360,049902001tx,049902tx,049tx,2021,0.0,0.0,0.0,0.0,0.0,154.0,9.7403,90.2597,0.6494,3.8961,tx
1361,049907001tx,049907tx,049tx,2021,0.0,0.0,0.0,0.0,0.0,162.0,8.0247,90.1235,0.6173,0.6173,tx
1362,050901001tx,050901tx,050tx,2021,0.0,16.8,100.0,100.0,0.0,143.0,48.2517,61.5385,3.4965,32.8671,tx
1363,050909001tx,050909tx,050tx,2021,0.0,0.0,0.0,0.0,0.0,90.0,51.1111,87.7778,0.0,3.3333,tx
1364,054903001tx,054903tx,054tx,2021,0.0,0.0,0.0,0.0,0.0,128.0,78.9062,25.0,0.7812,73.4375,tx
1365,056902001tx,056902tx,056tx,2021,0.0,0.0,0.0,0.0,0.0,56.0,48.2143,39.2857,1.7857,57.1429,tx
1366,057802001tx,057802tx,057tx,2021,1.0,0.0,0.0,0.0,0.0,159.0,88.6792,3.7736,25.1572,69.8113,tx
1367,057803002tx,057803tx,057tx,2021,1.0,0.0,100.0,100.0,0.0,517.0,21.6634,6.7698,5.6093,18.5687,tx
1368,057803010tx,057803tx,057tx,2021,1.0,0.4,0.0,0.0,0.0,501.0,88.024,2.1956,3.5928,92.8144,tx
1369,057808101tx,057808tx,057tx,2021,1.0,0.8,0.0,0.0,0.0,126.0,69.0476,0.7937,30.1587,61.1111,tx
1370,057808102tx,057808tx,057tx,2021,1.0,0.0,0.0,0.0,0.0,70.0,8.5714,1.4286,34.2857,8.5714,tx
1371,057814005tx,057814tx,057tx,2021,1.0,-1.0,0.0,0.0,0.0,-1.0,100.0,0.0,100.0,100.0,tx
1372,057819001tx,057819tx,057tx,2021,1.0,0.0,0.0,0.0,0.0,29.0,75.8621,0.0,3.4483,10.3448,tx
1373,057845001tx,057845tx,057tx,2021,1.0,0.0,0.0,0.0,0.0,326.0,30.9816,38.6503,11.0429,44.4785,tx
1374,057847001tx,057847tx,057tx,2021,1.0,0.0,0.0,0.0,0.0,281.0,37.3665,25.6228,31.6726,37.0107,tx
1375,057848006tx,057848tx,057tx,2021,1.0,0.1,0.0,0.0,0.0,749.0,66.3551,6.8091,32.0427,56.3418,tx
1376,057903005tx,057903tx,057tx,2021,0.0,0.0,0.0,0.0,0.0,18.0,-16.6667,5.5556,5.5556,55.5556,tx
1377,057903010tx,057903tx,057tx,2021,0.0,0.0,0.0,0.0,0.0,349.0,76.2178,3.7249,6.5903,81.0888,tx
1378,057905026tx,057905tx,057tx,2021,0.0,0.4,0.0,0.0,0.0,513.0,54.5809,14.23,9.9415,61.5984,tx
1379,057905035tx,057905tx,057tx,2021,0.0,0.4,0.0,0.0,0.0,285.0,70.1754,5.2632,12.2807,78.5965,tx
1380,057905037tx,057905tx,057tx,2021,0.0,0.0,0.0,0.0,0.0,238.0,73.5294,4.6218,20.1681,74.3697,tx
1381,057905090tx,057905tx,057tx,2021,0.0,0.0,0.0,0.0,0.0,268.0,79.4776,0.3731,13.0597,85.0746,tx
1382,057907007tx,057907tx,057tx,2021,0.0,-1.0,0.0,0.0,0.0,-1.0,100.0,0.0,100.0,0.0,tx
1383,057909053tx,057909tx,057tx,2021,0.0,0.0,0.0,0.0,0.0,112.0,77.6786,16.9643,26.7857,52.6786,tx
1384,057910007tx,057910tx,057tx,2021,0.0,0.0,0.0,0.0,0.0,9.0,-11.1111,11.1111,11.1111,66.6667,tx
1385,057914007tx,057914tx,057tx,2021,0.0,0.0,0.0,0.0,0.0,5.0,-20.0,0.0,20.0,20.0,tx
1386,057916006tx,057916tx,057tx,2021,0.0,0.0,0.0,0.0,0.0,102.0,70.5882,15.6863,44.1176,33.3333,tx
1387,058902001tx,058902tx,058tx,2021,0.0,0.0,0.0,0.0,0.0,26.0,73.0769,11.5385,0.0,73.0769,tx
1388,058905001tx,058905tx,058tx,2021,0.0,0.0,0.0,0.0,0.0,63.0,22.2222,65.0794,1.5873,26.9841,tx
1389,058906001tx,058906tx,058tx,2021,0.0,0.5,0.0,0.0,0.0,569.0,82.7768,13.0053,3.3392,82.6011,tx
1390,058909001tx,058909tx,058tx,2021,0.0,0.0,0.0,0.0,0.0,67.0,53.7313,44.7761,0.0,50.7463,tx
1391,061901005tx,061901tx,061tx,2021,0.0,0.0,0.0,0.0,0.0,107.0,71.028,23.3645,22.4299,44.8598,tx
1392,061910001tx,061910tx,061tx,2021,0.0,0.0,100.0,100.0,0.0,1199.0,5.0042,77.0642,2.0017,14.1785,tx
1393,062902001tx,062902tx,062tx,2021,0.0,0.0,0.0,0.0,0.0,35.0,48.5714,8.5714,2.8571,48.5714,tx
1394,063903001tx,063903tx,063tx,2021,0.0,0.0,0.0,0.0,0.0,103.0,46.6019,58.2524,0.9709,36.8932,tx
1395,063906001tx,063906tx,063tx,2021,0.0,0.0,0.0,0.0,0.0,27.0,-11.1111,51.8519,0.0,48.1481,tx
1396,065901001tx,065901tx,065tx,2021,0.0,0.7,0.0,0.0,0.0,145.0,35.8621,72.4138,11.0345,12.4138,tx
1397,065902001tx,065902tx,065tx,2021,0.0,0.0,0.0,0.0,0.0,40.0,62.5,80.0,0.0,20.0,tx
1398,067902004tx,067902tx,067tx,2021,0.0,0.0,0.0,0.0,0.0,20.0,75.0,75.0,5.0,5.0,tx
1399,067908001tx,067908tx,067tx,2021,0.0,0.0,0.0,0.0,0.0,63.0,65.0794,84.127,0.0,4.7619,tx
1400,068901004tx,068901tx,068tx,2021,0.0,0.0,0.0,0.0,0.0,102.0,53.9216,19.6078,0.9804,75.4902,tx
1401,069901001tx,069901tx,069tx,2021,0.0,0.0,0.0,0.0,0.0,87.0,58.6207,3.4483,0.0,73.5632,tx
1402,070901001tx,070901tx,070tx,2021,0.0,0.0,0.0,0.0,0.0,80.0,40.0,51.25,0.0,48.75,tx
1403,071801003tx,071801tx,071tx,2021,1.0,0.0,0.0,0.0,0.0,318.0,43.7107,11.0063,0.3145,87.7358,tx
1404,071806001tx,071806tx,071tx,2021,1.0,0.4,100.0,100.0,0.0,500.0,73.6,4.4,0.6,93.8,tx
1405,071806002tx,071806tx,071tx,2021,1.0,0.4,100.0,100.0,0.0,230.0,74.7826,7.8261,4.3478,84.3478,tx
1406,071902011tx,071902tx,071tx,2021,0.0,0.2,100.0,100.0,0.0,660.0,64.8485,3.7879,1.9697,90.303,tx
1407,071902015tx,071902tx,071tx,2021,0.0,0.0,0.0,0.0,0.0,411.0,66.91,14.3552,4.6229,76.1557,tx
1408,071902027tx,071902tx,071tx,2021,0.0,0.0,0.0,0.0,0.0,9.0,-33.3333,11.1111,11.1111,77.7778,tx
1409,071905014tx,071905tx,071tx,2021,0.0,0.0,100.0,100.0,0.0,41.0,75.6098,2.439,2.439,92.6829,tx
1410,071905017tx,071905tx,071tx,2021,0.0,0.3,100.0,100.0,0.0,373.0,48.5255,2.9491,0.2681,94.9062,tx
1411,071907003tx,071907tx,071tx,2021,0.0,0.3,100.0,100.0,0.0,394.0,52.5381,7.868,1.7766,88.5787,tx
1412,071909003tx,071909tx,071tx,2021,0.0,0.0,100.0,100.0,0.0,34.0,82.3529,2.9412,0.0,8.8235,tx
1413,071909007tx,071909tx,071tx,2021,0.0,0.0,100.0,100.0,0.0,489.0,63.5992,2.2495,0.6135,93.456,tx
1414,072801104tx,072801tx,072tx,2021,1.0,0.0,100.0,100.0,0.0,125.0,95.2,0.8,0.0,2.4,tx
1415,072801107tx,072801tx,072tx,2021,1.0,0.0,100.0,100.0,0.0,98.0,83.6735,10.2041,0.0,87.7551,tx
1416,072801115tx,072801tx,072tx,2021,1.0,0.0,100.0,100.0,0.0,143.0,94.4056,0.6993,0.6993,97.2028,tx
1417,072801116tx,072801tx,072tx,2021,1.0,0.0,100.0,100.0,0.0,160.0,-1.875,0.625,0.0,96.875,tx
1418,072801128tx,072801tx,072tx,2021,1.0,0.0,100.0,100.0,0.0,131.0,58.7786,29.0076,9.9237,54.9618,tx
1419,072801136tx,072801tx,072tx,2021,1.0,10.6,100.0,100.0,0.0,180.0,48.3333,49.4444,0.5556,43.3333,tx
1420,072801137tx,072801tx,072tx,2021,1.0,0.0,100.0,100.0,0.0,225.0,51.5556,83.1111,0.4444,12.0,tx
1421,072801138tx,072801tx,072tx,2021,1.0,0.6,100.0,100.0,0.0,155.0,54.1935,77.4194,1.9355,17.4194,tx
1422,072801146tx,072801tx,072tx,2021,1.0,0.0,100.0,100.0,0.0,183.0,95.082,1.6393,0.0,96.1749,tx
1423,072908001tx,072908tx,072tx,2021,0.0,0.0,0.0,0.0,0.0,62.0,17.7419,74.1935,0.0,17.7419,tx
1424,072909001tx,072909tx,072tx,2021,0.0,0.0,0.0,0.0,0.0,89.0,42.6966,56.1798,0.0,3.3708,tx
1425,074904001tx,074904tx,074tx,2021,0.0,0.0,0.0,0.0,0.0,115.0,33.913,83.4783,0.0,11.3043,tx
1426,074907001tx,074907tx,074tx,2021,0.0,0.0,0.0,0.0,0.0,209.0,44.9761,66.0287,7.177,21.0526,tx
1427,074911001tx,074911tx,074tx,2021,0.0,0.0,0.0,0.0,0.0,83.0,38.5542,74.6988,1.2048,18.0723,tx
1428,074917001tx,074917tx,074tx,2021,0.0,0.0,100.0,100.0,0.0,162.0,45.0617,87.6543,0.0,8.642,tx
1429,075901001tx,075901tx,075tx,2021,0.0,0.5,0.0,0.0,0.0,189.0,48.6772,41.7989,1.5873,50.2646,tx
1430,075906001tx,075906tx,075tx,2021,0.0,0.0,0.0,0.0,0.0,75.0,41.3333,82.6667,1.3333,4.0,tx
1431,076903001tx,076903tx,076tx,2021,0.0,0.0,0.0,0.0,0.0,83.0,44.5783,69.8795,0.0,3.6145,tx
1432,078901001tx,078901tx,078tx,2021,0.0,0.0,100.0,100.0,0.0,64.0,70.3125,48.4375,1.5625,46.875,tx
1433,079901004tx,079901tx,079tx,2021,0.0,0.0,0.0,0.0,0.0,104.0,63.4615,23.0769,19.2308,54.8077,tx
1434,079901008tx,079901tx,079tx,2021,0.0,0.0,0.0,0.0,0.0,17.0,-17.6471,5.8824,17.6471,58.8235,tx
1435,079907010tx,079907tx,079tx,2021,0.0,0.0,0.0,0.0,0.0,24.0,-12.5,4.1667,66.6667,12.5,tx
1436,079907038tx,079907tx,079tx,2021,0.0,0.0,0.0,0.0,0.0,104.0,73.0769,6.7308,42.3077,47.1154,tx
1437,081905002tx,081905tx,081tx,2021,0.0,0.0,0.0,0.0,0.0,149.0,57.047,63.7584,13.4228,20.8054,tx
1438,083902001tx,083902tx,083tx,2021,0.0,0.0,0.0,0.0,0.0,30.0,46.6667,46.6667,0.0,53.3333,tx
1439,084802001tx,084802tx,084tx,2021,1.0,0.0,0.0,0.0,0.0,147.0,48.9796,40.1361,2.0408,48.9796,tx
1440,084903001tx,084903tx,084tx,2021,0.0,0.0,100.0,100.0,0.0,81.0,56.7901,85.1852,0.0,6.1728,tx
1441,084906014tx,084906tx,084tx,2021,0.0,-1.0,0.0,0.0,0.0,-1.0,100.0,100.0,0.0,0.0,tx
1442,084910008tx,084910tx,084tx,2021,0.0,0.0,0.0,0.0,0.0,258.0,32.5581,39.9225,11.2403,41.0853,tx
1443,084910010tx,084910tx,084tx,2021,0.0,0.2,0.0,0.0,0.0,473.0,35.0951,25.5814,9.0909,32.3467,tx
1444,086902001tx,086902tx,086tx,2021,0.0,0.0,0.0,0.0,0.0,191.0,33.5079,84.8168,0.0,1.5707,tx
1445,087901001tx,087901tx,087tx,2021,0.0,0.0,0.0,0.0,0.0,79.0,31.6456,48.1013,0.0,51.8987,tx
1446,088902001tx,088902tx,088tx,2021,0.0,0.0,0.0,0.0,0.0,389.0,47.5578,46.5296,5.6555,44.7301,tx
1447,089903001tx,089903tx,089tx,2021,0.0,0.3,0.0,0.0,0.0,301.0,78.7375,22.9236,0.3322,75.4153,tx
1448,090902001tx,090902tx,090tx,2021,0.0,0.0,0.0,0.0,0.0,51.0,54.902,80.3922,0.0,5.8824,tx
1449,091902001tx,091902tx,091tx,2021,0.0,0.0,0.0,0.0,0.0,179.0,48.0447,75.419,0.5587,20.6704,tx
1450,091903002tx,091903tx,091tx,2021,0.0,3.4,0.0,0.0,0.0,58.0,51.7241,58.6207,15.5172,18.9655,tx
1451,091907101tx,091907tx,091tx,2021,0.0,0.0,0.0,0.0,0.0,211.0,37.9147,72.9858,0.4739,22.7488,tx
1452,091918001tx,091918tx,091tx,2021,0.0,0.9,0.0,0.0,0.0,232.0,40.9483,82.3276,1.2931,11.6379,tx
1453,093903001tx,093903tx,093tx,2021,0.0,0.0,0.0,0.0,0.0,146.0,31.5068,79.4521,0.6849,15.7534,tx
1454,093905001tx,093905tx,093tx,2021,0.0,0.0,0.0,0.0,0.0,61.0,59.0164,73.7705,16.3934,1.6393,tx
1455,094904001tx,094904tx,094tx,2021,0.0,0.2,0.0,0.0,0.0,500.0,37.8,53.8,2.4,41.0,tx
1456,094904003tx,094904tx,094tx,2021,0.0,0.0,0.0,0.0,0.0,13.0,38.4615,38.4615,0.0,61.5385,tx
1457,095902001tx,095902tx,095tx,2021,0.0,0.0,0.0,0.0,0.0,36.0,69.4444,52.7778,0.0,8.3333,tx
1458,095904001tx,095904tx,095tx,2021,0.0,0.0,0.0,0.0,0.0,82.0,76.8293,3.6585,0.0,70.7317,tx
1459,096905001tx,096905tx,096tx,2021,0.0,0.0,0.0,0.0,0.0,77.0,57.1429,67.5325,0.0,3.8961,tx
1460,098901001tx,098901tx,098tx,2021,0.0,0.0,0.0,0.0,0.0,173.0,46.8208,42.7746,0.0,54.9133,tx
1461,098904001tx,098904tx,098tx,2021,0.0,0.0,0.0,0.0,0.0,271.0,57.1956,31.7343,0.0,67.5277,tx
1462,100904002tx,100904tx,100tx,2021,0.0,-1.0,0.0,0.0,0.0,-1.0,100.0,100.0,0.0,0.0,tx
1463,100908003tx,100908tx,100tx,2021,0.0,-1.0,0.0,0.0,0.0,-1.0,100.0,100.0,0.0,0.0,tx
1464,101842001tx,101842tx,101tx,2021,1.0,0.0,0.0,0.0,0.0,26.0,46.1538,11.5385,3.8462,50.0,tx
1465,101858004tx,101858tx,101tx,2021,1.0,0.4,100.0,100.0,0.0,729.0,65.4321,7.4074,15.2263,60.7682,tx
1466,101858005tx,101858tx,101tx,2021,1.0,0.0,0.0,0.0,0.0,354.0,66.6667,12.1469,17.2316,53.1073,tx
1467,101862004tx,101862tx,101tx,2021,1.0,0.0,0.0,0.0,0.0,175.0,66.2857,13.7143,32.5714,41.1429,tx
1468,101862005tx,101862tx,101tx,2021,1.0,0.3,100.0,100.0,0.0,304.0,52.3026,18.0921,25.0,22.0395,tx
1469,101902008tx,101902tx,101tx,2021,0.0,0.0,0.0,0.0,0.0,431.0,86.5429,2.5522,21.1137,74.2459,tx
1470,101902098tx,101902tx,101tx,2021,0.0,-1.0,0.0,0.0,0.0,-1.0,100.0,0.0,0.0,100.0,tx
1471,101903005tx,101903tx,101tx,2021,0.0,0.0,0.0,0.0,0.0,31.0,-9.6774,3.2258,41.9355,48.3871,tx
1472,101903006tx,101903tx,101tx,2021,0.0,0.1,100.0,100.0,0.0,816.0,71.3235,3.6765,14.7059,25.3676,tx
