,schoolcode,districtcode,countycode,year,charter,dropout,schoolmode,virtualper,hybridper,totalenroll,lowincome,white,black,hispanic,state
639,103901001tx,103901tx,103tx,2018,0.0,0.0,0.0,0.0,0.0,48.0,60.4167,68.75,4.1667,25.0,tx
640,103902001tx,103902tx,103tx,2018,0.0,0.0,0.0,0.0,0.0,71.0,47.8873,50.7042,0.0,49.2958,tx
641,104903001tx,104903tx,104tx,2018,0.0,0.0,0.0,0.0,0.0,42.0,78.5714,50.0,0.0,45.2381,tx
642,104907001tx,104907tx,104tx,2018,0.0,0.0,0.0,0.0,0.0,43.0,86.0465,62.7907,0.0,34.8837,tx
643,107906003tx,107906tx,107tx,2018,0.0,0.0,0.0,0.0,0.0,22.0,72.7273,59.0909,18.1818,18.1818,tx
644,107907001tx,107907tx,107tx,2018,0.0,0.0,0.0,0.0,0.0,61.0,59.0164,65.5738,14.7541,11.4754,tx
645,108807001tx,108807tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,390.0,89.4872,3.5897,0.2564,95.1282,tx
646,108807002tx,108807tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,393.0,89.313,3.8168,1.0178,91.6031,tx
647,108807003tx,108807tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,405.0,88.642,1.7284,0.2469,96.7901,tx
648,108807004tx,108807tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,434.0,94.9309,1.6129,0.6912,97.4654,tx
649,108807005tx,108807tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,404.0,77.7228,5.9406,0.0,91.8317,tx
650,108807006tx,108807tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,383.0,93.7337,1.0444,0.2611,97.6501,tx
651,108807008tx,108807tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,394.0,90.6091,1.0152,0.0,98.4772,tx
652,108807009tx,108807tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,388.0,83.5052,2.0619,0.7732,95.8763,tx
653,108807010tx,108807tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,430.0,92.093,1.6279,0.4651,97.907,tx
654,108807011tx,108807tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,319.0,82.7586,3.7618,0.0,95.2978,tx
655,108807018tx,108807tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,82.0,92.6829,3.6585,1.2195,95.122,tx
656,108807035tx,108807tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,306.0,91.5033,1.634,1.9608,96.4052,tx
657,108903001tx,108903tx,108tx,2018,0.0,1.6,0.0,0.0,0.0,1485.0,99.7306,0.3367,0.2694,99.3939,tx
658,108906005tx,108906tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,119.0,84.0336,3.3613,1.6807,94.958,tx
659,108906011tx,108906tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,504.0,72.619,0.9921,0.0,97.0238,tx
660,108907006tx,108907tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,423.0,78.487,0.4728,0.2364,98.818,tx
661,108908004tx,108908tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,437.0,89.2449,0.2288,0.0,99.7712,tx
662,108908039tx,108908tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,178.0,92.6966,0.5618,0.0,98.8764,tx
663,108909009tx,108909tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,813.0,83.2718,0.369,0.369,98.647,tx
664,108911008tx,108911tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,401.0,64.5885,1.4963,0.2494,96.01,tx
665,108912005tx,108912tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,167.0,99.4012,0.5988,0.0,99.4012,tx
666,108912010tx,108912tx,108tx,2018,0.0,0.0,0.0,0.0,0.0,439.0,95.8998,0.0,0.0,100.0,tx
667,109901001tx,109901tx,109tx,2018,0.0,0.0,0.0,0.0,0.0,96.0,16.6667,83.3333,0.0,13.5417,tx
668,109902001tx,109902tx,109tx,2018,0.0,0.0,0.0,0.0,0.0,65.0,60.0,56.9231,7.6923,30.7692,tx
669,109903001tx,109903tx,109tx,2018,0.0,0.0,0.0,0.0,0.0,101.0,46.5347,77.2277,0.0,18.8119,tx
670,109914001tx,109914tx,109tx,2018,0.0,0.0,0.0,0.0,0.0,86.0,69.7674,63.9535,1.1628,33.7209,tx
671,110901001tx,110901tx,110tx,2018,0.0,0.0,0.0,0.0,0.0,67.0,80.597,19.403,2.9851,77.6119,tx
672,110906001tx,110906tx,110tx,2018,0.0,0.0,0.0,0.0,0.0,146.0,59.589,45.8904,0.6849,50.6849,tx
673,110907001tx,110907tx,110tx,2018,0.0,0.0,0.0,0.0,0.0,193.0,32.1244,47.1503,0.0,51.2953,tx
674,110908001tx,110908tx,110tx,2018,0.0,0.0,0.0,0.0,0.0,49.0,46.9388,48.9796,4.0816,44.898,tx
675,111902003tx,111902tx,111tx,2018,0.0,0.0,0.0,0.0,0.0,104.0,43.2692,86.5385,0.9615,8.6538,tx
676,112906001tx,112906tx,112tx,2018,0.0,0.0,0.0,0.0,0.0,163.0,58.2822,68.7117,0.6135,23.9264,tx
677,112907001tx,112907tx,112tx,2018,0.0,0.0,0.0,0.0,0.0,93.0,50.5376,68.8172,1.0753,25.8065,tx
678,112909001tx,112909tx,112tx,2018,0.0,0.0,0.0,0.0,0.0,72.0,70.8333,72.2222,2.7778,25.0,tx
679,112910001tx,112910tx,112tx,2018,0.0,0.0,0.0,0.0,0.0,72.0,61.1111,77.7778,4.1667,11.1111,tx
680,114902001tx,114902tx,114tx,2018,0.0,0.0,0.0,0.0,0.0,269.0,36.803,65.4275,0.0,30.4833,tx
681,115903001tx,115903tx,115tx,2018,0.0,0.0,0.0,0.0,0.0,28.0,100.0,32.1429,0.0,67.8571,tx
682,116902001tx,116902tx,116tx,2018,0.0,0.0,0.0,0.0,0.0,182.0,51.0989,80.2198,0.5495,15.3846,tx
683,116905004tx,116905tx,116tx,2018,0.0,0.0,0.0,0.0,0.0,31.0,70.9677,35.4839,29.0323,32.2581,tx
684,116909001tx,116909tx,116tx,2018,0.0,0.0,0.0,0.0,0.0,211.0,47.8673,71.564,4.2654,20.8531,tx
685,116915001tx,116915tx,116tx,2018,0.0,0.0,0.0,0.0,0.0,222.0,45.9459,52.7027,1.8018,43.6937,tx
686,117904001tx,117904tx,117tx,2018,0.0,0.0,0.0,0.0,0.0,226.0,38.4956,72.5664,1.3274,22.5664,tx
687,118902001tx,118902tx,118tx,2018,0.0,0.0,0.0,0.0,0.0,93.0,30.1075,63.4409,3.2258,32.2581,tx
688,120901001tx,120901tx,120tx,2018,0.0,0.0,0.0,0.0,0.0,482.0,54.3568,42.7386,13.6929,40.6639,tx
689,120901004tx,120901tx,120tx,2018,0.0,0.0,0.0,0.0,0.0,55.0,72.7273,30.9091,21.8182,43.6364,tx
690,122902001tx,122902tx,122tx,2018,0.0,0.0,0.0,0.0,0.0,10.0,50.0,30.0,0.0,70.0,tx
691,123908002tx,123908tx,123tx,2018,0.0,0.0,0.0,0.0,0.0,41.0,53.6585,53.6585,12.1951,29.2683,tx
692,123910006tx,123910tx,123tx,2018,0.0,0.0,0.0,0.0,0.0,219.0,94.5205,3.653,84.0183,9.589,tx
693,123910011tx,123910tx,123tx,2018,0.0,0.0,0.0,0.0,0.0,14.0,85.7143,7.1429,78.5714,7.1429,tx
694,123913001tx,123913tx,123tx,2018,0.0,0.0,0.0,0.0,0.0,143.0,86.014,32.8671,23.7762,40.5594,tx
695,126902007tx,126902tx,126tx,2018,0.0,0.0,0.0,0.0,0.0,149.0,45.6376,57.047,6.0403,28.1879,tx
696,126904001tx,126904tx,126tx,2018,0.0,0.0,0.0,0.0,0.0,386.0,29.0155,79.2746,2.8497,14.5078,tx
697,126905002tx,126905tx,126tx,2018,0.0,0.0,0.0,0.0,0.0,71.0,66.1972,74.6479,0.0,21.1268,tx
698,126905003tx,126905tx,126tx,2018,0.0,0.0,0.0,0.0,0.0,439.0,54.2141,69.0205,0.9112,26.6515,tx
699,127905001tx,127905tx,127tx,2018,0.0,0.0,0.0,0.0,0.0,40.0,75.0,67.5,0.0,25.0,tx
700,128904001tx,128904tx,128tx,2018,0.0,0.0,0.0,0.0,0.0,110.0,11.8182,77.2727,0.0,20.9091,tx
701,132902001tx,132902tx,132tx,2018,0.0,0.0,0.0,0.0,0.0,41.0,39.0244,65.8537,2.439,31.7073,tx
702,134901001tx,134901tx,134tx,2018,0.0,0.0,0.0,0.0,0.0,186.0,45.6989,55.3763,0.5376,41.9355,tx
703,135001001tx,135001tx,135tx,2018,0.0,0.0,0.0,0.0,0.0,31.0,0.0,87.0968,0.0,12.9032,tx
704,138902001tx,138902tx,138tx,2018,0.0,0.0,0.0,0.0,0.0,89.0,70.7865,43.8202,6.7416,47.191,tx
705,138904001tx,138904tx,138tx,2018,0.0,0.0,0.0,0.0,0.0,38.0,57.8947,63.1579,0.0,34.2105,tx
706,140901001tx,140901tx,140tx,2018,0.0,0.0,0.0,0.0,0.0,45.0,80.0,6.6667,6.6667,86.6667,tx
707,140908001tx,140908tx,140tx,2018,0.0,0.0,0.0,0.0,0.0,124.0,43.5484,46.7742,0.8065,50.0,tx
708,141902001tx,141902tx,141tx,2018,0.0,0.0,0.0,0.0,0.0,77.0,66.2338,53.2468,1.2987,40.2597,tx
709,143903001tx,143903tx,143tx,2018,0.0,0.0,0.0,0.0,0.0,217.0,29.9539,76.0369,6.4516,16.129,tx
710,144902001tx,144902tx,144tx,2018,0.0,0.0,0.0,0.0,0.0,303.0,40.9241,68.9769,10.5611,15.5116,tx
711,145907002tx,145907tx,145tx,2018,0.0,0.0,0.0,0.0,0.0,64.0,78.125,59.375,23.4375,14.0625,tx
712,147901001tx,147901tx,147tx,2018,0.0,0.0,0.0,0.0,0.0,96.0,76.0417,25.0,25.0,47.9167,tx
713,148905101tx,148905tx,148tx,2018,0.0,0.0,0.0,0.0,0.0,27.0,55.5556,59.2593,0.0,33.3333,tx
714,152901007tx,152901tx,152tx,2018,0.0,0.0,0.0,0.0,0.0,275.0,74.5455,13.8182,27.6364,55.6364,tx
715,152901024tx,152901tx,152tx,2018,0.0,0.0,0.0,0.0,0.0,193.0,33.1606,40.9326,17.6166,36.7876,tx
716,152902001tx,152902tx,152tx,2018,0.0,0.0,0.0,0.0,0.0,234.0,55.5556,47.8632,1.2821,48.2906,tx
717,153907001tx,153907tx,153tx,2018,0.0,0.0,0.0,0.0,0.0,47.0,78.7234,27.6596,0.0,72.3404,tx
718,154901001tx,154901tx,154tx,2018,0.0,0.0,0.0,0.0,0.0,684.0,62.5731,45.3216,18.5673,33.6257,tx
719,156905001tx,156905tx,156tx,2018,0.0,0.0,0.0,0.0,0.0,70.0,28.5714,50.0,0.0,47.1429,tx
720,157901001tx,157901tx,157tx,2018,0.0,0.0,0.0,0.0,0.0,225.0,42.6667,64.0,0.0,35.5556,tx
721,160904001tx,160904tx,160tx,2018,0.0,0.0,0.0,0.0,0.0,42.0,52.381,76.1905,0.0,21.4286,tx
722,161807006tx,161807tx,161tx,2018,0.0,0.0,0.0,0.0,0.0,301.0,47.1761,31.5615,24.5847,29.5681,tx
723,161901001tx,161901tx,161tx,2018,0.0,0.0,0.0,0.0,0.0,176.0,18.1818,92.6136,0.0,5.1136,tx
724,161907001tx,161907tx,161tx,2018,0.0,0.0,0.0,0.0,0.0,587.0,21.4651,83.3049,1.0221,13.1175,tx
725,161914004tx,161914tx,161tx,2018,0.0,0.0,0.0,0.0,0.0,53.0,92.4528,3.7736,45.283,45.283,tx
726,161920001tx,161920tx,161tx,2018,0.0,0.0,0.0,0.0,0.0,847.0,21.3695,73.3176,5.6671,16.8831,tx
727,161920002tx,161920tx,161tx,2018,0.0,0.0,0.0,0.0,0.0,20.0,55.0,80.0,0.0,20.0,tx
728,161923001tx,161923tx,161tx,2018,0.0,0.0,0.0,0.0,0.0,201.0,32.8358,65.1741,7.4627,23.8806,tx
729,162904001tx,162904tx,162tx,2018,0.0,0.0,0.0,0.0,0.0,79.0,16.4557,64.557,0.0,34.1772,tx
730,163908001tx,163908tx,163tx,2018,0.0,0.0,0.0,0.0,0.0,1550.0,46.0,33.871,3.9355,58.6452,tx
731,164901001tx,164901tx,164tx,2018,0.0,0.0,0.0,0.0,0.0,94.0,67.0213,40.4255,1.0638,58.5106,tx
732,165901006tx,165901tx,165tx,2018,0.0,0.0,0.0,0.0,0.0,300.0,46.0,17.3333,3.3333,73.0,tx
733,165901030tx,165901tx,165tx,2018,0.0,0.0,0.0,0.0,0.0,36.0,77.7778,5.5556,22.2222,72.2222,tx
734,166905001tx,166905tx,166tx,2018,0.0,0.0,0.0,0.0,0.0,229.0,44.1048,75.9825,0.8734,21.3974,tx
735,166907001tx,166907tx,166tx,2018,0.0,0.0,0.0,0.0,0.0,59.0,69.4915,37.2881,0.0,59.322,tx
736,167904001tx,167904tx,167tx,2018,0.0,0.0,0.0,0.0,0.0,36.0,63.8889,77.7778,0.0,22.2222,tx
737,168901001tx,168901tx,168tx,2018,0.0,0.0,0.0,0.0,0.0,254.0,50.3937,37.0079,10.2362,50.0,tx
738,168902001tx,168902tx,168tx,2018,0.0,0.0,0.0,0.0,0.0,42.0,73.8095,33.3333,9.5238,57.1429,tx
739,168903001tx,168903tx,168tx,2018,0.0,0.0,0.0,0.0,0.0,75.0,32.0,61.3333,0.0,36.0,tx
740,169906001tx,169906tx,169tx,2018,0.0,0.0,0.0,0.0,0.0,40.0,52.5,87.5,2.5,0.0,tx
741,169909001tx,169909tx,169tx,2018,0.0,0.0,0.0,0.0,0.0,54.0,59.2593,90.7407,0.0,5.5556,tx
742,169911001tx,169911tx,169tx,2018,0.0,0.0,0.0,0.0,0.0,91.0,54.9451,79.1209,0.0,18.6813,tx
743,170908002tx,170908tx,170tx,2018,0.0,0.0,0.0,0.0,0.0,139.0,78.4173,37.4101,10.0719,48.9209,tx
744,173901001tx,173901tx,173tx,2018,0.0,0.0,0.0,0.0,0.0,50.0,66.0,74.0,0.0,24.0,tx
745,174901001tx,174901tx,174tx,2018,0.0,0.0,0.0,0.0,0.0,116.0,62.069,76.7241,5.1724,16.3793,tx
746,175904001tx,175904tx,175tx,2018,0.0,0.0,0.0,0.0,0.0,149.0,59.7315,72.4832,8.7248,17.4497,tx
747,177901001tx,177901tx,177tx,2018,0.0,0.0,0.0,0.0,0.0,144.0,45.1389,40.9722,1.3889,52.0833,tx
748,177903001tx,177903tx,177tx,2018,0.0,0.0,0.0,0.0,0.0,62.0,24.1935,77.4194,0.0,19.3548,tx
749,177905001tx,177905tx,177tx,2018,0.0,0.0,0.0,0.0,0.0,61.0,26.2295,81.9672,0.0,16.3934,tx
750,178904008tx,178904tx,178tx,2018,0.0,0.0,0.0,0.0,0.0,405.0,81.4815,11.1111,2.716,81.9753,tx
751,178904054tx,178904tx,178tx,2018,0.0,0.0,0.0,0.0,0.0,308.0,85.7143,8.4416,5.1948,85.7143,tx
752,178904143tx,178904tx,178tx,2018,0.0,0.0,0.0,0.0,0.0,86.0,84.8837,16.2791,3.4884,76.7442,tx
753,178912002tx,178912tx,178tx,2018,0.0,0.0,0.0,0.0,0.0,63.0,74.6032,7.9365,0.0,90.4762,tx
754,182901001tx,182901tx,182tx,2018,0.0,0.0,0.0,0.0,0.0,68.0,50.0,75.0,1.4706,19.1176,tx
755,182904001tx,182904tx,182tx,2018,0.0,0.0,0.0,0.0,0.0,152.0,44.0789,84.2105,0.6579,13.8158,tx
756,184907009tx,184907tx,184tx,2018,0.0,0.0,0.0,0.0,0.0,477.0,14.4654,81.3417,1.8868,12.369,tx
757,184909001tx,184909tx,184tx,2018,0.0,0.0,0.0,0.0,0.0,427.0,6.089,88.2904,1.6393,7.26,tx
758,185904001tx,185904tx,185tx,2018,0.0,0.0,0.0,0.0,0.0,42.0,66.6667,57.1429,0.0,40.4762,tx
759,186901001tx,186901tx,186tx,2018,0.0,0.0,0.0,0.0,0.0,69.0,49.2754,27.5362,1.4493,71.0145,tx
760,186903001tx,186903tx,186tx,2018,0.0,0.0,0.0,0.0,0.0,120.0,28.3333,35.0,0.8333,60.8333,tx
761,187901001tx,187901tx,187tx,2018,0.0,0.0,0.0,0.0,0.0,159.0,47.7987,66.6667,0.0,6.9182,tx
762,187906001tx,187906tx,187tx,2018,0.0,0.0,0.0,0.0,0.0,60.0,83.3333,41.6667,23.3333,26.6667,tx
763,187910001tx,187910tx,187tx,2018,0.0,0.0,0.0,0.0,0.0,302.0,73.5099,86.755,2.9801,7.947,tx
764,188901003tx,188901tx,188tx,2018,0.0,0.0,0.0,0.0,0.0,12.0,25.0,83.3333,0.0,8.3333,tx
765,188904001tx,188904tx,188tx,2018,0.0,0.0,0.0,0.0,0.0,482.0,9.9585,77.8008,0.4149,16.39,tx
766,194903001tx,194903tx,194tx,2018,0.0,0.0,0.0,0.0,0.0,223.0,44.843,80.7175,3.5874,11.6592,tx
767,194905001tx,194905tx,194tx,2018,0.0,0.0,0.0,0.0,0.0,165.0,53.9394,84.2424,7.2727,4.8485,tx
768,195902001tx,195902tx,195tx,2018,0.0,0.0,0.0,0.0,0.0,61.0,83.6066,9.8361,0.0,88.5246,tx
769,196902001tx,196902tx,196tx,2018,0.0,0.0,0.0,0.0,0.0,145.0,71.0345,45.5172,2.7586,49.6552,tx
770,197902001tx,197902tx,197tx,2018,0.0,0.0,0.0,0.0,0.0,68.0,26.4706,82.3529,0.0,17.6471,tx
771,198906001tx,198906tx,198tx,2018,0.0,0.0,0.0,0.0,0.0,161.0,70.1863,31.0559,8.6957,55.9006,tx
772,200902001tx,200902tx,200tx,2018,0.0,0.0,0.0,0.0,0.0,135.0,25.9259,60.0,0.0,39.2593,tx
773,200902002tx,200902tx,200tx,2018,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,tx
774,201903001tx,201903tx,201tx,2018,0.0,0.0,0.0,0.0,0.0,48.0,85.4167,20.8333,56.25,20.8333,tx
775,201904001tx,201904tx,201tx,2018,0.0,0.0,0.0,0.0,0.0,63.0,73.0159,60.3175,6.3492,28.5714,tx
776,202905002tx,202905tx,202tx,2018,0.0,0.0,0.0,0.0,0.0,203.0,69.9507,86.2069,5.9113,3.9409,tx
777,206901001tx,206901tx,206tx,2018,0.0,0.0,0.0,0.0,0.0,198.0,62.1212,48.4848,1.0101,48.9899,tx
778,206903001tx,206903tx,206tx,2018,0.0,0.0,0.0,0.0,0.0,53.0,64.1509,60.3774,11.3208,24.5283,tx
779,208901001tx,208901tx,208tx,2018,0.0,0.0,0.0,0.0,0.0,68.0,41.1765,66.1765,0.0,32.3529,tx
780,209902001tx,209902tx,209tx,2018,0.0,0.0,0.0,0.0,0.0,46.0,78.2609,89.1304,0.0,8.6957,tx
781,210904002tx,210904tx,210tx,2018,0.0,0.0,0.0,0.0,0.0,183.0,84.153,41.5301,23.4973,31.694,tx
782,212804001tx,212804tx,212tx,2018,0.0,0.0,0.0,0.0,0.0,65.0,13.8462,78.4615,4.6154,7.6923,tx
783,212804102tx,212804tx,212tx,2018,0.0,0.0,0.0,0.0,0.0,62.0,16.129,82.2581,4.8387,11.2903,tx
784,212804103tx,212804tx,212tx,2018,0.0,0.0,0.0,0.0,0.0,51.0,29.4118,84.3137,5.8824,1.9608,tx
785,212904002tx,212904tx,212tx,2018,0.0,0.0,0.0,0.0,0.0,340.0,46.4706,72.9412,11.4706,12.9412,tx
786,213901001tx,213901tx,213tx,2018,0.0,0.0,0.0,0.0,0.0,554.0,33.574,62.9964,0.722,32.491,tx
787,214903003tx,214903tx,214tx,2018,0.0,0.0,0.0,0.0,0.0,89.0,89.8876,1.1236,0.0,98.8764,tx
788,216901001tx,216901tx,216tx,2018,0.0,0.0,0.0,0.0,0.0,95.0,35.7895,49.4737,0.0,47.3684,tx
789,216901002tx,216901tx,216tx,2018,0.0,0.0,0.0,0.0,0.0,3.0,66.6667,0.0,0.0,100.0,tx
790,216901195tx,216901tx,216tx,2018,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,100.0,tx
791,217901001tx,217901tx,217tx,2018,0.0,0.0,0.0,0.0,0.0,73.0,36.9863,61.6438,4.1096,32.8767,tx
792,219901001tx,219901tx,219tx,2018,0.0,0.0,0.0,0.0,0.0,77.0,32.4675,77.9221,2.5974,18.1818,tx
793,220801001tx,220801tx,220tx,2018,0.0,0.0,0.0,0.0,0.0,70.0,4.2857,58.5714,14.2857,12.8571,tx
794,220810001tx,220810tx,220tx,2018,0.0,0.0,0.0,0.0,0.0,298.0,0.0,62.0805,5.7047,11.0738,tx
795,220819001tx,220819tx,220tx,2018,0.0,0.0,0.0,0.0,0.0,101.0,23.7624,72.2772,7.9208,13.8614,tx
796,220901007tx,220901tx,220tx,2018,0.0,0.0,0.0,0.0,0.0,511.0,74.1683,14.2857,44.0313,38.1605,tx
797,220905082tx,220905tx,220tx,2018,0.0,0.0,0.0,0.0,0.0,388.0,62.8866,15.4639,13.4021,62.1134,tx
798,220917004tx,220917tx,220tx,2018,0.0,0.0,0.0,0.0,0.0,40.0,95.0,20.0,0.0,77.5,tx
799,221801011tx,221801tx,221tx,2018,0.0,0.0,0.0,0.0,0.0,89.0,22.4719,78.6517,1.1236,16.8539,tx
800,221801043tx,221801tx,221tx,2018,0.0,0.0,0.0,0.0,0.0,303.0,15.1815,70.9571,3.3003,14.1914,tx
801,221801058tx,221801tx,221tx,2018,0.0,0.0,0.0,0.0,0.0,178.0,7.3034,70.7865,0.5618,21.9101,tx
802,221901007tx,221901tx,221tx,2018,0.0,0.0,0.0,0.0,0.0,8.0,100.0,12.5,0.0,75.0,tx
803,221905001tx,221905tx,221tx,2018,0.0,0.0,0.0,0.0,0.0,46.0,60.8696,93.4783,0.0,2.1739,tx
804,222901001tx,222901tx,222tx,2018,0.0,0.0,0.0,0.0,0.0,41.0,58.5366,34.1463,0.0,65.8537,tx
805,223902001tx,223902tx,223tx,2018,0.0,0.0,0.0,0.0,0.0,78.0,76.9231,30.7692,0.0,67.9487,tx
806,224901001tx,224901tx,224tx,2018,0.0,0.0,0.0,0.0,0.0,45.0,48.8889,71.1111,2.2222,26.6667,tx
807,224902001tx,224902tx,224tx,2018,0.0,0.0,0.0,0.0,0.0,58.0,63.7931,82.7586,1.7241,15.5172,tx
808,226901001tx,226901tx,226tx,2018,0.0,0.0,0.0,0.0,0.0,172.0,25.0,75.5814,0.0,19.7674,tx
809,226903038tx,226903tx,226tx,2018,0.0,0.0,0.0,0.0,0.0,177.0,72.3164,25.9887,8.4746,63.8418,tx
810,226905001tx,226905tx,226tx,2018,0.0,0.0,0.0,0.0,0.0,93.0,48.3871,76.3441,2.1505,19.3548,tx
811,226905195tx,226905tx,226tx,2018,0.0,0.0,0.0,0.0,0.0,7.0,57.1429,71.4286,0.0,28.5714,tx
812,226905202tx,226905tx,226tx,2018,0.0,0.0,0.0,0.0,0.0,5.0,0.0,60.0,40.0,0.0,tx
813,226906001tx,226906tx,226tx,2018,0.0,0.0,0.0,0.0,0.0,359.0,11.1421,79.1086,0.0,19.4986,tx
814,226908001tx,226908tx,226tx,2018,0.0,0.0,0.0,0.0,0.0,84.0,47.619,48.8095,1.1905,46.4286,tx
815,227806030tx,227806tx,227tx,2018,0.0,0.0,0.0,0.0,0.0,14.0,35.7143,64.2857,0.0,35.7143,tx
816,227816004tx,227816tx,227tx,2018,0.0,0.0,0.0,0.0,0.0,140.0,46.4286,35.0,13.5714,25.0,tx
817,227817001tx,227817tx,227tx,2018,0.0,0.0,0.0,0.0,0.0,94.0,70.2128,21.2766,19.1489,50.0,tx
818,227901012tx,227901tx,227tx,2018,0.0,0.0,0.0,0.0,0.0,496.0,69.3548,14.3145,15.7258,65.3226,tx
819,227901027tx,227901tx,227tx,2018,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,100.0,tx
820,227901028tx,227901tx,227tx,2018,0.0,0.0,0.0,0.0,0.0,415.0,59.5181,18.3133,8.1928,66.747,tx
821,227901032tx,227901tx,227tx,2018,0.0,0.0,0.0,0.0,0.0,5.0,80.0,20.0,0.0,80.0,tx
822,228904001tx,228904tx,228tx,2018,0.0,0.0,0.0,0.0,0.0,28.0,64.2857,89.2857,0.0,10.7143,tx
823,228905001tx,228905tx,228tx,2018,0.0,0.0,0.0,0.0,0.0,57.0,63.1579,87.7193,5.2632,5.2632,tx
824,229906001tx,229906tx,229tx,2018,0.0,0.0,0.0,0.0,0.0,61.0,40.9836,91.8033,4.918,3.2787,tx
825,230904001tx,230904tx,230tx,2018,0.0,0.0,0.0,0.0,0.0,120.0,56.6667,71.6667,8.3333,15.8333,tx
826,230905001tx,230905tx,230tx,2018,0.0,0.0,0.0,0.0,0.0,341.0,37.8299,86.5103,0.0,12.3167,tx
827,231902001tx,231902tx,231tx,2018,0.0,0.0,0.0,0.0,0.0,97.0,42.268,47.4227,2.0619,48.4536,tx
828,232904001tx,232904tx,232tx,2018,0.0,0.0,0.0,0.0,0.0,79.0,46.8354,77.2152,1.2658,18.9873,tx
829,233903001tx,233903tx,233tx,2018,0.0,0.0,0.0,0.0,0.0,44.0,31.8182,38.6364,4.5455,47.7273,tx
830,234905001tx,234905tx,234tx,2018,0.0,0.0,0.0,0.0,0.0,148.0,41.2162,76.3514,2.7027,19.5946,tx
831,234909001tx,234909tx,234tx,2018,0.0,0.0,0.0,0.0,0.0,127.0,58.2677,82.6772,1.5748,9.4488,tx
832,240901008tx,240901tx,240tx,2018,0.0,0.0,0.0,0.0,0.0,438.0,88.5845,0.2283,0.2283,99.0868,tx
833,241902001tx,241902tx,241tx,2018,0.0,0.0,0.0,0.0,0.0,330.0,29.697,67.5758,4.2424,26.6667,tx
834,242905001tx,242905tx,242tx,2018,0.0,0.0,0.0,0.0,0.0,27.0,40.7407,70.3704,0.0,25.9259,tx
835,242906001tx,242906tx,242tx,2018,0.0,0.0,0.0,0.0,0.0,42.0,19.0476,80.9524,0.0,9.5238,tx
836,243905009tx,243905tx,243tx,2018,0.0,0.0,0.0,0.0,0.0,27.0,85.1852,25.9259,44.4444,29.6296,tx
837,244901001tx,244901tx,244tx,2018,0.0,0.0,0.0,0.0,0.0,28.0,57.1429,53.5714,0.0,42.8571,tx
838,244905001tx,244905tx,244tx,2018,0.0,0.0,0.0,0.0,0.0,64.0,51.5625,71.875,4.6875,21.875,tx
839,246909015tx,246909tx,246tx,2018,0.0,0.0,0.0,0.0,0.0,226.0,46.9027,36.7257,11.0619,42.4779,tx
840,247901002tx,247901tx,247tx,2018,0.0,0.0,0.0,0.0,0.0,85.0,76.4706,24.7059,2.3529,72.9412,tx
841,247903002tx,247903tx,247tx,2018,0.0,0.0,0.0,0.0,0.0,20.0,50.0,50.0,0.0,50.0,tx
842,247906002tx,247906tx,247tx,2018,0.0,0.0,0.0,0.0,0.0,7.0,14.2857,71.4286,0.0,28.5714,tx
843,248902001tx,248902tx,248tx,2018,0.0,0.0,0.0,0.0,0.0,124.0,21.7742,57.2581,1.6129,37.9032,tx
844,249901001tx,249901tx,249tx,2018,0.0,0.0,0.0,0.0,0.0,221.0,32.1267,82.8054,1.3575,14.4796,tx
845,249908001tx,249908tx,249tx,2018,0.0,0.0,0.0,0.0,0.0,69.0,49.2754,78.2609,0.0,18.8406,tx
846,250904001tx,250904tx,250tx,2018,0.0,0.0,0.0,0.0,0.0,336.0,54.4643,77.6786,2.6786,13.0952,tx
847,250906002tx,250906tx,250tx,2018,0.0,0.0,0.0,0.0,0.0,14.0,78.5714,100.0,0.0,0.0,tx
848,251902001tx,251902tx,251tx,2018,0.0,0.0,0.0,0.0,0.0,119.0,53.7815,26.8908,0.0,73.1092,tx
849,252902002tx,252902tx,252tx,2018,0.0,0.0,0.0,0.0,0.0,74.0,59.4595,94.5946,0.0,4.0541,tx
