,totalenrolled,white,black,hispanic,lowincome,dropout,year,charter,hybridper,virtualper,schoolmode,schoolcode,countycode,districtcode,state
763,1292,1.9,71.5,24.4,67.2,0.0,2017,0,0.0,0.0,0.0,150162990250833il,15016il,15016299il,il
764,85,0.0,92.9,0.0,97.6,1.4,2021,0,0.2727,0.6364,0.8636,150162990250834il,15016il,15016299il,il
765,216,0.0,97.2,2.3,71.8,3.5,2019,0,0.0,0.0,0.0,150162990250834il,15016il,15016299il,il
766,321,0.0,95.6,3.1,95.3,1.9,2018,0,0.0,0.0,0.0,150162990250834il,15016il,15016299il,il
767,371,0.0,97.6,1.9,94.6,0.0,2017,0,0.0,0.0,0.0,150162990250834il,15016il,15016299il,il
768,334,0.0,13.5,85.6,92.2,4.0,2021,0,0.2727,0.6364,0.8636,150162990250835il,15016il,15016299il,il
769,300,0.7,11.7,87.3,95.3,8.1,2019,0,0.0,0.0,0.0,150162990250835il,15016il,15016299il,il
770,285,0.0,10.5,88.4,97.9,1.4,2018,0,0.0,0.0,0.0,150162990250835il,15016il,15016299il,il
771,306,0.7,14.7,84.0,96.1,2.0,2017,0,0.0,0.0,0.0,150162990250835il,15016il,15016299il,il
772,223,0.0,19.3,78.9,96.0,2.4,2021,0,0.2727,0.6364,0.8636,150162990250836il,15016il,15016299il,il
773,220,0.9,15.5,83.6,95.5,10.8,2019,0,0.0,0.0,0.0,150162990250836il,15016il,15016299il,il
774,223,0.0,12.1,86.5,99.1,9.4,2018,0,0.0,0.0,0.0,150162990250836il,15016il,15016299il,il
775,257,0.4,15.6,82.9,95.3,2.4,2017,0,0.0,0.0,0.0,150162990250836il,15016il,15016299il,il
776,398,0.0,3.0,96.7,94.7,2.9,2021,0,0.2727,0.6364,0.8636,150162990250837il,15016il,15016299il,il
777,407,0.2,0.7,98.8,95.8,1.4,2019,0,0.0,0.0,0.0,150162990250837il,15016il,15016299il,il
778,417,0.0,0.0,98.3,95.7,0.5,2018,0,0.0,0.0,0.0,150162990250837il,15016il,15016299il,il
779,409,0.7,1.5,97.3,95.1,0.5,2017,0,0.0,0.0,0.0,150162990250837il,15016il,15016299il,il
780,199,0.0,99.5,0.0,88.4,2.2,2021,1,0.0,0.9091,1.0,15016299025083Cil,15016il,15016299il,il
781,346,0.0,99.7,0.3,92.5,4.0,2019,1,0.0,0.0,0.0,15016299025083Cil,15016il,15016299il,il
782,415,0.0,99.0,0.0,93.0,0.0,2018,1,0.0,0.0,0.0,15016299025083Cil,15016il,15016299il,il
783,425,0.0,99.3,0.5,94.4,0.2,2017,1,0.0,0.0,0.0,15016299025083Cil,15016il,15016299il,il
784,232,0.0,93.1,5.6,98.3,3.4,2021,0,0.2727,0.6364,0.8636,150162990250841il,15016il,15016299il,il
785,218,0.0,97.2,2.3,96.8,5.5,2019,0,0.0,0.0,0.0,150162990250841il,15016il,15016299il,il
786,261,0.0,98.1,0.0,98.9,0.0,2018,0,0.0,0.0,0.0,150162990250841il,15016il,15016299il,il
787,289,0.0,99.3,0.3,99.7,0.0,2017,0,0.0,0.0,0.0,150162990250841il,15016il,15016299il,il
788,233,0.0,96.6,0.0,95.3,5.7,2021,0,0.2727,0.6364,0.8636,150162990250844il,15016il,15016299il,il
789,195,0.5,97.4,1.0,93.8,15.9,2019,0,0.0,0.0,0.0,150162990250844il,15016il,15016299il,il
790,214,0.0,96.3,0.0,99.1,3.7,2018,0,0.0,0.0,0.0,150162990250844il,15016il,15016299il,il
791,299,0.0,96.3,3.3,98.3,3.0,2017,0,0.0,0.0,0.0,150162990250844il,15016il,15016299il,il
792,220,0.0,78.6,19.5,95.9,9.2,2021,0,0.2727,0.6364,0.8636,150162990250847il,15016il,15016299il,il
793,223,1.8,83.9,13.9,92.8,16.8,2019,0,0.0,0.0,0.0,150162990250847il,15016il,15016299il,il
794,276,0.0,83.7,15.9,98.6,4.0,2018,0,0.0,0.0,0.0,150162990250847il,15016il,15016299il,il
795,379,0.0,82.8,16.9,98.7,3.4,2017,0,0.0,0.0,0.0,150162990250847il,15016il,15016299il,il
796,193,7.3,43.5,47.2,88.1,0.6,2021,0,0.3636,0.5455,0.8182,150162990250848il,15016il,15016299il,il
797,195,8.2,41.5,46.7,87.2,4.9,2019,0,0.0,0.0,0.0,150162990250848il,15016il,15016299il,il
798,261,10.3,44.4,40.6,87.4,0.4,2018,0,0.0,0.0,0.0,150162990250848il,15016il,15016299il,il
799,332,8.4,44.3,43.4,90.1,0.6,2017,0,0.0,0.0,0.0,150162990250848il,15016il,15016299il,il
800,330,13.3,18.2,63.6,74.8,0.3,2021,0,0.2727,0.6364,0.8636,150162990250849il,15016il,15016299il,il
801,318,10.4,19.2,67.3,74.5,2.5,2019,0,0.0,0.0,0.0,150162990250849il,15016il,15016299il,il
802,311,9.6,15.8,70.1,84.9,0.6,2018,0,0.0,0.0,0.0,150162990250849il,15016il,15016299il,il
803,330,7.9,17.3,70.9,81.2,0.9,2017,0,0.0,0.0,0.0,150162990250849il,15016il,15016299il,il
804,327,0.0,98.8,0.0,99.7,2.8,2021,1,0.2727,0.6364,0.8636,15016299025084Cil,15016il,15016299il,il
805,372,0.3,98.7,1.1,96.8,1.1,2019,1,0.0,0.0,0.0,15016299025084Cil,15016il,15016299il,il
806,353,0.0,99.4,0.0,98.3,0.3,2018,1,0.0,0.0,0.0,15016299025084Cil,15016il,15016299il,il
807,377,0.0,99.5,0.3,97.3,0.3,2017,1,0.0,0.0,0.0,15016299025084Cil,15016il,15016299il,il
808,374,0.0,80.2,17.6,93.3,0.9,2021,0,0.3636,0.5455,0.8182,150162990250850il,15016il,15016299il,il
809,272,2.2,80.1,16.5,89.3,1.9,2019,0,0.0,0.0,0.0,150162990250850il,15016il,15016299il,il
810,241,0.0,76.8,18.7,92.5,0.8,2018,0,0.0,0.0,0.0,150162990250850il,15016il,15016299il,il
811,272,2.6,75.4,20.6,92.6,1.1,2017,0,0.0,0.0,0.0,150162990250850il,15016il,15016299il,il
812,613,17.9,31.8,39.3,46.8,1.2,2021,0,0.0,0.9091,1.0,150162990250851il,15016il,15016299il,il
813,611,19.8,33.7,35.2,37.0,1.3,2019,0,0.0,0.0,0.0,150162990250851il,15016il,15016299il,il
814,612,19.3,38.2,32.7,44.9,1.1,2018,0,0.0,0.0,0.0,150162990250851il,15016il,15016299il,il
815,601,17.5,44.8,28.5,55.2,0.2,2017,0,0.0,0.0,0.0,150162990250851il,15016il,15016299il,il
816,632,11.2,46.2,36.9,72.0,0.3,2021,0,0.2727,0.6364,0.8636,150162990250855il,15016il,15016299il,il
817,594,12.6,43.8,37.2,63.6,2.8,2019,0,0.0,0.0,0.0,150162990250855il,15016il,15016299il,il
818,890,22.8,36.6,32.6,52.2,0.0,2018,0,0.0,0.0,0.0,150162990250855il,15016il,15016299il,il
819,715,23.6,34.8,33.0,53.1,0.0,2017,0,0.0,0.0,0.0,150162990250855il,15016il,15016299il,il
820,107,0.0,98.1,0.0,93.5,0.0,2021,0,0.2727,0.6364,0.8636,150162990250856il,15016il,15016299il,il
821,177,0.0,97.2,2.3,94.4,2.3,2019,0,0.0,0.0,0.0,150162990250856il,15016il,15016299il,il
822,231,0.0,97.4,0.0,97.4,1.3,2018,0,0.0,0.0,0.0,150162990250856il,15016il,15016299il,il
823,234,0.4,97.9,0.9,95.7,0.4,2017,0,0.0,0.0,0.0,150162990250856il,15016il,15016299il,il
824,1253,1.9,45.4,43.6,71.4,0.3,2021,0,0.2727,0.6364,0.8636,150162990250857il,15016il,15016299il,il
825,1203,2.0,52.8,39.4,76.6,0.9,2019,0,0.0,0.0,0.0,150162990250857il,15016il,15016299il,il
826,1192,2.0,53.9,38.9,81.7,0.4,2018,0,0.0,0.0,0.0,150162990250857il,15016il,15016299il,il
827,1151,2.2,52.5,39.3,81.1,0.0,2017,0,0.0,0.0,0.0,150162990250857il,15016il,15016299il,il
828,1232,0.8,3.2,95.4,92.0,3.2,2021,0,0.2727,0.6364,0.8636,150162990250859il,15016il,15016299il,il
829,1195,0.8,4.2,94.3,93.2,5.1,2019,0,0.0,0.0,0.0,150162990250859il,15016il,15016299il,il
830,1195,0.0,4.7,93.9,94.2,0.8,2018,0,0.0,0.0,0.0,150162990250859il,15016il,15016299il,il
831,1138,0.8,5.2,93.4,94.8,0.1,2017,0,0.0,0.0,0.0,150162990250859il,15016il,15016299il,il
832,639,1.9,2.3,95.8,90.5,0.6,2021,1,0.0,0.9091,1.0,15016299025085Cil,15016il,15016299il,il
833,618,1.8,1.0,96.6,93.4,1.1,2019,1,0.0,0.0,0.0,15016299025085Cil,15016il,15016299il,il
834,600,1.8,0.0,97.0,93.7,0.0,2018,1,0.0,0.0,0.0,15016299025085Cil,15016il,15016299il,il
835,620,1.8,0.3,96.9,93.4,0.5,2017,1,0.0,0.0,0.0,15016299025085Cil,15016il,15016299il,il
836,557,0.0,95.5,2.9,72.4,0.2,2021,0,0.3636,0.5455,0.8182,150162990250860il,15016il,15016299il,il
837,654,0.2,96.5,2.6,82.1,2.4,2019,0,0.0,0.0,0.0,150162990250860il,15016il,15016299il,il
838,648,0.0,95.8,2.8,84.4,0.6,2018,0,0.0,0.0,0.0,150162990250860il,15016il,15016299il,il
839,590,0.2,95.3,3.2,84.9,0.3,2017,0,0.0,0.0,0.0,150162990250860il,15016il,15016299il,il
840,936,0.0,37.6,60.9,83.9,0.7,2021,0,0.2727,0.6364,0.8636,150162990250861il,15016il,15016299il,il
841,917,0.8,45.5,52.5,85.8,0.6,2019,0,0.0,0.0,0.0,150162990250861il,15016il,15016299il,il
842,903,0.0,51.1,46.5,88.7,0.0,2018,0,0.0,0.0,0.0,150162990250861il,15016il,15016299il,il
843,861,0.8,55.6,42.4,87.0,0.0,2017,0,0.0,0.0,0.0,150162990250861il,15016il,15016299il,il
844,295,0.0,98.3,0.0,96.9,14.4,2021,0,0.0909,0.8182,0.9545,150162990250862il,15016il,15016299il,il
845,294,0.0,97.3,2.0,85.0,37.9,2019,0,0.0,0.0,0.0,150162990250862il,15016il,15016299il,il
846,281,0.0,96.1,0.0,98.6,50.9,2018,0,0.0,0.0,0.0,150162990250862il,15016il,15016299il,il
847,245,0.0,95.9,3.7,97.1,40.8,2017,0,0.0,0.0,0.0,150162990250862il,15016il,15016299il,il
848,578,0.0,96.0,2.4,81.7,3.1,2021,0,0.2727,0.6364,0.8636,150162990250863il,15016il,15016299il,il
849,477,0.2,96.9,2.5,85.3,4.2,2019,0,0.0,0.0,0.0,150162990250863il,15016il,15016299il,il
850,328,0.0,97.9,0.0,90.5,1.2,2018,0,0.0,0.0,0.0,150162990250863il,15016il,15016299il,il
851,140,0.7,97.9,0.7,90.0,0.7,2017,0,0.0,0.0,0.0,150162990250863il,15016il,15016299il,il
852,514,0.0,0.0,98.2,93.2,1.4,2021,1,0.2727,0.6364,0.8636,15016299025086Cil,15016il,15016299il,il
853,541,0.2,1.5,98.3,89.6,4.0,2019,1,0.0,0.0,0.0,15016299025086Cil,15016il,15016299il,il
854,551,0.0,0.0,98.7,96.0,2.7,2018,1,0.0,0.0,0.0,15016299025086Cil,15016il,15016299il,il
855,629,0.5,1.4,97.9,95.9,0.2,2017,1,0.0,0.0,0.0,15016299025086Cil,15016il,15016299il,il
856,651,0.0,97.2,0.0,76.3,1.0,2021,1,0.0,0.9091,1.0,15016299025107Cil,15016il,15016299il,il
857,620,0.0,97.6,1.1,78.5,17.4,2019,1,0.0,0.0,0.0,15016299025107Cil,15016il,15016299il,il
858,641,0.0,97.8,0.0,83.8,0.7,2018,1,0.0,0.0,0.0,15016299025107Cil,15016il,15016299il,il
859,612,0.7,98.0,0.8,84.5,0.0,2017,1,0.0,0.0,0.0,15016299025107Cil,15016il,15016299il,il
860,611,7.2,34.4,45.3,90.0,1.6,2021,1,0.1818,0.7273,0.9091,15016299025217Cil,15016il,15016299il,il
861,604,5.0,30.8,51.8,91.1,6.8,2019,1,0.0,0.0,0.0,15016299025217Cil,15016il,15016299il,il
862,596,3.5,31.2,53.7,93.0,0.3,2018,1,0.0,0.0,0.0,15016299025217Cil,15016il,15016299il,il
863,599,2.8,29.5,54.1,92.5,0.0,2017,1,0.0,0.0,0.0,15016299025217Cil,15016il,15016299il,il
864,1098,1.2,41.8,56.6,95.5,1.4,2021,1,0.0,0.9091,1.0,15016299025232Cil,15016il,15016299il,il
865,1095,1.6,44.0,53.6,92.8,1.1,2019,1,0.0,0.0,0.0,15016299025232Cil,15016il,15016299il,il
866,1071,1.2,45.3,52.8,95.8,0.2,2018,1,0.0,0.0,0.0,15016299025232Cil,15016il,15016299il,il
867,1103,1.3,45.6,52.1,95.4,0.0,2017,1,0.0,0.0,0.0,15016299025232Cil,15016il,15016299il,il
868,748,0.0,29.0,69.9,93.7,0.8,2021,1,0.2727,0.6364,0.8636,15016299025240Cil,15016il,15016299il,il
869,734,0.4,29.7,68.4,95.4,1.6,2019,1,0.0,0.0,0.0,15016299025240Cil,15016il,15016299il,il
870,723,0.0,30.3,68.9,95.9,0.9,2018,1,0.0,0.0,0.0,15016299025240Cil,15016il,15016299il,il
871,665,0.5,33.8,65.1,97.3,0.0,2017,1,0.0,0.0,0.0,15016299025240Cil,15016il,15016299il,il
872,1301,0.0,99.5,0.0,81.7,0.0,2021,1,0.0,1.0,1.0,15016299025247Cil,15016il,15016299il,il
873,1283,0.0,99.4,0.6,88.1,3.0,2019,1,0.0,0.0,0.0,15016299025247Cil,15016il,15016299il,il
874,1334,0.0,98.8,0.7,89.7,0.0,2018,1,0.0,0.0,0.0,15016299025247Cil,15016il,15016299il,il
875,1351,0.1,99.2,0.6,92.4,0.0,2017,1,0.0,0.0,0.0,15016299025247Cil,15016il,15016299il,il
876,824,2.2,1.6,95.6,96.7,0.6,2021,0,0.3636,0.5455,0.8182,150162990252912il,15016il,15016299il,il
877,846,0.9,2.0,96.5,97.5,1.3,2019,0,0.0,0.0,0.0,150162990252912il,15016il,15016299il,il
878,867,0.0,4.5,94.5,96.3,0.0,2018,0,0.0,0.0,0.0,150162990252912il,15016il,15016299il,il
879,838,0.6,6.9,91.8,96.7,0.0,2017,0,0.0,0.0,0.0,150162990252912il,15016il,15016299il,il
880,856,5.6,5.1,83.1,99.4,0.8,2021,1,0.0909,0.8182,0.9545,15016900025201Cil,15016il,15016900il,il
881,788,7.0,3.8,84.8,75.5,1.5,2019,1,0.0,0.0,0.0,15016900025201Cil,15016il,15016900il,il
882,790,5.9,4.3,83.9,64.6,0.0,2018,1,0.0,0.0,0.0,15016900025201Cil,15016il,15016900il,il
883,725,6.5,4.6,82.6,84.3,0.0,2017,1,0.0,0.0,0.0,15016900025201Cil,15016il,15016900il,il
884,171,0.0,87.7,9.9,96.5,4.8,2021,1,0.0,0.8889,1.0,15016902025201Cil,15016il,15016902il,il
885,272,0.7,89.3,9.9,85.7,7.1,2019,1,0.0,0.0,0.0,15016902025201Cil,15016il,15016902il,il
886,245,0.0,95.9,0.0,87.8,0.0,2018,1,0.0,0.0,0.0,15016902025201Cil,15016il,15016902il,il
887,277,0.4,97.1,2.2,23.5,1.7,2017,1,0.0,0.0,0.0,15016902025201Cil,15016il,15016902il,il
888,513,77.4,1.9,19.1,30.6,2.0,2021,0,0.5455,0.1818,0.4545,160194240260001il,16019il,16019424il,il
889,562,80.8,1.4,16.7,31.0,4.2,2019,0,0.0,0.0,0.0,160194240260001il,16019il,16019424il,il
890,588,81.0,0.0,16.5,32.0,0.5,2018,0,0.0,0.0,0.0,160194240260001il,16019il,16019424il,il
891,600,82.7,1.3,15.0,34.5,1.0,2017,0,0.0,0.0,0.0,160194240260001il,16019il,16019424il,il
892,262,81.3,0.0,10.3,22.5,2.2,2021,0,0.2727,0.0,0.2273,160194250260001il,16019il,16019425il,il
893,198,97.0,1.0,2.0,21.2,2.4,2019,0,0.0,0.0,0.0,160194250260001il,16019il,16019425il,il
894,211,97.6,0.0,0.0,29.4,0.0,2018,0,0.0,0.0,0.0,160194250260001il,16019il,16019425il,il
895,206,99.0,1.0,0.0,25.2,0.0,2017,0,0.0,0.0,0.0,160194250260001il,16019il,16019425il,il
896,225,84.4,0.0,13.3,43.1,3.4,2021,0,0.2727,0.0909,0.3182,160194260260003il,16019il,16019426il,il
897,263,82.1,0.4,13.3,43.3,3.5,2019,0,0.0,0.0,0.0,160194260260003il,16019il,16019426il,il
898,167,77.8,0.0,16.2,38.9,1.8,2018,0,0.0,0.0,0.0,160194260260003il,16019il,16019426il,il
899,170,78.2,1.8,17.1,41.8,0.6,2017,0,0.0,0.0,0.0,160194260260003il,16019il,16019426il,il
900,1183,81.9,3.3,10.0,21.6,1.7,2021,0,0.4545,0.5455,0.7727,160194270260001il,16019il,16019427il,il
901,1214,83.4,3.1,9.7,18.2,2.7,2019,0,0.0,0.0,0.0,160194270260001il,16019il,16019427il,il
902,1221,84.6,3.2,8.1,20.1,0.5,2018,0,0.0,0.0,0.0,160194270260001il,16019il,16019427il,il
903,1254,85.2,3.3,4.5,17.9,0.6,2017,0,0.0,0.0,0.0,160194270260001il,16019il,16019427il,il
904,1840,44.5,19.5,29.5,57.2,3.7,2021,0,0.6364,0.2727,0.6818,160194280260011il,16019il,16019428il,il
905,1774,49.8,15.8,29.1,51.2,3.9,2019,0,0.0,0.0,0.0,160194280260011il,16019il,16019428il,il
906,1840,52.8,15.3,26.3,49.0,4.2,2018,0,0.0,0.0,0.0,160194280260011il,16019il,16019428il,il
907,1789,54.9,15.0,24.4,50.9,3.0,2017,0,0.0,0.0,0.0,160194280260011il,16019il,16019428il,il
908,204,84.8,0.0,12.3,16.7,1.9,2021,0,0.8182,0.0,0.5,160194290260003il,16019il,16019429il,il
909,211,88.6,0.0,8.5,5.7,1.8,2019,0,0.0,0.0,0.0,160194290260003il,16019il,16019429il,il
910,202,88.1,0.0,8.4,0.0,0.0,2018,0,0.0,0.0,0.0,160194290260003il,16019il,16019429il,il
911,217,88.9,0.0,7.4,23.0,0.5,2017,0,0.0,0.0,0.0,160194290260003il,16019il,16019429il,il
912,579,78.6,0.0,15.7,31.6,2.1,2021,0,0.5455,0.0909,0.4545,160194300260001il,16019il,16019430il,il
913,643,80.6,0.2,16.3,34.4,4.1,2019,0,0.0,0.0,0.0,160194300260001il,16019il,16019430il,il
914,689,82.7,0.0,14.8,34.3,1.2,2018,0,0.0,0.0,0.0,160194300260001il,16019il,16019430il,il
915,705,84.3,0.1,14.3,32.6,2.3,2017,0,0.0,0.0,0.0,160194300260001il,16019il,16019430il,il
916,260,90.8,0.0,7.3,24.2,0.8,2021,0,0.4545,0.2727,0.5909,160194320260003il,16019il,16019432il,il
917,278,92.4,0.0,5.8,25.9,2.1,2019,0,0.0,0.0,0.0,160194320260003il,16019il,16019432il,il
918,270,91.5,0.0,6.3,21.5,0.4,2018,0,0.0,0.0,0.0,160194320260003il,16019il,16019432il,il
919,277,89.5,0.4,6.5,18.1,0.4,2017,0,0.0,0.0,0.0,160194320260003il,16019il,16019432il,il
920,475,88.4,0.0,7.4,44.6,5.4,2021,0,0.2727,0.0,0.2273,170200150260001il,17020il,17020015il,il
921,565,91.2,0.2,5.3,43.0,5.6,2019,0,0.0,0.0,0.0,170200150260001il,17020il,17020015il,il
922,581,90.4,0.0,5.3,39.6,1.0,2018,0,0.0,0.0,0.0,170200150260001il,17020il,17020015il,il
923,610,92.3,0.7,4.1,40.8,2.1,2017,0,0.0,0.0,0.0,170200150260001il,17020il,17020015il,il
924,201,94.5,0.0,0.0,38.3,2.5,2021,0,0.7273,0.0,0.4545,170200180260001il,17020il,17020018il,il
925,232,93.1,0.4,2.2,40.5,2.9,2019,0,0.0,0.0,0.0,170200180260001il,17020il,17020018il,il
926,228,93.4,0.0,0.0,47.8,3.5,2018,0,0.0,0.0,0.0,170200180260001il,17020il,17020018il,il
927,227,96.9,0.4,1.3,42.7,0.9,2017,0,0.0,0.0,0.0,170200180260001il,17020il,17020018il,il
928,137,96.4,0.0,0.0,39.4,5.4,2021,0,0.2727,0.6364,0.8636,170530050260001il,17053il,17053005il,il
929,160,95.6,1.9,2.5,35.6,3.9,2019,0,0.0,0.0,0.0,170530050260001il,17053il,17053005il,il
930,152,98.0,0.0,0.0,12.5,3.3,2018,0,0.0,0.0,0.0,170530050260001il,17053il,17053005il,il
931,158,97.5,0.0,1.9,5.7,0.6,2017,0,0.0,0.0,0.0,170530050260001il,17053il,17053005il,il
932,113,86.7,0.0,8.8,60.2,0.8,2021,0,0.3636,0.0909,0.4545,17053006J260001il,17053il,17053006il,il
933,97,90.7,1.0,5.2,55.7,1.9,2019,0,0.0,0.0,0.0,17053006J260001il,17053il,17053006il,il
934,104,91.3,0.0,0.0,53.8,1.0,2018,0,0.0,0.0,0.0,17053006J260001il,17053il,17053006il,il
935,116,91.4,0.9,4.3,53.4,2.6,2017,0,0.0,0.0,0.0,17053006J260001il,17053il,17053006il,il
936,548,90.0,2.0,3.6,31.2,1.6,2021,0,0.2727,0.0,0.2273,170530080260001il,17053il,17053008il,il
937,530,90.9,0.8,2.5,29.6,5.1,2019,0,0.0,0.0,0.0,170530080260001il,17053il,17053008il,il
938,564,91.1,0.0,2.7,35.1,0.9,2018,0,0.0,0.0,0.0,170530080260001il,17053il,17053008il,il
939,569,90.7,1.1,3.9,35.1,0.7,2017,0,0.0,0.0,0.0,170530080260001il,17053il,17053008il,il
940,132,88.6,0.0,0.0,40.9,4.4,2021,0,0.0,0.0,0.0909,170530740270001il,17053il,17053074il,il
941,147,89.8,2.0,4.1,42.2,3.9,2019,0,0.0,0.0,0.0,170530740270001il,17053il,17053074il,il
942,151,92.7,0.0,0.0,41.7,1.3,2018,0,0.0,0.0,0.0,170530740270001il,17053il,17053074il,il
943,147,93.2,0.7,3.4,40.1,2.1,2017,0,0.0,0.0,0.0,170530740270001il,17053il,17053074il,il
944,677,82.3,3.1,9.2,40.6,2.2,2021,0,0.9091,0.0,0.5455,170530900170001il,17053il,17053090il,il
945,651,83.6,3.4,8.1,37.2,3.1,2019,0,0.0,0.0,0.0,170530900170001il,17053il,17053090il,il
946,647,83.0,3.7,9.9,41.1,0.5,2018,0,0.0,0.0,0.0,170530900170001il,17053il,17053090il,il
947,676,84.8,3.1,8.6,38.9,1.6,2017,0,0.0,0.0,0.0,170530900170001il,17053il,17053090il,il
948,228,88.6,0.0,7.5,39.9,0.9,2021,0,0.5455,0.0,0.3636,170532300170001il,17053il,17053230il,il
949,221,91.4,0.9,6.3,30.8,2.5,2019,0,0.0,0.0,0.0,170532300170001il,17053il,17053230il,il
950,249,91.2,0.0,7.2,34.5,2.0,2018,0,0.0,0.0,0.0,170532300170001il,17053il,17053230il,il
951,258,92.6,0.4,5.8,34.5,0.8,2017,0,0.0,0.0,0.0,170532300170001il,17053il,17053230il,il
952,101,96.0,0.0,0.0,44.6,4.6,2021,0,0.0,0.0909,0.0909,170540210260001il,17054il,17054021il,il
953,122,96.7,0.0,3.3,46.7,1.4,2019,0,0.0,0.0,0.0,170540210260001il,17054il,17054021il,il
954,123,97.6,0.0,0.0,39.8,0.0,2018,0,0.0,0.0,0.0,170540210260001il,17054il,17054021il,il
955,108,97.2,0.0,2.8,43.5,0.0,2017,0,0.0,0.0,0.0,170540210260001il,17054il,17054021il,il
956,154,94.2,0.0,0.0,33.1,3.8,2021,0,0.0909,0.0,0.1364,170540230260001il,17054il,17054023il,il
957,157,96.8,0.6,1.9,40.1,3.6,2019,0,0.0,0.0,0.0,170540230260001il,17054il,17054023il,il
958,158,94.9,0.0,0.0,37.3,0.0,2018,0,0.0,0.0,0.0,170540230260001il,17054il,17054023il,il
959,167,96.4,1.2,1.2,35.9,0.0,2017,0,0.0,0.0,0.0,170540230260001il,17054il,17054023il,il
960,801,90.6,2.7,3.0,41.2,1.8,2021,0,0.4545,0.0,0.3182,170544040160001il,17054il,17054404il,il
961,811,90.1,3.1,2.0,42.8,6.5,2019,0,0.0,0.0,0.0,170544040160001il,17054il,17054404il,il
962,820,88.9,2.9,2.6,44.5,7.0,2018,0,0.0,0.0,0.0,170544040160001il,17054il,17054404il,il
963,843,88.5,3.1,2.8,43.5,5.5,2017,0,0.0,0.0,0.0,170544040160001il,17054il,17054404il,il
964,232,96.1,0.0,0.0,19.0,0.5,2021,0,0.0,0.0,0.0909,170640020260003il,17064il,17064002il,il
965,233,96.1,0.9,1.7,21.5,2.2,2019,0,0.0,0.0,0.0,170640020260003il,17064il,17064002il,il
966,243,96.7,0.0,0.0,23.9,1.2,2018,0,0.0,0.0,0.0,170640020260003il,17064il,17064002il,il
967,229,97.4,0.0,1.3,24.5,0.0,2017,0,0.0,0.0,0.0,170640020260003il,17064il,17064002il,il
968,340,92.1,0.0,3.2,8.2,0.3,2021,0,0.5455,0.0,0.3636,170640030260002il,17064il,17064003il,il
969,354,91.2,1.1,2.5,10.2,1.1,2019,0,0.0,0.0,0.0,170640030260002il,17064il,17064003il,il
970,346,93.1,0.0,0.0,9.8,0.0,2018,0,0.0,0.0,0.0,170640030260002il,17064il,17064003il,il
971,342,95.3,0.9,0.9,8.5,0.9,2017,0,0.0,0.0,0.0,170640030260002il,17064il,17064003il,il
972,396,89.9,0.0,4.5,26.0,0.4,2021,0,0.2727,0.0,0.2273,170640040260001il,17064il,17064004il,il
973,398,92.0,1.0,3.8,25.9,1.8,2019,0,0.0,0.0,0.0,170640040260001il,17064il,17064004il,il
974,380,92.1,0.0,4.5,25.0,0.0,2018,0,0.0,0.0,0.0,170640040260001il,17064il,17064004il,il
975,396,95.2,1.3,2.0,27.8,1.1,2017,0,0.0,0.0,0.0,170640040260001il,17064il,17064004il,il
976,2094,62.9,11.9,9.5,27.6,1.9,2021,0,0.6364,0.2727,0.6818,170640050260001il,17064il,17064005il,il
977,2114,65.7,11.0,8.6,25.0,1.9,2019,0,0.0,0.0,0.0,170640050260001il,17064il,17064005il,il
978,2091,64.9,10.7,8.6,25.3,0.7,2018,0,0.0,0.0,0.0,170640050260001il,17064il,17064005il,il
979,2121,65.4,12.0,7.5,25.1,0.9,2017,0,0.0,0.0,0.0,170640050260001il,17064il,17064005il,il
980,1643,70.9,12.5,7.9,30.8,1.4,2021,0,0.6364,0.2727,0.6818,170640050260002il,17064il,17064005il,il
981,1614,72.1,11.8,8.4,32.0,0.9,2019,0,0.0,0.0,0.0,170640050260002il,17064il,17064005il,il
982,1673,70.2,13.7,8.1,33.1,0.3,2018,0,0.0,0.0,0.0,170640050260002il,17064il,17064005il,il
983,1618,73.7,12.2,6.9,30.3,0.7,2017,0,0.0,0.0,0.0,170640050260002il,17064il,17064005il,il
984,52,59.6,0.0,19.2,57.7,18.2,2021,0,0.8182,0.0909,0.5909,170640050260003il,17064il,17064005il,il
985,56,62.5,19.6,8.9,58.9,6.3,2019,0,0.0,0.0,0.0,170640050260003il,17064il,17064005il,il
986,51,72.5,0.0,0.0,58.8,0.0,2018,0,0.0,0.0,0.0,170640050260003il,17064il,17064005il,il
987,41,78.0,7.3,2.4,51.2,0.0,2017,0,0.0,0.0,0.0,170640050260003il,17064il,17064005il,il
988,18,0.0,0.0,0.0,72.2,31.0,2021,1,0.0,0.9091,1.0,17064005026001Cil,17064il,17064005il,il
989,42,42.9,35.7,14.3,61.9,35.5,2019,1,0.0,0.0,0.0,17064005026001Cil,17064il,17064005il,il
990,52,48.1,42.3,0.0,63.5,21.2,2018,1,0.0,0.0,0.0,17064005026001Cil,17064il,17064005il,il
991,53,47.2,37.7,9.4,71.7,17.0,2017,1,0.0,0.0,0.0,17064005026001Cil,17064il,17064005il,il
992,145,92.4,0.0,0.0,31.0,3.4,2021,0,0.2727,0.0,0.2273,170640070260002il,17064il,17064007il,il
993,129,95.3,2.3,0.0,30.2,2.9,2019,0,0.0,0.0,0.0,170640070260002il,17064il,17064007il,il
