,totalenrolled,white,black,hispanic,lowincome,dropout,year,charter,hybridper,virtualper,schoolmode,schoolcode,countycode,districtcode,state
1341,353,93.5,0.6,4.0,19.5,2.4,2019,0,0.0,0.0,0.0,280372230260001il,28037il,28037223il,il
1342,341,92.7,0.0,4.4,14.1,0.9,2018,0,0.0,0.0,0.0,280372230260001il,28037il,28037223il,il
1343,344,93.9,0.3,4.1,17.4,1.7,2017,0,0.0,0.0,0.0,280372230260001il,28037il,28037223il,il
1344,202,95.0,0.0,0.0,43.1,7.6,2021,0,0.6364,0.0,0.4091,280372240260001il,28037il,28037224il,il
1345,212,96.2,0.0,1.9,45.3,4.2,2019,0,0.0,0.0,0.0,280372240260001il,28037il,28037224il,il
1346,230,95.7,0.0,0.0,46.1,1.8,2018,0,0.0,0.0,0.0,280372240260001il,28037il,28037224il,il
1347,249,93.6,2.8,2.0,45.0,3.4,2017,0,0.0,0.0,0.0,280372240260001il,28037il,28037224il,il
1348,164,91.5,0.0,0.0,33.5,0.9,2021,0,0.8182,0.0,0.5,280372250260001il,28037il,28037225il,il
1349,167,94.6,0.6,1.2,40.7,2.7,2019,0,0.0,0.0,0.0,280372250260001il,28037il,28037225il,il
1350,199,96.0,0.0,0.0,40.2,0.9,2018,0,0.0,0.0,0.0,280372250260001il,28037il,28037225il,il
1351,197,95.4,0.0,1.0,37.1,1.0,2017,0,0.0,0.0,0.0,280372250260001il,28037il,28037225il,il
1352,92,91.3,0.0,0.0,19.6,3.0,2021,0,0.1818,0.0,0.1818,280372260260001il,28037il,28037226il,il
1353,102,88.2,0.0,3.9,32.4,2.7,2019,0,0.0,0.0,0.0,280372260260001il,28037il,28037226il,il
1354,108,89.8,0.0,0.0,38.9,0.0,2018,0,0.0,0.0,0.0,280372260260001il,28037il,28037226il,il
1355,104,90.4,0.0,3.8,29.8,0.0,2017,0,0.0,0.0,0.0,280372260260001il,28037il,28037226il,il
1356,226,96.0,0.0,0.0,46.9,1.4,2021,0,0.0,0.0,0.0909,280372270260002il,28037il,28037227il,il
1357,224,96.4,0.0,0.9,45.5,4.8,2019,0,0.0,0.0,0.0,280372270260002il,28037il,28037227il,il
1358,207,95.7,0.0,0.0,42.0,1.4,2018,0,0.0,0.0,0.0,280372270260002il,28037il,28037227il,il
1359,215,96.3,0.0,0.5,44.2,3.4,2017,0,0.0,0.0,0.0,280372270260002il,28037il,28037227il,il
1360,862,92.5,0.0,4.8,19.5,1.5,2021,0,0.9091,0.0,0.5455,280372280260001il,28037il,28037228il,il
1361,828,92.4,0.0,5.0,20.0,1.7,2019,0,0.0,0.0,0.0,280372280260001il,28037il,28037228il,il
1362,843,92.9,0.0,5.1,18.4,0.2,2018,0,0.0,0.0,0.0,280372280260001il,28037il,28037228il,il
1363,812,92.2,0.1,5.2,21.1,0.2,2017,0,0.0,0.0,0.0,280372280260001il,28037il,28037228il,il
1364,565,66.9,7.3,22.5,68.0,7.0,2021,0,0.9091,0.0,0.5455,280372290260001il,28037il,28037229il,il
1365,552,70.5,10.1,16.5,72.8,7.7,2019,0,0.0,0.0,0.0,280372290260001il,28037il,28037229il,il
1366,561,69.5,10.3,18.5,65.2,5.5,2018,0,0.0,0.0,0.0,280372290260001il,28037il,28037229il,il
1367,551,68.4,11.8,18.3,67.3,4.0,2017,0,0.0,0.0,0.0,280372290260001il,28037il,28037229il,il
1368,220,74.1,0.0,15.0,44.5,2.7,2021,0,0.7273,0.0,0.4545,280372300260002il,28037il,28037230il,il
1369,247,76.1,2.4,14.2,38.5,2.3,2019,0,0.0,0.0,0.0,280372300260002il,28037il,28037230il,il
1370,274,74.8,0.0,15.3,39.1,2.2,2018,0,0.0,0.0,0.0,280372300260002il,28037il,28037230il,il
1371,270,77.4,2.2,13.0,35.9,1.7,2017,0,0.0,0.0,0.0,280372300260002il,28037il,28037230il,il
1372,214,94.9,0.0,0.0,32.7,3.3,2021,0,0.2727,0.0,0.2273,280881000260001il,28088il,28088100il,il
1373,214,93.0,0.5,2.8,36.4,5.8,2019,0,0.0,0.0,0.0,280881000260001il,28088il,28088100il,il
1374,247,90.7,0.0,4.5,35.6,3.6,2018,0,0.0,0.0,0.0,280881000260001il,28088il,28088100il,il
1375,264,88.6,0.4,5.3,33.0,3.4,2017,0,0.0,0.0,0.0,280881000260001il,28088il,28088100il,il
1376,123,0.0,89.4,0.0,100.0,3.3,2021,0,0.6364,0.2727,0.6818,300020010220001il,30002il,30002001il,il
1377,127,6.3,83.5,0.8,99.2,8.9,2019,0,0.0,0.0,0.0,300020010220001il,30002il,30002001il,il
1378,170,0.0,87.1,0.0,100.0,0.0,2018,0,0.0,0.0,0.0,300020010220001il,30002il,30002001il,il
1379,168,6.5,84.5,1.2,99.4,2.1,2017,0,0.0,0.0,0.0,300020010220001il,30002il,30002001il,il
1380,105,81.0,15.2,0.0,100.0,3.8,2021,0,0.9091,0.0,0.5455,300020050260001il,30002il,30002005il,il
1381,96,76.0,21.9,1.0,97.9,8.5,2019,0,0.0,0.0,0.0,300020050260001il,30002il,30002005il,il
1382,103,84.5,13.6,0.0,100.0,2.9,2018,0,0.0,0.0,0.0,300020050260001il,30002il,30002005il,il
1383,114,85.1,13.2,0.9,100.0,4.4,2017,0,0.0,0.0,0.0,300020050260001il,30002il,30002005il,il
1384,111,90.1,0.0,0.0,55.0,2.6,2021,0,0.3636,0.0,0.2727,30030010260001il,30030il,30030010il,il
1385,121,92.6,1.7,2.5,42.1,6.1,2019,0,0.0,0.0,0.0,30030010260001il,30030il,30030010il,il
1386,108,88.9,0.0,0.0,41.7,0.9,2018,0,0.0,0.0,0.0,30030010260001il,30030il,30030010il,il
1387,104,90.4,5.8,1.9,35.6,1.9,2017,0,0.0,0.0,0.0,30030010260001il,30030il,30030010il,il
1388,547,90.7,0.0,0.0,43.3,2.7,2021,0,0.8182,0.0,0.5,30030020260001il,30030il,30030020il,il
1389,539,90.2,2.2,1.7,36.4,2.9,2019,0,0.0,0.0,0.0,30030020260001il,30030il,30030020il,il
1390,524,90.3,2.3,2.1,36.1,1.1,2018,0,0.0,0.0,0.0,30030020260001il,30030il,30030020il,il
1391,537,89.0,3.7,2.4,39.1,1.5,2017,0,0.0,0.0,0.0,30030020260001il,30030il,30030020il,il
1392,947,49.6,29.9,10.8,57.9,5.6,2021,0,0.0,0.0,0.0,300391650160001il,30039il,30039165il,il
1393,991,53.1,28.6,10.9,60.6,5.6,2019,0,0.0,0.0,0.0,300391650160001il,30039il,30039165il,il
1394,990,53.5,28.6,10.8,57.9,2.7,2018,0,0.0,0.0,0.0,300391650160001il,30039il,30039165il,il
1395,988,52.9,28.3,10.6,58.6,1.2,2017,0,0.0,0.0,0.0,300391650160001il,30039il,30039165il,il
1396,248,95.6,0.0,4.0,41.5,5.1,2021,0,0.7273,0.0,0.4545,300391760260001il,30039il,30039176il,il
1397,308,92.9,0.6,5.2,53.2,5.4,2019,0,0.0,0.0,0.0,300391760260001il,30039il,30039176il,il
1398,313,93.3,0.0,5.4,47.3,1.0,2018,0,0.0,0.0,0.0,300391760260001il,30039il,30039176il,il
1399,292,95.9,0.0,2.4,39.4,2.1,2017,0,0.0,0.0,0.0,300391760260001il,30039il,30039176il,il
1400,581,67.6,16.0,7.9,95.2,4.0,2021,0,0.9091,0.0,0.5455,300391860260001il,30039il,30039186il,il
1401,599,70.1,14.2,8.2,99.0,2.9,2019,0,0.0,0.0,0.0,300391860260001il,30039il,30039186il,il
1402,599,73.1,14.7,5.7,99.3,0.5,2018,0,0.0,0.0,0.0,300391860260001il,30039il,30039186il,il
1403,625,73.0,14.7,6.1,99.0,0.5,2017,0,0.0,0.0,0.0,300391860260001il,30039il,30039186il,il
1404,118,93.2,0.0,0.0,49.2,7.2,2021,0,0.3636,0.0,0.2727,300391960260001il,30039il,30039196il,il
1405,116,95.7,3.4,0.9,51.7,6.1,2019,0,0.0,0.0,0.0,300391960260001il,30039il,30039196il,il
1406,118,94.1,0.0,0.0,48.3,1.7,2018,0,0.0,0.0,0.0,300391960260001il,30039il,30039196il,il
1407,120,94.2,0.8,3.3,43.3,0.0,2017,0,0.0,0.0,0.0,300391960260001il,30039il,30039196il,il
1408,459,95.2,0.0,0.0,36.8,2.5,2021,0,0.1818,0.0,0.1818,300731010160001il,30073il,30073101il,il
1409,454,98.2,0.7,0.0,34.8,3.1,2019,0,0.0,0.0,0.0,300731010160001il,30073il,30073101il,il
1410,447,97.8,0.0,0.0,37.8,1.4,2018,0,0.0,0.0,0.0,300731010160001il,30073il,30073101il,il
1411,444,97.5,0.9,0.2,34.2,0.5,2017,0,0.0,0.0,0.0,300731010160001il,30073il,30073101il,il
1412,526,81.4,6.1,2.9,57.8,3.7,2021,0,0.7273,0.0,0.4545,300733000260001il,30073il,30073300il,il
1413,530,83.2,4.2,4.0,51.7,4.3,2019,0,0.0,0.0,0.0,300733000260001il,30073il,30073300il,il
1414,538,84.8,3.3,3.3,51.9,0.9,2018,0,0.0,0.0,0.0,300733000260001il,30073il,30073300il,il
1415,498,85.3,3.4,3.2,52.8,1.2,2017,0,0.0,0.0,0.0,300733000260001il,30073il,30073300il,il
1416,192,80.7,12.5,0.0,61.5,3.3,2021,0,0.9091,0.0,0.5455,300771000260001il,30077il,30077100il,il
1417,221,82.8,12.2,0.5,51.6,0.8,2019,0,0.0,0.0,0.0,300771000260001il,30077il,30077100il,il
1418,226,81.9,12.8,0.0,59.7,0.0,2018,0,0.0,0.0,0.0,300771000260001il,30077il,30077100il,il
1419,207,73.9,18.8,0.5,59.9,0.0,2017,0,0.0,0.0,0.0,300771000260001il,30077il,30077100il,il
1420,139,34.5,56.1,0.0,100.0,6.5,2021,0,0.0,0.0,0.0,300771010260001il,30077il,30077101il,il
1421,111,26.1,64.0,0.0,100.0,7.0,2019,0,0.0,0.0,0.0,300771010260001il,30077il,30077101il,il
1422,125,25.6,59.2,0.0,99.2,0.8,2018,0,0.0,0.0,0.0,300771010260001il,30077il,30077101il,il
1423,116,22.4,65.5,0.0,100.0,1.7,2017,0,0.0,0.0,0.0,300771010260001il,30077il,30077101il,il
1424,175,66.3,0.0,32.6,28.0,3.4,2021,0,0.2727,0.1818,0.4091,300910170220001il,30091il,30091017il,il
1425,181,68.5,0.0,31.5,59.1,3.1,2019,0,0.0,0.0,0.0,300910170220001il,30091il,30091017il,il
1426,181,67.4,0.0,31.5,59.7,1.1,2018,0,0.0,0.0,0.0,300910170220001il,30091il,30091017il,il
1427,173,67.6,0.0,31.8,60.7,0.6,2017,0,0.0,0.0,0.0,300910170220001il,30091il,30091017il,il
1428,77,93.5,0.0,0.0,100.0,1.3,2021,0,0.0,0.5455,0.5455,300910660220001il,30091il,30091066il,il
1429,75,94.7,0.0,5.3,80.0,3.3,2019,0,0.0,0.0,0.0,300910660220001il,30091il,30091066il,il
1430,73,98.6,0.0,0.0,89.0,0.0,2018,0,0.0,0.0,0.0,300910660220001il,30091il,30091066il,il
1431,71,95.8,0.0,1.4,98.6,0.0,2017,0,0.0,0.0,0.0,300910660220001il,30091il,30091066il,il
1432,508,88.6,0.0,7.5,44.5,4.3,2021,0,0.9091,0.0,0.5455,300910810160001il,30091il,30091081il,il
1433,519,90.0,1.3,5.0,40.5,2.3,2019,0,0.0,0.0,0.0,300910810160001il,30091il,30091081il,il
1434,510,93.9,0.0,2.0,44.5,1.0,2018,0,0.0,0.0,0.0,300910810160001il,30091il,30091081il,il
1435,515,95.0,1.2,1.9,43.7,0.6,2017,0,0.0,0.0,0.0,300910810160001il,30091il,30091081il,il
1436,84,95.2,0.0,0.0,69.0,5.9,2021,0,0.7273,0.1818,0.6364,300910840260001il,30091il,30091084il,il
1437,88,94.3,3.4,0.0,96.6,6.0,2019,0,0.0,0.0,0.0,300910840260001il,30091il,30091084il,il
1438,93,96.8,0.0,0.0,100.0,3.2,2018,0,0.0,0.0,0.0,300910840260001il,30091il,30091084il,il
1439,97,96.9,3.1,0.0,100.0,3.1,2017,0,0.0,0.0,0.0,300910840260001il,30091il,30091084il,il
1440,89,93.3,0.0,0.0,43.8,1.1,2021,0,0.0909,0.0,0.1364,30110010260002il,30110il,30110010il,il
1441,80,96.3,0.0,1.3,26.3,3.6,2019,0,0.0,0.0,0.0,30110010260002il,30110il,30110010il,il
1442,90,98.9,0.0,0.0,17.8,5.6,2018,0,0.0,0.0,0.0,30110010260002il,30110il,30110010il,il
1443,91,100.0,0.0,0.0,13.2,0.0,2017,0,0.0,0.0,0.0,30110010260002il,30110il,30110010il,il
1444,761,93.2,0.0,1.7,41.0,1.7,2021,0,0.5455,0.2727,0.6364,30110030260006il,30110il,30110030il,il
1445,755,93.6,0.3,1.7,43.7,5.5,2019,0,0.0,0.0,0.0,30110030260006il,30110il,30110030il,il
1446,761,95.5,0.0,1.3,41.5,1.3,2018,0,0.0,0.0,0.0,30110030260006il,30110il,30110030il,il
1447,778,95.0,0.5,1.4,44.7,2.6,2017,0,0.0,0.0,0.0,30110030260006il,30110il,30110030il,il
1448,76,97.4,0.0,0.0,42.1,4.0,2021,0,0.3636,0.1818,0.4545,30110040260002il,30110il,30110040il,il
1449,75,96.0,0.0,2.7,38.7,3.7,2019,0,0.0,0.0,0.0,30110040260002il,30110il,30110040il,il
1450,84,96.4,0.0,0.0,38.1,1.2,2018,0,0.0,0.0,0.0,30110040260002il,30110il,30110040il,il
1451,82,97.6,0.0,0.0,24.4,0.0,2017,0,0.0,0.0,0.0,30110040260002il,30110il,30110040il,il
1452,394,94.2,0.0,0.0,50.0,6.5,2021,0,0.6364,0.0,0.4091,30110080260006il,30110il,30110080il,il
1453,394,96.7,0.0,1.0,55.8,4.0,2019,0,0.0,0.0,0.0,30110080260006il,30110il,30110080il,il
1454,399,97.0,0.0,0.0,51.9,1.5,2018,0,0.0,0.0,0.0,30110080260006il,30110il,30110080il,il
1455,407,97.5,0.0,0.5,47.7,0.7,2017,0,0.0,0.0,0.0,30110080260006il,30110il,30110080il,il
1456,141,91.5,0.0,0.0,57.4,1.2,2021,0,0.2727,0.0,0.2273,30110140240001il,30110il,30110140il,il
1457,151,91.4,0.0,3.3,57.6,3.3,2019,0,0.0,0.0,0.0,30110140240001il,30110il,30110140il,il
1458,167,92.2,0.0,0.0,56.3,2.2,2018,0,0.0,0.0,0.0,30110140240001il,30110il,30110140il,il
1459,163,93.3,0.6,2.5,60.1,1.1,2017,0,0.0,0.0,0.0,30110140240001il,30110il,30110140il,il
1460,245,95.9,0.0,0.0,44.5,2.2,2021,0,0.0909,0.0,0.1364,30250100260001il,30250il,30250100il,il
1461,224,97.8,1.3,0.4,37.5,4.9,2019,0,0.0,0.0,0.0,30250100260001il,30250il,30250100il,il
1462,224,98.2,0.0,0.0,41.5,1.3,2018,0,0.0,0.0,0.0,30250100260001il,30250il,30250100il,il
1463,258,97.7,0.8,0.4,41.1,2.7,2017,0,0.0,0.0,0.0,30250100260001il,30250il,30250100il,il
1464,161,94.4,0.0,0.0,98.8,4.0,2021,0,0.0909,0.0,0.1364,30250200260001il,30250il,30250200il,il
1465,157,96.8,0.0,1.3,41.4,1.1,2019,0,0.0,0.0,0.0,30250200260001il,30250il,30250200il,il
1466,150,98.0,0.0,0.0,44.0,0.0,2018,0,0.0,0.0,0.0,30250200260001il,30250il,30250200il,il
1467,159,95.6,0.0,3.8,49.1,3.3,2017,0,0.0,0.0,0.0,30250200260001il,30250il,30250200il,il
1468,211,96.7,0.0,0.0,18.5,2.2,2021,0,0.0,0.0,0.0909,30250300260001il,30250il,30250300il,il
1469,194,97.9,0.0,1.0,21.1,1.7,2019,0,0.0,0.0,0.0,30250300260001il,30250il,30250300il,il
1470,190,97.9,0.0,0.0,31.6,0.0,2018,0,0.0,0.0,0.0,30250300260001il,30250il,30250300il,il
1471,173,98.8,0.0,0.0,34.1,0.9,2017,0,0.0,0.0,0.0,30250300260001il,30250il,30250300il,il
1472,742,88.5,0.0,5.1,32.6,5.0,2021,0,0.0,0.0,0.0909,30250400260001il,30250il,30250400il,il
1473,715,91.3,1.1,3.5,33.4,5.9,2019,0,0.0,0.0,0.0,30250400260001il,30250il,30250400il,il
1474,737,92.4,0.0,3.5,36.4,1.6,2018,0,0.0,0.0,0.0,30250400260001il,30250il,30250400il,il
1475,715,93.8,0.6,3.1,30.6,1.1,2017,0,0.0,0.0,0.0,30250400260001il,30250il,30250400il,il
1476,326,98.5,0.0,0.0,8.6,0.6,2021,0,0.2727,0.0,0.2273,30250500260001il,30250il,30250500il,il
1477,334,98.8,0.3,0.3,2.1,0.9,2019,0,0.0,0.0,0.0,30250500260001il,30250il,30250500il,il
1478,316,99.7,0.0,0.0,7.6,0.3,2018,0,0.0,0.0,0.0,30250500260001il,30250il,30250500il,il
1479,337,99.7,0.3,0.0,10.1,0.0,2017,0,0.0,0.0,0.0,30250500260001il,30250il,30250500il,il
1480,75,97.3,0.0,0.0,48.0,4.8,2021,0,0.5455,0.0,0.3636,30262010260003il,30262il,30262010il,il
1481,80,92.5,0.0,2.5,58.8,5.1,2019,0,0.0,0.0,0.0,30262010260003il,30262il,30262010il,il
1482,75,92.0,0.0,0.0,52.0,0.0,2018,0,0.0,0.0,0.0,30262010260003il,30262il,30262010il,il
1483,95,92.6,0.0,3.2,43.2,1.1,2017,0,0.0,0.0,0.0,30262010260003il,30262il,30262010il,il
1484,121,92.6,0.0,0.0,42.1,4.1,2021,0,0.7273,0.0,0.4545,30262020260002il,30262il,30262020il,il
1485,110,97.3,1.8,0.9,46.4,9.4,2019,0,0.0,0.0,0.0,30262020260002il,30262il,30262020il,il
1486,119,95.8,0.0,0.0,42.0,0.0,2018,0,0.0,0.0,0.0,30262020260002il,30262il,30262020il,il
1487,124,95.2,0.0,0.8,41.1,1.6,2017,0,0.0,0.0,0.0,30262020260002il,30262il,30262020il,il
1488,397,95.5,0.0,0.0,54.2,3.5,2021,0,0.6364,0.0,0.4091,30262030260001il,30262il,30262030il,il
1489,407,94.3,0.7,2.5,50.4,3.9,2019,0,0.0,0.0,0.0,30262030260001il,30262il,30262030il,il
1490,429,94.6,0.0,2.6,50.8,0.2,2018,0,0.0,0.0,0.0,30262030260001il,30262il,30262030il,il
1491,423,95.3,0.2,1.2,49.6,1.4,2017,0,0.0,0.0,0.0,30262030260001il,30262il,30262030il,il
1492,230,98.3,0.0,0.0,55.7,0.7,2021,0,0.0909,0.0,0.1364,30262040260002il,30262il,30262040il,il
1493,231,99.6,0.0,0.4,55.0,0.7,2019,0,0.0,0.0,0.0,30262040260002il,30262il,30262040il,il
1494,250,98.8,0.0,0.0,48.4,4.9,2018,0,0.0,0.0,0.0,30262040260002il,30262il,30262040il,il
1495,232,99.1,0.4,0.4,62.5,2.3,2017,0,0.0,0.0,0.0,30262040260002il,30262il,30262040il,il
1496,140,94.3,0.0,0.0,42.9,1.4,2021,0,0.3636,0.0,0.2727,30680020260001il,30680il,30680020il,il
1497,146,97.3,0.0,0.7,50.7,6.1,2019,0,0.0,0.0,0.0,30680020260001il,30680il,30680020il,il
1498,146,97.3,0.0,0.0,46.6,2.7,2018,0,0.0,0.0,0.0,30680020260001il,30680il,30680020il,il
1499,145,95.9,1.4,0.7,42.8,1.4,2017,0,0.0,0.0,0.0,30680020260001il,30680il,30680020il,il
1500,452,93.6,0.0,2.4,39.2,3.1,2021,0,0.0,0.0,0.0909,30680030260001il,30680il,30680030il,il
1501,484,93.0,1.4,2.9,35.5,5.2,2019,0,0.0,0.0,0.0,30680030260001il,30680il,30680030il,il
1502,519,94.0,0.0,0.0,38.3,3.7,2018,0,0.0,0.0,0.0,30680030260001il,30680il,30680030il,il
1503,498,94.6,1.6,2.4,43.6,2.2,2017,0,0.0,0.0,0.0,30680030260001il,30680il,30680030il,il
1504,415,90.8,0.0,4.1,51.6,4.5,2021,0,0.5455,0.0,0.3636,30680120260001il,30680il,30680120il,il
1505,389,93.3,1.3,2.3,57.8,6.5,2019,0,0.0,0.0,0.0,30680120260001il,30680il,30680120il,il
1506,395,93.2,0.0,0.0,49.9,1.3,2018,0,0.0,0.0,0.0,30680120260001il,30680il,30680120il,il
1507,420,93.3,1.0,1.9,52.6,1.0,2017,0,0.0,0.0,0.0,30680120260001il,30680il,30680120il,il
1508,298,95.3,0.0,0.0,37.9,1.7,2021,0,0.0,0.0,0.0909,30680220260001il,30680il,30680220il,il
1509,299,94.6,0.0,2.3,40.5,0.5,2019,0,0.0,0.0,0.0,30680220260001il,30680il,30680220il,il
1510,304,96.1,0.0,0.0,43.4,0.6,2018,0,0.0,0.0,0.0,30680220260001il,30680il,30680220il,il
1511,296,97.0,0.0,0.3,43.9,0.0,2017,0,0.0,0.0,0.0,30680220260001il,30680il,30680220il,il
1512,2620,9.0,5.1,76.5,65.9,3.2,2021,0,0.5455,0.2727,0.5455,310450460220001il,31045il,31045046il,il
1513,2592,9.6,6.3,75.0,74.9,5.6,2019,0,0.0,0.0,0.0,310450460220001il,31045il,31045046il,il
1514,2582,10.0,6.9,74.2,74.5,3.0,2018,0,0.0,0.0,0.0,310450460220001il,31045il,31045046il,il
1515,2564,11.8,6.0,73.6,75.8,4.4,2017,0,0.0,0.0,0.0,310450460220001il,31045il,31045046il,il
1516,2097,12.7,9.0,73.2,69.5,3.5,2021,0,0.6364,0.2727,0.5909,310450460220002il,31045il,31045046il,il
1517,2045,14.7,9.4,70.4,74.8,6.5,2019,0,0.0,0.0,0.0,310450460220002il,31045il,31045046il,il
1518,2079,16.1,9.2,68.4,73.4,5.1,2018,0,0.0,0.0,0.0,310450460220002il,31045il,31045046il,il
1519,2087,16.3,9.2,67.4,74.6,4.6,2017,0,0.0,0.0,0.0,310450460220002il,31045il,31045046il,il
1520,1754,18.5,8.2,64.1,64.5,2.8,2021,0,0.7,0.3,0.65,310450460220003il,31045il,31045046il,il
1521,1936,20.8,8.5,59.7,67.8,3.7,2019,0,0.0,0.0,0.0,310450460220003il,31045il,31045046il,il
1522,1955,21.8,8.3,59.0,66.5,1.2,2018,0,0.0,0.0,0.0,310450460220003il,31045il,31045046il,il
1523,1983,23.8,8.2,57.0,66.1,1.3,2017,0,0.0,0.0,0.0,310450460220003il,31045il,31045046il,il
1524,2377,38.7,3.2,34.9,36.0,2.1,2021,0,0.5455,0.2727,0.5455,310450460220004il,31045il,31045046il,il
1525,2417,41.9,3.2,33.5,38.4,2.5,2019,0,0.0,0.0,0.0,310450460220004il,31045il,31045046il,il
1526,2422,42.8,4.0,32.7,37.6,0.6,2018,0,0.0,0.0,0.0,310450460220004il,31045il,31045046il,il
1527,2487,44.6,4.3,31.8,37.7,1.0,2017,0,0.0,0.0,0.0,310450460220004il,31045il,31045046il,il
1528,2789,47.0,4.2,32.9,35.1,1.3,2021,0,0.5455,0.2727,0.5455,310450460220005il,31045il,31045046il,il
1529,2666,49.7,4.9,29.7,32.7,3.3,2019,0,0.0,0.0,0.0,310450460220005il,31045il,31045046il,il
1530,2673,50.8,5.8,28.6,32.4,0.7,2018,0,0.0,0.0,0.0,310450460220005il,31045il,31045046il,il
1531,2732,50.8,6.1,28.8,33.6,1.1,2017,0,0.0,0.0,0.0,310450460220005il,31045il,31045046il,il
1532,1898,78.6,3.0,11.2,17.2,1.1,2021,0,0.7273,0.0,0.4545,310451010220001il,31045il,31045101il,il
1533,1942,80.0,3.3,10.7,17.2,1.3,2019,0,0.0,0.0,0.0,310451010220001il,31045il,31045101il,il
1534,1899,81.1,2.9,10.0,15.0,0.2,2018,0,0.0,0.0,0.0,310451010220001il,31045il,31045101il,il
1535,1929,82.0,2.9,9.8,13.4,0.2,2017,0,0.0,0.0,0.0,310451010220001il,31045il,31045101il,il
1536,3488,24.9,10.1,59.5,47.6,2.3,2021,0,0.3636,0.5455,0.8182,310451290220001il,31045il,31045129il,il
1537,3680,25.8,10.9,57.9,47.6,3.5,2019,0,0.0,0.0,0.0,310451290220001il,31045il,31045129il,il
1538,3665,25.9,11.5,57.1,51.5,2.6,2018,0,0.0,0.0,0.0,310451290220001il,31045il,31045129il,il
1539,3724,26.5,11.5,56.3,54.5,2.8,2017,0,0.0,0.0,0.0,310451290220001il,31045il,31045129il,il
1540,4009,2.6,6.3,88.7,65.7,4.0,2021,0,0.2727,0.7273,0.8636,310451310220001il,31045il,31045131il,il
1541,3972,2.3,7.9,87.4,64.4,4.5,2019,0,0.0,0.0,0.0,310451310220001il,31045il,31045131il,il
1542,3904,2.4,7.4,87.8,65.1,6.0,2018,0,0.0,0.0,0.0,310451310220001il,31045il,31045131il,il
1543,3848,2.8,7.7,87.0,68.9,4.4,2017,0,0.0,0.0,0.0,310451310220001il,31045il,31045131il,il
1544,2458,26.6,5.1,63.2,60.7,1.8,2021,0,0.3636,0.4545,0.7273,310453000260002il,31045il,31045300il,il
1545,2533,28.9,6.1,59.2,62.5,2.7,2019,0,0.0,0.0,0.0,310453000260002il,31045il,31045300il,il
1546,2466,30.5,5.4,58.3,61.2,0.7,2018,0,0.0,0.0,0.0,310453000260002il,31045il,31045300il,il
1547,2471,33.2,5.5,56.4,63.2,1.7,2017,0,0.0,0.0,0.0,310453000260002il,31045il,31045300il,il
1548,1827,59.6,3.8,24.6,23.6,0.9,2021,0,0.3636,0.4545,0.7273,310453000260003il,31045il,31045300il,il
1549,1738,63.6,3.3,20.9,24.3,1.6,2019,0,0.0,0.0,0.0,310453000260003il,31045il,31045300il,il
1550,1638,64.7,3.0,20.6,22.5,0.2,2018,0,0.0,0.0,0.0,310453000260003il,31045il,31045300il,il
1551,1588,64.7,2.3,20.8,24.5,0.6,2017,0,0.0,0.0,0.0,310453000260003il,31045il,31045300il,il
1552,2053,62.1,3.9,21.4,25.8,1.1,2021,0,0.3636,0.4545,0.7273,310453000260004il,31045il,31045300il,il
1553,2089,66.3,3.2,18.8,22.5,2.4,2019,0,0.0,0.0,0.0,310453000260004il,31045il,31045300il,il
1554,2170,67.3,3.0,18.3,22.7,0.5,2018,0,0.0,0.0,0.0,310453000260004il,31045il,31045300il,il
1555,2116,69.2,3.0,16.8,24.4,1.1,2017,0,0.0,0.0,0.0,310453000260004il,31045il,31045300il,il
1556,729,40.7,8.0,30.0,16.3,7.4,2021,1,0.0909,0.6364,0.7727,31045300026201Cil,31045il,31045300il,il
1557,860,41.2,6.4,29.0,23.0,8.7,2019,1,0.0,0.0,0.0,31045300026201Cil,31045il,31045300il,il
1558,828,41.8,5.3,28.5,21.9,3.0,2018,1,0.0,0.0,0.0,31045300026201Cil,31045il,31045300il,il
1559,814,45.1,4.5,25.1,22.5,10.3,2017,1,0.0,0.0,0.0,31045300026201Cil,31045il,31045300il,il
1560,1243,62.7,2.0,19.4,12.9,1.5,2021,0,0.9091,0.0,0.4545,310453010260001il,31045il,31045301il,il
1561,1178,62.6,3.2,18.3,13.7,1.0,2019,0,0.0,0.0,0.0,310453010260001il,31045il,31045301il,il
1562,1078,65.5,3.2,17.5,12.1,0.2,2018,0,0.0,0.0,0.0,310453010260001il,31045il,31045301il,il
1563,1047,67.0,3.8,17.0,15.0,0.2,2017,0,0.0,0.0,0.0,310453010260001il,31045il,31045301il,il
1564,1330,79.8,2.4,11.1,14.4,1.0,2021,0,0.0,0.0,0.0909,310453020260001il,31045il,31045302il,il
1565,1288,80.0,2.6,11.0,14.7,2.1,2019,0,0.0,0.0,0.0,310453020260001il,31045il,31045302il,il
1566,1313,79.6,2.1,12.5,12.2,0.5,2018,0,0.0,0.0,0.0,310453020260001il,31045il,31045302il,il
1567,1342,79.3,2.1,13.4,15.4,0.4,2017,0,0.0,0.0,0.0,310453020260001il,31045il,31045302il,il
1568,2269,73.9,1.5,15.3,17.5,1.5,2021,0,0.5455,0.2727,0.6364,310453030260011il,31045il,31045303il,il
1569,2442,76.1,1.4,14.3,17.9,1.2,2019,0,0.0,0.0,0.0,310453030260011il,31045il,31045303il,il
