,year,schoolcode,dropout,districtcode,countycode,lowincome,white,black,hispanic,state,totalenrolled,schoolmode,virtualper,schoolmode,hybridper,charter
4811,2017,540801040001nyc,4.0,540801nyc,540nyc,52,95,2,1,nyc,90,0.0,0.0,0.0,0.0,0
4812,2018,540801040001nyc,0.0,540801nyc,540nyc,61,94,1,2,nyc,90,0.0,0.0,0.0,0.0,0
4813,2019,540801040001nyc,0.0,540801nyc,540nyc,57,95,1,2,nyc,95,0.0,0.0,0.0,0.0,0
4814,2021,540801040001nyc,0.0,540801nyc,540nyc,38,96,2,1,nyc,96,0.48,0.04,0.48,0.88,0
4816,2017,540901040001nyc,10.0,540901nyc,540nyc,61,94,0,3,nyc,93,0.0,0.0,0.0,0.0,0
4817,2018,540901040001nyc,6.0,540901nyc,540nyc,60,97,0,2,nyc,79,0.0,0.0,0.0,0.0,0
4818,2019,540901040001nyc,5.0,540901nyc,540nyc,59,95,0,3,nyc,80,0.0,0.0,0.0,0.0,0
4819,2021,540901040001nyc,0.0,540901nyc,540nyc,55,95,0,2,nyc,65,0.38,0.0,0.38,0.76,0
4821,2017,541001040001nyc,8.0,541001nyc,541nyc,49,95,1,2,nyc,266,0.0,0.0,0.0,0.0,0
4822,2018,541001040001nyc,5.0,541001nyc,541nyc,50,96,1,1,nyc,247,0.0,0.0,0.0,0.0,0
4823,2019,541001040001nyc,5.0,541001nyc,541nyc,50,96,1,1,nyc,213,0.0,0.0,0.0,0.0,0
4824,2021,541001040001nyc,4.0,541001nyc,541nyc,49,96,1,1,nyc,206,0.16,0.0,0.16,0.32,0
4826,2017,541102060002nyc,8.0,541102nyc,541nyc,45,91,2,5,nyc,515,0.0,0.0,0.0,0.0,0
4827,2018,541102060002nyc,7.0,541102nyc,541nyc,46,91,1,5,nyc,538,0.0,0.0,0.0,0.0,0
4828,2019,541102060002nyc,5.0,541102nyc,541nyc,42,91,2,5,nyc,546,0.0,0.0,0.0,0.0,0
4829,2021,541102060002nyc,3.0,541102nyc,541nyc,45,91,1,5,nyc,516,0.46,0.0,0.46,0.92,0
4831,2017,541201040003nyc,2.0,541201nyc,541nyc,46,96,0,0,nyc,266,0.0,0.0,0.0,0.0,0
4832,2018,541201040003nyc,1.0,541201nyc,541nyc,47,95,0,1,nyc,258,0.0,0.0,0.0,0.0,0
4833,2019,541201040003nyc,10.0,541201nyc,541nyc,45,95,1,1,nyc,250,0.0,0.0,0.0,0.0,0
4834,2021,541201040003nyc,2.0,541201nyc,541nyc,48,94,1,3,nyc,254,0.14,0.0,0.14,0.28,0
4836,2017,541401040001nyc,7.0,541401nyc,541nyc,62,93,1,4,nyc,82,0.0,0.0,0.0,0.0,0
4837,2018,541401040001nyc,12.0,541401nyc,541nyc,63,92,2,4,nyc,77,0.0,0.0,0.0,0.0,0
4838,2019,541401040001nyc,9.0,541401nyc,541nyc,57,90,1,5,nyc,63,0.0,0.0,0.0,0.0,0
4839,2021,541401040001nyc,4.0,541401nyc,541nyc,58,92,0,4,nyc,77,0.0,0.0,0.0,0.0,0
4841,2017,550101040003nyc,7.0,550101nyc,550nyc,51,92,1,2,nyc,222,0.0,0.0,0.0,0.0,0
4842,2018,550101040003nyc,0.0,550101nyc,550nyc,48,93,1,1,nyc,241,0.0,0.0,0.0,0.0,0
4843,2019,550101040003nyc,3.0,550101nyc,550nyc,48,93,1,2,nyc,220,0.0,0.0,0.0,0.0,0
4844,2021,550101040003nyc,5.0,550101nyc,550nyc,51,95,0,1,nyc,190,0.0,0.0,0.0,0.0,0
4846,2017,550301060004nyc,5.0,550301nyc,550nyc,45,91,2,2,nyc,345,0.0,0.0,0.0,0.0,0
4847,2018,550301060004nyc,5.0,550301nyc,550nyc,47,90,2,2,nyc,340,0.0,0.0,0.0,0.0,0
4848,2019,550301060004nyc,3.0,550301nyc,550nyc,50,89,2,2,nyc,332,0.0,0.0,0.0,0.0,0
4849,2021,550301060004nyc,6.0,550301nyc,550nyc,46,89,1,4,nyc,303,0.48,0.0,0.48,0.96,0
4851,2017,560501040004nyc,6.0,560501nyc,560nyc,56,92,2,3,nyc,226,0.0,0.0,0.0,0.0,0
4852,2018,560501040004nyc,13.0,560501nyc,560nyc,55,93,2,2,nyc,219,0.0,0.0,0.0,0.0,0
4853,2019,560501040004nyc,2.0,560501nyc,560nyc,52,94,2,1,nyc,204,0.0,0.0,0.0,0.0,0
4854,2021,560501040004nyc,2.0,560501nyc,560nyc,47,94,1,2,nyc,189,0.5,0.0,0.5,1.0,0
4856,2017,560603040001nyc,20.0,560603nyc,560nyc,64,86,1,7,nyc,127,0.0,0.0,0.0,0.0,0
4857,2018,560603040001nyc,11.0,560603nyc,560nyc,60,87,1,5,nyc,111,0.0,0.0,0.0,0.0,0
4858,2019,560603040001nyc,14.0,560603nyc,560nyc,61,90,1,3,nyc,118,0.0,0.0,0.0,0.0,0
4859,2021,560603040001nyc,11.0,560603nyc,560nyc,56,91,0,4,nyc,111,0.46,0.0,0.46,0.92,0
4861,2017,560701060003nyc,2.0,560701nyc,560nyc,45,87,5,3,nyc,382,0.0,0.0,0.0,0.0,0
4862,2018,560701060003nyc,9.0,560701nyc,560nyc,44,87,5,4,nyc,393,0.0,0.0,0.0,0.0,0
4863,2019,560701060003nyc,5.0,560701nyc,560nyc,43,87,3,5,nyc,363,0.0,0.0,0.0,0.0,0
4864,2021,560701060003nyc,4.0,560701nyc,560nyc,43,84,3,7,nyc,380,0.0,0.0,0.0,0.0,0
4866,2017,561006060001nyc,10.0,561006nyc,561nyc,52,89,5,4,nyc,519,0.0,0.0,0.0,0.0,0
4867,2018,561006060001nyc,10.0,561006nyc,561nyc,54,89,4,5,nyc,480,0.0,0.0,0.0,0.0,0
4868,2019,561006060001nyc,11.0,561006nyc,561nyc,57,88,5,6,nyc,465,0.0,0.0,0.0,0.0,0
4869,2021,561006060001nyc,8.0,561006nyc,561nyc,58,88,3,6,nyc,473,0.46,0.0,0.46,0.92,0
4871,2017,570101040002nyc,3.0,570101nyc,570nyc,59,95,1,1,nyc,342,0.0,0.0,0.0,0.0,0
4872,2018,570101040002nyc,4.0,570101nyc,570nyc,57,95,1,1,nyc,336,0.0,0.0,0.0,0.0,0
4873,2019,570101040002nyc,9.0,570101nyc,570nyc,54,95,1,1,nyc,323,0.0,0.0,0.0,0.0,0
4874,2021,570101040002nyc,2.0,570101nyc,570nyc,53,95,1,2,nyc,307,0.36,0.0,0.36,0.72,0
4876,2017,570201040002nyc,3.0,570201nyc,570nyc,55,95,1,2,nyc,134,0.0,0.0,0.0,0.0,0
4877,2018,570201040002nyc,4.0,570201nyc,570nyc,58,93,2,2,nyc,124,0.0,0.0,0.0,0.0,0
4878,2019,570201040002nyc,3.0,570201nyc,570nyc,55,94,1,2,nyc,123,0.0,0.0,0.0,0.0,0
4879,2021,570201040002nyc,0.0,570201nyc,570nyc,59,93,1,2,nyc,120,0.28,0.0,0.28,0.56,0
4881,2017,570302060003nyc,8.0,570302nyc,570nyc,52,97,2,1,nyc,444,0.0,0.0,0.0,0.0,0
4882,2018,570302060003nyc,3.0,570302nyc,570nyc,53,95,2,2,nyc,440,0.0,0.0,0.0,0.0,0
4883,2019,570302060003nyc,0.0,570302nyc,570nyc,49,95,3,2,nyc,432,0.0,0.0,0.0,0.0,0
4884,2021,570302060003nyc,7.0,570302nyc,570nyc,53,95,2,2,nyc,417,0.46,0.0,0.46,0.92,0
4886,2017,570401040001nyc,8.0,570401nyc,570nyc,70,97,0,2,nyc,90,0.0,0.0,0.0,0.0,0
4887,2018,570401040001nyc,13.0,570401nyc,570nyc,69,97,0,1,nyc,84,0.0,0.0,0.0,0.0,0
4888,2019,570401040001nyc,5.0,570401nyc,570nyc,64,97,0,1,nyc,78,0.0,0.0,0.0,0.0,0
4889,2021,570401040001nyc,0.0,570401nyc,570nyc,60,98,0,1,nyc,59,0.0,0.0,0.0,0.0,0
4891,2017,570603040002nyc,6.0,570603nyc,570nyc,57,97,0,0,nyc,252,0.0,0.0,0.0,0.0,0
4892,2018,570603040002nyc,3.0,570603nyc,570nyc,56,97,0,1,nyc,256,0.0,0.0,0.0,0.0,0
4893,2019,570603040002nyc,5.0,570603nyc,570nyc,56,96,0,1,nyc,251,0.0,0.0,0.0,0.0,0
4894,2021,570603040002nyc,5.0,570603nyc,570nyc,49,96,0,1,nyc,241,0.44,0.0,0.44,0.88,0
4896,2017,571000010017nyc,7.0,571000nyc,571nyc,39,89,4,1,nyc,1580,0.0,0.0,0.0,0.0,0
4897,2018,571000010017nyc,6.0,571000nyc,571nyc,36,88,3,2,nyc,1546,0.0,0.0,0.0,0.0,0
4898,2019,571000010017nyc,9.0,571000nyc,571nyc,34,87,3,3,nyc,1484,0.0,0.0,0.0,0.0,0
4899,2021,571000010017nyc,7.0,571000nyc,571nyc,36,86,2,4,nyc,1414,0.44,0.0,0.44,0.88,0
4901,2017,571000010019nyc,12.0,571000nyc,571nyc,61,93,7,0,nyc,28,0.0,0.0,0.0,0.0,0
4902,2018,571000010019nyc,31.0,571000nyc,571nyc,48,96,4,0,nyc,23,0.0,0.0,0.0,0.0,0
4903,2019,571000010019nyc,23.0,571000nyc,571nyc,63,97,3,0,nyc,30,0.0,0.0,0.0,0.0,0
4904,2021,571000010019nyc,20.0,571000nyc,571nyc,50,100,0,0,nyc,28,0.44,0.0,0.44,0.88,0
4906,2017,571502060001nyc,6.0,571502nyc,571nyc,53,98,1,1,nyc,303,0.0,0.0,0.0,0.0,0
4907,2018,571502060001nyc,3.0,571502nyc,571nyc,48,97,1,1,nyc,313,0.0,0.0,0.0,0.0,0
4908,2019,571502060001nyc,1.0,571502nyc,571nyc,52,96,1,2,nyc,295,0.0,0.0,0.0,0.0,0
4909,2021,571502060001nyc,0.0,571502nyc,571nyc,58,95,1,2,nyc,296,0.48,0.04,0.48,0.88,0
4911,2017,571800010006nyc,1.0,571800nyc,571nyc,61,89,4,2,nyc,559,0.0,0.0,0.0,0.0,0
4912,2018,571800010006nyc,3.0,571800nyc,571nyc,54,89,4,3,nyc,512,0.0,0.0,0.0,0.0,0
4913,2019,571800010006nyc,6.0,571800nyc,571nyc,50,89,3,2,nyc,483,0.0,0.0,0.0,0.0,0
4914,2021,571800010006nyc,7.0,571800nyc,571nyc,54,87,4,3,nyc,452,0.24,0.0,0.24,0.48,0
4916,2017,571901040004nyc,4.0,571901nyc,571nyc,38,95,0,3,nyc,122,0.0,0.0,0.0,0.0,0
4917,2018,571901040004nyc,8.0,571901nyc,571nyc,39,94,0,4,nyc,133,0.0,0.0,0.0,0.0,0
4918,2019,571901040004nyc,7.0,571901nyc,571nyc,43,93,0,4,nyc,138,0.0,0.0,0.0,0.0,0
4919,2021,571901040004nyc,0.0,571901nyc,571nyc,45,93,0,5,nyc,153,0.44,0.0,0.44,0.88,0
4921,2017,572301040001nyc,3.0,572301nyc,572nyc,59,93,2,1,nyc,117,0.0,0.0,0.0,0.0,0
4922,2018,572301040001nyc,3.0,572301nyc,572nyc,58,93,2,1,nyc,114,0.0,0.0,0.0,0.0,0
4923,2019,572301040001nyc,5.0,572301nyc,572nyc,51,92,2,1,nyc,103,0.0,0.0,0.0,0.0,0
4924,2021,572301040001nyc,3.0,572301nyc,572nyc,42,93,2,1,nyc,111,0.0,0.0,0.0,0.0,0
4926,2017,572702040002nyc,4.0,572702nyc,572nyc,52,98,0,0,nyc,172,0.0,0.0,0.0,0.0,0
4927,2018,572702040002nyc,3.0,572702nyc,572nyc,52,98,0,0,nyc,154,0.0,0.0,0.0,0.0,0
4928,2019,572702040002nyc,0.0,572702nyc,572nyc,53,97,1,0,nyc,152,0.0,0.0,0.0,0.0,0
4929,2021,572702040002nyc,8.0,572702nyc,572nyc,43,99,0,0,nyc,120,0.24,0.0,0.24,0.48,0
4931,2017,572901040004nyc,0.0,572901nyc,572nyc,54,94,1,2,nyc,149,0.0,0.0,0.0,0.0,0
4932,2018,572901040004nyc,0.0,572901nyc,572nyc,50,94,0,2,nyc,151,0.0,0.0,0.0,0.0,0
4933,2019,572901040004nyc,4.0,572901nyc,572nyc,48,91,1,3,nyc,141,0.0,0.0,0.0,0.0,0
4934,2021,572901040004nyc,3.0,572901nyc,572nyc,44,95,0,1,nyc,121,0.24,0.0,0.24,0.48,0
4936,2017,573002040001nyc,2.0,573002nyc,573nyc,56,96,2,1,nyc,411,0.0,0.0,0.0,0.0,0
4937,2018,573002040001nyc,5.0,573002nyc,573nyc,58,96,2,1,nyc,387,0.0,0.0,0.0,0.0,0
4938,2019,573002040001nyc,3.0,573002nyc,573nyc,56,97,2,1,nyc,391,0.0,0.0,0.0,0.0,0
4939,2021,573002040001nyc,0.0,573002nyc,573nyc,52,97,1,1,nyc,383,0.44,0.0,0.44,0.88,0
4941,2017,580101030002nyc,3.0,580101nyc,580nyc,14,81,4,11,nyc,530,0.0,0.0,0.0,0.0,0
4942,2018,580101030002nyc,1.0,580101nyc,580nyc,19,80,3,12,nyc,521,0.0,0.0,0.0,0.0,0
4943,2019,580101030002nyc,0.0,580101nyc,580nyc,19,80,3,12,nyc,505,0.0,0.0,0.0,0.0,0
4944,2021,580101030002nyc,2.0,580101nyc,580nyc,21,77,3,14,nyc,451,0.36,0.0,0.36,0.72,0
4946,2017,580102030008nyc,2.0,580102nyc,580nyc,43,70,7,19,nyc,1280,0.0,0.0,0.0,0.0,0
4947,2018,580102030008nyc,2.0,580102nyc,580nyc,45,67,7,21,nyc,1240,0.0,0.0,0.0,0.0,0
4948,2019,580102030008nyc,4.0,580102nyc,580nyc,46,63,8,23,nyc,1269,0.0,0.0,0.0,0.0,0
4949,2021,580102030008nyc,2.0,580102nyc,580nyc,44,60,9,25,nyc,1229,0.48,0.04,0.48,0.88,0
4951,2017,580103030008nyc,1.0,580103nyc,580nyc,41,48,23,23,nyc,1480,0.0,0.0,0.0,0.0,0
4952,2018,580103030008nyc,1.0,580103nyc,580nyc,45,44,25,24,nyc,1451,0.0,0.0,0.0,0.0,0
4953,2019,580103030008nyc,2.0,580103nyc,580nyc,47,42,26,25,nyc,1452,0.0,0.0,0.0,0.0,0
4954,2021,580103030008nyc,3.0,580103nyc,580nyc,46,38,27,27,nyc,1431,0.28,0.0,0.28,0.56,0
4956,2017,580104030010nyc,3.0,580104nyc,580nyc,39,73,3,19,nyc,1999,0.0,0.0,0.0,0.0,0
4957,2018,580104030010nyc,4.0,580104nyc,580nyc,39,70,3,23,nyc,1982,0.0,0.0,0.0,0.0,0
4958,2019,580104030010nyc,2.0,580104nyc,580nyc,43,71,3,23,nyc,1863,0.0,0.0,0.0,0.0,0
4959,2021,580104030010nyc,2.0,580104nyc,580nyc,39,66,3,27,nyc,1846,0.24,0.0,0.24,0.48,0
4961,2017,580105030005nyc,4.0,580105nyc,580nyc,72,15,25,57,nyc,1566,0.0,0.0,0.0,0.0,0
4962,2018,580105030005nyc,3.0,580105nyc,580nyc,71,14,25,58,nyc,1597,0.0,0.0,0.0,0.0,0
4963,2019,580105030005nyc,4.0,580105nyc,580nyc,73,13,26,59,nyc,1583,0.0,0.0,0.0,0.0,0
4964,2021,580105030005nyc,4.0,580105nyc,580nyc,79,11,24,62,nyc,1514,0.54,0.16,0.54,0.76,0
4966,2017,580106030005nyc,12.0,580106nyc,580nyc,75,5,46,45,nyc,741,0.0,0.0,0.0,0.0,0
4967,2018,580106030005nyc,6.0,580106nyc,580nyc,74,4,47,45,nyc,739,0.0,0.0,0.0,0.0,0
4968,2019,580106030005nyc,7.0,580106nyc,580nyc,77,5,45,47,nyc,729,0.0,0.0,0.0,0.0,0
4969,2021,580106030005nyc,5.0,580106nyc,580nyc,75,5,38,54,nyc,911,0.5,0.08,0.5,0.84,0
4971,2017,580107030007nyc,2.0,580107nyc,580nyc,45,50,17,21,nyc,1340,0.0,0.0,0.0,0.0,0
4972,2018,580107030007nyc,2.0,580107nyc,580nyc,44,47,18,23,nyc,1354,0.0,0.0,0.0,0.0,0
4973,2019,580107030007nyc,1.0,580107nyc,580nyc,48,44,18,24,nyc,1336,0.0,0.0,0.0,0.0,0
4974,2021,580107030007nyc,1.0,580107nyc,580nyc,49,38,20,25,nyc,1228,0.36,0.0,0.36,0.72,0
4976,2017,580109020003nyc,9.0,580109nyc,580nyc,80,1,50,48,nyc,680,0.0,0.0,0.0,0.0,0
4977,2018,580109020003nyc,11.0,580109nyc,580nyc,93,1,47,51,nyc,748,0.0,0.0,0.0,0.0,0
4978,2019,580109020003nyc,12.0,580109nyc,580nyc,91,1,44,54,nyc,760,0.0,0.0,0.0,0.0,0
4979,2021,580109020003nyc,14.0,580109nyc,580nyc,94,1,44,55,nyc,764,0.42,0.12,0.42,0.6,0
4981,2017,580201060005nyc,0.0,580201nyc,580nyc,10,85,1,4,nyc,1779,0.0,0.0,0.0,0.0,0
4982,2018,580201060005nyc,0.0,580201nyc,580nyc,11,84,2,4,nyc,1729,0.0,0.0,0.0,0.0,0
4983,2019,580201060005nyc,0.0,580201nyc,580nyc,14,84,2,4,nyc,1656,0.0,0.0,0.0,0.0,0
4984,2021,580201060005nyc,0.0,580201nyc,580nyc,16,82,1,5,nyc,1546,0.0,0.0,0.0,0.0,0
4986,2017,580203020008nyc,4.0,580203nyc,580nyc,30,67,2,27,nyc,1236,0.0,0.0,0.0,0.0,0
4987,2018,580203020008nyc,3.0,580203nyc,580nyc,34,65,2,29,nyc,1265,0.0,0.0,0.0,0.0,0
4988,2019,580203020008nyc,6.0,580203nyc,580nyc,35,62,3,27,nyc,1283,0.0,0.0,0.0,0.0,0
4989,2021,580203020008nyc,4.0,580203nyc,580nyc,30,59,4,31,nyc,1164,0.46,0.0,0.46,0.92,0
4991,2017,580205060019nyc,2.0,580205nyc,580nyc,26,81,3,10,nyc,2197,0.0,0.0,0.0,0.0,0
4992,2018,580205060019nyc,1.0,580205nyc,580nyc,26,79,3,11,nyc,2167,0.0,0.0,0.0,0.0,0
4993,2019,580205060019nyc,1.0,580205nyc,580nyc,28,78,3,11,nyc,2158,0.0,0.0,0.0,0.0,0
4994,2021,580205060019nyc,2.0,580205nyc,580nyc,30,74,3,14,nyc,2020,0.26,0.04,0.26,0.44,0
4996,2017,580205060020nyc,2.0,580205nyc,580nyc,24,80,2,10,nyc,2335,0.0,0.0,0.0,0.0,0
4997,2018,580205060020nyc,2.0,580205nyc,580nyc,25,77,3,12,nyc,2286,0.0,0.0,0.0,0.0,0
4998,2019,580205060020nyc,2.0,580205nyc,580nyc,24,75,3,14,nyc,2187,0.0,0.0,0.0,0.0,0
4999,2021,580205060020nyc,2.0,580205nyc,580nyc,30,70,3,18,nyc,2123,0.26,0.04,0.26,0.44,0
5001,2017,580206020003nyc,1.0,580206nyc,580nyc,8,86,0,7,nyc,363,0.0,0.0,0.0,0.0,0
5002,2018,580206020003nyc,0.0,580206nyc,580nyc,9,85,1,6,nyc,378,0.0,0.0,0.0,0.0,0
5003,2019,580206020003nyc,0.0,580206nyc,580nyc,7,82,0,8,nyc,376,0.0,0.0,0.0,0.0,0
5004,2021,580206020003nyc,0.0,580206nyc,580nyc,10,76,1,9,nyc,349,0.16,0.0,0.16,0.32,0
5006,2017,580207020003nyc,0.0,580207nyc,580nyc,8,87,2,4,nyc,788,0.0,0.0,0.0,0.0,0
5007,2018,580207020003nyc,1.0,580207nyc,580nyc,10,84,2,6,nyc,782,0.0,0.0,0.0,0.0,0
5008,2019,580207020003nyc,1.0,580207nyc,580nyc,10,85,2,5,nyc,815,0.0,0.0,0.0,0.0,0
5009,2021,580207020003nyc,2.0,580207nyc,580nyc,12,84,1,6,nyc,760,0.24,0.0,0.24,0.48,0
5011,2017,580208020003nyc,2.0,580208nyc,580nyc,15,88,2,6,nyc,881,0.0,0.0,0.0,0.0,0
5012,2018,580208020003nyc,2.0,580208nyc,580nyc,17,85,2,8,nyc,867,0.0,0.0,0.0,0.0,0
5013,2019,580208020003nyc,0.0,580208nyc,580nyc,17,86,1,7,nyc,871,0.0,0.0,0.0,0.0,0
5014,2021,580208020003nyc,1.0,580208nyc,580nyc,17,84,1,9,nyc,875,0.14,0.0,0.14,0.28,0
5016,2017,580209020002nyc,2.0,580209nyc,580nyc,24,87,2,10,nyc,1042,0.0,0.0,0.0,0.0,0
5017,2018,580209020002nyc,2.0,580209nyc,580nyc,33,85,2,11,nyc,1046,0.0,0.0,0.0,0.0,0
5018,2019,580209020002nyc,2.0,580209nyc,580nyc,31,85,1,11,nyc,994,0.0,0.0,0.0,0.0,0
5019,2021,580209020002nyc,2.0,580209nyc,580nyc,31,80,2,13,nyc,948,0.14,0.0,0.14,0.28,0
5021,2017,580211060010nyc,4.0,580211nyc,580nyc,39,70,5,18,nyc,1555,0.0,0.0,0.0,0.0,0
5022,2018,580211060010nyc,2.0,580211nyc,580nyc,41,67,5,20,nyc,1551,0.0,0.0,0.0,0.0,0
5023,2019,580211060010nyc,3.0,580211nyc,580nyc,38,66,6,20,nyc,1500,0.0,0.0,0.0,0.0,0
5024,2021,580211060010nyc,5.0,580211nyc,580nyc,37,60,7,23,nyc,1505,0.3,0.0,0.3,0.6,0
5026,2017,580211060016nyc,3.0,580211nyc,580nyc,34,74,4,15,nyc,1524,0.0,0.0,0.0,0.0,0
5027,2018,580211060016nyc,3.0,580211nyc,580nyc,35,72,3,17,nyc,1529,0.0,0.0,0.0,0.0,0
5028,2019,580211060016nyc,4.0,580211nyc,580nyc,35,70,4,18,nyc,1504,0.0,0.0,0.0,0.0,0
5029,2021,580211060016nyc,5.0,580211nyc,580nyc,36,66,5,20,nyc,1450,0.46,0.0,0.46,0.92,0
5031,2017,580212060005nyc,6.0,580212nyc,580nyc,54,47,20,25,nyc,2707,0.0,0.0,0.0,0.0,0
5032,2018,580212060005nyc,6.0,580212nyc,580nyc,54,48,20,26,nyc,2795,0.0,0.0,0.0,0.0,0
5033,2019,580212060005nyc,5.0,580212nyc,580nyc,52,48,19,25,nyc,2841,0.0,0.0,0.0,0.0,0
5034,2021,580212060005nyc,4.0,580212nyc,580nyc,46,48,18,27,nyc,2943,0.46,0.0,0.46,0.92,0
5036,2017,580224030008nyc,4.0,580224nyc,580nyc,52,56,5,35,nyc,2421,0.0,0.0,0.0,0.0,0
5037,2018,580224030008nyc,6.0,580224nyc,580nyc,53,53,5,37,nyc,2426,0.0,0.0,0.0,0.0,0
5038,2019,580224030008nyc,3.0,580224nyc,580nyc,54,52,5,38,nyc,2390,0.0,0.0,0.0,0.0,0
5039,2021,580224030008nyc,1.0,580224nyc,580nyc,58,47,4,44,nyc,2361,0.5,0.08,0.5,0.84,0
5041,2017,580232030002nyc,5.0,580232nyc,580nyc,52,55,16,24,nyc,2682,0.0,0.0,0.0,0.0,0
5042,2018,580232030002nyc,3.0,580232nyc,580nyc,62,52,15,27,nyc,2667,0.0,0.0,0.0,0.0,0
5043,2019,580232030002nyc,7.0,580232nyc,580nyc,62,51,14,29,nyc,2647,0.0,0.0,0.0,0.0,0
5044,2021,580232030002nyc,8.0,580232nyc,580nyc,65,43,16,33,nyc,2772,0.22,0.0,0.22,0.44,0
5046,2017,580233020001nyc,5.0,580233nyc,580nyc,23,76,6,14,nyc,569,0.0,0.0,0.0,0.0,0
5047,2018,580233020001nyc,4.0,580233nyc,580nyc,23,76,5,15,nyc,570,0.0,0.0,0.0,0.0,0
5048,2019,580233020001nyc,2.0,580233nyc,580nyc,20,77,5,14,nyc,562,0.0,0.0,0.0,0.0,0
5049,2021,580233020001nyc,2.0,580233nyc,580nyc,26,75,6,15,nyc,537,0.22,0.0,0.22,0.44,0
5051,2017,580235060006nyc,4.0,580235nyc,580nyc,59,41,21,33,nyc,1323,0.0,0.0,0.0,0.0,0
5052,2018,580235060006nyc,5.0,580235nyc,580nyc,59,40,20,35,nyc,1351,0.0,0.0,0.0,0.0,0
5053,2019,580235060006nyc,6.0,580235nyc,580nyc,58,41,19,36,nyc,1314,0.0,0.0,0.0,0.0,0
5054,2021,580235060006nyc,3.0,580235nyc,580nyc,57,41,17,38,nyc,1367,0.46,0.0,0.46,0.92,0
5056,2017,580301020002nyc,5.0,580301nyc,580nyc,40,44,4,47,nyc,887,0.0,0.0,0.0,0.0,0
5057,2018,580301020002nyc,7.0,580301nyc,580nyc,42,43,4,48,nyc,942,0.0,0.0,0.0,0.0,0
5058,2019,580301020002nyc,6.0,580301nyc,580nyc,42,42,4,49,nyc,914,0.0,0.0,0.0,0.0,0
5059,2021,580301020002nyc,4.0,580301nyc,580nyc,39,42,2,52,nyc,954,0.26,0.0,0.26,0.52,0
5061,2017,580305020004nyc,0.0,580305nyc,580nyc,19,76,3,19,nyc,275,0.0,0.0,0.0,0.0,0
5062,2018,580305020004nyc,6.0,580305nyc,580nyc,14,75,3,20,nyc,293,0.0,0.0,0.0,0.0,0
5063,2019,580305020004nyc,1.0,580305nyc,580nyc,22,72,3,23,nyc,296,0.0,0.0,0.0,0.0,0
5064,2021,580305020004nyc,3.0,580305nyc,580nyc,25,71,3,24,nyc,295,0.48,0.04,0.48,0.88,0
5066,2017,580401020003nyc,0.0,580401nyc,580nyc,20,69,7,14,nyc,740,0.0,0.0,0.0,0.0,0
5067,2018,580401020003nyc,0.0,580401nyc,580nyc,23,68,8,14,nyc,715,0.0,0.0,0.0,0.0,0
5068,2019,580401020003nyc,2.0,580401nyc,580nyc,20,70,7,14,nyc,681,0.0,0.0,0.0,0.0,0
5069,2021,580401020003nyc,0.0,580401nyc,580nyc,23,67,6,18,nyc,694,0.46,0.0,0.46,0.92,0
5071,2017,580402060004nyc,1.0,580402nyc,580nyc,1,90,1,4,nyc,658,0.0,0.0,0.0,0.0,0
5072,2018,580402060004nyc,1.0,580402nyc,580nyc,2,89,1,5,nyc,646,0.0,0.0,0.0,0.0,0
5073,2019,580402060004nyc,0.0,580402nyc,580nyc,3,89,1,4,nyc,630,0.0,0.0,0.0,0.0,0
5074,2021,580402060004nyc,1.0,580402nyc,580nyc,6,88,1,5,nyc,549,0.14,0.0,0.14,0.28,0
5076,2017,580403030013nyc,0.0,580403nyc,580nyc,48,46,8,42,nyc,1489,0.0,0.0,0.0,0.0,0
5077,2018,580403030013nyc,1.0,580403nyc,580nyc,53,43,7,46,nyc,1484,0.0,0.0,0.0,0.0,0
5078,2019,580403030013nyc,0.0,580403nyc,580nyc,55,41,7,47,nyc,1463,0.0,0.0,0.0,0.0,0
5079,2021,580403030013nyc,0.0,580403nyc,580nyc,60,37,8,51,nyc,1434,0.46,0.0,0.46,0.92,0
5081,2017,580404030009nyc,3.0,580404nyc,580nyc,14,87,1,7,nyc,1975,0.0,0.0,0.0,0.0,0
5082,2018,580404030009nyc,1.0,580404nyc,580nyc,14,86,1,8,nyc,1961,0.0,0.0,0.0,0.0,0
5083,2019,580404030009nyc,1.0,580404nyc,580nyc,16,86,1,8,nyc,1876,0.0,0.0,0.0,0.0,0
5084,2021,580404030009nyc,1.0,580404nyc,580nyc,18,83,1,11,nyc,1746,0.14,0.04,0.14,0.2,0
5086,2017,580405060010nyc,0.0,580405nyc,580nyc,14,62,11,9,nyc,1727,0.0,0.0,0.0,0.0,0
5087,2018,580405060010nyc,0.0,580405nyc,580nyc,18,62,11,9,nyc,1709,0.0,0.0,0.0,0.0,0
5088,2019,580405060010nyc,1.0,580405nyc,580nyc,20,60,11,10,nyc,1684,0.0,0.0,0.0,0.0,0
5089,2021,580405060010nyc,1.0,580405nyc,580nyc,22,56,12,11,nyc,1587,0.48,0.0,0.48,0.96,0
5091,2017,580405060016nyc,0.0,580405nyc,580nyc,22,62,13,8,nyc,1282,0.0,0.0,0.0,0.0,0
5092,2018,580405060016nyc,1.0,580405nyc,580nyc,24,60,14,9,nyc,1262,0.0,0.0,0.0,0.0,0
5093,2019,580405060016nyc,0.0,580405nyc,580nyc,23,57,13,9,nyc,1183,0.0,0.0,0.0,0.0,0
