,schoolcode,hybridper,virtualper,year,totaltested,mathpass,schoolmode,black,hispanic,white,lowincome,charter,districtcode,countycode,state
1662,19647330127787ca,0.0,0.0,2015,62,6.0,0.0,19.8,57.43,12.87,73.62,0,1964733ca,19ca,ca
1663,19647330127787ca,0.0,0.0,2016,92,15.0,0.0,23.26,60.47,3.88,84.05,0,1964733ca,19ca,ca
1664,19647330127787ca,0.0,0.0,2017,111,13.51,0.0,21.19,61.86,6.78,87.34,0,1964733ca,19ca,ca
1665,19647330127787ca,0.0,0.0,2018,105,18.1,0.0,29.81,55.77,3.85,85.34,0,1964733ca,19ca,ca
1666,19647330127787ca,0.0,0.0,2019,100,19.0,0.0,28.77,56.16,6.85,80.95,0,1964733ca,19ca,ca
1667,19647330127787ca,0.2727,0.7273,2021,77,12.99,0.8636,15.22,65.22,6.52,82.09,0,1964733ca,19ca,ca
1668,19647330127795ca,0.0,0.0,2015,119,13.0,0.0,0.88,95.61,1.75,92.8,0,1964733ca,19ca,ca
1669,19647330127795ca,0.0,0.0,2016,104,13.0,0.0,0.0,98.23,0.0,90.53,0,1964733ca,19ca,ca
1670,19647330127795ca,0.0,0.0,2017,101,19.8,0.0,1.96,98.04,0.0,86.52,0,1964733ca,19ca,ca
1671,19647330127795ca,0.0,0.0,2018,91,9.89,0.0,1.0,97.0,0.0,96.01,0,1964733ca,19ca,ca
1672,19647330127795ca,0.0,0.0,2019,93,7.53,0.0,3.9,94.81,1.3,95.05,0,1964733ca,19ca,ca
1673,19647330127795ca,0.2727,0.7273,2021,73,12.33,0.8636,0.93,97.22,0.0,98.33,0,1964733ca,19ca,ca
1674,19647330127803ca,0.0,0.0,2015,35,0.0,0.0,11.54,88.46,0.0,77.69,0,1964733ca,19ca,ca
1675,19647330127803ca,0.0,0.0,2016,56,4.0,0.0,5.17,91.38,0.0,95.2,0,1964733ca,19ca,ca
1676,19647330127803ca,0.0,0.0,2017,48,8.33,0.0,10.64,85.11,4.26,87.5,0,1964733ca,19ca,ca
1677,19647330127803ca,0.0,0.0,2018,21,0.0,0.0,8.11,89.19,2.7,95.2,0,1964733ca,19ca,ca
1678,19647330127803ca,0.0,0.0,2019,35,8.57,0.0,0.0,95.83,4.17,94.69,0,1964733ca,19ca,ca
1679,19647330127803ca,0.2727,0.7273,2021,35,37.14,0.8636,10.17,86.44,1.69,92.77,0,1964733ca,19ca,ca
1680,19647330130997ca,0.0,0.0,2015,87,7.0,0.0,8.11,87.84,1.35,77.7,0,1964733ca,19ca,ca
1681,19647330130997ca,0.0,0.0,2016,59,10.0,0.0,3.08,95.38,0.0,91.59,0,1964733ca,19ca,ca
1682,19647330130997ca,0.0,0.0,2017,67,4.48,0.0,3.28,93.44,0.0,99.25,0,1964733ca,19ca,ca
1683,19647330130997ca,0.0,0.0,2018,55,10.91,0.0,0.0,95.24,0.0,97.95,0,1964733ca,19ca,ca
1684,19647330130997ca,0.0,0.0,2019,62,6.45,0.0,0.0,96.08,3.92,99.61,0,1964733ca,19ca,ca
1685,19647330130997ca,0.2727,0.7273,2021,73,15.07,0.8636,0.0,93.62,0.0,96.04,0,1964733ca,19ca,ca
1686,19647331930387ca,0.0,0.0,2015,26,0.0,0.0,5.88,89.08,2.52,73.12,0,1964733ca,19ca,ca
1687,19647331930387ca,0.0,0.0,2016,59,5.0,0.0,12.78,81.95,2.26,84.4,0,1964733ca,19ca,ca
1688,19647331930387ca,0.0,0.0,2017,56,0.0,0.0,9.49,84.67,3.65,88.48,0,1964733ca,19ca,ca
1689,19647331930387ca,0.0,0.0,2018,38,0.0,0.0,10.9,82.05,5.13,92.73,0,1964733ca,19ca,ca
1690,19647331930387ca,0.0,0.0,2019,95,2.11,0.0,5.44,91.16,2.04,85.92,0,1964733ca,19ca,ca
1691,19647331930387ca,0.2727,0.7273,2021,32,3.13,0.8636,2.65,94.69,0.88,84.45,0,1964733ca,19ca,ca
1692,19647331930650ca,0.0,0.0,2015,522,17.0,0.0,0.9,94.03,0.9,76.23,0,1964733ca,19ca,ca
1693,19647331930650ca,0.0,0.0,2016,274,20.0,0.0,1.54,92.09,2.2,87.54,0,1964733ca,19ca,ca
1694,19647331930650ca,0.0,0.0,2017,400,18.5,0.0,1.18,94.61,2.36,87.44,0,1964733ca,19ca,ca
1695,19647331930650ca,0.0,0.0,2018,524,17.56,0.0,2.38,93.2,1.02,89.98,0,1964733ca,19ca,ca
1696,19647331930650ca,0.0,0.0,2019,461,25.6,0.0,1.8,95.1,0.98,89.73,0,1964733ca,19ca,ca
1697,19647331930650ca,0.2727,0.7273,2021,494,17.61,0.8636,0.71,95.23,1.24,93.22,0,1964733ca,19ca,ca
1698,19647331930866ca,0.0,0.0,2015,756,12.0,0.0,0.17,97.19,2.31,89.83,0,1964733ca,19ca,ca
1699,19647331930866ca,0.0,0.0,2016,532,18.0,0.0,0.13,95.88,2.79,89.49,0,1964733ca,19ca,ca
1700,19647331930866ca,0.0,0.0,2017,613,32.79,0.0,0.15,97.24,2.3,89.5,0,1964733ca,19ca,ca
1701,19647331930866ca,0.0,0.0,2018,558,29.39,0.0,0.0,96.21,3.25,93.91,0,1964733ca,19ca,ca
1702,19647331930866ca,0.0,0.0,2019,492,32.72,0.0,0.22,93.9,5.01,92.02,0,1964733ca,19ca,ca
1703,19647331930866ca,0.2727,0.7273,2021,428,31.78,0.8636,0.0,95.67,4.17,93.75,0,1964733ca,19ca,ca
1704,19647331930924ca,0.0,0.0,2015,155,21.0,0.0,4.52,86.44,1.69,81.35,0,1964733ca,19ca,ca
1705,19647331930924ca,0.0,0.0,2016,156,24.0,0.0,3.45,87.93,2.16,86.68,0,1964733ca,19ca,ca
1706,19647331930924ca,0.0,0.0,2017,178,11.24,0.0,1.25,80.42,7.92,79.93,0,1964733ca,19ca,ca
1707,19647331930924ca,0.0,0.0,2018,206,13.59,0.0,2.28,88.58,2.28,90.21,0,1964733ca,19ca,ca
1708,19647331930924ca,0.0,0.0,2019,191,12.57,0.0,1.21,92.12,0.0,92.05,0,1964733ca,19ca,ca
1709,19647331930924ca,0.2727,0.7273,2021,111,10.81,0.8636,3.88,92.25,1.55,95.83,0,1964733ca,19ca,ca
1710,19647331931047ca,0.0,0.0,2015,754,13.0,0.0,5.18,81.81,7.95,81.6,1,1964733ca,19ca,ca
1711,19647331931047ca,0.0,0.0,2016,793,26.0,0.0,4.28,85.16,5.28,84.59,1,1964733ca,19ca,ca
1712,19647331931047ca,0.0,0.0,2017,745,24.16,0.0,3.98,83.18,6.16,85.28,1,1964733ca,19ca,ca
1713,19647331931047ca,0.0,0.0,2018,722,29.09,0.0,4.03,86.69,4.3,84.38,1,1964733ca,19ca,ca
1714,19647331931047ca,0.0,0.0,2019,677,33.23,0.0,4.95,83.72,5.86,83.51,1,1964733ca,19ca,ca
1715,19647331931047ca,0.2727,0.7273,2021,664,23.64,0.8636,4.08,88.14,3.44,83.6,1,1964733ca,19ca,ca
1716,19647331931476ca,0.0,0.0,2015,269,13.0,0.0,4.5,82.32,7.07,71.18,0,1964733ca,19ca,ca
1717,19647331931476ca,0.0,0.0,2016,254,20.0,0.0,4.93,82.75,5.99,82.47,0,1964733ca,19ca,ca
1718,19647331931476ca,0.0,0.0,2017,246,16.67,0.0,3.01,82.33,7.52,87.66,0,1964733ca,19ca,ca
1719,19647331931476ca,0.0,0.0,2018,230,14.78,0.0,4.2,82.58,6.61,88.53,0,1964733ca,19ca,ca
1720,19647331931476ca,0.0,0.0,2019,265,11.32,0.0,3.6,87.39,5.41,88.57,0,1964733ca,19ca,ca
1721,19647331931476ca,0.2727,0.7273,2021,203,20.2,0.8636,3.58,86.57,5.37,88.22,0,1964733ca,19ca,ca
1722,19647331931526ca,0.0,0.0,2015,308,15.0,0.0,14.22,59.67,3.26,60.77,0,1964733ca,19ca,ca
1723,19647331931526ca,0.0,0.0,2016,373,17.0,0.0,20.92,52.0,1.54,70.27,0,1964733ca,19ca,ca
1724,19647331931526ca,0.0,0.0,2017,314,20.06,0.0,18.66,55.15,3.62,73.38,0,1964733ca,19ca,ca
1725,19647331931526ca,0.0,0.0,2018,324,19.75,0.0,21.73,48.51,1.49,70.0,0,1964733ca,19ca,ca
1726,19647331931526ca,0.0,0.0,2019,307,23.78,0.0,17.34,52.57,4.07,70.41,0,1964733ca,19ca,ca
1727,19647331931526ca,0.2727,0.7273,2021,254,21.65,0.8636,14.96,59.56,1.66,76.78,0,1964733ca,19ca,ca
1728,19647331931690ca,0.0,0.0,2015,39,0.0,0.0,5.56,86.11,5.56,47.83,0,1964733ca,19ca,ca
1729,19647331931690ca,0.0,0.0,2016,30,0.0,0.0,5.71,85.71,8.57,89.04,0,1964733ca,19ca,ca
1730,19647331931690ca,0.0,0.0,2017,36,2.78,0.0,2.5,85.0,7.5,78.12,0,1964733ca,19ca,ca
1731,19647331931690ca,0.0,0.0,2018,32,3.13,0.0,0.0,82.86,14.29,68.89,0,1964733ca,19ca,ca
1732,19647331931690ca,0.0,0.0,2019,27,0.0,0.0,0.0,86.36,6.82,84.09,0,1964733ca,19ca,ca
1733,19647331931690ca,0.2727,0.7273,2021,28,3.57,0.8636,4.17,91.67,4.17,83.33,0,1964733ca,19ca,ca
1734,19647331931708ca,0.0,0.0,2015,474,10.0,0.0,7.25,62.2,17.58,58.09,1,1964733ca,19ca,ca
1735,19647331931708ca,0.0,0.0,2016,411,27.0,0.0,4.99,62.58,19.54,65.22,1,1964733ca,19ca,ca
1736,19647331931708ca,0.0,0.0,2017,422,35.55,0.0,6.03,62.28,14.44,72.53,1,1964733ca,19ca,ca
1737,19647331931708ca,0.0,0.0,2018,429,27.74,0.0,5.98,66.9,15.17,68.46,1,1964733ca,19ca,ca
1738,19647331931708ca,0.0,0.0,2019,319,29.15,0.0,4.46,63.69,14.88,65.98,1,1964733ca,19ca,ca
1739,19647331931708ca,0.2727,0.7273,2021,136,36.76,0.8636,4.26,64.41,13.03,66.73,1,1964733ca,19ca,ca
1740,19647331931716ca,0.0,0.0,2015,50,24.0,0.0,4.26,38.3,44.68,61.3,0,1964733ca,19ca,ca
1741,19647331931716ca,0.0,0.0,2016,45,73.0,0.0,0.0,31.91,61.7,68.67,0,1964733ca,19ca,ca
1742,19647331931716ca,0.0,0.0,2017,43,58.14,0.0,0.0,25.81,64.52,74.92,0,1964733ca,19ca,ca
1743,19647331931716ca,0.0,0.0,2018,27,74.07,0.0,3.12,43.75,40.62,77.38,0,1964733ca,19ca,ca
1744,19647331931716ca,0.0,0.0,2019,29,34.48,0.0,8.33,27.78,61.11,76.21,0,1964733ca,19ca,ca
1745,19647331931716ca,0.2727,0.7273,2021,45,35.56,0.8636,0.0,40.0,48.89,84.95,0,1964733ca,19ca,ca
1746,19647331931864ca,0.0,0.0,2015,593,32.0,0.0,4.81,53.14,21.76,60.63,1,1964733ca,19ca,ca
1747,19647331931864ca,0.0,0.0,2016,597,39.0,0.0,4.03,56.57,17.61,64.17,1,1964733ca,19ca,ca
1748,19647331931864ca,0.0,0.0,2017,624,37.82,0.0,4.25,58.44,16.74,66.47,1,1964733ca,19ca,ca
1749,19647331931864ca,0.0,0.0,2018,639,38.34,0.0,4.01,58.82,15.24,65.45,1,1964733ca,19ca,ca
1750,19647331931864ca,0.0,0.0,2019,664,42.47,0.0,2.74,57.14,17.89,64.39,1,1964733ca,19ca,ca
1751,19647331931864ca,0.2727,0.7273,2021,551,44.65,0.8636,3.51,62.04,15.24,63.41,1,1964733ca,19ca,ca
1752,19647331931930ca,0.0,0.0,2015,21,0.0,0.0,3.12,93.75,0.0,85.45,0,1964733ca,19ca,ca
1753,19647331931930ca,0.0,0.0,2016,34,3.0,0.0,0.0,95.45,0.0,95.45,0,1964733ca,19ca,ca
1754,19647331931930ca,0.0,0.0,2017,25,0.0,0.0,6.45,90.32,0.0,100.0,0,1964733ca,19ca,ca
1755,19647331931930ca,0.0,0.0,2018,36,2.78,0.0,6.06,87.88,0.0,92.16,0,1964733ca,19ca,ca
1756,19647331931930ca,0.0,0.0,2019,23,0.0,0.0,0.0,100.0,0.0,89.8,0,1964733ca,19ca,ca
1757,19647331931930ca,0.2727,0.7273,2021,15,0.0,0.8636,6.67,93.33,0.0,100.0,0,1964733ca,19ca,ca
1758,19647331932128ca,0.0,0.0,2015,157,8.0,0.0,69.91,27.31,0.93,73.25,0,1964733ca,19ca,ca
1759,19647331932128ca,0.0,0.0,2016,194,7.0,0.0,67.5,27.0,3.0,86.98,0,1964733ca,19ca,ca
1760,19647331932128ca,0.0,0.0,2017,187,2.14,0.0,75.0,22.6,0.96,95.39,0,1964733ca,19ca,ca
1761,19647331932128ca,0.0,0.0,2018,179,1.68,0.0,64.06,35.48,0.0,89.64,0,1964733ca,19ca,ca
1762,19647331932128ca,0.0,0.0,2019,201,2.49,0.0,64.67,33.53,0.0,82.51,0,1964733ca,19ca,ca
1763,19647331932128ca,0.2727,0.7273,2021,66,3.03,0.8636,66.94,32.26,0.0,95.85,0,1964733ca,19ca,ca
1764,19647331932383ca,0.0,0.0,2015,189,5.0,0.0,52.99,44.87,0.43,66.51,0,1964733ca,19ca,ca
1765,19647331932383ca,0.0,0.0,2016,200,7.0,0.0,58.06,39.43,0.72,79.29,0,1964733ca,19ca,ca
1766,19647331932383ca,0.0,0.0,2017,237,2.11,0.0,57.2,41.53,0.42,85.83,0,1964733ca,19ca,ca
1767,19647331932383ca,0.0,0.0,2018,197,5.08,0.0,50.22,48.43,1.35,75.61,0,1964733ca,19ca,ca
1768,19647331932383ca,0.0,0.0,2019,175,1.71,0.0,49.3,49.3,0.93,76.26,0,1964733ca,19ca,ca
1769,19647331932383ca,0.2727,0.7273,2021,127,11.02,0.8636,50.27,46.52,1.07,86.79,0,1964733ca,19ca,ca
1770,19647331932540ca,0.0,0.0,2015,376,34.0,0.0,1.64,60.56,11.27,52.95,0,1964733ca,19ca,ca
1771,19647331932540ca,0.0,0.0,2016,409,44.0,0.0,1.94,56.68,8.41,57.48,0,1964733ca,19ca,ca
1772,19647331932540ca,0.0,0.0,2017,444,37.84,0.0,1.42,58.02,9.67,62.99,0,1964733ca,19ca,ca
1773,19647331932540ca,0.0,0.0,2018,402,34.83,0.0,2.14,56.68,13.9,61.23,0,1964733ca,19ca,ca
1774,19647331932540ca,0.0,0.0,2019,344,30.81,0.0,1.88,60.05,9.65,56.91,0,1964733ca,19ca,ca
1775,19647331932540ca,0.2727,0.7273,2021,153,45.75,0.8636,0.49,52.09,17.2,53.92,0,1964733ca,19ca,ca
1776,19647331932623ca,0.0,0.0,2015,729,37.0,0.0,9.02,28.7,45.18,18.15,1,1964733ca,19ca,ca
1777,19647331932623ca,0.0,0.0,2016,905,39.0,0.0,5.18,26.4,48.14,20.59,1,1964733ca,19ca,ca
1778,19647331932623ca,0.0,0.0,2017,923,45.72,0.0,5.31,27.46,46.67,25.67,1,1964733ca,19ca,ca
1779,19647331932623ca,0.0,0.0,2018,828,41.18,0.0,5.1,30.36,40.79,31.61,1,1964733ca,19ca,ca
1780,19647331932623ca,0.0,0.0,2019,811,41.18,0.0,4.67,29.87,42.24,32.9,1,1964733ca,19ca,ca
1781,19647331932623ca,0.2727,0.7273,2021,641,51.17,0.8636,3.32,32.26,37.94,32.28,1,1964733ca,19ca,ca
1782,19647331932847ca,0.0,0.0,2015,170,45.0,0.0,8.45,26.29,32.86,49.94,0,1964733ca,19ca,ca
1783,19647331932847ca,0.0,0.0,2016,205,68.0,0.0,15.56,31.56,27.56,54.7,0,1964733ca,19ca,ca
1784,19647331932847ca,0.0,0.0,2017,224,65.18,0.0,19.82,31.8,26.27,60.77,0,1964733ca,19ca,ca
1785,19647331932847ca,0.0,0.0,2018,213,61.97,0.0,18.67,28.0,28.0,57.58,0,1964733ca,19ca,ca
1786,19647331932847ca,0.0,0.0,2019,219,71.69,0.0,17.98,26.32,29.39,53.85,0,1964733ca,19ca,ca
1787,19647331932847ca,0.2727,0.7273,2021,212,61.79,0.8636,16.82,34.09,26.36,53.37,0,1964733ca,19ca,ca
1788,19647331932888ca,0.0,0.0,2015,169,57.0,0.0,4.88,55.61,2.93,83.93,0,1964733ca,19ca,ca
1789,19647331932888ca,0.0,0.0,2016,194,74.0,0.0,5.2,59.6,1.6,80.93,0,1964733ca,19ca,ca
1790,19647331932888ca,0.0,0.0,2017,210,80.48,0.0,5.63,59.31,2.6,75.0,0,1964733ca,19ca,ca
1791,19647331932888ca,0.0,0.0,2018,199,68.34,0.0,8.52,48.43,4.04,81.89,0,1964733ca,19ca,ca
1792,19647331932888ca,0.0,0.0,2019,208,68.75,0.0,6.48,52.23,3.64,78.43,0,1964733ca,19ca,ca
1793,19647331932888ca,0.2727,0.7273,2021,230,65.65,0.8636,4.42,55.31,2.65,81.92,0,1964733ca,19ca,ca
1794,19647331932920ca,0.0,0.0,2015,434,33.0,0.0,21.24,55.15,5.79,68.91,0,1964733ca,19ca,ca
1795,19647331932920ca,0.0,0.0,2016,406,34.0,0.0,14.45,53.04,6.27,76.74,0,1964733ca,19ca,ca
1796,19647331932920ca,0.0,0.0,2017,472,37.29,0.0,15.51,58.2,6.07,84.57,0,1964733ca,19ca,ca
1797,19647331932920ca,0.0,0.0,2018,398,32.41,0.0,15.04,56.64,7.67,79.98,0,1964733ca,19ca,ca
1798,19647331932920ca,0.0,0.0,2019,286,38.11,0.0,14.62,51.79,7.69,80.33,0,1964733ca,19ca,ca
1799,19647331932920ca,0.2727,0.7273,2021,274,39.78,0.8636,15.75,57.76,8.11,78.28,0,1964733ca,19ca,ca
1800,19647331932987ca,0.0,0.0,2015,564,31.0,0.0,0.6,92.55,2.53,88.62,0,1964733ca,19ca,ca
1801,19647331932987ca,0.0,0.0,2016,626,31.0,0.0,1.09,90.36,3.42,89.14,0,1964733ca,19ca,ca
1802,19647331932987ca,0.0,0.0,2017,589,34.3,0.0,1.29,89.51,2.87,86.89,0,1964733ca,19ca,ca
1803,19647331932987ca,0.0,0.0,2018,624,28.04,0.0,0.97,91.91,2.43,89.61,0,1964733ca,19ca,ca
1804,19647331932987ca,0.0,0.0,2019,573,28.8,0.0,0.81,90.26,2.27,87.79,0,1964733ca,19ca,ca
1805,19647331932987ca,0.2727,0.7273,2021,346,41.62,0.8636,0.76,92.93,1.15,93.78,0,1964733ca,19ca,ca
1806,19647331933001ca,0.0,0.0,2015,348,30.0,0.0,41.06,57.48,0.0,81.53,0,1964733ca,19ca,ca
1807,19647331933001ca,0.0,0.0,2016,324,41.0,0.0,41.21,56.87,1.37,88.57,0,1964733ca,19ca,ca
1808,19647331933001ca,0.0,0.0,2017,351,39.89,0.0,40.06,58.56,0.55,82.15,0,1964733ca,19ca,ca
1809,19647331933001ca,0.0,0.0,2018,345,43.48,0.0,41.4,55.39,0.87,90.49,0,1964733ca,19ca,ca
1810,19647331933001ca,0.0,0.0,2019,331,36.86,0.0,40.32,56.99,1.34,84.71,0,1964733ca,19ca,ca
1811,19647331933001ca,0.2727,0.7273,2021,362,31.22,0.8636,43.8,53.17,1.38,90.23,0,1964733ca,19ca,ca
1812,19647331933043ca,0.0,0.0,2015,310,29.0,0.0,0.72,92.06,1.81,71.97,0,1964733ca,19ca,ca
1813,19647331933043ca,0.0,0.0,2016,253,39.0,0.0,0.67,88.26,1.68,85.66,0,1964733ca,19ca,ca
1814,19647331933043ca,0.0,0.0,2017,303,38.94,0.0,0.63,93.08,1.57,88.01,0,1964733ca,19ca,ca
1815,19647331933043ca,0.0,0.0,2018,272,29.04,0.0,0.33,90.52,1.63,93.89,0,1964733ca,19ca,ca
1816,19647331933043ca,0.0,0.0,2019,269,42.38,0.0,1.03,90.34,1.38,90.1,0,1964733ca,19ca,ca
1817,19647331933043ca,0.2727,0.7273,2021,261,38.31,0.8636,0.36,92.17,3.56,89.44,0,1964733ca,19ca,ca
1818,19647331933118ca,0.0,0.0,2015,322,8.0,0.0,9.25,89.78,0.24,89.03,0,1964733ca,19ca,ca
1819,19647331933118ca,0.0,0.0,2016,336,18.0,0.0,5.77,93.68,0.27,91.4,0,1964733ca,19ca,ca
1820,19647331933118ca,0.0,0.0,2017,324,11.42,0.0,5.38,93.48,0.85,90.02,0,1964733ca,19ca,ca
1821,19647331933118ca,0.0,0.0,2018,324,11.73,0.0,6.42,93.36,0.22,96.22,0,1964733ca,19ca,ca
1822,19647331933118ca,0.0,0.0,2019,430,13.95,0.0,9.64,89.06,1.04,95.21,0,1964733ca,19ca,ca
1823,19647331933118ca,0.2727,0.7273,2021,260,19.23,0.8636,9.26,89.81,0.74,97.87,0,1964733ca,19ca,ca
1824,19647331933233ca,0.0,0.0,2015,221,57.0,0.0,3.44,37.4,41.22,52.17,0,1964733ca,19ca,ca
1825,19647331933233ca,0.0,0.0,2016,251,59.0,0.0,4.37,36.51,36.9,53.08,0,1964733ca,19ca,ca
1826,19647331933233ca,0.0,0.0,2017,244,52.05,0.0,6.48,34.41,40.08,57.0,0,1964733ca,19ca,ca
1827,19647331933233ca,0.0,0.0,2018,234,47.01,0.0,3.19,32.27,43.43,57.25,0,1964733ca,19ca,ca
1828,19647331933233ca,0.0,0.0,2019,244,52.46,0.0,2.2,34.07,41.39,55.43,0,1964733ca,19ca,ca
1829,19647331933233ca,0.2727,0.7273,2021,229,60.26,0.8636,3.45,37.07,41.38,54.82,0,1964733ca,19ca,ca
1830,19647331933241ca,0.0,0.0,2015,318,19.0,0.0,22.81,66.58,1.59,63.24,0,1964733ca,19ca,ca
1831,19647331933241ca,0.0,0.0,2016,321,10.0,0.0,22.02,66.37,2.68,81.5,0,1964733ca,19ca,ca
1832,19647331933241ca,0.0,0.0,2017,275,13.09,0.0,26.56,61.97,1.64,88.76,0,1964733ca,19ca,ca
1833,19647331933241ca,0.0,0.0,2018,260,12.31,0.0,22.04,66.45,1.6,85.02,0,1964733ca,19ca,ca
1834,19647331933241ca,0.0,0.0,2019,254,16.54,0.0,25.31,66.36,0.93,85.0,0,1964733ca,19ca,ca
1835,19647331933241ca,0.2727,0.7273,2021,248,17.34,0.8636,22.43,69.92,1.58,92.38,0,1964733ca,19ca,ca
1836,19647331933381ca,0.0,0.0,2015,528,25.0,0.0,0.34,98.66,0.34,94.6,0,1964733ca,19ca,ca
1837,19647331933381ca,0.0,0.0,2016,547,36.0,0.0,0.8,98.39,0.48,88.35,0,1964733ca,19ca,ca
1838,19647331933381ca,0.0,0.0,2017,584,33.39,0.0,0.16,98.7,0.33,88.58,0,1964733ca,19ca,ca
1839,19647331933381ca,0.0,0.0,2018,547,39.49,0.0,0.16,99.2,0.32,92.6,0,1964733ca,19ca,ca
1840,19647331933381ca,0.0,0.0,2019,587,33.56,0.0,0.51,98.14,0.68,91.93,0,1964733ca,19ca,ca
1841,19647331933381ca,0.2727,0.7273,2021,530,31.89,0.8636,0.5,99.33,0.17,95.48,0,1964733ca,19ca,ca
1842,19647331933795ca,0.0,0.0,2015,438,17.0,0.0,4.31,56.6,34.26,62.61,0,1964733ca,19ca,ca
1843,19647331933795ca,0.0,0.0,2016,342,14.0,0.0,2.43,59.37,35.04,73.61,0,1964733ca,19ca,ca
1844,19647331933795ca,0.0,0.0,2017,391,16.88,0.0,3.95,57.89,34.21,81.66,0,1964733ca,19ca,ca
1845,19647331933795ca,0.0,0.0,2018,408,33.33,0.0,2.99,49.88,41.9,84.16,0,1964733ca,19ca,ca
1846,19647331933795ca,0.0,0.0,2019,404,35.89,0.0,2.68,53.28,38.69,83.9,0,1964733ca,19ca,ca
1847,19647331933795ca,0.2727,0.7273,2021,331,28.7,0.8636,4.61,57.68,32.68,93.41,0,1964733ca,19ca,ca
1848,19647331933852ca,0.0,0.0,2015,458,27.0,0.0,29.81,47.99,15.35,54.52,0,1964733ca,19ca,ca
1849,19647331933852ca,0.0,0.0,2016,557,28.0,0.0,25.38,46.66,19.76,62.78,0,1964733ca,19ca,ca
1850,19647331933852ca,0.0,0.0,2017,544,26.47,0.0,25.08,53.51,16.05,70.07,0,1964733ca,19ca,ca
1851,19647331933852ca,0.0,0.0,2018,569,19.51,0.0,23.96,53.74,16.81,67.39,0,1964733ca,19ca,ca
1852,19647331933852ca,0.0,0.0,2019,546,22.34,0.0,24.53,50.47,16.72,65.18,0,1964733ca,19ca,ca
1853,19647331933852ca,0.2727,0.7273,2021,353,31.44,0.8636,27.58,54.52,13.23,67.19,0,1964733ca,19ca,ca
1854,19647331934033ca,0.0,0.0,2015,286,29.0,0.0,11.71,69.62,10.44,77.95,0,1964733ca,19ca,ca
1855,19647331934033ca,0.0,0.0,2016,278,30.0,0.0,10.48,71.56,12.87,83.11,0,1964733ca,19ca,ca
1856,19647331934033ca,0.0,0.0,2017,301,31.89,0.0,10.88,62.84,17.22,86.66,0,1964733ca,19ca,ca
1857,19647331934033ca,0.0,0.0,2018,328,26.22,0.0,11.88,68.12,9.06,85.7,0,1964733ca,19ca,ca
1858,19647331934033ca,0.0,0.0,2019,300,24.33,0.0,13.56,65.62,12.3,86.17,0,1964733ca,19ca,ca
1859,19647331934033ca,0.2727,0.7273,2021,165,27.88,0.8636,9.09,73.97,10.33,91.95,0,1964733ca,19ca,ca
1860,19647331934157ca,0.0,0.0,2015,304,14.0,0.0,0.46,98.16,0.46,91.36,0,1964733ca,19ca,ca
1861,19647331934157ca,0.0,0.0,2016,379,13.0,0.0,1.55,97.67,0.52,87.97,0,1964733ca,19ca,ca
1862,19647331934157ca,0.0,0.0,2017,324,11.11,0.0,0.85,97.46,0.56,87.55,0,1964733ca,19ca,ca
1863,19647331934157ca,0.0,0.0,2018,298,11.41,0.0,0.87,98.25,0.58,94.49,0,1964733ca,19ca,ca
1864,19647331934157ca,0.0,0.0,2019,290,17.93,0.0,2.15,96.77,1.08,93.08,0,1964733ca,19ca,ca
1865,19647331934157ca,0.2727,0.7273,2021,186,19.35,0.8636,2.51,95.54,1.11,96.94,0,1964733ca,19ca,ca
1866,19647331934371ca,0.0,0.0,2015,210,9.0,0.0,10.17,89.27,0.0,80.55,0,1964733ca,19ca,ca
1867,19647331934371ca,0.0,0.0,2016,150,12.0,0.0,14.38,82.88,2.05,81.08,0,1964733ca,19ca,ca
1868,19647331934371ca,0.0,0.0,2017,118,12.71,0.0,11.56,85.03,1.36,81.71,0,1964733ca,19ca,ca
1869,19647331934371ca,0.0,0.0,2018,127,7.87,0.0,14.11,85.28,0.61,92.99,0,1964733ca,19ca,ca
1870,19647331934371ca,0.0,0.0,2019,142,9.15,0.0,10.61,87.88,1.52,94.1,0,1964733ca,19ca,ca
1871,19647331934371ca,0.2727,0.7273,2021,99,18.18,0.8636,5.32,90.96,2.13,98.96,0,1964733ca,19ca,ca
1872,19647331934454ca,0.0,0.0,2015,93,5.0,0.0,15.38,82.42,0.0,55.52,0,1964733ca,19ca,ca
1873,19647331934454ca,0.0,0.0,2016,80,6.0,0.0,12.09,85.71,2.2,89.4,0,1964733ca,19ca,ca
1874,19647331934454ca,0.0,0.0,2017,77,6.49,0.0,10.84,86.75,0.0,85.81,0,1964733ca,19ca,ca
1875,19647331934454ca,0.0,0.0,2018,77,9.09,0.0,12.75,86.27,0.0,96.47,0,1964733ca,19ca,ca
1876,19647331934454ca,0.0,0.0,2019,85,9.41,0.0,13.08,86.92,0.0,92.98,0,1964733ca,19ca,ca
1877,19647331934454ca,0.2727,0.7273,2021,95,9.47,0.8636,11.28,86.67,1.03,98.15,0,1964733ca,19ca,ca
1878,19647331935121ca,0.0,0.0,2015,212,33.0,0.0,0.44,69.0,0.87,62.93,0,1964733ca,19ca,ca
1879,19647331935121ca,0.0,0.0,2016,182,33.0,0.0,0.92,75.23,1.83,90.29,0,1964733ca,19ca,ca
1880,19647331935121ca,0.0,0.0,2017,177,26.55,0.0,0.84,71.13,2.51,92.75,0,1964733ca,19ca,ca
