,schoolcode,hybridper,virtualper,year,totaltested,mathpass,schoolmode,black,hispanic,white,lowincome,charter,districtcode,countycode,state
3479,34752830112425ca,0.2727,0.7273,2021,145,57.93,0.8636,2.56,25.0,19.23,36.55,1,3475283ca,34ca,ca
3480,34752833430584ca,0.0,0.0,2015,196,8.0,0.0,19.3,54.04,6.32,67.19,0,3475283ca,34ca,ca
3481,34752833430584ca,0.0,0.0,2016,251,20.0,0.0,22.67,55.87,2.43,60.87,0,3475283ca,34ca,ca
3482,34752833430584ca,0.0,0.0,2017,213,11.27,0.0,17.72,59.92,5.06,64.13,0,3475283ca,34ca,ca
3483,34752833430584ca,0.0,0.0,2018,203,6.9,0.0,17.16,55.97,8.21,68.86,0,3475283ca,34ca,ca
3484,34752833430584ca,0.0,0.0,2019,243,9.05,0.0,17.65,50.68,14.03,76.95,0,3475283ca,34ca,ca
3485,34752833430584ca,0.0,0.9091,2021,177,17.51,0.9091,14.68,55.63,6.48,72.59,0,3475283ca,34ca,ca
3486,34752833430626ca,0.0,0.0,2015,76,0.0,0.0,28.21,56.41,7.69,58.57,0,3475283ca,34ca,ca
3487,34752833430626ca,0.0,0.0,2016,58,2.0,0.0,26.83,51.22,9.76,59.15,0,3475283ca,34ca,ca
3488,34752833430626ca,0.0,0.0,2017,59,0.0,0.0,22.22,44.44,11.11,56.25,0,3475283ca,34ca,ca
3489,34752833430626ca,0.0,0.0,2018,61,1.64,0.0,33.33,35.9,17.95,68.29,0,3475283ca,34ca,ca
3490,34752833430626ca,0.0,0.0,2019,50,2.0,0.0,29.03,48.39,3.23,75.76,0,3475283ca,34ca,ca
3491,34752833430626ca,0.0,1.0,2021,28,0.0,1.0,15.38,61.54,3.85,67.29,0,3475283ca,34ca,ca
3492,34752833430659ca,0.0,0.0,2015,120,38.0,0.0,9.6,27.2,38.4,25.41,1,3475283ca,34ca,ca
3493,34752833430659ca,0.0,0.0,2016,120,60.0,0.0,10.66,17.21,42.62,22.38,1,3475283ca,34ca,ca
3494,34752833430659ca,0.0,0.0,2017,120,40.83,0.0,6.98,24.03,36.43,20.51,1,3475283ca,34ca,ca
3495,34752833430659ca,0.0,0.0,2018,124,50.81,0.0,8.87,34.68,30.65,23.49,1,3475283ca,34ca,ca
3496,34752833430659ca,0.0,0.0,2019,106,52.83,0.0,3.94,34.65,32.28,24.5,1,3475283ca,34ca,ca
3497,34752833430659ca,0.2727,0.7273,2021,129,37.98,0.8636,7.94,30.95,30.95,27.09,1,3475283ca,34ca,ca
3498,34765050101832ca,0.0,0.0,2015,96,27.0,0.0,0.0,0.0,96.34,82.78,1,3476505ca,34ca,ca
3499,34765050101832ca,0.0,0.0,2016,85,25.0,0.0,1.83,0.0,90.83,82.3,1,3476505ca,34ca,ca
3500,34765050101832ca,0.0,0.0,2017,99,35.35,0.0,0.0,2.17,94.57,73.95,1,3476505ca,34ca,ca
3501,34765050101832ca,0.0,0.0,2018,92,25.0,0.0,1.45,10.14,84.06,83.81,1,3476505ca,34ca,ca
3502,34765050101832ca,0.0,0.0,2019,65,26.15,0.0,1.05,10.53,81.05,90.91,1,3476505ca,34ca,ca
3503,34765050101832ca,0.2727,0.7273,2021,90,15.56,0.8636,8.49,21.7,64.15,70.07,1,3476505ca,34ca,ca
3504,34765053430261ca,0.0,0.0,2015,47,0.0,0.0,23.81,45.24,16.67,76.07,0,3476505ca,34ca,ca
3505,34765053430261ca,0.0,0.0,2016,54,0.0,0.0,12.9,45.16,32.26,81.91,0,3476505ca,34ca,ca
3506,34765053430261ca,0.0,0.0,2017,63,0.0,0.0,11.11,55.56,28.89,87.5,0,3476505ca,34ca,ca
3507,34765053430261ca,0.0,0.0,2018,50,0.0,0.0,40.74,40.74,14.81,91.67,0,3476505ca,34ca,ca
3508,34765053430261ca,0.0,0.0,2019,32,0.0,0.0,5.88,50.0,32.35,87.25,0,3476505ca,34ca,ca
3509,34765053430261ca,0.2727,0.7273,2021,11,0.0,0.8636,33.33,53.33,6.67,92.23,0,3476505ca,34ca,ca
3510,35752593530060ca,0.0,0.0,2015,98,18.0,0.0,0.0,63.38,26.76,51.88,0,3575259ca,35ca,ca
3511,35752593530060ca,0.0,0.0,2016,62,34.0,0.0,0.0,77.08,21.88,55.04,0,3575259ca,35ca,ca
3512,35752593530060ca,0.0,0.0,2017,91,25.27,0.0,1.28,69.23,28.21,56.46,0,3575259ca,35ca,ca
3513,35752593530060ca,0.0,0.0,2018,74,20.27,0.0,1.18,63.53,34.12,61.11,0,3575259ca,35ca,ca
3514,35752593530060ca,0.0,0.0,2019,78,19.23,0.0,0.0,73.03,22.47,52.5,0,3575259ca,35ca,ca
3515,35752593530060ca,0.2727,0.7273,2021,47,21.28,0.8636,0.0,65.0,23.75,50.0,0,3575259ca,35ca,ca
3516,36676113630803ca,0.0,0.0,2015,278,14.0,0.0,15.03,53.47,22.25,68.6,0,3667611ca,36ca,ca
3517,36676113630803ca,0.0,0.0,2016,314,25.0,0.0,17.24,50.78,21.63,69.61,0,3667611ca,36ca,ca
3518,36676113630803ca,0.0,0.0,2017,288,18.06,0.0,13.27,54.32,21.3,69.02,0,3667611ca,36ca,ca
3519,36676113630803ca,0.0,0.0,2018,302,17.88,0.0,17.72,48.42,25.63,69.03,0,3667611ca,36ca,ca
3520,36676113630803ca,0.0,0.0,2019,288,16.32,0.0,13.93,53.87,22.91,72.64,0,3667611ca,36ca,ca
3521,36676113630803ca,0.0,0.9091,2021,162,21.6,1.0,16.67,55.46,19.95,69.44,0,3667611ca,36ca,ca
3522,36676373631066ca,0.0,0.0,2015,139,19.0,0.0,0.55,38.8,55.19,55.92,0,3667637ca,36ca,ca
3523,36676373631066ca,0.0,0.0,2016,158,24.0,0.0,1.64,33.88,61.2,59.17,0,3667637ca,36ca,ca
3524,36676373631066ca,0.0,0.0,2017,169,27.81,0.0,1.18,34.71,60.59,60.4,0,3667637ca,36ca,ca
3525,36676373631066ca,0.0,0.0,2018,154,21.43,0.0,2.2,34.07,60.44,64.66,0,3667637ca,36ca,ca
3526,36676373631066ca,0.0,0.0,2019,159,35.22,0.0,0.55,32.79,63.39,67.73,0,3667637ca,36ca,ca
3527,36676373631066ca,0.0909,0.5455,2021,89,34.83,0.5909,0.64,38.46,55.77,63.48,0,3667637ca,36ca,ca
3528,36676523630225ca,0.0,0.0,2015,591,35.0,0.0,6.25,51.92,32.85,44.25,0,3667652ca,36ca,ca
3529,36676523630225ca,0.0,0.0,2016,573,39.0,0.0,7.09,51.85,32.69,52.03,0,3667652ca,36ca,ca
3530,36676523630225ca,0.0,0.0,2017,570,38.07,0.0,6.05,56.21,30.39,52.31,0,3667652ca,36ca,ca
3531,36676523630225ca,0.0,0.0,2018,577,38.99,0.0,5.99,55.3,30.11,54.18,0,3667652ca,36ca,ca
3532,36676523630225ca,0.0,0.0,2019,583,40.14,0.0,5.52,52.51,32.94,52.91,0,3667652ca,36ca,ca
3533,36676523630225ca,0.0,0.9091,2021,218,54.13,1.0,6.12,57.77,27.32,55.31,0,3667652ca,36ca,ca
3534,36676523630373ca,0.0,0.0,2015,767,36.0,0.0,15.99,51.8,17.38,34.38,0,3667652ca,36ca,ca
3535,36676523630373ca,0.0,0.0,2016,811,41.0,0.0,14.92,50.83,18.34,41.82,0,3667652ca,36ca,ca
3536,36676523630373ca,0.0,0.0,2017,842,40.38,0.0,14.3,49.26,17.82,39.55,0,3667652ca,36ca,ca
3537,36676523630373ca,0.0,0.0,2018,816,41.3,0.0,15.3,47.83,19.29,40.91,0,3667652ca,36ca,ca
3538,36676523630373ca,0.0,0.0,2019,806,43.42,0.0,15.24,50.69,16.05,43.4,0,3667652ca,36ca,ca
3539,36676523630373ca,0.0,0.9091,2021,466,42.7,1.0,13.72,51.55,18.03,43.02,0,3667652ca,36ca,ca
3540,36676523630571ca,0.0,0.0,2015,870,47.0,0.0,14.01,44.3,24.58,33.67,0,3667652ca,36ca,ca
3541,36676523630571ca,0.0,0.0,2016,781,53.0,0.0,12.79,42.94,26.54,42.88,0,3667652ca,36ca,ca
3542,36676523630571ca,0.0,0.0,2017,783,46.74,0.0,13.33,44.15,22.01,40.54,0,3667652ca,36ca,ca
3543,36676523630571ca,0.0,0.0,2018,727,46.91,0.0,14.27,44.32,21.81,41.97,0,3667652ca,36ca,ca
3544,36676523630571ca,0.0,0.0,2019,804,52.24,0.0,12.63,42.98,24.68,40.92,0,3667652ca,36ca,ca
3545,36676523630571ca,0.0,0.9091,2021,243,57.61,1.0,13.72,42.82,21.79,41.59,0,3667652ca,36ca,ca
3546,36676523631058ca,0.0,0.0,2015,752,53.0,0.0,8.88,34.73,38.64,25.89,0,3667652ca,36ca,ca
3547,36676523631058ca,0.0,0.0,2016,709,55.0,0.0,6.71,34.97,37.13,32.5,0,3667652ca,36ca,ca
3548,36676523631058ca,0.0,0.0,2017,776,51.93,0.0,7.18,34.2,33.68,30.95,0,3667652ca,36ca,ca
3549,36676523631058ca,0.0,0.0,2018,723,53.39,0.0,7.47,36.14,34.24,33.13,0,3667652ca,36ca,ca
3550,36676523631058ca,0.0,0.0,2019,703,57.75,0.0,8.06,36.35,31.39,33.95,0,3667652ca,36ca,ca
3551,36676523631058ca,0.0,0.9091,2021,435,63.91,1.0,5.71,38.43,28.86,33.7,0,3667652ca,36ca,ca
3552,36676523631157ca,0.0,0.0,2015,464,31.0,0.0,11.66,70.17,10.13,61.58,0,3667652ca,36ca,ca
3553,36676523631157ca,0.0,0.0,2016,473,28.0,0.0,12.69,67.96,8.82,73.15,0,3667652ca,36ca,ca
3554,36676523631157ca,0.0,0.0,2017,417,32.37,0.0,11.73,70.2,8.94,70.78,0,3667652ca,36ca,ca
3555,36676523631157ca,0.0,0.0,2018,500,37.6,0.0,12.57,69.98,8.63,74.21,0,3667652ca,36ca,ca
3556,36676523631157ca,0.0,0.0,2019,498,34.54,0.0,10.61,72.3,6.83,73.04,0,3667652ca,36ca,ca
3557,36676523631157ca,0.0,0.9091,2021,188,40.96,1.0,9.16,72.15,6.73,74.01,0,3667652ca,36ca,ca
3558,36676523632205ca,0.0,0.0,2015,775,24.0,0.0,2.99,87.7,5.86,75.94,0,3667652ca,36ca,ca
3559,36676523632205ca,0.0,0.0,2016,752,27.0,0.0,2.02,89.52,5.48,87.57,0,3667652ca,36ca,ca
3560,36676523632205ca,0.0,0.0,2017,767,18.9,0.0,2.03,90.36,4.44,84.84,0,3667652ca,36ca,ca
3561,36676523632205ca,0.0,0.0,2018,692,18.64,0.0,2.21,89.22,4.42,85.5,0,3667652ca,36ca,ca
3562,36676523632205ca,0.0,0.0,2019,717,20.08,0.0,2.21,88.97,5.34,86.24,0,3667652ca,36ca,ca
3563,36676523632205ca,0.0,0.9091,2021,268,31.72,1.0,3.55,89.36,3.42,86.82,0,3667652ca,36ca,ca
3564,36676523633906ca,0.0,0.0,2015,675,21.0,0.0,2.87,84.77,5.89,74.41,0,3667652ca,36ca,ca
3565,36676523633906ca,0.0,0.0,2016,613,35.0,0.0,3.38,85.39,5.28,88.33,0,3667652ca,36ca,ca
3566,36676523633906ca,0.0,0.0,2017,666,35.74,0.0,1.24,87.9,3.58,85.05,0,3667652ca,36ca,ca
3567,36676523633906ca,0.0,0.0,2018,681,33.19,0.0,1.91,86.2,4.41,86.8,0,3667652ca,36ca,ca
3568,36676523633906ca,0.0,0.0,2019,644,35.09,0.0,1.44,88.51,3.16,87.34,0,3667652ca,36ca,ca
3569,36676523633906ca,0.0,0.9091,2021,299,38.13,1.0,2.52,85.94,4.24,90.39,0,3667652ca,36ca,ca
3570,36676523634482ca,0.0,0.0,2015,549,28.0,0.0,2.87,89.01,3.5,74.7,0,3667652ca,36ca,ca
3571,36676523634482ca,0.0,0.0,2016,554,33.0,0.0,3.76,90.09,1.2,87.14,0,3667652ca,36ca,ca
3572,36676523634482ca,0.0,0.0,2017,549,34.61,0.0,2.58,88.32,2.92,85.53,0,3667652ca,36ca,ca
3573,36676523634482ca,0.0,0.0,2018,557,34.29,0.0,2.18,89.58,3.03,86.58,0,3667652ca,36ca,ca
3574,36676523634482ca,0.0,0.0,2019,557,27.47,0.0,3.35,87.77,3.69,83.85,0,3667652ca,36ca,ca
3575,36676523634482ca,0.0,0.9091,2021,414,28.99,1.0,2.48,90.8,2.65,89.0,0,3667652ca,36ca,ca
3576,36676783631017ca,0.0,0.0,2015,610,46.0,0.0,4.5,43.63,28.96,27.17,0,3667678ca,36ca,ca
3577,36676783631017ca,0.0,0.0,2016,684,54.0,0.0,5.42,38.35,29.4,27.49,0,3667678ca,36ca,ca
3578,36676783631017ca,0.0,0.0,2017,677,49.04,0.0,5.63,37.52,25.97,27.84,0,3667678ca,36ca,ca
3579,36676783631017ca,0.0,0.0,2018,658,44.53,0.0,5.77,38.96,24.1,30.09,0,3667678ca,36ca,ca
3580,36676783631017ca,0.0,0.0,2019,653,49.62,0.0,5.96,43.97,21.99,28.97,0,3667678ca,36ca,ca
3581,36676783631017ca,0.0909,0.6364,2021,95,61.05,0.7727,5.33,40.35,20.75,29.29,0,3667678ca,36ca,ca
3582,36676860125500ca,0.0,0.0,2015,451,13.0,0.0,9.25,68.51,16.4,66.14,0,3667686ca,36ca,ca
3583,36676860125500ca,0.0,0.0,2016,559,18.0,0.0,9.59,67.29,14.47,66.49,0,3667686ca,36ca,ca
3584,36676860125500ca,0.0,0.0,2017,505,16.44,0.0,8.33,69.75,12.32,66.18,0,3667686ca,36ca,ca
3585,36676860125500ca,0.0,0.0,2018,512,25.0,0.0,12.69,60.58,18.04,69.58,0,3667686ca,36ca,ca
3586,36676860125500ca,0.0,0.0,2019,401,21.45,0.0,9.48,69.18,13.79,64.4,0,3667686ca,36ca,ca
3587,36676860125500ca,0.0,0.9091,2021,277,20.22,1.0,11.56,71.7,11.56,78.31,0,3667686ca,36ca,ca
3588,36676863631322ca,0.0,0.0,2015,487,20.0,0.0,2.96,88.34,4.94,80.48,0,3667686ca,36ca,ca
3589,36676863631322ca,0.0,0.0,2016,458,16.0,0.0,3.66,89.79,3.85,82.28,0,3667686ca,36ca,ca
3590,36676863631322ca,0.0,0.0,2017,498,17.67,0.0,3.2,90.21,4.71,79.58,0,3667686ca,36ca,ca
3591,36676863631322ca,0.0,0.0,2018,495,15.56,0.0,2.98,90.72,4.2,82.55,0,3667686ca,36ca,ca
3592,36676863631322ca,0.0,0.0,2019,516,14.53,0.0,3.09,89.95,3.71,79.49,0,3667686ca,36ca,ca
3593,36676863631322ca,0.0,0.9091,2021,387,24.29,1.0,2.07,93.23,2.63,91.33,0,3667686ca,36ca,ca
3594,36676863632742ca,0.0,0.0,2015,384,14.0,0.0,2.57,92.93,3.64,82.93,0,3667686ca,36ca,ca
3595,36676863632742ca,0.0,0.0,2016,397,19.0,0.0,2.56,92.31,3.85,81.6,0,3667686ca,36ca,ca
3596,36676863632742ca,0.0,0.0,2017,423,14.66,0.0,2.58,90.77,4.72,80.73,0,3667686ca,36ca,ca
3597,36676863632742ca,0.0,0.0,2018,426,17.84,0.0,2.32,93.04,3.59,83.69,0,3667686ca,36ca,ca
3598,36676863632742ca,0.0,0.0,2019,429,15.85,0.0,2.71,92.31,3.85,78.13,0,3667686ca,36ca,ca
3599,36676863632742ca,0.0,0.9091,2021,367,18.26,1.0,2.39,94.43,2.19,93.66,0,3667686ca,36ca,ca
3600,36677360116723ca,0.0,0.0,2015,38,37.0,0.0,11.59,40.58,44.93,51.22,1,3667736ca,36ca,ca
3601,36677360116723ca,0.0,0.0,2016,62,35.0,0.0,10.0,34.29,42.86,58.25,1,3667736ca,36ca,ca
3602,36677360116723ca,0.0,0.0,2017,54,25.93,0.0,17.65,47.06,27.06,59.55,1,3667736ca,36ca,ca
3603,36677360116723ca,0.0,0.0,2018,69,14.49,0.0,12.9,53.23,30.65,56.78,1,3667736ca,36ca,ca
3604,36677360116723ca,0.0,0.0,2019,52,25.0,0.0,14.29,48.05,32.47,53.33,1,3667736ca,36ca,ca
3605,36677360116723ca,0.0,0.9091,2021,45,20.0,1.0,7.5,47.5,41.25,52.96,1,3667736ca,36ca,ca
3606,36677773636743ca,0.0,0.0,2015,166,29.0,0.0,9.79,24.23,49.48,51.03,0,3667777ca,36ca,ca
3607,36677773636743ca,0.0,0.0,2016,175,36.0,0.0,10.87,23.91,51.63,52.44,0,3667777ca,36ca,ca
3608,36677773636743ca,0.0,0.0,2017,163,22.7,0.0,17.44,27.69,45.64,55.88,0,3667777ca,36ca,ca
3609,36677773636743ca,0.0,0.0,2018,171,21.64,0.0,17.28,28.27,44.5,58.41,0,3667777ca,36ca,ca
3610,36677773636743ca,0.0,0.0,2019,172,27.91,0.0,19.35,31.8,40.55,68.93,0,3667777ca,36ca,ca
3611,36677773636743ca,0.0,1.0,2021,148,32.43,1.0,14.21,37.16,37.16,67.18,0,3667777ca,36ca,ca
3612,36677773638616ca,0.0,0.0,2015,245,23.0,0.0,3.87,32.39,58.45,62.67,0,3667777ca,36ca,ca
3613,36677773638616ca,0.0,0.0,2016,239,26.0,0.0,3.99,35.61,54.42,57.77,0,3667777ca,36ca,ca
3614,36677773638616ca,0.0,0.0,2017,310,26.13,0.0,2.98,32.79,59.35,61.34,0,3667777ca,36ca,ca
3615,36677773638616ca,0.0,0.0,2018,322,15.84,0.0,4.56,35.83,55.05,66.4,0,3667777ca,36ca,ca
3616,36677773638616ca,0.0,0.0,2019,267,13.86,0.0,6.43,30.7,57.31,63.49,0,3667777ca,36ca,ca
3617,36677773638616ca,0.0,1.0,2021,209,15.79,1.0,1.74,37.85,55.21,67.83,0,3667777ca,36ca,ca
3618,36678013634169ca,0.0,0.0,2015,58,12.0,0.0,4.17,20.83,47.92,60.19,0,3667801ca,36ca,ca
3619,36678013634169ca,0.0,0.0,2016,47,11.0,0.0,1.89,24.53,56.6,56.94,0,3667801ca,36ca,ca
3620,36678013634169ca,0.0,0.0,2017,49,14.29,0.0,1.72,31.03,51.72,60.93,0,3667801ca,36ca,ca
3621,36678013634169ca,0.0,0.0,2018,56,16.07,0.0,0.0,24.53,56.6,63.16,0,3667801ca,36ca,ca
3622,36678013634169ca,0.0,0.0,2019,48,14.58,0.0,4.92,26.23,42.62,70.75,0,3667801ca,36ca,ca
3623,36678013634169ca,0.0,0.9091,2021,33,9.09,1.0,1.43,35.71,41.43,69.58,0,3667801ca,36ca,ca
3624,36678270113928ca,0.0,0.0,2015,173,26.0,0.0,10.19,51.59,32.48,61.53,1,3667827ca,36ca,ca
3625,36678270113928ca,0.0,0.0,2016,143,20.0,0.0,16.9,53.52,23.94,62.8,1,3667827ca,36ca,ca
3626,36678270113928ca,0.0,0.0,2017,130,23.85,0.0,19.59,52.7,23.65,78.24,1,3667827ca,36ca,ca
3627,36678270113928ca,0.0,0.0,2018,128,22.66,0.0,16.46,53.8,24.05,71.02,1,3667827ca,36ca,ca
3628,36678270113928ca,0.0,0.0,2019,148,18.24,0.0,14.91,59.63,19.25,73.37,1,3667827ca,36ca,ca
3629,36678270113928ca,0.0,0.9091,2021,91,9.89,1.0,18.37,57.65,16.84,75.56,1,3667827ca,36ca,ca
3630,36678500102830ca,0.0,0.0,2015,570,15.0,0.0,19.75,70.28,6.76,64.69,0,3667850ca,36ca,ca
3631,36678500102830ca,0.0,0.0,2016,520,27.0,0.0,16.85,72.39,7.06,70.53,0,3667850ca,36ca,ca
3632,36678500102830ca,0.0,0.0,2017,561,17.11,0.0,16.23,73.58,5.53,70.27,0,3667850ca,36ca,ca
3633,36678500102830ca,0.0,0.0,2018,542,28.23,0.0,14.49,73.67,5.83,73.3,0,3667850ca,36ca,ca
3634,36678500102830ca,0.0,0.0,2019,515,29.71,0.0,16.34,74.51,4.85,81.44,0,3667850ca,36ca,ca
3635,36678500102830ca,0.0,0.9091,2021,362,31.49,1.0,12.32,79.15,4.42,82.25,0,3667850ca,36ca,ca
3636,36678503630530ca,0.0,0.0,2015,39,3.0,0.0,13.04,73.91,8.7,53.52,0,3667850ca,36ca,ca
3637,36678503630530ca,0.0,0.0,2016,39,5.0,0.0,8.33,87.5,0.0,59.49,0,3667850ca,36ca,ca
3638,36678503630530ca,0.0,0.0,2017,35,0.0,0.0,10.53,84.21,0.0,59.72,0,3667850ca,36ca,ca
3639,36678503630530ca,0.0,0.0,2018,24,0.0,0.0,6.25,68.75,18.75,74.07,0,3667850ca,36ca,ca
3640,36678503630530ca,0.0,0.0,2019,25,4.0,0.0,0.0,95.45,4.55,78.72,0,3667850ca,36ca,ca
3641,36678503630530ca,0.0,0.9091,2021,15,6.67,1.0,11.11,83.33,3.7,79.55,0,3667850ca,36ca,ca
3642,36678503630597ca,0.0,0.0,2015,659,19.0,0.0,5.9,88.65,1.97,77.52,0,3667850ca,36ca,ca
3643,36678503630597ca,0.0,0.0,2016,619,18.0,0.0,7.95,86.66,2.7,81.66,0,3667850ca,36ca,ca
3644,36678503630597ca,0.0,0.0,2017,623,18.62,0.0,6.92,87.52,2.56,80.68,0,3667850ca,36ca,ca
3645,36678503630597ca,0.0,0.0,2018,596,26.51,0.0,4.47,91.75,1.35,83.15,0,3667850ca,36ca,ca
3646,36678503630597ca,0.0,0.0,2019,665,31.13,0.0,4.19,90.99,2.64,91.89,0,3667850ca,36ca,ca
3647,36678503630597ca,0.0,0.9091,2021,457,21.01,1.0,5.02,90.62,2.38,89.26,0,3667850ca,36ca,ca
3648,36678503633005ca,0.0,0.0,2015,535,21.0,0.0,11.44,82.92,3.35,79.8,0,3667850ca,36ca,ca
3649,36678503633005ca,0.0,0.0,2016,506,17.0,0.0,8.91,86.3,2.15,83.05,0,3667850ca,36ca,ca
3650,36678503633005ca,0.0,0.0,2017,563,19.36,0.0,10.56,85.92,1.94,82.88,0,3667850ca,36ca,ca
3651,36678503633005ca,0.0,0.0,2018,523,18.55,0.0,8.6,86.92,2.15,84.82,0,3667850ca,36ca,ca
3652,36678503633005ca,0.0,0.0,2019,500,19.2,0.0,7.45,89.68,0.85,92.09,0,3667850ca,36ca,ca
3653,36678503633005ca,0.0,0.9091,2021,213,32.39,1.0,9.11,87.25,1.16,89.1,0,3667850ca,36ca,ca
3654,36678683635265ca,0.0,0.0,2015,195,16.0,0.0,0.6,30.06,64.58,47.54,0,3667868ca,36ca,ca
3655,36678683635265ca,0.0,0.0,2016,287,19.0,0.0,1.13,30.94,57.74,37.16,0,3667868ca,36ca,ca
3656,36678683635265ca,0.0,0.0,2017,226,21.24,0.0,0.43,29.91,61.97,39.15,0,3667868ca,36ca,ca
3657,36678683635265ca,0.0,0.0,2018,200,27.0,0.0,1.9,33.33,55.24,43.16,0,3667868ca,36ca,ca
3658,36678683635265ca,0.0,0.0,2019,194,15.98,0.0,1.33,35.84,57.52,51.97,0,3667868ca,36ca,ca
3659,36678683635265ca,0.2727,0.7273,2021,138,13.04,0.8636,2.08,38.75,53.33,49.94,0,3667868ca,36ca,ca
3660,36678763635844ca,0.0,0.0,2015,299,8.0,0.0,9.01,82.56,4.07,95.06,0,3667876ca,36ca,ca
3661,36678763635844ca,0.0,0.0,2016,309,17.0,0.0,12.57,76.9,5.56,91.84,0,3667876ca,36ca,ca
3662,36678763635844ca,0.0,0.0,2017,285,16.14,0.0,8.26,81.54,4.96,86.39,0,3667876ca,36ca,ca
3663,36678763635844ca,0.0,0.0,2018,315,22.54,0.0,10.13,83.47,4.0,92.33,0,3667876ca,36ca,ca
3664,36678763635844ca,0.0,0.0,2019,321,14.02,0.0,7.48,85.54,4.24,91.48,0,3667876ca,36ca,ca
3665,36678763635844ca,0.0,1.0,2021,35,40.0,1.0,9.29,84.7,2.73,93.06,0,3667876ca,36ca,ca
3666,36678923636487ca,0.0,0.0,2015,16,13.0,0.0,6.67,46.67,40.0,75.73,0,3667892ca,36ca,ca
3667,36678923636487ca,0.0,0.0,2016,19,5.0,0.0,6.25,18.75,68.75,71.13,0,3667892ca,36ca,ca
3668,36678923636487ca,0.0,0.0,2017,16,6.25,0.0,0.0,14.29,78.57,66.96,0,3667892ca,36ca,ca
3669,36678923636487ca,0.0,0.0,2018,12,0.0,0.0,13.64,27.27,54.55,77.68,0,3667892ca,36ca,ca
3670,36678923636487ca,0.0,0.0,2019,16,12.5,0.0,12.5,29.17,45.83,77.1,0,3667892ca,36ca,ca
3671,36678923636487ca,0.4545,0.2727,2021,17,11.76,0.5,19.05,52.38,19.05,79.34,0,3667892ca,36ca,ca
3672,36679593638509ca,0.0,0.0,2015,551,24.0,0.0,1.77,37.81,55.83,43.36,0,3667959ca,36ca,ca
3673,36679593638509ca,0.0,0.0,2016,599,31.0,0.0,1.46,36.54,57.21,44.28,0,3667959ca,36ca,ca
3674,36679593638509ca,0.0,0.0,2017,628,37.58,0.0,1.71,40.06,53.73,41.52,0,3667959ca,36ca,ca
3675,36679593638509ca,0.0,0.0,2018,602,31.73,0.0,1.19,43.01,52.38,46.85,0,3667959ca,36ca,ca
3676,36679593638509ca,0.0,0.0,2019,607,34.76,0.0,2.16,39.51,53.16,45.95,0,3667959ca,36ca,ca
3677,36679593638509ca,0.2727,0.7273,2021,414,32.37,0.8636,0.99,46.12,49.65,44.82,0,3667959ca,36ca,ca
3678,36738903630274ca,0.0,0.0,2015,70,33.0,0.0,13.68,40.0,36.84,48.37,0,3673890ca,36ca,ca
3679,36738903630274ca,0.0,0.0,2016,92,32.0,0.0,17.58,42.86,24.18,44.81,0,3673890ca,36ca,ca
3680,36738903630274ca,0.0,0.0,2017,81,33.33,0.0,16.48,23.08,41.76,49.35,0,3673890ca,36ca,ca
3681,36738903630274ca,0.0,0.0,2018,77,36.36,0.0,12.05,32.53,34.94,57.38,0,3673890ca,36ca,ca
3682,36738903630274ca,0.0,0.0,2019,81,25.93,0.0,3.03,34.34,49.49,52.42,0,3673890ca,36ca,ca
3683,36738903630274ca,0.1818,0.7273,2021,62,38.71,0.9091,10.34,31.03,36.21,50.91,0,3673890ca,36ca,ca
3684,36750440115444ca,0.0,0.0,2015,89,0.0,0.0,8.18,73.64,14.55,80.9,0,3675044ca,36ca,ca
3685,36750440115444ca,0.0,0.0,2016,102,3.0,0.0,2.82,71.83,16.9,73.76,0,3675044ca,36ca,ca
3686,36750440115444ca,0.0,0.0,2017,92,0.0,0.0,4.23,76.06,18.31,70.41,0,3675044ca,36ca,ca
3687,36750440115444ca,0.0,0.0,2018,88,1.14,0.0,2.99,70.15,22.39,85.37,0,3675044ca,36ca,ca
3688,36750440115444ca,0.0,0.0,2019,99,1.01,0.0,5.81,80.23,12.79,83.16,0,3675044ca,36ca,ca
3689,36750440115444ca,0.1818,0.7273,2021,75,1.33,0.9091,8.33,80.0,8.33,71.0,0,3675044ca,36ca,ca
3690,36750440116707ca,0.0,0.0,2015,130,13.0,0.0,10.62,38.75,36.25,51.66,1,3675044ca,36ca,ca
3691,36750440116707ca,0.0,0.0,2016,144,17.0,0.0,9.04,51.81,32.53,48.85,1,3675044ca,36ca,ca
3692,36750440116707ca,0.0,0.0,2017,158,12.03,0.0,13.67,43.17,33.09,53.61,1,3675044ca,36ca,ca
3693,36750440116707ca,0.0,0.0,2018,126,11.11,0.0,11.68,45.26,36.5,59.51,1,3675044ca,36ca,ca
3694,36750440116707ca,0.0,0.0,2019,125,18.4,0.0,10.26,59.62,25.0,59.36,1,3675044ca,36ca,ca
3695,36750440116707ca,0.0,0.9091,2021,36,13.89,1.0,16.5,52.43,26.21,50.71,1,3675044ca,36ca,ca
3696,36750440119115ca,0.0,0.0,2015,521,21.0,0.0,8.07,58.66,27.06,58.86,0,3675044ca,36ca,ca
3697,36750440119115ca,0.0,0.0,2016,568,27.0,0.0,11.0,55.6,28.96,65.51,0,3675044ca,36ca,ca
3698,36750440119115ca,0.0,0.0,2017,477,30.82,0.0,11.6,61.93,22.88,58.52,0,3675044ca,36ca,ca
