,schoolcode,hybridper,virtualper,year,totaltested,elapass,schoolmode,black,hispanic,white,lowincome,charter,districtcode,countycode,state
2756,30664643038569ca,0.0,0.0,2017,586,72.35,0.0,0.94,25.78,62.97,21.45,0,3066464ca,30ca,ca
2757,30664643038569ca,0.0,0.0,2018,568,65.67,0.0,0.64,27.29,61.48,25.84,0,3066464ca,30ca,ca
2758,30664643038569ca,0.0,0.0,2019,562,72.6,0.0,0.83,32.22,56.26,27.11,0,3066464ca,30ca,ca
2759,30664643038569ca,0.1818,0.7273,2021,373,69.17,0.8182,0.71,27.53,60.92,29.39,0,3066464ca,30ca,ca
2760,30664646120356ca,0.0,0.0,2015,23,57.0,0.0,0.0,27.27,63.64,47.27,1,3066464ca,30ca,ca
2761,30664646120356ca,0.0,0.0,2016,30,60.0,0.0,0.0,9.38,62.5,41.51,1,3066464ca,30ca,ca
2762,30664646120356ca,0.0,0.0,2017,32,43.75,0.0,0.0,0.0,65.38,36.59,1,3066464ca,30ca,ca
2763,30664646120356ca,0.0,0.0,2018,33,42.42,0.0,6.25,6.25,59.38,45.65,1,3066464ca,30ca,ca
2764,30664646120356ca,0.0,0.0,2019,42,50.0,0.0,0.0,39.53,58.14,30.56,1,3066464ca,30ca,ca
2765,30664646120356ca,0.1818,0.7273,2021,44,47.73,0.8182,0.0,29.41,64.71,43.01,1,3066464ca,30ca,ca
2766,30665143030335ca,0.0,0.0,2015,51,10.0,0.0,6.67,66.67,20.0,74.82,0,3066514ca,30ca,ca
2767,30665143030335ca,0.0,0.0,2016,37,14.0,0.0,11.43,60.0,14.29,74.51,0,3066514ca,30ca,ca
2768,30665143030335ca,0.0,0.0,2017,37,27.03,0.0,12.5,62.5,5.0,66.0,0,3066514ca,30ca,ca
2769,30665143030335ca,0.0,0.0,2018,36,19.44,0.0,4.41,75.0,7.35,71.53,0,3066514ca,30ca,ca
2770,30665143030335ca,0.0,0.0,2019,46,15.22,0.0,8.33,70.83,14.58,79.81,0,3066514ca,30ca,ca
2771,30665143030335ca,0.5455,0.3636,2021,21,38.1,0.6364,0.0,65.85,21.95,59.72,0,3066514ca,30ca,ca
2772,30665143030855ca,0.0,0.0,2015,401,59.0,0.0,5.88,72.98,7.84,80.29,0,3066514ca,30ca,ca
2773,30665143030855ca,0.0,0.0,2016,430,56.0,0.0,5.39,73.48,6.07,80.07,0,3066514ca,30ca,ca
2774,30665143030855ca,0.0,0.0,2017,424,55.19,0.0,4.25,74.9,8.3,72.08,0,3066514ca,30ca,ca
2775,30665143030855ca,0.0,0.0,2018,476,47.27,0.0,2.82,78.82,6.12,80.75,0,3066514ca,30ca,ca
2776,30665143030855ca,0.0,0.0,2019,385,50.13,0.0,4.13,77.48,5.99,77.5,0,3066514ca,30ca,ca
2777,30665143030855ca,0.5455,0.3636,2021,349,49.57,0.6364,3.67,81.84,3.67,59.78,0,3066514ca,30ca,ca
2778,30665143032505ca,0.0,0.0,2015,487,69.0,0.0,2.13,65.12,24.81,54.75,0,3066514ca,30ca,ca
2779,30665143032505ca,0.0,0.0,2016,484,61.0,0.0,1.14,64.57,24.76,57.72,0,3066514ca,30ca,ca
2780,30665143032505ca,0.0,0.0,2017,499,68.54,0.0,1.99,67.0,20.68,49.41,0,3066514ca,30ca,ca
2781,30665143032505ca,0.0,0.0,2018,483,54.87,0.0,1.62,62.96,21.66,52.65,0,3066514ca,30ca,ca
2782,30665143032505ca,0.0,0.0,2019,477,61.84,0.0,2.95,63.64,21.59,51.24,0,3066514ca,30ca,ca
2783,30665143032505ca,0.5455,0.3636,2021,413,68.52,0.6364,1.39,63.75,15.74,41.6,0,3066514ca,30ca,ca
2784,30665143033362ca,0.0,0.0,2015,516,67.0,0.0,1.67,67.96,25.93,48.96,0,3066514ca,30ca,ca
2785,30665143033362ca,0.0,0.0,2016,519,64.0,0.0,1.94,71.08,23.1,47.52,0,3066514ca,30ca,ca
2786,30665143033362ca,0.0,0.0,2017,557,63.91,0.0,2.66,69.45,23.15,44.78,0,3066514ca,30ca,ca
2787,30665143033362ca,0.0,0.0,2018,529,56.52,0.0,2.17,71.56,19.93,50.86,0,3066514ca,30ca,ca
2788,30665143033362ca,0.0,0.0,2019,532,62.41,0.0,2.17,76.67,17.72,49.41,0,3066514ca,30ca,ca
2789,30665143033362ca,0.5455,0.3636,2021,447,55.26,0.6364,1.03,78.97,13.81,40.54,0,3066514ca,30ca,ca
2790,30665143037090ca,0.0,0.0,2015,395,71.0,0.0,1.29,67.03,18.53,48.22,0,3066514ca,30ca,ca
2791,30665143037090ca,0.0,0.0,2016,432,70.0,0.0,1.53,65.84,19.85,46.54,0,3066514ca,30ca,ca
2792,30665143037090ca,0.0,0.0,2017,498,76.71,0.0,0.45,69.51,15.25,42.32,0,3066514ca,30ca,ca
2793,30665143037090ca,0.0,0.0,2018,418,75.6,0.0,0.45,72.56,16.78,49.84,0,3066514ca,30ca,ca
2794,30665143037090ca,0.0,0.0,2019,395,74.43,0.0,1.67,68.27,19.83,51.04,0,3066514ca,30ca,ca
2795,30665143037090ca,0.5455,0.3636,2021,357,62.18,0.6364,2.67,72.09,13.83,40.29,0,3066514ca,30ca,ca
2796,30665143037348ca,0.0,0.0,2015,501,84.0,0.0,2.71,30.63,13.2,24.91,0,3066514ca,30ca,ca
2797,30665143037348ca,0.0,0.0,2016,578,80.0,0.0,1.82,31.34,13.43,27.48,0,3066514ca,30ca,ca
2798,30665143037348ca,0.0,0.0,2017,580,83.1,0.0,1.75,31.64,17.48,27.75,0,3066514ca,30ca,ca
2799,30665143037348ca,0.0,0.0,2018,559,72.63,0.0,1.67,31.41,16.91,34.67,0,3066514ca,30ca,ca
2800,30665143037348ca,0.0,0.0,2019,524,71.95,0.0,1.24,35.34,13.78,34.72,0,3066514ca,30ca,ca
2801,30665143037348ca,0.5455,0.3636,2021,579,74.27,0.6364,1.02,33.11,14.85,29.76,0,3066514ca,30ca,ca
2802,30665143037496ca,0.0,0.0,2015,657,89.0,0.0,0.8,25.08,25.56,19.04,0,3066514ca,30ca,ca
2803,30665143037496ca,0.0,0.0,2016,535,87.0,0.0,1.13,26.41,17.66,21.24,0,3066514ca,30ca,ca
2804,30665143037496ca,0.0,0.0,2017,663,87.63,0.0,1.07,27.52,15.29,20.95,0,3066514ca,30ca,ca
2805,30665143037496ca,0.0,0.0,2018,612,85.62,0.0,1.71,25.31,12.58,30.5,0,3066514ca,30ca,ca
2806,30665143037496ca,0.0,0.0,2019,620,87.58,0.0,0.93,26.01,14.71,29.1,0,3066514ca,30ca,ca
2807,30665143037496ca,0.5455,0.3636,2021,573,88.66,0.6364,0.84,27.99,14.17,23.41,0,3066514ca,30ca,ca
2808,30665223030103ca,0.0,0.0,2015,230,14.0,0.0,3.28,82.51,0.55,85.53,0,3066522ca,30ca,ca
2809,30665223030103ca,0.0,0.0,2016,218,14.0,0.0,0.76,85.61,7.58,70.5,0,3066522ca,30ca,ca
2810,30665223030103ca,0.0,0.0,2017,167,7.78,0.0,0.0,88.0,6.0,79.92,0,3066522ca,30ca,ca
2811,30665223030103ca,0.0,0.0,2018,165,17.58,0.0,0.93,85.19,5.56,83.1,0,3066522ca,30ca,ca
2812,30665223030103ca,0.0,0.0,2019,172,13.95,0.0,0.0,81.58,6.14,77.83,0,3066522ca,30ca,ca
2813,30665223030103ca,0.5455,0.4545,2021,133,21.05,0.7273,0.0,88.42,4.21,78.5,0,3066522ca,30ca,ca
2814,30665223030434ca,0.0,0.0,2015,437,65.0,0.0,0.21,40.25,4.72,80.13,0,3066522ca,30ca,ca
2815,30665223030434ca,0.0,0.0,2016,459,68.0,0.0,0.54,34.23,4.68,69.08,0,3066522ca,30ca,ca
2816,30665223030434ca,0.0,0.0,2017,534,64.04,0.0,0.21,35.65,3.16,70.71,0,3066522ca,30ca,ca
2817,30665223030434ca,0.0,0.0,2018,464,69.4,0.0,0.42,36.34,2.73,73.62,0,3066522ca,30ca,ca
2818,30665223030434ca,0.0,0.0,2019,447,69.13,0.0,0.19,30.12,4.83,71.38,0,3066522ca,30ca,ca
2819,30665223030434ca,0.2727,0.7273,2021,460,72.17,0.8636,0.46,33.94,5.01,76.95,0,3066522ca,30ca,ca
2820,30665223032752ca,0.0,0.0,2015,562,67.0,0.0,1.0,51.66,10.3,70.6,0,3066522ca,30ca,ca
2821,30665223032752ca,0.0,0.0,2016,584,67.0,0.0,1.08,50.39,8.5,60.58,0,3066522ca,30ca,ca
2822,30665223032752ca,0.0,0.0,2017,621,72.46,0.0,1.07,53.29,6.22,60.95,0,3066522ca,30ca,ca
2823,30665223032752ca,0.0,0.0,2018,529,69.57,0.0,1.32,50.09,5.65,67.23,0,3066522ca,30ca,ca
2824,30665223032752ca,0.0,0.0,2019,511,70.06,0.0,0.69,46.45,6.41,65.15,0,3066522ca,30ca,ca
2825,30665223032752ca,0.2727,0.7273,2021,508,74.02,0.8636,1.07,54.01,4.81,69.19,0,3066522ca,30ca,ca
2826,30665223033578ca,0.0,0.0,2015,467,81.0,0.0,0.18,15.38,3.85,69.34,0,3066522ca,30ca,ca
2827,30665223033578ca,0.0,0.0,2016,537,84.0,0.0,0.56,10.47,4.11,60.32,0,3066522ca,30ca,ca
2828,30665223033578ca,0.0,0.0,2017,520,82.31,0.0,0.0,11.67,4.13,61.35,0,3066522ca,30ca,ca
2829,30665223033578ca,0.0,0.0,2018,526,79.66,0.0,0.38,15.81,3.43,65.49,0,3066522ca,30ca,ca
2830,30665223033578ca,0.0,0.0,2019,496,83.27,0.0,0.18,12.03,3.05,62.1,0,3066522ca,30ca,ca
2831,30665223033578ca,0.0,1.0,2021,470,85.11,1.0,0.36,15.86,3.78,67.57,0,3066522ca,30ca,ca
2832,30665223033933ca,0.0,0.0,2015,351,58.0,0.0,0.47,80.93,3.02,89.63,0,3066522ca,30ca,ca
2833,30665223033933ca,0.0,0.0,2016,393,64.0,0.0,0.43,79.1,1.28,82.69,0,3066522ca,30ca,ca
2834,30665223033933ca,0.0,0.0,2017,422,60.9,0.0,0.24,79.9,1.2,81.58,0,3066522ca,30ca,ca
2835,30665223033933ca,0.0,0.0,2018,371,50.67,0.0,0.48,77.11,2.65,82.33,0,3066522ca,30ca,ca
2836,30665223033933ca,0.0,0.0,2019,375,52.27,0.0,0.0,79.95,1.42,83.02,0,3066522ca,30ca,ca
2837,30665223033933ca,0.0,1.0,2021,313,66.13,1.0,0.0,83.18,2.34,87.66,0,3066522ca,30ca,ca
2838,30665223035581ca,0.0,0.0,2015,381,68.0,0.0,1.21,31.4,37.68,37.79,0,3066522ca,30ca,ca
2839,30665223035581ca,0.0,0.0,2016,352,67.0,0.0,1.83,27.75,38.99,34.03,0,3066522ca,30ca,ca
2840,30665223035581ca,0.0,0.0,2017,417,77.94,0.0,0.99,34.24,33.75,34.69,0,3066522ca,30ca,ca
2841,30665223035581ca,0.0,0.0,2018,383,74.67,0.0,0.52,30.65,35.32,38.63,0,3066522ca,30ca,ca
2842,30665223035581ca,0.0,0.0,2019,353,75.92,0.0,1.41,29.74,35.83,35.82,0,3066522ca,30ca,ca
2843,30665223035581ca,0.2727,0.7273,2021,313,80.83,0.8636,1.25,33.75,30.0,41.34,0,3066522ca,30ca,ca
2844,30665223035706ca,0.0,0.0,2015,404,67.0,0.0,0.72,55.53,8.65,77.18,0,3066522ca,30ca,ca
2845,30665223035706ca,0.0,0.0,2016,382,68.0,0.0,0.0,57.08,8.22,67.97,0,3066522ca,30ca,ca
2846,30665223035706ca,0.0,0.0,2017,406,64.78,0.0,0.68,57.69,5.88,68.87,0,3066522ca,30ca,ca
2847,30665223035706ca,0.0,0.0,2018,397,63.48,0.0,0.92,58.58,5.03,72.82,0,3066522ca,30ca,ca
2848,30665223035706ca,0.0,0.0,2019,385,65.19,0.0,0.65,54.96,7.54,71.46,0,3066522ca,30ca,ca
2849,30665223035706ca,0.2727,0.7273,2021,377,64.99,0.8636,0.74,59.71,6.63,77.78,0,3066522ca,30ca,ca
2850,30665223036555ca,0.0,0.0,2015,494,59.0,0.0,0.0,82.28,2.56,89.37,0,3066522ca,30ca,ca
2851,30665223036555ca,0.0,0.0,2016,493,63.0,0.0,0.4,82.63,1.01,78.84,0,3066522ca,30ca,ca
2852,30665223036555ca,0.0,0.0,2017,449,64.59,0.0,0.18,83.06,1.8,77.05,0,3066522ca,30ca,ca
2853,30665223036555ca,0.0,0.0,2018,502,63.35,0.0,0.0,82.19,1.66,81.52,0,3066522ca,30ca,ca
2854,30665223036555ca,0.0,0.0,2019,440,62.5,0.0,0.0,81.0,1.75,80.01,0,3066522ca,30ca,ca
2855,30665223036555ca,0.3636,0.6364,2021,386,55.7,0.8182,0.0,84.8,0.97,85.11,0,3066522ca,30ca,ca
2856,30665483030145ca,0.0,0.0,2015,330,63.0,0.0,2.15,61.29,24.73,50.51,0,3066548ca,30ca,ca
2857,30665483030145ca,0.0,0.0,2016,343,57.0,0.0,1.72,54.66,31.13,55.15,0,3066548ca,30ca,ca
2858,30665483030145ca,0.0,0.0,2017,377,67.9,0.0,0.29,61.29,26.1,51.8,0,3066548ca,30ca,ca
2859,30665483030145ca,0.0,0.0,2018,325,52.92,0.0,1.02,67.46,21.69,58.48,0,3066548ca,30ca,ca
2860,30665483030145ca,0.0,0.0,2019,280,58.57,0.0,0.55,63.36,24.24,58.0,0,3066548ca,30ca,ca
2861,30665483030145ca,0.6364,0.2727,2021,141,68.79,0.6818,0.59,68.14,20.94,52.69,0,3066548ca,30ca,ca
2862,30665483031895ca,0.0,0.0,2015,442,88.0,0.0,0.81,19.87,57.35,9.97,0,3066548ca,30ca,ca
2863,30665483031895ca,0.0,0.0,2016,537,87.0,0.0,0.87,15.94,68.11,10.97,0,3066548ca,30ca,ca
2864,30665483031895ca,0.0,0.0,2017,515,81.75,0.0,1.19,17.66,64.52,9.8,0,3066548ca,30ca,ca
2865,30665483031895ca,0.0,0.0,2018,508,85.04,0.0,0.18,15.06,66.61,14.54,0,3066548ca,30ca,ca
2866,30665483031895ca,0.0,0.0,2019,504,82.54,0.0,0.53,14.91,62.46,14.47,0,3066548ca,30ca,ca
2867,30665483031895ca,0.6364,0.2727,2021,397,82.12,0.6818,0.99,17.89,60.83,12.75,0,3066548ca,30ca,ca
2868,30665483032158ca,0.0,0.0,2015,704,77.0,0.0,1.19,11.38,29.69,22.81,0,3066548ca,30ca,ca
2869,30665483032158ca,0.0,0.0,2016,844,82.0,0.0,0.73,14.05,28.3,26.73,0,3066548ca,30ca,ca
2870,30665483032158ca,0.0,0.0,2017,916,85.59,0.0,1.34,13.2,25.31,26.19,0,3066548ca,30ca,ca
2871,30665483032158ca,0.0,0.0,2018,738,81.98,0.0,0.67,14.77,26.06,32.51,0,3066548ca,30ca,ca
2872,30665483032158ca,0.0,0.0,2019,775,85.16,0.0,0.81,14.39,24.25,32.03,0,3066548ca,30ca,ca
2873,30665483032158ca,0.6364,0.2727,2021,610,93.93,0.6818,1.12,15.87,23.69,29.4,0,3066548ca,30ca,ca
2874,30665483032943ca,0.0,0.0,2015,611,82.0,0.0,1.42,20.96,59.77,14.1,0,3066548ca,30ca,ca
2875,30665483032943ca,0.0,0.0,2016,644,88.0,0.0,1.27,20.54,59.77,13.62,0,3066548ca,30ca,ca
2876,30665483032943ca,0.0,0.0,2017,649,90.14,0.0,0.53,21.45,59.08,13.32,0,3066548ca,30ca,ca
2877,30665483032943ca,0.0,0.0,2018,692,77.17,0.0,1.1,18.57,56.12,18.4,0,3066548ca,30ca,ca
2878,30665483032943ca,0.0,0.0,2019,668,82.63,0.0,0.98,20.87,56.58,18.42,0,3066548ca,30ca,ca
2879,30665483032943ca,0.6364,0.2727,2021,414,86.96,0.6818,0.83,21.73,58.6,16.96,0,3066548ca,30ca,ca
2880,30665483034410ca,0.0,0.0,2015,574,73.0,0.0,1.4,18.77,47.54,18.1,0,3066548ca,30ca,ca
2881,30665483034410ca,0.0,0.0,2016,525,74.0,0.0,1.01,20.78,51.01,18.9,0,3066548ca,30ca,ca
2882,30665483034410ca,0.0,0.0,2017,570,74.56,0.0,0.48,20.26,50.56,19.05,0,3066548ca,30ca,ca
2883,30665483034410ca,0.0,0.0,2018,588,75.85,0.0,1.21,22.36,48.7,26.82,0,3066548ca,30ca,ca
2884,30665483034410ca,0.0,0.0,2019,561,72.73,0.0,0.96,23.63,44.86,27.88,0,3066548ca,30ca,ca
2885,30665483034410ca,0.6364,0.2727,2021,344,83.43,0.6818,1.89,21.78,44.77,27.15,0,3066548ca,30ca,ca
2886,30665483038445ca,0.0,0.0,2015,559,69.0,0.0,0.67,49.25,5.99,76.18,0,3066548ca,30ca,ca
2887,30665483038445ca,0.0,0.0,2016,549,72.0,0.0,1.07,48.26,3.61,77.84,0,3066548ca,30ca,ca
2888,30665483038445ca,0.0,0.0,2017,687,75.84,0.0,0.47,48.84,4.19,76.11,0,3066548ca,30ca,ca
2889,30665483038445ca,0.0,0.0,2018,589,65.2,0.0,0.93,44.67,4.8,79.53,0,3066548ca,30ca,ca
2890,30665483038445ca,0.0,0.0,2019,691,69.32,0.0,0.47,43.87,2.52,81.88,0,3066548ca,30ca,ca
2891,30665483038445ca,0.6364,0.2727,2021,425,68.71,0.6818,0.31,50.92,3.21,72.39,0,3066548ca,30ca,ca
2892,30665970111666ca,0.0,0.0,2015,63,86.0,0.0,1.64,81.97,14.75,69.76,0,3066597ca,30ca,ca
2893,30665970111666ca,0.0,0.0,2016,59,75.0,0.0,1.59,68.25,17.46,70.36,0,3066597ca,30ca,ca
2894,30665970111666ca,0.0,0.0,2017,62,87.1,0.0,0.0,62.96,24.07,65.82,0,3066597ca,30ca,ca
2895,30665970111666ca,0.0,0.0,2018,49,89.8,0.0,2.0,56.0,32.0,67.17,0,3066597ca,30ca,ca
2896,30665970111666ca,0.0,0.0,2019,51,94.12,0.0,0.0,78.95,13.16,61.54,0,3066597ca,30ca,ca
2897,30665970111666ca,0.1818,0.7273,2021,43,83.72,0.8182,0.0,58.18,38.18,63.38,0,3066597ca,30ca,ca
2898,30665973031697ca,0.0,0.0,2015,420,87.0,0.0,0.46,6.19,83.49,6.91,0,3066597ca,30ca,ca
2899,30665973031697ca,0.0,0.0,2016,392,65.0,0.0,0.95,6.62,78.72,6.63,0,3066597ca,30ca,ca
2900,30665973031697ca,0.0,0.0,2017,402,87.06,0.0,0.85,9.59,76.33,6.09,0,3066597ca,30ca,ca
2901,30665973031697ca,0.0,0.0,2018,433,79.91,0.0,0.24,4.11,84.78,9.81,0,3066597ca,30ca,ca
2902,30665973031697ca,0.0,0.0,2019,399,73.93,0.0,1.14,9.32,76.59,9.44,0,3066597ca,30ca,ca
2903,30665973031697ca,0.1818,0.7273,2021,291,68.04,0.8182,0.24,7.91,75.06,13.8,0,3066597ca,30ca,ca
2904,30665973031853ca,0.0,0.0,2015,254,57.0,0.0,1.74,65.85,21.6,71.9,0,3066597ca,30ca,ca
2905,30665973031853ca,0.0,0.0,2016,273,54.0,0.0,2.05,65.41,20.89,66.59,0,3066597ca,30ca,ca
2906,30665973031853ca,0.0,0.0,2017,282,50.35,0.0,1.67,64.55,25.42,61.87,0,3066597ca,30ca,ca
2907,30665973031853ca,0.0,0.0,2018,282,49.29,0.0,1.75,62.46,24.91,62.87,0,3066597ca,30ca,ca
2908,30665973031853ca,0.0,0.0,2019,270,55.56,0.0,1.04,55.71,27.34,62.76,0,3066597ca,30ca,ca
2909,30665973031853ca,0.1818,0.7273,2021,237,64.98,0.8182,1.08,64.52,19.0,64.61,0,3066597ca,30ca,ca
2910,30665973032000ca,0.0,0.0,2015,264,51.0,0.0,0.34,70.51,23.73,72.43,0,3066597ca,30ca,ca
2911,30665973032000ca,0.0,0.0,2016,279,64.0,0.0,0.32,76.9,18.67,72.2,0,3066597ca,30ca,ca
2912,30665973032000ca,0.0,0.0,2017,276,48.19,0.0,0.35,80.56,15.97,70.54,0,3066597ca,30ca,ca
2913,30665973032000ca,0.0,0.0,2018,265,48.3,0.0,1.0,79.73,14.62,72.56,0,3066597ca,30ca,ca
2914,30665973032000ca,0.0,0.0,2019,263,60.08,0.0,0.0,76.92,17.39,73.4,0,3066597ca,30ca,ca
2915,30665973032000ca,0.1818,0.7273,2021,243,57.2,0.8182,0.43,84.98,10.73,81.51,0,3066597ca,30ca,ca
2916,30665973034907ca,0.0,0.0,2015,87,8.0,0.0,3.8,79.75,11.39,64.33,0,3066597ca,30ca,ca
2917,30665973034907ca,0.0,0.0,2016,76,9.0,0.0,5.0,70.0,22.5,73.94,0,3066597ca,30ca,ca
2918,30665973034907ca,0.0,0.0,2017,73,17.81,0.0,0.0,77.36,18.87,64.89,0,3066597ca,30ca,ca
2919,30665973034907ca,0.0,0.0,2018,70,7.14,0.0,0.0,69.81,28.3,72.78,0,3066597ca,30ca,ca
2920,30665973034907ca,0.0,0.0,2019,53,1.89,0.0,3.64,74.55,20.0,65.13,0,3066597ca,30ca,ca
2921,30665973034907ca,0.1818,0.7273,2021,52,7.69,0.8182,0.0,71.79,20.51,77.69,0,3066597ca,30ca,ca
2922,30665973035045ca,0.0,0.0,2015,478,56.0,0.0,0.94,33.07,61.13,35.87,0,3066597ca,30ca,ca
2923,30665973035045ca,0.0,0.0,2016,601,73.0,0.0,0.36,38.95,55.8,34.95,0,3066597ca,30ca,ca
2924,30665973035045ca,0.0,0.0,2017,514,66.54,0.0,0.86,34.31,58.79,32.94,0,3066597ca,30ca,ca
2925,30665973035045ca,0.0,0.0,2018,542,62.73,0.0,0.52,34.03,59.16,36.13,0,3066597ca,30ca,ca
2926,30665973035045ca,0.0,0.0,2019,517,65.96,0.0,0.98,35.28,56.91,34.6,0,3066597ca,30ca,ca
2927,30665973035045ca,0.1818,0.7273,2021,416,66.35,0.8182,0.89,33.75,59.11,36.53,0,3066597ca,30ca,ca
2928,30666213030046ca,0.0,0.0,2015,574,73.0,0.0,1.55,18.93,52.67,10.85,0,3066621ca,30ca,ca
2929,30666213030046ca,0.0,0.0,2016,576,79.0,0.0,1.98,19.64,50.99,10.5,0,3066621ca,30ca,ca
2930,30666213030046ca,0.0,0.0,2017,575,71.83,0.0,2.2,22.17,46.87,10.69,0,3066621ca,30ca,ca
2931,30666213030046ca,0.0,0.0,2018,566,74.2,0.0,1.19,22.92,49.21,17.78,0,3066621ca,30ca,ca
2932,30666213030046ca,0.0,0.0,2019,483,77.02,0.0,1.64,18.94,52.09,15.88,0,3066621ca,30ca,ca
2933,30666213030046ca,0.0,1.0,2021,507,66.86,1.0,1.32,21.55,46.12,15.13,0,3066621ca,30ca,ca
2934,30666213031952ca,0.0,0.0,2015,459,60.0,0.0,1.27,58.26,31.57,42.04,0,3066621ca,30ca,ca
2935,30666213031952ca,0.0,0.0,2016,450,71.0,0.0,1.69,59.59,30.45,42.64,0,3066621ca,30ca,ca
2936,30666213031952ca,0.0,0.0,2017,501,62.08,0.0,0.97,65.89,22.42,42.6,0,3066621ca,30ca,ca
2937,30666213031952ca,0.0,0.0,2018,501,58.08,0.0,2.79,63.75,22.71,48.69,0,3066621ca,30ca,ca
2938,30666213031952ca,0.0,0.0,2019,470,62.77,0.0,1.06,67.49,20.85,49.76,0,3066621ca,30ca,ca
2939,30666213031952ca,0.0,1.0,2021,370,58.11,1.0,0.73,65.03,26.96,45.22,0,3066621ca,30ca,ca
2940,30666213035409ca,0.0,0.0,2015,455,38.0,0.0,1.46,86.85,6.26,73.07,0,3066621ca,30ca,ca
2941,30666213035409ca,0.0,0.0,2016,425,44.0,0.0,1.32,85.65,6.84,74.04,0,3066621ca,30ca,ca
2942,30666213035409ca,0.0,0.0,2017,401,56.11,0.0,1.78,85.56,5.78,72.41,0,3066621ca,30ca,ca
2943,30666213035409ca,0.0,0.0,2018,406,45.07,0.0,0.92,86.93,4.36,77.17,0,3066621ca,30ca,ca
2944,30666213035409ca,0.0,0.0,2019,412,37.14,0.0,1.67,83.01,8.37,73.56,0,3066621ca,30ca,ca
2945,30666213035409ca,0.0,1.0,2021,385,48.57,1.0,2.08,82.91,5.77,67.09,0,3066621ca,30ca,ca
2946,30666213038098ca,0.0,0.0,2015,498,65.0,0.0,2.19,36.7,42.26,28.04,0,3066621ca,30ca,ca
2947,30666213038098ca,0.0,0.0,2016,511,69.0,0.0,1.85,40.46,40.31,27.88,0,3066621ca,30ca,ca
2948,30666213038098ca,0.0,0.0,2017,582,68.04,0.0,1.2,41.95,42.29,28.43,0,3066621ca,30ca,ca
2949,30666213038098ca,0.0,0.0,2018,553,68.17,0.0,1.11,48.06,35.49,34.1,0,3066621ca,30ca,ca
2950,30666213038098ca,0.0,0.0,2019,517,64.99,0.0,1.03,50.0,34.71,35.45,0,3066621ca,30ca,ca
2951,30666213038098ca,0.0,1.0,2021,529,58.6,1.0,1.34,49.62,32.44,32.12,0,3066621ca,30ca,ca
2952,30666470119404ca,0.0,0.0,2015,361,74.0,0.0,2.14,14.52,60.24,10.69,0,3066647ca,30ca,ca
2953,30666470119404ca,0.0,0.0,2016,397,81.0,0.0,1.89,16.18,58.61,10.64,0,3066647ca,30ca,ca
2954,30666470119404ca,0.0,0.0,2017,457,83.37,0.0,0.22,18.9,56.48,9.62,0,3066647ca,30ca,ca
2955,30666470119404ca,0.0,0.0,2018,427,77.75,0.0,1.14,14.42,56.75,12.87,0,3066647ca,30ca,ca
2956,30666470119404ca,0.0,0.0,2019,420,84.29,0.0,1.45,17.11,49.4,12.52,0,3066647ca,30ca,ca
2957,30666470119404ca,0.3636,0.5455,2021,396,68.18,0.8182,0.73,21.9,47.45,23.33,0,3066647ca,30ca,ca
2958,30666473030053ca,0.0,0.0,2015,388,75.0,0.0,1.87,24.59,62.3,22.39,0,3066647ca,30ca,ca
2959,30666473030053ca,0.0,0.0,2016,386,76.0,0.0,0.69,27.52,61.7,18.88,0,3066647ca,30ca,ca
2960,30666473030053ca,0.0,0.0,2017,399,85.21,0.0,1.64,27.12,58.36,18.81,0,3066647ca,30ca,ca
2961,30666473030053ca,0.0,0.0,2018,355,67.61,0.0,1.64,30.68,54.33,22.6,0,3066647ca,30ca,ca
2962,30666473030053ca,0.0,0.0,2019,389,74.81,0.0,0.98,34.89,45.21,24.54,0,3066647ca,30ca,ca
2963,30666473030053ca,0.7273,0.1818,2021,318,63.52,0.6364,1.36,40.92,42.28,40.44,0,3066647ca,30ca,ca
2964,30666473031929ca,0.0,0.0,2015,374,77.0,0.0,1.44,29.42,54.32,23.89,0,3066647ca,30ca,ca
2965,30666473031929ca,0.0,0.0,2016,465,81.0,0.0,1.46,28.54,57.08,20.7,0,3066647ca,30ca,ca
2966,30666473031929ca,0.0,0.0,2017,451,76.05,0.0,1.47,34.03,49.79,21.04,0,3066647ca,30ca,ca
2967,30666473031929ca,0.0,0.0,2018,444,75.0,0.0,1.27,34.32,49.36,25.85,0,3066647ca,30ca,ca
2968,30666473031929ca,0.0,0.0,2019,443,76.3,0.0,1.82,35.83,43.93,25.92,0,3066647ca,30ca,ca
2969,30666473031929ca,0.6364,0.2727,2021,430,74.65,0.6818,2.33,37.55,42.41,35.72,0,3066647ca,30ca,ca
2970,30666473038023ca,0.0,0.0,2015,619,72.0,0.0,1.85,60.23,17.05,57.89,0,3066647ca,30ca,ca
2971,30666473038023ca,0.0,0.0,2016,658,74.0,0.0,1.64,56.78,17.73,54.81,0,3066647ca,30ca,ca
2972,30666473038023ca,0.0,0.0,2017,627,74.96,0.0,1.3,61.36,15.92,54.08,0,3066647ca,30ca,ca
2973,30666473038023ca,0.0,0.0,2018,655,73.59,0.0,1.22,61.68,14.2,57.11,0,3066647ca,30ca,ca
2974,30666473038023ca,0.0,0.0,2019,624,68.11,0.0,1.48,60.0,13.19,57.35,0,3066647ca,30ca,ca
