,schoolcode,hybridper,virtualper,year,totaltested,elapass,schoolmode,black,hispanic,white,lowincome,charter,districtcode,countycode,state
2536,24657892430049ca,0.0,0.0,2019,16,37.5,0.0,0.0,76.0,20.0,87.23,0,2465789ca,24ca,ca
2537,24657892430049ca,0.0,1.0,2021,11,27.27,1.0,5.36,60.71,23.21,90.77,0,2465789ca,24ca,ca
2538,24657892430098ca,0.0,0.0,2015,383,48.0,0.0,3.09,63.9,14.49,78.74,0,2465789ca,24ca,ca
2539,24657892430098ca,0.0,0.0,2016,359,55.0,0.0,4.68,66.51,12.18,82.51,0,2465789ca,24ca,ca
2540,24657892430098ca,0.0,0.0,2017,405,55.56,0.0,3.76,64.24,12.94,79.49,0,2465789ca,24ca,ca
2541,24657892430098ca,0.0,0.0,2018,387,45.99,0.0,5.23,66.59,11.59,82.18,0,2465789ca,24ca,ca
2542,24657892430098ca,0.0,0.0,2019,429,48.02,0.0,3.35,66.25,15.3,80.96,0,2465789ca,24ca,ca
2543,24657892430098ca,0.0,1.0,2021,363,46.01,1.0,3.35,71.34,13.81,80.13,0,2465789ca,24ca,ca
2544,24657892430205ca,0.0,0.0,2015,388,59.0,0.0,2.66,62.47,25.67,69.8,0,2465789ca,24ca,ca
2545,24657892430205ca,0.0,0.0,2016,385,63.0,0.0,2.03,61.4,22.35,72.8,0,2465789ca,24ca,ca
2546,24657892430205ca,0.0,0.0,2017,411,55.23,0.0,3.41,62.95,20.91,67.06,0,2465789ca,24ca,ca
2547,24657892430205ca,0.0,0.0,2018,412,51.7,0.0,2.95,62.99,19.69,70.46,0,2465789ca,24ca,ca
2548,24657892430205ca,0.0,0.0,2019,477,50.1,0.0,2.43,63.72,22.35,69.26,0,2465789ca,24ca,ca
2549,24657892430205ca,0.0,1.0,2021,423,46.1,1.0,3.81,65.02,18.39,69.97,0,2465789ca,24ca,ca
2550,24657892430601ca,0.0,0.0,2015,407,40.0,0.0,2.53,75.17,16.32,73.3,0,2465789ca,24ca,ca
2551,24657892430601ca,0.0,0.0,2016,405,51.0,0.0,0.96,76.26,19.9,82.38,0,2465789ca,24ca,ca
2552,24657892430601ca,0.0,0.0,2017,381,50.13,0.0,2.19,72.91,18.53,78.21,0,2465789ca,24ca,ca
2553,24657892430601ca,0.0,0.0,2018,473,46.51,0.0,1.68,74.82,18.23,81.08,0,2465789ca,24ca,ca
2554,24657892430601ca,0.0,0.0,2019,383,40.73,0.0,1.83,79.84,13.65,77.83,0,2465789ca,24ca,ca
2555,24657892430601ca,0.0,1.0,2021,394,52.28,1.0,1.98,78.97,14.29,76.79,0,2465789ca,24ca,ca
2556,24657892433605ca,0.0,0.0,2015,252,51.0,0.0,0.0,78.52,4.93,85.73,0,2465789ca,24ca,ca
2557,24657892433605ca,0.0,0.0,2016,266,58.0,0.0,0.36,80.29,6.2,87.61,0,2465789ca,24ca,ca
2558,24657892433605ca,0.0,0.0,2017,254,58.27,0.0,0.67,81.88,3.36,82.91,0,2465789ca,24ca,ca
2559,24657892433605ca,0.0,0.0,2018,290,43.45,0.0,0.62,82.46,2.77,85.85,0,2465789ca,24ca,ca
2560,24657892433605ca,0.0,0.0,2019,305,49.84,0.0,0.0,86.26,2.88,79.87,0,2465789ca,24ca,ca
2561,24657892433605ca,0.0,1.0,2021,275,43.27,1.0,0.34,83.56,4.7,79.04,0,2465789ca,24ca,ca
2562,24657892435204ca,0.0,0.0,2015,388,59.0,0.0,7.83,57.96,21.15,74.12,0,2465789ca,24ca,ca
2563,24657892435204ca,0.0,0.0,2016,352,58.0,0.0,6.14,62.41,19.66,75.09,0,2465789ca,24ca,ca
2564,24657892435204ca,0.0,0.0,2017,378,45.24,0.0,7.31,65.3,15.75,72.88,0,2465789ca,24ca,ca
2565,24657892435204ca,0.0,0.0,2018,406,45.07,0.0,8.15,59.95,20.38,76.94,0,2465789ca,24ca,ca
2566,24657892435204ca,0.0,0.0,2019,394,45.94,0.0,6.39,68.8,15.86,74.81,0,2465789ca,24ca,ca
2567,24657892435204ca,0.0,1.0,2021,418,48.09,1.0,9.45,60.95,16.92,75.91,0,2465789ca,24ca,ca
2568,24753172430015ca,0.0,0.0,2015,14,14.0,0.0,5.56,61.11,27.78,86.21,0,2475317ca,24ca,ca
2569,24753172430015ca,0.0,0.0,2016,21,24.0,0.0,0.0,56.25,43.75,94.29,0,2475317ca,24ca,ca
2570,24753172430015ca,0.0,0.0,2017,21,0.0,0.0,6.25,81.25,12.5,96.97,0,2475317ca,24ca,ca
2571,24753172430015ca,0.0,0.0,2018,20,25.0,0.0,25.0,75.0,0.0,83.33,0,2475317ca,24ca,ca
2572,24753172430015ca,0.0,0.0,2019,26,7.69,0.0,5.0,80.0,15.0,86.36,0,2475317ca,24ca,ca
2573,24753172430015ca,0.0,1.0,2021,33,9.09,1.0,3.85,65.38,26.92,98.28,0,2475317ca,24ca,ca
2574,24753172431203ca,0.0,0.0,2015,145,43.0,0.0,1.94,78.06,19.35,88.8,0,2475317ca,24ca,ca
2575,24753172431203ca,0.0,0.0,2016,154,56.0,0.0,2.84,75.0,20.45,89.57,0,2475317ca,24ca,ca
2576,24753172431203ca,0.0,0.0,2017,165,64.24,0.0,1.72,78.74,17.82,90.09,0,2475317ca,24ca,ca
2577,24753172431203ca,0.0,0.0,2018,167,55.09,0.0,4.7,80.54,12.75,76.32,0,2475317ca,24ca,ca
2578,24753172431203ca,0.0,0.0,2019,136,58.82,0.0,3.52,82.39,13.38,78.4,0,2475317ca,24ca,ca
2579,24753172431203ca,0.0,1.0,2021,123,52.85,1.0,2.55,79.62,15.92,88.8,0,2475317ca,24ca,ca
2580,24753662430114ca,0.0,0.0,2015,163,63.0,0.0,1.56,88.02,6.25,82.06,0,2475366ca,24ca,ca
2581,24753662430114ca,0.0,0.0,2016,170,62.0,0.0,0.0,88.71,5.91,77.73,0,2475366ca,24ca,ca
2582,24753662430114ca,0.0,0.0,2017,166,58.43,0.0,0.59,87.65,5.88,80.21,0,2475366ca,24ca,ca
2583,24753662430114ca,0.0,0.0,2018,164,46.95,0.0,1.18,89.94,6.51,83.4,0,2475366ca,24ca,ca
2584,24753662430114ca,0.0,0.0,2019,161,50.93,0.0,0.0,87.85,8.41,83.36,0,2475366ca,24ca,ca
2585,24753662430114ca,0.0,1.0,2021,140,48.57,1.0,0.0,91.01,4.23,79.57,0,2475366ca,24ca,ca
2586,25735852535409ca,0.0,0.0,2015,48,46.0,0.0,1.64,22.95,63.93,49.54,0,2573585ca,25ca,ca
2587,25735852535409ca,0.0,0.0,2016,52,60.0,0.0,1.64,8.2,80.33,40.85,0,2573585ca,25ca,ca
2588,25735852535409ca,0.0,0.0,2017,56,46.43,0.0,3.33,13.33,66.67,42.36,0,2573585ca,25ca,ca
2589,25735852535409ca,0.0,0.0,2018,58,50.0,0.0,1.85,16.67,74.07,55.92,0,2573585ca,25ca,ca
2590,25735852535409ca,0.0,0.0,2019,44,59.09,0.0,0.0,26.15,63.08,63.08,0,2573585ca,25ca,ca
2591,25735852535409ca,1.0,0.0,2021,48,29.17,0.5,0.0,16.0,70.0,61.4,0,2573585ca,25ca,ca
2592,25735934737250ca,0.0,0.0,2015,34,62.0,0.0,0.0,71.79,28.21,64.25,0,2573593ca,25ca,ca
2593,25735934737250ca,0.0,0.0,2016,34,79.0,0.0,0.0,67.65,26.47,72.94,0,2573593ca,25ca,ca
2594,25735934737250ca,0.0,0.0,2017,28,75.0,0.0,0.0,70.83,29.17,66.0,0,2573593ca,25ca,ca
2595,25735934737250ca,0.0,0.0,2018,21,47.62,0.0,0.0,68.97,24.14,65.36,0,2573593ca,25ca,ca
2596,25735934737250ca,0.0,0.0,2019,28,67.86,0.0,0.0,86.96,13.04,83.04,0,2573593ca,25ca,ca
2597,25735934737250ca,1.0,0.0,2021,29,62.07,0.5,0.0,85.19,14.81,78.53,0,2573593ca,25ca,ca
2598,26736682633006ca,0.0,0.0,2015,16,81.0,0.0,5.88,35.29,47.06,13.73,0,2673668ca,26ca,ca
2599,26736682633006ca,0.0,0.0,2016,15,93.0,0.0,0.0,26.67,53.33,52.38,0,2673668ca,26ca,ca
2600,26736682633006ca,0.0,0.0,2017,11,90.91,0.0,0.0,45.45,36.36,50.0,0,2673668ca,26ca,ca
2601,26736682633006ca,0.0,0.0,2018,17,88.24,0.0,0.0,47.06,47.06,54.1,0,2673668ca,26ca,ca
2602,26736682633006ca,0.0,0.0,2019,17,94.12,0.0,0.0,50.0,50.0,44.44,0,2673668ca,26ca,ca
2603,26736682633006ca,0.0,0.4545,2021,14,100.0,0.4545,0.0,47.62,38.1,67.61,0,2673668ca,26ca,ca
2604,26736922630010ca,0.0,0.0,2015,71,54.0,0.0,0.0,61.97,33.8,46.79,0,2673692ca,26ca,ca
2605,26736922630010ca,0.0,0.0,2016,70,66.0,0.0,0.0,49.35,46.75,53.63,0,2673692ca,26ca,ca
2606,26736922630010ca,0.0,0.0,2017,66,51.52,0.0,0.98,56.86,38.24,50.86,0,2673692ca,26ca,ca
2607,26736922630010ca,0.0,0.0,2018,98,43.88,0.0,0.0,55.95,40.48,45.68,0,2673692ca,26ca,ca
2608,26736922630010ca,0.0,0.0,2019,78,58.97,0.0,1.25,53.75,37.5,43.34,0,2673692ca,26ca,ca
2609,26736922630010ca,0.0,0.4545,2021,68,70.59,0.4545,0.0,59.52,36.9,33.24,0,2673692ca,26ca,ca
2610,27659872730414ca,0.0,0.0,2015,192,81.0,0.0,0.95,17.62,67.14,12.55,0,2765987ca,27ca,ca
2611,27659872730414ca,0.0,0.0,2016,194,90.0,0.0,0.0,14.22,64.45,11.88,0,2765987ca,27ca,ca
2612,27659872730414ca,0.0,0.0,2017,196,87.24,0.0,0.92,21.2,56.68,11.81,0,2765987ca,27ca,ca
2613,27659872730414ca,0.0,0.0,2018,198,83.84,0.0,0.89,19.56,59.11,16.83,0,2765987ca,27ca,ca
2614,27659872730414ca,0.0,0.0,2019,212,80.66,0.0,0.0,18.98,62.5,13.93,0,2765987ca,27ca,ca
2615,27659872730414ca,0.0,0.7273,2021,148,81.76,0.7273,0.45,16.29,63.8,10.83,0,2765987ca,27ca,ca
2616,27660682730174ca,0.0,0.0,2015,218,33.0,0.0,0.0,97.58,2.02,79.52,0,2766068ca,27ca,ca
2617,27660682730174ca,0.0,0.0,2016,231,58.0,0.0,0.78,96.5,1.17,72.28,0,2766068ca,27ca,ca
2618,27660682730174ca,0.0,0.0,2017,227,36.12,0.0,0.35,97.18,2.11,62.53,0,2766068ca,27ca,ca
2619,27660682730174ca,0.0,0.0,2018,259,45.17,0.0,0.0,97.97,1.69,85.84,0,2766068ca,27ca,ca
2620,27660682730174ca,0.0,0.0,2019,262,40.08,0.0,0.0,98.01,0.99,85.59,0,2766068ca,27ca,ca
2621,27660682730174ca,0.0,1.0,2021,273,42.49,1.0,0.28,99.16,0.28,86.69,0,2766068ca,27ca,ca
2622,27660682732170ca,0.0,0.0,2015,201,55.0,0.0,0.0,85.36,12.55,85.82,0,2766068ca,27ca,ca
2623,27660682732170ca,0.0,0.0,2016,217,59.0,0.0,0.0,88.57,9.39,72.33,0,2766068ca,27ca,ca
2624,27660682732170ca,0.0,0.0,2017,223,60.99,0.0,0.0,88.24,8.4,71.51,0,2766068ca,27ca,ca
2625,27660682732170ca,0.0,0.0,2018,220,58.18,0.0,0.37,89.93,6.72,75.46,0,2766068ca,27ca,ca
2626,27660682732170ca,0.0,0.0,2019,250,71.6,0.0,0.35,87.76,9.09,75.85,0,2766068ca,27ca,ca
2627,27660682732170ca,0.0,1.0,2021,244,63.52,1.0,0.0,90.81,7.42,77.77,0,2766068ca,27ca,ca
2628,27754732730885ca,0.0,0.0,2015,168,39.0,0.0,0.6,95.81,2.99,79.34,0,2775473ca,27ca,ca
2629,27754732730885ca,0.0,0.0,2016,156,44.0,0.0,0.48,95.67,1.92,72.97,0,2775473ca,27ca,ca
2630,27754732730885ca,0.0,0.0,2017,194,50.0,0.0,0.0,95.98,2.87,83.15,0,2775473ca,27ca,ca
2631,27754732730885ca,0.0,0.0,2018,174,40.8,0.0,0.0,97.74,1.13,83.38,0,2775473ca,27ca,ca
2632,27754732730885ca,0.0,0.0,2019,167,46.11,0.0,0.0,95.65,3.48,70.83,0,2775473ca,27ca,ca
2633,27754732730885ca,0.0,1.0,2021,138,50.0,1.0,0.0,97.1,0.97,85.6,0,2775473ca,27ca,ca
2634,28662902837102ca,0.0,0.0,2015,123,86.0,0.0,0.83,53.72,42.98,35.61,0,2866290ca,28ca,ca
2635,28662902837102ca,0.0,0.0,2016,117,87.0,0.0,0.0,53.0,45.0,31.4,0,2866290ca,28ca,ca
2636,28662902837102ca,0.0,0.0,2017,100,90.0,0.0,0.83,43.33,55.0,9.52,0,2866290ca,28ca,ca
2637,28662902837102ca,0.0,0.0,2018,109,92.66,0.0,0.85,50.43,47.01,32.59,0,2866290ca,28ca,ca
2638,28662902837102ca,0.0,0.0,2019,110,87.27,0.0,0.0,43.44,52.46,33.88,0,2866290ca,28ca,ca
2639,28662902837102ca,0.0,1.0,2021,104,82.69,1.0,0.86,57.76,38.79,37.09,0,2866290ca,28ca,ca
2640,29663570112367ca,0.0,0.0,2015,36,100.0,0.0,0.0,11.36,84.09,24.68,0,2966357ca,29ca,ca
2641,29663570112367ca,0.0,0.0,2016,41,100.0,0.0,0.0,12.5,84.38,20.0,0,2966357ca,29ca,ca
2642,29663570112367ca,0.0,0.0,2017,32,100.0,0.0,0.0,4.44,93.33,22.3,0,2966357ca,29ca,ca
2643,29663570112367ca,0.0,0.0,2018,44,100.0,0.0,0.0,5.88,82.35,32.48,0,2966357ca,29ca,ca
2644,29663570112367ca,0.0,0.0,2019,33,100.0,0.0,0.0,13.33,73.33,27.88,0,2966357ca,29ca,ca
2645,29663570112367ca,0.7273,0.2727,2021,30,100.0,0.6364,0.0,5.56,80.56,24.39,0,2966357ca,29ca,ca
2646,29663572930048ca,0.0,0.0,2015,184,84.0,0.0,0.0,11.36,83.52,22.34,0,2966357ca,29ca,ca
2647,29663572930048ca,0.0,0.0,2016,166,84.0,0.0,0.0,8.33,84.72,22.62,0,2966357ca,29ca,ca
2648,29663572930048ca,0.0,0.0,2017,139,74.1,0.0,0.0,9.86,86.62,25.67,0,2966357ca,29ca,ca
2649,29663572930048ca,0.0,0.0,2018,120,65.0,0.0,0.0,10.6,82.78,29.85,0,2966357ca,29ca,ca
2650,29663572930048ca,0.0,0.0,2019,136,82.35,0.0,0.0,8.16,84.35,24.63,0,2966357ca,29ca,ca
2651,29663572930048ca,0.7273,0.2727,2021,131,69.47,0.6364,0.83,16.53,74.38,21.92,0,2966357ca,29ca,ca
2652,29663572935500ca,0.0,0.0,2015,311,55.0,0.0,0.51,6.57,87.63,34.46,0,2966357ca,29ca,ca
2653,29663572935500ca,0.0,0.0,2016,324,70.0,0.0,0.27,11.2,82.24,35.69,0,2966357ca,29ca,ca
2654,29663572935500ca,0.0,0.0,2017,332,74.7,0.0,1.12,15.97,76.75,34.87,0,2966357ca,29ca,ca
2655,29663572935500ca,0.0,0.0,2018,308,67.53,0.0,0.53,15.53,78.16,41.16,0,2966357ca,29ca,ca
2656,29663572935500ca,0.0,0.0,2019,338,72.78,0.0,1.52,14.55,75.76,42.43,0,2966357ca,29ca,ca
2657,29663572935500ca,0.7273,0.2727,2021,212,54.72,0.6364,0.88,19.3,71.05,39.67,0,2966357ca,29ca,ca
2658,30664313030038ca,0.0,0.0,2015,638,84.0,0.0,4.45,21.01,23.47,35.03,0,3066431ca,30ca,ca
2659,30664313030038ca,0.0,0.0,2016,629,73.0,0.0,2.77,25.51,25.07,30.82,0,3066431ca,30ca,ca
2660,30664313030038ca,0.0,0.0,2017,663,83.26,0.0,2.29,28.57,22.14,29.41,0,3066431ca,30ca,ca
2661,30664313030038ca,0.0,0.0,2018,666,80.78,0.0,2.09,31.94,25.52,37.16,0,3066431ca,30ca,ca
2662,30664313030038ca,0.0,0.0,2019,655,79.69,0.0,2.4,31.56,20.91,36.62,0,3066431ca,30ca,ca
2663,30664313030038ca,0.0,0.9091,2021,549,75.96,1.0,2.8,30.67,20.93,48.87,0,3066431ca,30ca,ca
2664,30664313030228ca,0.0,0.0,2015,738,39.0,0.0,0.13,94.13,2.04,89.86,0,3066431ca,30ca,ca
2665,30664313030228ca,0.0,0.0,2016,685,42.0,0.0,0.91,94.13,2.48,83.97,0,3066431ca,30ca,ca
2666,30664313030228ca,0.0,0.0,2017,704,40.48,0.0,0.82,95.09,0.68,81.51,0,3066431ca,30ca,ca
2667,30664313030228ca,0.0,0.0,2018,670,38.21,0.0,0.37,94.28,2.74,87.78,0,3066431ca,30ca,ca
2668,30664313030228ca,0.0,0.0,2019,761,44.42,0.0,0.56,94.42,3.21,86.7,0,3066431ca,30ca,ca
2669,30664313030228ca,0.0,0.9091,2021,470,45.11,1.0,0.41,94.95,2.46,92.12,0,3066431ca,30ca,ca
2670,30664313030616ca,0.0,0.0,2015,187,98.0,0.0,2.65,19.58,6.88,37.88,0,3066431ca,30ca,ca
2671,30664313030616ca,0.0,0.0,2016,186,100.0,0.0,2.59,17.62,9.84,34.83,0,3066431ca,30ca,ca
2672,30664313030616ca,0.0,0.0,2017,193,99.48,0.0,1.49,15.92,8.96,33.89,0,3066431ca,30ca,ca
2673,30664313030616ca,0.0,0.0,2018,199,97.99,0.0,2.11,25.26,9.47,39.19,0,3066431ca,30ca,ca
2674,30664313030616ca,0.0,0.0,2019,178,99.44,0.0,0.51,11.28,8.72,35.71,0,3066431ca,30ca,ca
2675,30664313030616ca,0.0,0.9091,2021,195,100.0,1.0,1.02,18.27,8.12,42.94,0,3066431ca,30ca,ca
2676,30664313033057ca,0.0,0.0,2015,574,54.0,0.0,0.79,89.27,4.73,85.8,0,3066431ca,30ca,ca
2677,30664313033057ca,0.0,0.0,2016,578,56.0,0.0,0.72,89.91,3.6,80.46,0,3066431ca,30ca,ca
2678,30664313033057ca,0.0,0.0,2017,659,57.66,0.0,1.61,87.85,3.07,77.79,0,3066431ca,30ca,ca
2679,30664313033057ca,0.0,0.0,2018,642,49.69,0.0,1.53,86.09,5.2,81.99,0,3066431ca,30ca,ca
2680,30664313033057ca,0.0,0.0,2019,625,55.52,0.0,1.14,88.35,5.4,80.91,0,3066431ca,30ca,ca
2681,30664313033057ca,0.0,0.9091,2021,464,47.84,1.0,1.84,90.94,3.53,90.63,0,3066431ca,30ca,ca
2682,30664313033115ca,0.0,0.0,2015,493,75.0,0.0,2.55,38.28,19.46,48.2,0,3066431ca,30ca,ca
2683,30664313033115ca,0.0,0.0,2016,599,73.0,0.0,4.16,33.28,19.3,45.26,0,3066431ca,30ca,ca
2684,30664313033115ca,0.0,0.0,2017,579,78.07,0.0,4.08,42.75,11.18,45.67,0,3066431ca,30ca,ca
2685,30664313033115ca,0.0,0.0,2018,649,70.88,0.0,3.96,40.47,15.83,49.92,0,3066431ca,30ca,ca
2686,30664313033115ca,0.0,0.0,2019,536,80.78,0.0,3.93,39.51,18.36,49.31,0,3066431ca,30ca,ca
2687,30664313033115ca,0.0,0.9091,2021,479,81.0,1.0,2.81,45.51,15.54,61.66,0,3066431ca,30ca,ca
2688,30664313033784ca,0.0,0.0,2015,567,52.0,0.0,2.45,77.1,6.99,82.15,0,3066431ca,30ca,ca
2689,30664313033784ca,0.0,0.0,2016,521,59.0,0.0,1.98,74.1,8.81,77.08,0,3066431ca,30ca,ca
2690,30664313033784ca,0.0,0.0,2017,497,50.91,0.0,0.77,75.86,4.41,75.36,0,3066431ca,30ca,ca
2691,30664313033784ca,0.0,0.0,2018,489,43.97,0.0,1.84,78.78,6.33,81.91,0,3066431ca,30ca,ca
2692,30664313033784ca,0.0,0.0,2019,457,58.21,0.0,2.22,75.6,7.26,80.52,0,3066431ca,30ca,ca
2693,30664313033784ca,0.0,0.9091,2021,309,46.28,1.0,0.46,82.38,5.26,87.34,0,3066431ca,30ca,ca
2694,30664313034204ca,0.0,0.0,2015,401,48.0,0.0,3.0,62.23,7.73,86.51,0,3066431ca,30ca,ca
2695,30664313034204ca,0.0,0.0,2016,438,48.0,0.0,2.76,70.91,7.43,78.59,0,3066431ca,30ca,ca
2696,30664313034204ca,0.0,0.0,2017,431,51.97,0.0,2.14,72.92,4.75,78.37,0,3066431ca,30ca,ca
2697,30664313034204ca,0.0,0.0,2018,391,37.34,0.0,2.18,80.11,6.27,85.48,0,3066431ca,30ca,ca
2698,30664313034204ca,0.0,0.0,2019,335,41.79,0.0,2.4,77.4,3.37,86.61,0,3066431ca,30ca,ca
2699,30664313034204ca,0.0,0.9091,2021,268,41.79,1.0,2.25,78.59,5.92,92.42,0,3066431ca,30ca,ca
2700,30664313036712ca,0.0,0.0,2015,472,57.0,0.0,3.06,70.9,7.44,83.94,0,3066431ca,30ca,ca
2701,30664313036712ca,0.0,0.0,2016,434,55.0,0.0,2.52,71.26,12.43,77.46,0,3066431ca,30ca,ca
2702,30664313036712ca,0.0,0.0,2017,466,47.0,0.0,1.69,77.59,5.27,76.64,0,3066431ca,30ca,ca
2703,30664313036712ca,0.0,0.0,2018,478,41.63,0.0,3.29,77.63,6.8,81.77,0,3066431ca,30ca,ca
2704,30664313036712ca,0.0,0.0,2019,431,56.84,0.0,2.58,80.43,5.59,79.97,0,3066431ca,30ca,ca
2705,30664313036712ca,0.0,0.9091,2021,244,57.38,1.0,1.91,81.82,5.26,87.99,0,3066431ca,30ca,ca
2706,30664313038239ca,0.0,0.0,2015,520,55.0,0.0,3.65,61.42,12.67,79.22,0,3066431ca,30ca,ca
2707,30664313038239ca,0.0,0.0,2016,486,62.0,0.0,3.25,65.85,10.77,72.78,0,3066431ca,30ca,ca
2708,30664313038239ca,0.0,0.0,2017,448,54.46,0.0,2.48,74.59,5.79,70.7,0,3066431ca,30ca,ca
2709,30664313038239ca,0.0,0.0,2018,452,40.71,0.0,1.79,70.38,5.96,79.04,0,3066431ca,30ca,ca
2710,30664313038239ca,0.0,0.0,2019,479,59.29,0.0,4.47,71.91,7.66,79.99,0,3066431ca,30ca,ca
2711,30664313038239ca,0.0,0.9091,2021,316,56.96,1.0,2.62,73.81,8.57,90.17,0,3066431ca,30ca,ca
2712,30664493030640ca,0.0,0.0,2015,439,80.0,0.0,1.59,30.0,44.77,23.83,0,3066449ca,30ca,ca
2713,30664493030640ca,0.0,0.0,2016,416,79.0,0.0,1.52,36.3,36.74,22.25,0,3066449ca,30ca,ca
2714,30664493030640ca,0.0,0.0,2017,446,69.06,0.0,2.34,31.28,32.98,23.16,0,3066449ca,30ca,ca
2715,30664493030640ca,0.0,0.0,2018,453,59.6,0.0,2.45,35.78,35.29,29.81,0,3066449ca,30ca,ca
2716,30664493030640ca,0.0,0.0,2019,374,65.24,0.0,2.59,34.43,36.56,30.05,0,3066449ca,30ca,ca
2717,30664493030640ca,0.1818,0.3636,2021,370,68.11,0.4545,2.17,37.11,33.01,27.14,0,3066449ca,30ca,ca
2718,30664640113381ca,0.0,0.0,2015,517,76.0,0.0,0.32,29.15,60.39,23.3,0,3066464ca,30ca,ca
2719,30664640113381ca,0.0,0.0,2016,596,77.0,0.0,0.32,31.16,61.05,25.16,0,3066464ca,30ca,ca
2720,30664640113381ca,0.0,0.0,2017,609,84.07,0.0,1.04,31.37,53.38,25.38,0,3066464ca,30ca,ca
2721,30664640113381ca,0.0,0.0,2018,562,82.56,0.0,0.67,33.28,54.91,28.76,0,3066464ca,30ca,ca
2722,30664640113381ca,0.0,0.0,2019,566,83.57,0.0,1.0,30.9,57.8,28.73,0,3066464ca,30ca,ca
2723,30664640113381ca,0.0909,0.9091,2021,557,74.87,0.9545,0.4,34.36,53.34,27.52,0,3066464ca,30ca,ca
2724,30664643030210ca,0.0,0.0,2015,515,66.0,0.0,0.74,31.11,52.04,23.19,0,3066464ca,30ca,ca
2725,30664643030210ca,0.0,0.0,2016,510,75.0,0.0,0.89,27.81,56.51,23.11,0,3066464ca,30ca,ca
2726,30664643030210ca,0.0,0.0,2017,539,72.54,0.0,0.77,27.94,57.03,22.69,0,3066464ca,30ca,ca
2727,30664643030210ca,0.0,0.0,2018,500,66.6,0.0,0.75,32.27,52.16,27.27,0,3066464ca,30ca,ca
2728,30664643030210ca,0.0,0.0,2019,512,70.7,0.0,1.24,29.69,52.99,27.83,0,3066464ca,30ca,ca
2729,30664643030210ca,0.0909,0.9091,2021,460,70.87,0.9545,1.39,32.21,51.49,27.43,0,3066464ca,30ca,ca
2730,30664643030574ca,0.0,0.0,2015,718,80.0,0.0,1.21,16.24,59.73,11.59,0,3066464ca,30ca,ca
2731,30664643030574ca,0.0,0.0,2016,693,79.0,0.0,1.83,17.82,56.36,11.64,0,3066464ca,30ca,ca
2732,30664643030574ca,0.0,0.0,2017,732,79.78,0.0,0.78,19.53,56.38,12.41,0,3066464ca,30ca,ca
2733,30664643030574ca,0.0,0.0,2018,722,80.33,0.0,2.28,20.15,53.99,17.78,0,3066464ca,30ca,ca
2734,30664643030574ca,0.0,0.0,2019,745,79.06,0.0,1.86,16.91,56.59,18.9,0,3066464ca,30ca,ca
2735,30664643030574ca,0.0,1.0,2021,564,76.24,1.0,1.65,19.15,54.82,20.85,0,3066464ca,30ca,ca
2736,30664643030756ca,0.0,0.0,2015,514,80.0,0.0,2.34,12.52,67.61,6.91,0,3066464ca,30ca,ca
2737,30664643030756ca,0.0,0.0,2016,581,84.0,0.0,1.08,15.43,67.75,7.01,0,3066464ca,30ca,ca
2738,30664643030756ca,0.0,0.0,2017,617,81.85,0.0,1.67,14.87,64.95,6.34,0,3066464ca,30ca,ca
2739,30664643030756ca,0.0,0.0,2018,622,77.01,0.0,1.72,14.87,64.48,9.78,0,3066464ca,30ca,ca
2740,30664643030756ca,0.0,0.0,2019,604,84.27,0.0,1.36,13.07,64.86,8.07,0,3066464ca,30ca,ca
2741,30664643030756ca,0.1818,0.8182,2021,498,78.71,0.9091,0.48,17.81,60.89,10.09,0,3066464ca,30ca,ca
2742,30664643035987ca,0.0,0.0,2015,91,12.0,0.0,0.0,67.39,23.91,59.31,0,3066464ca,30ca,ca
2743,30664643035987ca,0.0,0.0,2016,72,8.0,0.0,2.13,55.32,36.17,60.58,0,3066464ca,30ca,ca
2744,30664643035987ca,0.0,0.0,2017,77,11.69,0.0,0.0,75.86,22.41,59.13,0,3066464ca,30ca,ca
2745,30664643035987ca,0.0,0.0,2018,74,22.97,0.0,3.39,64.41,27.12,69.18,0,3066464ca,30ca,ca
2746,30664643035987ca,0.0,0.0,2019,72,23.61,0.0,7.32,63.41,26.83,67.55,0,3066464ca,30ca,ca
2747,30664643035987ca,0.0,0.0909,2021,78,24.36,0.0909,0.0,71.15,26.92,66.0,0,3066464ca,30ca,ca
2748,30664643036001ca,0.0,0.0,2015,634,76.0,0.0,0.26,25.03,66.01,20.48,0,3066464ca,30ca,ca
2749,30664643036001ca,0.0,0.0,2016,693,69.0,0.0,0.55,27.3,62.83,20.1,0,3066464ca,30ca,ca
2750,30664643036001ca,0.0,0.0,2017,666,72.07,0.0,1.39,25.88,64.27,21.19,0,3066464ca,30ca,ca
2751,30664643036001ca,0.0,0.0,2018,747,74.3,0.0,0.85,26.2,61.05,24.82,0,3066464ca,30ca,ca
2752,30664643036001ca,0.0,0.0,2019,658,68.24,0.0,0.52,24.71,65.15,26.01,0,3066464ca,30ca,ca
2753,30664643036001ca,0.2727,0.4545,2021,564,78.01,0.5909,0.14,25.98,65.36,24.97,0,3066464ca,30ca,ca
2754,30664643038569ca,0.0,0.0,2015,613,78.0,0.0,0.75,24.89,65.16,21.77,0,3066464ca,30ca,ca
2755,30664643038569ca,0.0,0.0,2016,586,63.0,0.0,0.61,25.76,62.27,21.81,0,3066464ca,30ca,ca
