,schoolcode,districtcode,countycode,year,charter,elapass,schoolmode,virtualper,hybridper,totaltested,lowincome,white,black,hispanic,state
8209,208903001,208903tx,208tx,2016,0.0,72.22,0.0,0.0,0,18,22.22,88.8889,0.0,11.1111,tx
8210,208903001,208903tx,208tx,2017,0.0,70.0,0.0,0.0,0,30,30.0,73.3333,0.0,26.6667,tx
8211,208903001,208903tx,208tx,2018,0.0,71.43,0.0,0.0,0,14,28.57,78.5714,0.0,21.4286,tx
8212,208903001,208903tx,208tx,2019,0.0,90.91,0.0,0.0,0,22,31.82,59.0909,0.0,40.9091,tx
8213,208903001,208903tx,208tx,2021,0.0,95.24,0.0,0.0,0,21,19.05,66.6667,0.0,33.3333,tx
8214,209901001,209901tx,209tx,2015,0.0,73.81,0.0,0.0,0,42,30.95,80.9524,0.0,19.0476,tx
8215,209901001,209901tx,209tx,2016,0.0,64.71,0.0,0.0,0,34,32.35,82.3529,0.0,14.7059,tx
8216,209901001,209901tx,209tx,2017,0.0,70.21,0.0,0.0,0,47,29.79,72.3404,2.1277,17.0213,tx
8217,209901001,209901tx,209tx,2018,0.0,55.26,0.0,0.0,0,38,42.11,76.3158,2.6316,18.4211,tx
8218,209901001,209901tx,209tx,2019,0.0,68.29,0.0,0.0,0,41,46.34,70.7317,9.7561,17.0732,tx
8219,209901001,209901tx,209tx,2021,0.0,72.5,0.0,0.0,0,40,17.5,82.5,0.0,7.5,tx
8220,209902001,209902tx,209tx,2015,0.0,44.44,0.0,0.0,0,9,88.89,100.0,0.0,0.0,tx
8221,209902001,209902tx,209tx,2016,0.0,50.0,0.0,0.0,0,8,50.0,100.0,0.0,0.0,tx
8222,209902001,209902tx,209tx,2017,0.0,33.33,0.0,0.0,0,18,77.78,83.3333,0.0,16.6667,tx
8223,209902001,209902tx,209tx,2018,0.0,23.08,0.0,0.0,0,13,84.62,92.3077,0.0,7.6923,tx
8224,209902001,209902tx,209tx,2019,0.0,58.33,0.0,0.0,0,12,100.0,100.0,0.0,0.0,tx
8225,209902001,209902tx,209tx,2021,0.0,80.0,0.0,0.0,0,10,90.0,100.0,0.0,0.0,tx
8226,210901001,210901tx,210tx,2015,0.0,27.75,0.0,0.0,0,209,72.73,32.0574,27.7512,35.4067,tx
8227,210901001,210901tx,210tx,2016,0.0,28.33,0.0,0.0,0,233,69.1,28.7554,24.0343,41.2017,tx
8228,210901001,210901tx,210tx,2017,0.0,31.58,0.0,0.0,0,247,76.11,30.7692,23.8866,40.4858,tx
8229,210901001,210901tx,210tx,2018,0.0,39.3,0.0,0.0,0,229,77.73,32.7511,23.5808,41.9214,tx
8230,210901001,210901tx,210tx,2019,0.0,43.84,0.0,0.0,0,203,73.89,31.0345,21.1823,43.3498,tx
8231,210901001,210901tx,210tx,2021,0.0,44.32,0.0,0.0,0,185,76.22,30.8108,21.0811,41.0811,tx
8232,210902001,210902tx,210tx,2015,0.0,71.11,0.0,0.0,0,45,46.67,80.0,8.8889,11.1111,tx
8233,210902001,210902tx,210tx,2016,0.0,32.65,0.0,0.0,0,49,65.31,71.4286,4.0816,20.4082,tx
8234,210902001,210902tx,210tx,2017,0.0,45.31,0.0,0.0,0,64,71.88,81.25,6.25,10.9375,tx
8235,210902001,210902tx,210tx,2018,0.0,53.23,0.0,0.0,0,62,62.9,70.9677,4.8387,24.1935,tx
8236,210902001,210902tx,210tx,2019,0.0,56.6,0.0,0.0,0,53,62.26,66.0377,5.6604,26.4151,tx
8237,210902001,210902tx,210tx,2021,0.0,76.0,0.0,0.0,0,50,54.0,80.0,2.0,16.0,tx
8238,210903002,210903tx,210tx,2015,0.0,49.21,0.0,0.0,0,63,31.75,66.6667,19.0476,12.6984,tx
8239,210903002,210903tx,210tx,2016,0.0,48.33,0.0,0.0,0,60,21.67,70.0,16.6667,11.6667,tx
8240,210903002,210903tx,210tx,2017,0.0,44.9,0.0,0.0,0,49,28.57,69.3878,22.449,4.0816,tx
8241,210903002,210903tx,210tx,2018,0.0,38.96,0.0,0.0,0,77,33.77,41.5584,38.961,16.8831,tx
8242,210903002,210903tx,210tx,2019,0.0,53.85,0.0,0.0,0,65,36.92,52.3077,26.1538,18.4615,tx
8243,210903002,210903tx,210tx,2021,0.0,65.85,0.0,0.0,0,41,34.15,65.8537,14.6341,19.5122,tx
8244,210904002,210904tx,210tx,2015,0.0,38.78,0.0,0.0,0,49,93.88,30.6122,26.5306,38.7755,tx
8245,210904002,210904tx,210tx,2016,0.0,22.5,0.0,0.0,0,40,90.0,35.0,37.5,27.5,tx
8246,210904002,210904tx,210tx,2017,0.0,37.5,0.0,0.0,0,48,79.17,45.8333,22.9167,25.0,tx
8247,210904002,210904tx,210tx,2018,0.0,36.54,0.0,0.0,0,52,53.85,44.2308,15.3846,34.6154,tx
8248,210904002,210904tx,210tx,2019,0.0,45.45,0.0,0.0,0,55,61.82,32.7273,21.8182,40.0,tx
8249,210904002,210904tx,210tx,2021,0.0,40.43,0.0,0.0,0,47,21.28,14.8936,38.2979,42.5532,tx
8250,210905001,210905tx,210tx,2015,0.0,38.1,0.0,0.0,0,42,54.76,69.0476,21.4286,4.7619,tx
8251,210905001,210905tx,210tx,2016,0.0,50.0,0.0,0.0,0,50,32.0,70.0,20.0,10.0,tx
8252,210905001,210905tx,210tx,2017,0.0,47.14,0.0,0.0,0,70,60.0,57.1429,28.5714,11.4286,tx
8253,210905001,210905tx,210tx,2018,0.0,50.0,0.0,0.0,0,50,70.0,60.0,24.0,14.0,tx
8254,210905001,210905tx,210tx,2019,0.0,51.47,0.0,0.0,0,68,69.12,58.8235,23.5294,16.1765,tx
8255,210905001,210905tx,210tx,2021,0.0,49.15,0.0,0.0,0,59,59.32,57.6271,23.7288,13.5593,tx
8256,211902001,211902tx,211tx,2015,0.0,52.5,0.0,0.0,0,40,57.5,30.0,7.5,62.5,tx
8257,211902001,211902tx,211tx,2016,0.0,40.54,0.0,0.0,0,37,64.86,21.6216,0.0,78.3784,tx
8258,211902001,211902tx,211tx,2017,0.0,51.22,0.0,0.0,0,41,51.22,19.5122,0.0,80.4878,tx
8259,211902001,211902tx,211tx,2018,0.0,50.94,0.0,0.0,0,53,45.28,35.8491,0.0,64.1509,tx
8260,211902001,211902tx,211tx,2019,0.0,55.56,0.0,0.0,0,45,66.67,24.4444,0.0,71.1111,tx
8261,211902001,211902tx,211tx,2021,0.0,63.83,0.0,0.0,0,47,70.21,23.4043,0.0,74.4681,tx
8262,212901001,212901tx,212tx,2015,0.0,43.9,0.0,0.0,0,82,53.66,71.9512,12.1951,9.7561,tx
8263,212901001,212901tx,212tx,2016,0.0,59.09,0.0,0.0,0,66,43.94,74.2424,7.5758,10.6061,tx
8264,212901001,212901tx,212tx,2017,0.0,41.67,0.0,0.0,0,72,59.72,70.8333,16.6667,5.5556,tx
8265,212901001,212901tx,212tx,2018,0.0,63.64,0.0,0.0,0,77,59.74,57.1429,22.0779,14.2857,tx
8266,212901001,212901tx,212tx,2019,0.0,50.65,0.0,0.0,0,77,57.14,61.039,16.8831,12.987,tx
8267,212901001,212901tx,212tx,2021,0.0,62.67,0.0,0.0,0,75,42.67,65.3333,9.3333,17.3333,tx
8268,212902001,212902tx,212tx,2015,0.0,58.82,0.0,0.0,0,204,33.33,86.2745,5.3922,4.4118,tx
8269,212902001,212902tx,212tx,2016,0.0,62.56,0.0,0.0,0,203,27.09,85.2217,1.4778,6.8966,tx
8270,212902001,212902tx,212tx,2017,0.0,54.92,0.0,0.0,0,193,31.09,83.4197,4.6632,8.2902,tx
8271,212902001,212902tx,212tx,2018,0.0,62.5,0.0,0.0,0,216,35.19,84.2593,4.1667,7.8704,tx
8272,212902001,212902tx,212tx,2019,0.0,70.4,0.0,0.0,0,223,32.74,82.9596,5.8296,6.278,tx
8273,212902001,212902tx,212tx,2021,0.0,68.27,0.0,0.0,0,208,35.1,83.6538,2.4038,10.5769,tx
8274,212903001,212903tx,212tx,2015,0.0,76.36,0.0,0.0,0,275,38.55,71.6364,6.1818,14.9091,tx
8275,212903001,212903tx,212tx,2016,0.0,64.29,0.0,0.0,0,294,39.46,69.0476,7.8231,16.6667,tx
8276,212903001,212903tx,212tx,2017,0.0,66.03,0.0,0.0,0,315,41.27,70.4762,7.3016,16.8254,tx
8277,212903001,212903tx,212tx,2018,0.0,65.08,0.0,0.0,0,315,42.22,69.8413,7.3016,15.873,tx
8278,212903001,212903tx,212tx,2019,0.0,71.16,0.0,0.0,0,319,42.63,71.7868,4.7022,17.8683,tx
8279,212903001,212903tx,212tx,2021,0.0,76.8,0.0,0.0,0,319,35.74,74.9216,2.8213,16.9279,tx
8280,212904002,212904tx,212tx,2015,0.0,70.33,0.0,0.0,0,91,45.05,71.4286,12.0879,12.0879,tx
8281,212904002,212904tx,212tx,2016,0.0,68.75,0.0,0.0,0,80,42.5,78.75,7.5,8.75,tx
8282,212904002,212904tx,212tx,2017,0.0,51.16,0.0,0.0,0,86,62.79,68.6047,13.9535,16.2791,tx
8283,212904002,212904tx,212tx,2018,0.0,47.83,0.0,0.0,0,92,53.26,73.913,8.6957,14.1304,tx
8284,212904002,212904tx,212tx,2019,0.0,71.91,0.0,0.0,0,89,50.56,71.9101,6.7416,16.8539,tx
8285,212904002,212904tx,212tx,2021,0.0,67.78,0.0,0.0,0,90,43.33,70.0,13.3333,12.2222,tx
8286,212905001,212905tx,212tx,2015,0.0,52.2,0.0,0.0,0,726,55.79,35.9504,28.6501,30.0275,tx
8287,212905001,212905tx,212tx,2016,0.0,51.18,0.0,0.0,0,719,54.94,36.4395,31.0153,27.6773,tx
8288,212905001,212905tx,212tx,2017,0.0,46.31,0.0,0.0,0,758,54.49,34.1689,32.8496,27.3087,tx
8289,212905001,212905tx,212tx,2018,0.0,52.23,0.0,0.0,0,651,53.15,35.1767,33.7942,26.8817,tx
8290,212905001,212905tx,212tx,2019,0.0,56.47,0.0,0.0,0,680,59.71,32.6471,33.3824,26.9118,tx
8291,212905001,212905tx,212tx,2021,0.0,49.3,0.0,0.0,0,641,53.51,37.5975,28.2371,27.1451,tx
8292,212905003,212905tx,212tx,2015,0.0,21.58,0.0,0.0,0,774,87.21,2.0672,30.3618,66.1499,tx
8293,212905003,212905tx,212tx,2016,0.0,24.64,0.0,0.0,0,840,82.14,2.1429,31.5476,65.2381,tx
8294,212905003,212905tx,212tx,2017,0.0,26.08,0.0,0.0,0,951,82.44,3.0494,28.0757,67.5079,tx
8295,212905003,212905tx,212tx,2018,0.0,24.3,0.0,0.0,0,827,74.0,3.5067,30.7134,64.9335,tx
8296,212905003,212905tx,212tx,2019,0.0,28.76,0.0,0.0,0,824,86.41,2.5485,30.9466,64.6845,tx
8297,212905003,212905tx,212tx,2021,0.0,27.64,0.0,0.0,0,626,78.12,2.2364,32.7476,63.8978,tx
8298,212906001,212906tx,212tx,2015,0.0,57.84,0.0,0.0,0,408,37.5,68.3824,13.7255,9.5588,tx
8299,212906001,212906tx,212tx,2016,0.0,61.52,0.0,0.0,0,343,35.86,66.7638,15.4519,9.621,tx
8300,212906001,212906tx,212tx,2017,0.0,59.85,0.0,0.0,0,406,38.42,60.3448,17.4877,12.8079,tx
8301,212906001,212906tx,212tx,2018,0.0,58.51,0.0,0.0,0,417,44.12,61.8705,14.8681,13.6691,tx
8302,212906001,212906tx,212tx,2019,0.0,61.11,0.0,0.0,0,432,43.98,61.1111,13.4259,15.2778,tx
8303,212906001,212906tx,212tx,2021,0.0,69.98,0.0,0.0,0,423,39.72,67.3759,10.1655,14.4208,tx
8304,212909001,212909tx,212tx,2015,0.0,46.08,0.0,0.0,0,306,64.05,37.2549,16.3399,42.1569,tx
8305,212909001,212909tx,212tx,2016,0.0,43.71,0.0,0.0,0,286,71.33,31.8182,19.5804,44.7552,tx
8306,212909001,212909tx,212tx,2017,0.0,40.0,0.0,0.0,0,315,76.51,29.2063,21.9048,45.0794,tx
8307,212909001,212909tx,212tx,2018,0.0,42.95,0.0,0.0,0,312,78.53,25.9615,19.2308,50.3205,tx
8308,212909001,212909tx,212tx,2019,0.0,46.75,0.0,0.0,0,323,80.5,26.935,17.6471,51.3932,tx
8309,212909001,212909tx,212tx,2021,0.0,35.85,0.0,0.0,0,318,50.94,26.1006,21.3836,47.1698,tx
8310,212910001,212910tx,212tx,2015,0.0,41.54,0.0,0.0,0,65,55.38,46.1538,24.6154,27.6923,tx
8311,212910001,212910tx,212tx,2016,0.0,43.33,0.0,0.0,0,90,68.89,48.8889,23.3333,26.6667,tx
8312,212910001,212910tx,212tx,2017,0.0,26.21,0.0,0.0,0,103,67.96,37.8641,22.3301,33.0097,tx
8313,212910001,212910tx,212tx,2018,0.0,33.33,0.0,0.0,0,105,73.33,44.7619,28.5714,26.6667,tx
8314,212910001,212910tx,212tx,2019,0.0,37.25,0.0,0.0,0,102,46.08,42.1569,21.5686,36.2745,tx
8315,212910001,212910tx,212tx,2021,0.0,43.48,0.0,0.0,0,92,63.04,35.8696,21.7391,36.9565,tx
8316,213801001,213801tx,213tx,2015,1.0,18.18,0.0,0.0,0,33,45.45,72.7273,6.0606,21.2121,tx
8317,213801001,213801tx,213tx,2016,1.0,43.9,0.0,0.0,0,41,58.54,73.1707,2.439,14.6341,tx
8318,213801001,213801tx,213tx,2017,1.0,27.91,0.0,0.0,0,43,58.14,69.7674,6.9767,20.9302,tx
8319,213801001,213801tx,213tx,2018,1.0,23.64,0.0,0.0,0,55,61.82,69.0909,7.2727,21.8182,tx
8320,213801001,213801tx,213tx,2019,1.0,9.3,0.0,0.0,0,43,67.44,58.1395,11.6279,27.907,tx
8321,213801001,213801tx,213tx,2021,1.0,34.29,0.0,0.0,0,35,68.57,48.5714,14.2857,28.5714,tx
8322,213901001,213901tx,213tx,2015,0.0,67.42,0.0,0.0,0,132,33.33,60.6061,0.7576,36.3636,tx
8323,213901001,213901tx,213tx,2016,0.0,58.65,0.0,0.0,0,133,30.08,66.1654,0.0,28.5714,tx
8324,213901001,213901tx,213tx,2017,0.0,58.59,0.0,0.0,0,128,40.62,64.8438,0.0,32.0312,tx
8325,213901001,213901tx,213tx,2018,0.0,61.59,0.0,0.0,0,151,33.77,62.2517,0.0,35.0993,tx
8326,213901001,213901tx,213tx,2019,0.0,62.59,0.0,0.0,0,147,36.05,61.2245,0.6803,31.2925,tx
8327,213901001,213901tx,213tx,2021,0.0,64.43,0.0,0.0,0,149,36.24,70.4698,0.0,25.5034,tx
8328,214901001,214901tx,214tx,2015,0.0,34.43,0.0,0.0,0,424,59.2,0.0,0.0,99.7642,tx
8329,214901001,214901tx,214tx,2016,0.0,39.06,0.0,0.0,0,553,44.3,0.0,0.1808,99.0958,tx
8330,214901001,214901tx,214tx,2017,0.0,25.47,0.0,0.0,0,695,53.67,0.1439,0.0,99.7122,tx
8331,214901001,214901tx,214tx,2018,0.0,31.8,0.0,0.0,0,610,56.72,0.0,0.0,99.5082,tx
8332,214901001,214901tx,214tx,2019,0.0,35.34,0.0,0.0,0,631,52.93,0.0,0.0,99.5246,tx
8333,214901001,214901tx,214tx,2021,0.0,35.7,1.0,1.0,0,479,56.78,0.2088,0.0,99.3737,tx
8334,214901003,214901tx,214tx,2015,0.0,28.57,0.0,0.0,0,259,74.52,0.0,0.0,100.0,tx
8335,214901003,214901tx,214tx,2016,0.0,27.49,0.0,0.0,0,291,47.77,0.0,0.0,100.0,tx
8336,214901003,214901tx,214tx,2017,0.0,24.17,0.0,0.0,0,331,54.68,0.0,0.0,100.0,tx
8337,214901003,214901tx,214tx,2018,0.0,20.33,0.0,0.0,0,364,56.87,0.2747,0.0,99.7253,tx
8338,214901003,214901tx,214tx,2019,0.0,27.93,0.0,0.0,0,290,50.0,0.0,0.0,100.0,tx
8339,214901003,214901tx,214tx,2021,0.0,32.39,1.0,1.0,0,176,63.07,0.5682,0.5682,98.8636,tx
8340,214902001,214902tx,214tx,2015,0.0,70.83,0.0,0.0,0,24,100.0,0.0,0.0,100.0,tx
8341,214902001,214902tx,214tx,2016,0.0,72.0,0.0,0.0,0,25,76.0,0.0,0.0,100.0,tx
8342,214902001,214902tx,214tx,2017,0.0,46.67,0.0,0.0,0,15,100.0,0.0,0.0,100.0,tx
8343,214902001,214902tx,214tx,2018,0.0,55.0,0.0,0.0,0,20,100.0,0.0,0.0,100.0,tx
8344,214902001,214902tx,214tx,2019,0.0,66.67,0.0,0.0,0,21,71.43,0.0,0.0,100.0,tx
8345,214902001,214902tx,214tx,2021,0.0,40.0,0.0,0.0,0,15,100.0,6.6667,0.0,93.3333,tx
8346,214903001,214903tx,214tx,2015,0.0,34.38,0.0,0.0,0,608,34.54,0.0,0.0,100.0,tx
8347,214903001,214903tx,214tx,2016,0.0,33.07,0.0,0.0,0,644,46.12,0.0,0.0,100.0,tx
8348,214903001,214903tx,214tx,2017,0.0,31.33,0.0,0.0,0,632,63.13,0.0,0.1582,99.6835,tx
8349,214903001,214903tx,214tx,2018,0.0,32.86,0.0,0.0,0,636,56.13,0.0,0.0,100.0,tx
8350,214903001,214903tx,214tx,2019,0.0,33.5,0.0,0.0,0,603,62.19,0.1658,0.0,99.8342,tx
8351,214903001,214903tx,214tx,2021,0.0,42.79,1.0,1.0,0,458,58.52,0.0,0.0,100.0,tx
8352,215901001,215901tx,215tx,2015,0.0,37.69,0.0,0.0,0,130,52.31,58.4615,2.3077,37.6923,tx
8353,215901001,215901tx,215tx,2016,0.0,36.97,0.0,0.0,0,119,59.66,58.8235,1.6807,37.8151,tx
8354,215901001,215901tx,215tx,2017,0.0,25.71,0.0,0.0,0,140,57.14,57.8571,2.8571,36.4286,tx
8355,215901001,215901tx,215tx,2018,0.0,34.35,0.0,0.0,0,131,65.65,60.3053,0.7634,34.3511,tx
8356,215901001,215901tx,215tx,2019,0.0,41.88,0.0,0.0,0,160,60.62,66.875,0.625,28.75,tx
8357,215901001,215901tx,215tx,2021,0.0,37.8,0.0,0.0,0,127,55.91,54.3307,0.7874,39.3701,tx
8358,216901001,216901tx,216tx,2015,0.0,26.92,0.0,0.0,0,26,30.77,50.0,0.0,46.1538,tx
8359,216901001,216901tx,216tx,2016,0.0,42.86,0.0,0.0,0,28,50.0,35.7143,0.0,60.7143,tx
8360,216901001,216901tx,216tx,2017,0.0,39.13,0.0,0.0,0,23,52.17,21.7391,0.0,69.5652,tx
8361,216901001,216901tx,216tx,2018,0.0,75.0,0.0,0.0,0,28,28.57,67.8571,0.0,28.5714,tx
8362,216901001,216901tx,216tx,2019,0.0,63.64,0.0,0.0,0,22,31.82,63.6364,0.0,31.8182,tx
8363,216901001,216901tx,216tx,2021,0.0,65.52,0.0,0.0,0,29,44.83,37.931,0.0,55.1724,tx
8364,217901001,217901tx,217tx,2015,0.0,36.36,0.0,0.0,0,11,45.45,27.2727,0.0,72.7273,tx
8365,217901001,217901tx,217tx,2016,0.0,80.0,0.0,0.0,0,15,40.0,73.3333,0.0,20.0,tx
8366,217901001,217901tx,217tx,2017,0.0,59.09,0.0,0.0,0,22,54.55,40.9091,9.0909,50.0,tx
8367,217901001,217901tx,217tx,2018,0.0,43.48,0.0,0.0,0,23,39.13,69.5652,4.3478,26.087,tx
8368,217901001,217901tx,217tx,2019,0.0,61.9,0.0,0.0,0,21,42.86,61.9048,0.0,38.0952,tx
8369,217901001,217901tx,217tx,2021,0.0,63.16,0.0,0.0,0,19,52.63,84.2105,0.0,15.7895,tx
8370,218901001,218901tx,218tx,2015,0.0,38.81,0.0,0.0,0,67,43.28,29.8507,0.0,68.6567,tx
8371,218901001,218901tx,218tx,2016,0.0,46.25,0.0,0.0,0,80,42.5,31.25,1.25,65.0,tx
8372,218901001,218901tx,218tx,2017,0.0,42.7,0.0,0.0,0,89,64.04,31.4607,0.0,68.5393,tx
8373,218901001,218901tx,218tx,2018,0.0,34.67,0.0,0.0,0,75,61.33,25.3333,0.0,74.6667,tx
8374,218901001,218901tx,218tx,2019,0.0,51.16,0.0,0.0,0,86,66.28,17.4419,0.0,81.3953,tx
8375,218901001,218901tx,218tx,2021,0.0,56.14,0.0,0.0,0,57,64.91,15.7895,0.0,82.4561,tx
8376,219901001,219901tx,219tx,2015,0.0,72.0,0.0,0.0,0,25,44.0,84.0,0.0,16.0,tx
8377,219901001,219901tx,219tx,2016,0.0,55.0,0.0,0.0,0,20,50.0,60.0,10.0,25.0,tx
8378,219901001,219901tx,219tx,2017,0.0,58.33,0.0,0.0,0,12,25.0,83.3333,0.0,16.6667,tx
8379,219901001,219901tx,219tx,2018,0.0,66.67,0.0,0.0,0,18,22.22,88.8889,0.0,11.1111,tx
8380,219901001,219901tx,219tx,2019,0.0,74.07,0.0,0.0,0,27,40.74,85.1852,3.7037,11.1111,tx
8381,219901001,219901tx,219tx,2021,0.0,84.21,0.0,0.0,0,19,52.63,57.8947,0.0,31.5789,tx
8382,219903001,219903tx,219tx,2015,0.0,45.88,0.0,0.0,0,85,74.12,28.2353,8.2353,61.1765,tx
8383,219903001,219903tx,219tx,2016,0.0,28.12,0.0,0.0,0,96,80.21,21.875,14.5833,62.5,tx
8384,219903001,219903tx,219tx,2017,0.0,30.61,0.0,0.0,0,98,79.59,28.5714,14.2857,55.102,tx
8385,219903001,219903tx,219tx,2018,0.0,36.89,0.0,0.0,0,103,78.64,31.068,8.7379,60.1942,tx
8386,219903001,219903tx,219tx,2019,0.0,38.04,0.0,0.0,0,92,79.35,20.6522,10.8696,67.3913,tx
8387,219903001,219903tx,219tx,2021,0.0,29.49,0.0,0.0,0,78,84.62,24.359,11.5385,64.1026,tx
8388,219905001,219905tx,219tx,2015,0.0,28.57,0.0,0.0,0,14,85.71,50.0,0.0,50.0,tx
8389,219905001,219905tx,219tx,2016,0.0,11.76,0.0,0.0,0,17,88.24,29.4118,0.0,70.5882,tx
8390,219905001,219905tx,219tx,2017,0.0,31.82,0.0,0.0,0,22,86.36,13.6364,0.0,86.3636,tx
8391,219905001,219905tx,219tx,2018,0.0,60.0,0.0,0.0,0,15,40.0,60.0,0.0,40.0,tx
8392,219905001,219905tx,219tx,2019,0.0,42.11,0.0,0.0,0,19,73.68,26.3158,10.5263,52.6316,tx
8393,219905001,219905tx,219tx,2021,0.0,27.27,0.0,0.0,0,22,86.36,31.8182,13.6364,50.0,tx
8394,220801001,220801tx,220tx,2015,1.0,78.26,0.0,0.0,0,23,26.09,52.1739,4.3478,21.7391,tx
8395,220801001,220801tx,220tx,2016,1.0,63.16,0.0,0.0,0,19,5.26,63.1579,15.7895,15.7895,tx
8396,220801001,220801tx,220tx,2017,1.0,65.22,0.0,0.0,0,23,13.04,52.1739,8.6957,8.6957,tx
8397,220801001,220801tx,220tx,2018,1.0,80.0,0.0,0.0,0,25,0.0,60.0,20.0,12.0,tx
8398,220801001,220801tx,220tx,2019,1.0,88.89,0.0,0.0,0,27,7.41,66.6667,18.5185,11.1111,tx
8399,220801001,220801tx,220tx,2021,1.0,76.92,0.0,0.0,0,26,26.92,57.6923,7.6923,15.3846,tx
8400,220809001,220809tx,220tx,2015,1.0,87.72,0.0,0.0,0,57,5.26,61.4035,7.0175,17.5439,tx
8401,220809001,220809tx,220tx,2016,1.0,87.5,0.0,0.0,0,56,17.86,67.8571,14.2857,14.2857,tx
8402,220809001,220809tx,220tx,2017,1.0,89.83,0.0,0.0,0,59,8.47,66.1017,6.7797,22.0339,tx
8403,220809001,220809tx,220tx,2018,1.0,86.44,0.0,0.0,0,59,6.78,67.7966,8.4746,18.6441,tx
8404,220809001,220809tx,220tx,2019,1.0,90.0,0.0,0.0,0,50,8.0,60.0,8.0,26.0,tx
8405,220809001,220809tx,220tx,2021,1.0,74.14,0.0,0.0,0,58,0.0,55.1724,13.7931,17.2414,tx
8406,220810001,220810tx,220tx,2015,1.0,94.29,0.0,0.0,0,70,0.0,67.1429,4.2857,11.4286,tx
8407,220810001,220810tx,220tx,2016,1.0,95.71,0.0,0.0,0,70,0.0,54.2857,4.2857,14.2857,tx
8408,220810001,220810tx,220tx,2017,1.0,95.89,0.0,0.0,0,73,0.0,73.9726,5.4795,10.9589,tx
8409,220810001,220810tx,220tx,2018,1.0,90.67,0.0,0.0,0,75,0.0,61.3333,8.0,8.0,tx
8410,220810001,220810tx,220tx,2019,1.0,93.15,0.0,0.0,0,73,0.0,57.5342,1.3699,20.5479,tx
8411,220810001,220810tx,220tx,2021,1.0,89.02,0.0,0.0,0,82,0.0,47.561,9.7561,17.0732,tx
8412,220817001,220817tx,220tx,2015,1.0,48.08,0.0,0.0,0,52,36.54,48.0769,26.9231,23.0769,tx
8413,220817001,220817tx,220tx,2016,1.0,57.38,0.0,0.0,0,61,19.67,32.7869,26.2295,32.7869,tx
8414,220817001,220817tx,220tx,2017,1.0,64.0,0.0,0.0,0,75,24.0,40.0,22.6667,32.0,tx
8415,220817001,220817tx,220tx,2018,1.0,50.0,0.0,0.0,0,80,25.0,40.0,20.0,30.0,tx
8416,220817001,220817tx,220tx,2019,1.0,59.55,0.0,0.0,0,89,35.96,39.3258,23.5955,24.7191,tx
8417,220817001,220817tx,220tx,2021,1.0,60.22,0.0,0.0,0,93,37.63,40.8602,25.8065,27.957,tx
8418,220901001,220901tx,220tx,2015,0.0,46.72,0.0,0.0,0,839,55.18,34.8033,16.329,41.3588,tx
8419,220901001,220901tx,220tx,2016,0.0,45.39,0.0,0.0,0,791,60.94,32.9962,17.067,44.2478,tx
8420,220901001,220901tx,220tx,2017,0.0,43.13,0.0,0.0,0,881,61.98,29.0579,21.5664,45.1759,tx
8421,220901001,220901tx,220tx,2018,0.0,45.81,0.0,0.0,0,954,54.82,28.5115,21.6981,44.7589,tx
8422,220901001,220901tx,220tx,2019,0.0,47.33,0.0,0.0,0,879,65.19,28.3276,21.2742,45.8476,tx
8423,220901001,220901tx,220tx,2021,0.0,48.48,0.0,0.0,0,724,49.72,26.3812,19.7514,46.1326,tx
8424,220901002,220901tx,220tx,2015,0.0,22.86,0.0,0.0,0,1190,84.62,5.7143,20.4202,68.9076,tx
8425,220901002,220901tx,220tx,2016,0.0,24.26,0.0,0.0,0,1344,91.89,5.506,20.4613,69.2708,tx
8426,220901002,220901tx,220tx,2017,0.0,24.79,0.0,0.0,0,1440,88.12,4.6528,19.5833,70.625,tx
8427,220901002,220901tx,220tx,2018,0.0,27.6,0.0,0.0,0,1384,83.24,3.1792,19.5809,72.9769,tx
8428,220901002,220901tx,220tx,2019,0.0,33.29,0.0,0.0,0,1412,87.54,3.966,20.1841,71.2465,tx
8429,220901002,220901tx,220tx,2021,0.0,25.17,0.0,0.0,0,747,72.82,2.9451,19.6787,73.8956,tx
8430,220901003,220901tx,220tx,2015,0.0,29.8,0.0,0.0,0,906,63.58,18.1015,33.7748,40.8389,tx
8431,220901003,220901tx,220tx,2016,0.0,32.64,0.0,0.0,0,919,66.59,18.0631,34.8205,41.6757,tx
8432,220901003,220901tx,220tx,2017,0.0,32.16,0.0,0.0,0,1026,66.67,14.425,37.9142,43.3723,tx
8433,220901003,220901tx,220tx,2018,0.0,36.01,0.0,0.0,0,983,62.67,15.056,35.3001,42.9298,tx
8434,220901003,220901tx,220tx,2019,0.0,32.02,0.0,0.0,0,965,73.47,11.399,38.6528,43.8342,tx
8435,220901003,220901tx,220tx,2021,0.0,38.55,0.0,0.0,0,524,60.69,16.2214,34.3511,43.3206,tx
8436,220901004,220901tx,220tx,2015,0.0,36.74,0.0,0.0,0,871,63.83,9.5293,39.2652,37.1986,tx
8437,220901004,220901tx,220tx,2016,0.0,36.3,0.0,0.0,0,909,67.66,8.0308,41.1441,33.1133,tx
8438,220901004,220901tx,220tx,2017,0.0,40.07,0.0,0.0,0,816,67.16,8.0882,38.7255,37.6225,tx
8439,220901004,220901tx,220tx,2018,0.0,38.5,0.0,0.0,0,878,61.28,7.7449,38.6105,37.3576,tx
