,schoolcode,districtcode,countycode,year,charter,dropout,schoolmode,virtualper,hybridper,totalenrolled,lowincome,white,black,hispanic,state
1278,188904001tx,188904tx,188tx,2018,0.0,0,0.0,0.0,0.0,482,9.9585,77.8008,0.4149,16.39,tx
1280,194903001tx,194903tx,194tx,2018,0.0,0,0.0,0.0,0.0,223,44.843,80.7175,3.5874,11.6592,tx
1281,194905001tx,194905tx,194tx,2018,0.0,0,0.0,0.0,0.0,165,53.9394,84.2424,7.2727,4.8485,tx
1282,195902001tx,195902tx,195tx,2018,0.0,0,0.0,0.0,0.0,61,83.6066,9.8361,0.0,88.5246,tx
1284,196902001tx,196902tx,196tx,2018,0.0,0,0.0,0.0,0.0,145,71.0345,45.5172,2.7586,49.6552,tx
1285,197902001tx,197902tx,197tx,2018,0.0,0,0.0,0.0,0.0,68,26.4706,82.3529,0.0,17.6471,tx
1287,198906001tx,198906tx,198tx,2018,0.0,0,0.0,0.0,0.0,161,70.1863,31.0559,8.6957,55.9006,tx
1289,200902001tx,200902tx,200tx,2018,0.0,0,0.0,0.0,0.0,135,25.9259,60.0,0.0,39.2593,tx
1292,201903001tx,201903tx,201tx,2018,0.0,0,0.0,0.0,0.0,48,85.4167,20.8333,56.25,20.8333,tx
1293,201904001tx,201904tx,201tx,2018,0.0,0,0.0,0.0,0.0,63,73.0159,60.3175,6.3492,28.5714,tx
1296,202905002tx,202905tx,202tx,2018,0.0,0,0.0,0.0,0.0,203,69.9507,86.2069,5.9113,3.9409,tx
1299,206901001tx,206901tx,206tx,2018,0.0,0,0.0,0.0,0.0,198,62.1212,48.4848,1.0101,48.9899,tx
1301,206903001tx,206903tx,206tx,2018,0.0,0,0.0,0.0,0.0,53,64.1509,60.3774,11.3208,24.5283,tx
1303,208901001tx,208901tx,208tx,2018,0.0,0,0.0,0.0,0.0,68,41.1765,66.1765,0.0,32.3529,tx
1304,209902001tx,209902tx,209tx,2018,0.0,0,0.0,0.0,0.0,46,78.2609,89.1304,0.0,8.6957,tx
1306,210904002tx,210904tx,210tx,2018,0.0,0,0.0,0.0,0.0,183,84.153,41.5301,23.4973,31.694,tx
1309,212804001tx,212804tx,212tx,2018,0.0,0,0.0,0.0,0.0,65,13.8462,78.4615,4.6154,7.6923,tx
1310,212804102tx,212804tx,212tx,2018,0.0,0,0.0,0.0,0.0,62,16.129,82.2581,4.8387,11.2903,tx
1311,212804103tx,212804tx,212tx,2018,0.0,0,0.0,0.0,0.0,51,29.4118,84.3137,5.8824,1.9608,tx
1312,212904002tx,212904tx,212tx,2018,0.0,0,0.0,0.0,0.0,340,46.4706,72.9412,11.4706,12.9412,tx
1314,213901001tx,213901tx,213tx,2018,0.0,0,0.0,0.0,0.0,554,33.574,62.9964,0.722,32.491,tx
1318,216901001tx,216901tx,216tx,2018,0.0,0,0.0,0.0,0.0,95,35.7895,49.4737,0.0,47.3684,tx
1321,217901001tx,217901tx,217tx,2018,0.0,0,0.0,0.0,0.0,73,36.9863,61.6438,4.1096,32.8767,tx
1322,219901001tx,219901tx,219tx,2018,0.0,0,0.0,0.0,0.0,77,32.4675,77.9221,2.5974,18.1818,tx
1324,220801001tx,220801tx,220tx,2018,0.0,0,0.0,0.0,0.0,70,4.2857,58.5714,14.2857,12.8571,tx
1330,220819001tx,220819tx,220tx,2018,0.0,0,0.0,0.0,0.0,101,23.7624,72.2772,7.9208,13.8614,tx
1331,220901007tx,220901tx,220tx,2018,0.0,0,0.0,0.0,0.0,511,74.1683,14.2857,44.0313,38.1605,tx
1336,220905082tx,220905tx,220tx,2018,0.0,0,0.0,0.0,0.0,388,62.8866,15.4639,13.4021,62.1134,tx
1349,221801011tx,221801tx,221tx,2018,0.0,0,0.0,0.0,0.0,89,22.4719,78.6517,1.1236,16.8539,tx
1352,221801043tx,221801tx,221tx,2018,0.0,0,0.0,0.0,0.0,303,15.1815,70.9571,3.3003,14.1914,tx
1354,221801058tx,221801tx,221tx,2018,0.0,0,0.0,0.0,0.0,178,7.3034,70.7865,0.5618,21.9101,tx
1358,221905001tx,221905tx,221tx,2018,0.0,0,0.0,0.0,0.0,46,60.8696,93.4783,0.0,2.1739,tx
1360,222901001tx,222901tx,222tx,2018,0.0,0,0.0,0.0,0.0,41,58.5366,34.1463,0.0,65.8537,tx
1361,223902001tx,223902tx,223tx,2018,0.0,0,0.0,0.0,0.0,78,76.9231,30.7692,0.0,67.9487,tx
1363,224901001tx,224901tx,224tx,2018,0.0,0,0.0,0.0,0.0,45,48.8889,71.1111,2.2222,26.6667,tx
1364,224902001tx,224902tx,224tx,2018,0.0,0,0.0,0.0,0.0,58,63.7931,82.7586,1.7241,15.5172,tx
1367,226901001tx,226901tx,226tx,2018,0.0,0,0.0,0.0,0.0,172,25.0,75.5814,0.0,19.7674,tx
1368,226903038tx,226903tx,226tx,2018,0.0,0,0.0,0.0,0.0,177,72.3164,25.9887,8.4746,63.8418,tx
1369,226905001tx,226905tx,226tx,2018,0.0,0,0.0,0.0,0.0,93,48.3871,76.3441,2.1505,19.3548,tx
1371,226905202tx,226905tx,226tx,2018,0.0,0,0.0,0.0,0.0,5,0.0,60.0,40.0,0.0,tx
1372,226906001tx,226906tx,226tx,2018,0.0,0,0.0,0.0,0.0,359,11.1421,79.1086,0.0,19.4986,tx
1374,226908001tx,226908tx,226tx,2018,0.0,0,0.0,0.0,0.0,84,47.619,48.8095,1.1905,46.4286,tx
1378,227816004tx,227816tx,227tx,2018,0.0,0,0.0,0.0,0.0,140,46.4286,35.0,13.5714,25.0,tx
1379,227817001tx,227817tx,227tx,2018,0.0,0,0.0,0.0,0.0,94,70.2128,21.2766,19.1489,50.0,tx
1380,227901012tx,227901tx,227tx,2018,0.0,0,0.0,0.0,0.0,496,69.3548,14.3145,15.7258,65.3226,tx
1383,227901028tx,227901tx,227tx,2018,0.0,0,0.0,0.0,0.0,415,59.5181,18.3133,8.1928,66.747,tx
1387,228904001tx,228904tx,228tx,2018,0.0,0,0.0,0.0,0.0,28,64.2857,89.2857,0.0,10.7143,tx
1388,228905001tx,228905tx,228tx,2018,0.0,0,0.0,0.0,0.0,57,63.1579,87.7193,5.2632,5.2632,tx
1389,229906001tx,229906tx,229tx,2018,0.0,0,0.0,0.0,0.0,61,40.9836,91.8033,4.918,3.2787,tx
1391,230904001tx,230904tx,230tx,2018,0.0,0,0.0,0.0,0.0,120,56.6667,71.6667,8.3333,15.8333,tx
1392,230905001tx,230905tx,230tx,2018,0.0,0,0.0,0.0,0.0,341,37.8299,86.5103,0.0,12.3167,tx
1394,231902001tx,231902tx,231tx,2018,0.0,0,0.0,0.0,0.0,97,42.268,47.4227,2.0619,48.4536,tx
1396,232904001tx,232904tx,232tx,2018,0.0,0,0.0,0.0,0.0,79,46.8354,77.2152,1.2658,18.9873,tx
1398,233903001tx,233903tx,233tx,2018,0.0,0,0.0,0.0,0.0,44,31.8182,38.6364,4.5455,47.7273,tx
1399,234905001tx,234905tx,234tx,2018,0.0,0,0.0,0.0,0.0,148,41.2162,76.3514,2.7027,19.5946,tx
1400,234909001tx,234909tx,234tx,2018,0.0,0,0.0,0.0,0.0,127,58.2677,82.6772,1.5748,9.4488,tx
1406,240901008tx,240901tx,240tx,2018,0.0,0,0.0,0.0,0.0,438,88.5845,0.2283,0.2283,99.0868,tx
1408,241902001tx,241902tx,241tx,2018,0.0,0,0.0,0.0,0.0,330,29.697,67.5758,4.2424,26.6667,tx
1410,242905001tx,242905tx,242tx,2018,0.0,0,0.0,0.0,0.0,27,40.7407,70.3704,0.0,25.9259,tx
1411,242906001tx,242906tx,242tx,2018,0.0,0,0.0,0.0,0.0,42,19.0476,80.9524,0.0,9.5238,tx
1413,243905009tx,243905tx,243tx,2018,0.0,0,0.0,0.0,0.0,27,85.1852,25.9259,44.4444,29.6296,tx
1415,244901001tx,244901tx,244tx,2018,0.0,0,0.0,0.0,0.0,28,57.1429,53.5714,0.0,42.8571,tx
1416,244905001tx,244905tx,244tx,2018,0.0,0,0.0,0.0,0.0,64,51.5625,71.875,4.6875,21.875,tx
1422,246909015tx,246909tx,246tx,2018,0.0,0,0.0,0.0,0.0,226,46.9027,36.7257,11.0619,42.4779,tx
1424,247901002tx,247901tx,247tx,2018,0.0,0,0.0,0.0,0.0,85,76.4706,24.7059,2.3529,72.9412,tx
1425,247903002tx,247903tx,247tx,2018,0.0,0,0.0,0.0,0.0,20,50.0,50.0,0.0,50.0,tx
1428,248902001tx,248902tx,248tx,2018,0.0,0,0.0,0.0,0.0,124,21.7742,57.2581,1.6129,37.9032,tx
1429,249901001tx,249901tx,249tx,2018,0.0,0,0.0,0.0,0.0,221,32.1267,82.8054,1.3575,14.4796,tx
1431,249908001tx,249908tx,249tx,2018,0.0,0,0.0,0.0,0.0,69,49.2754,78.2609,0.0,18.8406,tx
1432,250904001tx,250904tx,250tx,2018,0.0,0,0.0,0.0,0.0,336,54.4643,77.6786,2.6786,13.0952,tx
1436,251902001tx,251902tx,251tx,2018,0.0,0,0.0,0.0,0.0,119,53.7815,26.8908,0.0,73.1092,tx
1438,252902002tx,252902tx,252tx,2018,0.0,0,0.0,0.0,0.0,74,59.4595,94.5946,0.0,4.0541,tx
1443,005902001tx,005902tx,005tx,2019,0.0,0,0.0,0.0,0.0,329,17.3252,88.1459,0.9119,8.5106,tx
1447,011901005tx,011901tx,011tx,2019,0.0,0,0.0,0.0,0.0,212,61.7925,23.5849,0.9434,71.2264,tx
1448,011905001tx,011905tx,011tx,2019,0.0,0,0.0,0.0,0.0,67,61.194,38.806,1.4925,56.7164,tx
1452,014803004tx,014803tx,014tx,2019,0.0,0,0.0,0.0,0.0,53,15.0943,73.5849,1.8868,13.2075,tx
1453,014803101tx,014803tx,014tx,2019,0.0,0,0.0,0.0,0.0,39,51.2821,53.8462,2.5641,35.8974,tx
1455,014804006tx,014804tx,014tx,2019,0.0,0,0.0,0.0,0.0,359,3.3426,66.0167,2.2284,21.1699,tx
1456,014905001tx,014905tx,014tx,2019,0.0,0,0.0,0.0,0.0,218,46.3303,69.7248,3.6697,25.6881,tx
1457,014906004tx,014906tx,014tx,2019,0.0,0,0.0,0.0,0.0,460,91.087,10.6522,63.4783,17.3913,tx
1460,014909005tx,014909tx,014tx,2019,0.0,0,0.0,0.0,0.0,126,76.9841,13.4921,38.8889,46.0317,tx
1461,014910001tx,014910tx,014tx,2019,0.0,0,0.0,0.0,0.0,471,46.2845,69.0021,1.9108,26.327,tx
1462,015802001tx,015802tx,015tx,2019,0.0,0,0.0,0.0,0.0,142,100.0,5.6338,47.1831,40.8451,tx
1463,015802004tx,015802tx,015tx,2019,0.0,0,0.0,0.0,0.0,66,100.0,0.0,42.4242,57.5758,tx
1464,015805001tx,015805tx,015tx,2019,0.0,0,0.0,0.0,0.0,198,79.798,5.5556,1.5152,92.4242,tx
1466,015815041tx,015815tx,015tx,2019,0.0,0,0.0,0.0,0.0,156,52.5641,4.4872,0.0,94.2308,tx
1473,015831002tx,015831tx,015tx,2019,0.0,0,0.0,0.0,0.0,147,57.8231,17.6871,4.7619,74.8299,tx
1474,015834001tx,015834tx,015tx,2019,0.0,0,0.0,0.0,0.0,362,4.6961,32.5967,1.105,33.4254,tx
1475,015835002tx,015835tx,015tx,2019,0.0,0,0.0,0.0,0.0,201,20.8955,49.2537,1.99,44.2786,tx
1480,015906001tx,015906tx,015tx,2019,0.0,0,0.0,0.0,0.0,493,5.8824,38.3367,24.3408,22.1095,tx
1483,015907022tx,015907tx,015tx,2019,0.0,0,0.0,0.0,0.0,394,73.6041,3.5533,2.2843,93.1472,tx
1484,015907023tx,015907tx,015tx,2019,0.0,0,0.0,0.0,0.0,215,49.7674,2.7907,3.7209,90.2326,tx
1485,015907026tx,015907tx,015tx,2019,0.0,0,0.0,0.0,0.0,101,49.505,9.901,1.9802,86.1386,tx
1489,015909006tx,015909tx,015tx,2019,0.0,0,0.0,0.0,0.0,137,70.8029,11.6788,0.0,86.1314,tx
1490,015910009tx,015910tx,015tx,2019,0.0,0,0.0,0.0,0.0,496,23.9919,34.0726,3.4274,53.8306,tx
1491,015910012tx,015910tx,015tx,2019,0.0,0,0.0,0.0,0.0,556,67.446,16.9065,14.3885,62.7698,tx
1493,015911003tx,015911tx,015tx,2019,0.0,0,0.0,0.0,0.0,67,76.1194,14.9254,14.9254,67.1642,tx
1498,015915006tx,015915tx,015tx,2019,0.0,0,0.0,0.0,0.0,874,24.8284,20.4805,5.3776,52.4027,tx
1499,015915008tx,015915tx,015tx,2019,0.0,0,0.0,0.0,0.0,742,63.4771,12.8032,14.1509,70.3504,tx
1504,017901001tx,017901tx,017tx,2019,0.0,0,0.0,0.0,0.0,80,22.5,81.25,1.25,13.75,tx
1505,018901001tx,018901tx,018tx,2019,0.0,0,0.0,0.0,0.0,306,48.6928,58.4967,2.6144,31.6993,tx
1506,018903001tx,018903tx,018tx,2019,0.0,0,0.0,0.0,0.0,47,78.7234,36.1702,2.1277,59.5745,tx
1507,018904001tx,018904tx,018tx,2019,0.0,0,0.0,0.0,0.0,209,49.2823,72.2488,3.3493,22.488,tx
1508,018905003tx,018905tx,018tx,2019,0.0,0,0.0,0.0,0.0,50,74.0,54.0,0.0,44.0,tx
1509,018906001tx,018906tx,018tx,2019,0.0,0,0.0,0.0,0.0,34,50.0,64.7059,0.0,32.3529,tx
1510,018908001tx,018908tx,018tx,2019,0.0,0,0.0,0.0,0.0,37,72.973,70.2703,0.0,29.7297,tx
1512,019902002tx,019902tx,019tx,2019,0.0,0,0.0,0.0,0.0,382,58.377,70.6806,13.6126,8.1152,tx
1514,019909001tx,019909tx,019tx,2019,0.0,0,0.0,0.0,0.0,191,58.1152,91.0995,0.0,6.2827,tx
1516,020902002tx,020902tx,020tx,2019,0.0,0,0.0,0.0,0.0,103,62.1359,30.0971,12.6214,53.3981,tx
1520,023902001tx,023902tx,023tx,2019,0.0,0,0.0,0.0,0.0,57,64.9123,43.8596,5.2632,47.3684,tx
1523,025904001tx,025904tx,025tx,2019,0.0,0,0.0,0.0,0.0,62,51.6129,66.129,0.0,32.2581,tx
1524,025905001tx,025905tx,025tx,2019,0.0,0,0.0,0.0,0.0,100,57.0,77.0,1.0,20.0,tx
1525,025906001tx,025906tx,025tx,2019,0.0,0,0.0,0.0,0.0,74,58.1081,86.4865,1.3514,9.4595,tx
1526,025908001tx,025908tx,025tx,2019,0.0,0,0.0,0.0,0.0,47,53.1915,76.5957,2.1277,21.2766,tx
1527,026901001tx,026901tx,026tx,2019,0.0,0,0.0,0.0,0.0,559,49.195,51.8784,9.4812,36.136,tx
1530,030902001tx,030902tx,030tx,2019,0.0,0,0.0,0.0,0.0,440,47.7273,83.8636,1.5909,11.8182,tx
1532,030906001tx,030906tx,030tx,2019,0.0,0,0.0,0.0,0.0,124,39.5161,83.871,0.8065,10.4839,tx
1533,031901008tx,031901tx,031tx,2019,0.0,0,0.0,0.0,0.0,404,86.1386,1.9802,0.7426,95.7921,tx
1535,031903005tx,031903tx,031tx,2019,0.0,0,0.0,0.0,0.0,353,68.5552,5.6657,0.5666,92.6346,tx
1536,031903008tx,031903tx,031tx,2019,0.0,0,0.0,0.0,0.0,344,63.0814,8.4302,0.2907,88.3721,tx
1542,031916004tx,031916tx,031tx,2019,0.0,0,0.0,0.0,0.0,823,57.1081,4.6173,1.4581,79.4654,tx
1543,031916005tx,031916tx,031tx,2019,0.0,0,0.0,0.0,0.0,796,42.3367,9.4221,0.8794,76.005,tx
1545,033901001tx,033901tx,033tx,2019,0.0,0,0.0,0.0,0.0,52,23.0769,90.3846,1.9231,7.6923,tx
1546,033902001tx,033902tx,033tx,2019,0.0,0,0.0,0.0,0.0,226,19.9115,84.9558,1.7699,10.6195,tx
1547,033904001tx,033904tx,033tx,2019,0.0,0,0.0,0.0,0.0,96,39.5833,84.375,1.0417,13.5417,tx
1548,034902001tx,034902tx,034tx,2019,0.0,0,0.0,0.0,0.0,45,82.2222,73.3333,8.8889,8.8889,tx
1549,034903001tx,034903tx,034tx,2019,0.0,0,0.0,0.0,0.0,354,54.8023,75.7062,8.1921,9.887,tx
1551,034909001tx,034909tx,034tx,2019,0.0,0,0.0,0.0,0.0,85,67.0588,87.0588,3.5294,7.0588,tx
1552,035903001tx,035903tx,035tx,2019,0.0,0,0.0,0.0,0.0,69,11.5942,79.7101,1.4493,15.942,tx
1553,036902005tx,036902tx,036tx,2019,0.0,0,0.0,0.0,0.0,49,24.4898,75.5102,4.0816,16.3265,tx
1557,037909001tx,037909tx,037tx,2019,0.0,0,0.0,0.0,0.0,86,59.3023,74.4186,5.814,13.9535,tx
1558,039904001tx,039904tx,039tx,2019,0.0,0,0.0,0.0,0.0,45,42.2222,84.4444,2.2222,6.6667,tx
1559,039905001tx,039905tx,039tx,2019,0.0,0,0.0,0.0,0.0,41,65.8537,92.6829,0.0,7.3171,tx
1560,040901001tx,040901tx,040tx,2019,0.0,0,0.0,0.0,0.0,111,64.8649,11.7117,0.0,86.4865,tx
1562,041901001tx,041901tx,041tx,2019,0.0,0,0.0,0.0,0.0,79,41.7722,56.962,0.0,41.7722,tx
1564,042903001tx,042903tx,042tx,2019,0.0,0,0.0,0.0,0.0,77,100.0,67.5325,0.0,29.8701,tx
1565,043801001tx,043801tx,043tx,2019,0.0,0,0.0,0.0,0.0,254,10.6299,35.8268,8.2677,12.5984,tx
1568,043905008tx,043905tx,043tx,2019,0.0,0,0.0,0.0,0.0,2153,19.5077,43.3813,19.4612,19.8328,tx
1569,043905010tx,043905tx,043tx,2019,0.0,0,0.0,0.0,0.0,1925,5.6104,53.5065,6.4416,11.3247,tx
1571,043908001tx,043908tx,043tx,2019,0.0,0,0.0,0.0,0.0,956,18.5146,65.0628,10.9833,17.5732,tx
1572,043910008tx,043910tx,043tx,2019,0.0,0,0.0,0.0,0.0,441,12.0181,56.2358,5.2154,18.3673,tx
1578,046902206tx,046902tx,046tx,2019,0.0,0,0.0,0.0,0.0,188,47.3404,47.3404,4.7872,43.0851,tx
1579,047901001tx,047901tx,047tx,2019,0.0,0,0.0,0.0,0.0,349,61.3181,48.1375,0.2865,49.2837,tx
1581,047903001tx,047903tx,047tx,2019,0.0,0,0.0,0.0,0.0,40,60.0,30.0,0.0,65.0,tx
1582,047905001tx,047905tx,047tx,2019,0.0,0,0.0,0.0,0.0,43,58.1395,79.0698,0.0,20.9302,tx
1583,048901001tx,048901tx,048tx,2019,0.0,0,0.0,0.0,0.0,66,54.5455,31.8182,0.0,66.6667,tx
1584,048903001tx,048903tx,048tx,2019,0.0,0,0.0,0.0,0.0,78,74.359,51.2821,2.5641,41.0256,tx
1585,049902001tx,049902tx,049tx,2019,0.0,0,0.0,0.0,0.0,149,12.7517,90.604,0.0,6.7114,tx
1588,049907001tx,049907tx,049tx,2019,0.0,0,0.0,0.0,0.0,167,8.982,89.8204,0.5988,2.994,tx
1589,050901001tx,050901tx,050tx,2019,0.0,0,0.0,0.0,0.0,80,47.5,80.0,0.0,20.0,tx
1591,050909001tx,050909tx,050tx,2019,0.0,0,0.0,0.0,0.0,88,50.0,79.5455,1.1364,14.7727,tx
1596,054903001tx,054903tx,054tx,2019,0.0,0,0.0,0.0,0.0,142,79.5775,19.7183,2.8169,77.4648,tx
1598,056902001tx,056902tx,056tx,2019,0.0,0,0.0,0.0,0.0,52,59.6154,38.4615,3.8462,55.7692,tx
1599,057802001tx,057802tx,057tx,2019,0.0,0,0.0,0.0,0.0,147,87.0748,1.3605,25.1701,72.1088,tx
1600,057803002tx,057803tx,057tx,2019,0.0,0,0.0,0.0,0.0,538,23.9777,11.3383,6.5056,22.3048,tx
1601,057803010tx,057803tx,057tx,2019,0.0,0,0.0,0.0,0.0,470,88.5106,1.9149,4.4681,91.9149,tx
1605,057808101tx,057808tx,057tx,2019,0.0,0,0.0,0.0,0.0,107,70.0935,0.9346,33.6449,58.8785,tx
1606,057808102tx,057808tx,057tx,2019,0.0,0,0.0,0.0,0.0,45,6.6667,11.1111,31.1111,20.0,tx
1608,057819001tx,057819tx,057tx,2019,0.0,0,0.0,0.0,0.0,24,100.0,0.0,16.6667,83.3333,tx
1612,057845001tx,057845tx,057tx,2019,0.0,0,0.0,0.0,0.0,202,24.7525,46.5347,7.4257,40.5941,tx
1613,057847001tx,057847tx,057tx,2019,0.0,0,0.0,0.0,0.0,241,29.8755,25.3112,32.3651,34.4398,tx
1614,057848006tx,057848tx,057tx,2019,0.0,0,0.0,0.0,0.0,582,68.2131,7.0447,27.3196,59.9656,tx
1620,057903010tx,057903tx,057tx,2019,0.0,0,0.0,0.0,0.0,338,78.9941,5.3254,4.4379,81.3609,tx
1621,057905026tx,057905tx,057tx,2019,0.0,0,0.0,0.0,0.0,499,53.507,13.6273,10.2204,60.1202,tx
1624,057905035tx,057905tx,057tx,2019,0.0,0,0.0,0.0,0.0,248,69.3548,7.2581,12.5,75.8065,tx
1626,057905037tx,057905tx,057tx,2019,0.0,0,0.0,0.0,0.0,308,71.4286,2.2727,23.3766,73.0519,tx
1631,057905090tx,057905tx,057tx,2019,0.0,0,0.0,0.0,0.0,246,74.3902,1.2195,13.0081,83.7398,tx
1636,057909053tx,057909tx,057tx,2019,0.0,0,0.0,0.0,0.0,308,73.3766,16.5584,31.1688,48.7013,tx
1644,057916006tx,057916tx,057tx,2019,0.0,0,0.0,0.0,0.0,187,68.4492,17.6471,30.4813,47.0588,tx
1645,058902001tx,058902tx,058tx,2019,0.0,0,0.0,0.0,0.0,12,66.6667,25.0,0.0,75.0,tx
1646,058905001tx,058905tx,058tx,2019,0.0,0,0.0,0.0,0.0,62,29.0323,62.9032,0.0,33.871,tx
1647,058906001tx,058906tx,058tx,2019,0.0,0,0.0,0.0,0.0,509,70.7269,15.5206,3.9293,79.1749,tx
1648,058909001tx,058909tx,058tx,2019,0.0,0,0.0,0.0,0.0,50,42.0,48.0,2.0,46.0,tx
1649,061901005tx,061901tx,061tx,2019,0.0,0,0.0,0.0,0.0,196,70.4082,30.6122,32.6531,33.6735,tx
1651,061910001tx,061910tx,061tx,2019,0.0,0,0.0,0.0,0.0,958,7.0981,83.8205,1.357,10.2296,tx
1653,062902001tx,062902tx,062tx,2019,0.0,0,0.0,0.0,0.0,41,65.8537,58.5366,4.878,36.5854,tx
1655,063903001tx,063903tx,063tx,2019,0.0,0,0.0,0.0,0.0,87,58.6207,50.5747,5.7471,42.5287,tx
1657,065901001tx,065901tx,065tx,2019,0.0,0,0.0,0.0,0.0,134,39.5522,74.6269,9.7015,11.9403,tx
1658,065902001tx,065902tx,065tx,2019,0.0,0,0.0,0.0,0.0,35,71.4286,65.7143,2.8571,28.5714,tx
1661,067902004tx,067902tx,067tx,2019,0.0,0,0.0,0.0,0.0,24,95.8333,79.1667,0.0,20.8333,tx
1663,067908001tx,067908tx,067tx,2019,0.0,0,0.0,0.0,0.0,57,64.9123,87.7193,1.7544,10.5263,tx
1666,068901004tx,068901tx,068tx,2019,0.0,0,0.0,0.0,0.0,451,60.0887,17.7384,8.8692,72.0621,tx
1669,069901001tx,069901tx,069tx,2019,0.0,0,0.0,0.0,0.0,88,73.8636,19.3182,0.0,80.6818,tx
1671,070901001tx,070901tx,070tx,2019,0.0,0,0.0,0.0,0.0,92,64.1304,54.3478,2.1739,40.2174,tx
1674,071801003tx,071801tx,071tx,2019,0.0,0,0.0,0.0,0.0,154,52.5974,11.039,1.9481,85.0649,tx
1677,071806001tx,071806tx,071tx,2019,0.0,0,0.0,0.0,0.0,394,74.6193,4.3147,0.7614,93.6548,tx
1678,071806002tx,071806tx,071tx,2019,0.0,0,0.0,0.0,0.0,209,69.8565,9.0909,4.7847,83.7321,tx
1680,071902011tx,071902tx,071tx,2019,0.0,0,0.0,0.0,0.0,778,62.4679,3.856,1.7995,90.2314,tx
1681,071902015tx,071902tx,071tx,2019,0.0,0,0.0,0.0,0.0,429,69.9301,12.3543,4.4289,77.8555,tx
1684,071905014tx,071905tx,071tx,2019,0.0,0,0.0,0.0,0.0,262,90.0763,1.5267,1.145,96.9466,tx
1685,071905017tx,071905tx,071tx,2019,0.0,0,0.0,0.0,0.0,406,66.9951,5.665,0.7389,92.3645,tx
1691,071907003tx,071907tx,071tx,2019,0.0,0,0.0,0.0,0.0,381,49.0814,9.1864,2.0997,86.8766,tx
1692,071909003tx,071909tx,071tx,2019,0.0,0,0.0,0.0,0.0,321,81.3084,2.4922,1.5576,95.0156,tx
1693,071909007tx,071909tx,071tx,2019,0.0,0,0.0,0.0,0.0,442,72.3982,2.0362,1.3575,94.5701,tx
1695,072801104tx,072801tx,072tx,2019,0.0,0,0.0,0.0,0.0,189,94.1799,1.5873,0.0,97.8836,tx
1696,072801107tx,072801tx,072tx,2019,0.0,0,0.0,0.0,0.0,176,76.7045,7.9545,0.5682,90.3409,tx
1698,072801115tx,072801tx,072tx,2019,0.0,0,0.0,0.0,0.0,192,93.2292,1.5625,0.0,98.4375,tx
1701,072801128tx,072801tx,072tx,2019,0.0,0,0.0,0.0,0.0,140,46.4286,36.4286,14.2857,43.5714,tx
1703,072801136tx,072801tx,072tx,2019,0.0,0,0.0,0.0,0.0,169,44.9704,53.8462,1.7751,41.4201,tx
1704,072801137tx,072801tx,072tx,2019,0.0,0,0.0,0.0,0.0,201,47.2637,82.0896,0.0,12.9353,tx
1705,072801138tx,072801tx,072tx,2019,0.0,0,0.0,0.0,0.0,152,61.1842,79.6053,3.9474,14.4737,tx
1708,072801146tx,072801tx,072tx,2019,0.0,0,0.0,0.0,0.0,264,96.2121,3.4091,0.3788,96.2121,tx
1713,072908001tx,072908tx,072tx,2019,0.0,0,0.0,0.0,0.0,58,32.7586,72.4138,0.0,20.6897,tx
1714,072909001tx,072909tx,072tx,2019,0.0,0,0.0,0.0,0.0,74,44.5946,56.7568,0.0,43.2432,tx
1715,074904001tx,074904tx,074tx,2019,0.0,0,0.0,0.0,0.0,110,42.7273,88.1818,0.9091,6.3636,tx
1717,074907001tx,074907tx,074tx,2019,0.0,0,0.0,0.0,0.0,220,49.0909,66.3636,10.0,16.8182,tx
1719,074911001tx,074911tx,074tx,2019,0.0,0,0.0,0.0,0.0,97,40.2062,80.4124,1.0309,10.3093,tx
1720,074917001tx,074917tx,074tx,2019,0.0,0,0.0,0.0,0.0,138,44.2029,87.6812,0.7246,9.4203,tx
1721,075901001tx,075901tx,075tx,2019,0.0,0,0.0,0.0,0.0,169,57.9882,40.2367,2.9586,56.213,tx
1723,075906001tx,075906tx,075tx,2019,0.0,0,0.0,0.0,0.0,75,21.3333,86.6667,2.6667,10.6667,tx
1725,076903001tx,076903tx,076tx,2019,0.0,0,0.0,0.0,0.0,69,43.4783,71.0145,1.4493,27.5362,tx
1726,078901001tx,078901tx,078tx,2019,0.0,0,0.0,0.0,0.0,74,64.8649,54.0541,4.0541,39.1892,tx
1727,079901004tx,079901tx,079tx,2019,0.0,0,0.0,0.0,0.0,155,67.7419,19.3548,35.4839,41.9355,tx
1730,079907038tx,079907tx,079tx,2019,0.0,0,0.0,0.0,0.0,448,66.2946,10.0446,50.8929,31.25,tx
1733,081905002tx,081905tx,081tx,2019,0.0,0,0.0,0.0,0.0,139,61.8705,69.7842,9.3525,16.5468,tx
1734,083902001tx,083902tx,083tx,2019,0.0,0,0.0,0.0,0.0,29,44.8276,34.4828,0.0,65.5172,tx
1736,084802001tx,084802tx,084tx,2019,0.0,0,0.0,0.0,0.0,160,48.125,43.125,6.875,42.5,tx
1738,084903001tx,084903tx,084tx,2019,0.0,0,0.0,0.0,0.0,73,60.274,79.4521,0.0,8.2192,tx
1741,084910008tx,084910tx,084tx,2019,0.0,0,0.0,0.0,0.0,344,34.0116,33.4302,16.2791,40.9884,tx
1742,084910010tx,084910tx,084tx,2019,0.0,0,0.0,0.0,0.0,458,34.4978,31.6594,6.3319,28.6026,tx
