,schoolcode,districtcode,countycode,year,charter,dropout,schoolmode,virtualper,hybridper,totalenrolled,lowincome,white,black,hispanic,state
3765,194905001tx,194905tx,194tx,2021,0.0,0,0.0,0.0,0.0,138,65.942,82.6087,7.971,5.7971,tx
3767,195902001tx,195902tx,195tx,2021,0.0,0,0.0,0.0,0.0,64,92.1875,9.375,0.0,90.625,tx
3769,196902001tx,196902tx,196tx,2021,0.0,0,0.0,0.0,0.0,128,48.4375,44.5312,0.7812,50.7812,tx
3771,197902001tx,197902tx,197tx,2021,0.0,0,0.0,0.0,0.0,64,34.375,84.375,0.0,4.6875,tx
3776,198906001tx,198906tx,198tx,2021,0.0,0,0.0,0.0,0.0,152,69.0789,28.2895,7.2368,61.8421,tx
3782,200902001tx,200902tx,200tx,2021,0.0,0,0.0,0.0,0.0,130,28.4615,63.0769,0.7692,2.3077,tx
3786,201903001tx,201903tx,201tx,2021,0.0,0,0.0,0.0,0.0,58,81.0345,5.1724,44.8276,31.0345,tx
3787,201904001tx,201904tx,201tx,2021,0.0,0,0.0,0.0,0.0,73,72.6027,46.5753,6.8493,38.3562,tx
3794,202905002tx,202905tx,202tx,2021,0.0,0,0.0,0.0,0.0,175,44.5714,83.4286,7.4286,5.7143,tx
3806,206901001tx,206901tx,206tx,2021,0.0,0,0.0,0.0,0.0,205,48.7805,51.2195,0.4878,47.8049,tx
3808,206903001tx,206903tx,206tx,2021,0.0,2,0.0,0.0,0.0,49,59.1837,73.4694,10.2041,2.0408,tx
3810,208901001tx,208901tx,208tx,2021,0.0,0,0.0,0.0,0.0,80,38.75,65.0,1.25,28.75,tx
3814,209902001tx,209902tx,209tx,2021,0.0,0,0.0,0.0,0.0,46,89.1304,100.0,0.0,0.0,tx
3819,210904002tx,210904tx,210tx,2021,0.0,0,0.0,0.0,0.0,164,86.5854,27.439,28.6585,40.8537,tx
3823,212804001tx,212804tx,212tx,2021,1.0,0,0.0,0.0,0.0,77,23.3766,61.039,1.2987,24.6753,tx
3824,212804102tx,212804tx,212tx,2021,1.0,0,0.0,0.0,0.0,82,30.4878,64.6341,6.0976,19.5122,tx
3825,212804103tx,212804tx,212tx,2021,1.0,0,0.0,0.0,0.0,66,48.4848,71.2121,13.6364,7.5758,tx
3829,212904002tx,212904tx,212tx,2021,0.0,0,0.0,0.0,0.0,322,45.9627,73.2919,10.2484,13.0435,tx
3838,213901001tx,213901tx,213tx,2021,0.0,0,0.0,0.0,0.0,611,31.5876,67.7578,0.1637,27.3322,tx
3845,216901001tx,216901tx,216tx,2021,0.0,0,0.0,0.0,0.0,101,29.703,61.3861,0.0,2.9703,tx
3846,217901001tx,217901tx,217tx,2021,0.0,1,0.0,0.0,0.0,73,43.8356,65.7534,1.3699,27.3973,tx
3848,219901001tx,219901tx,219tx,2021,0.0,0,0.0,0.0,0.0,81,37.037,76.5432,0.0,3.7037,tx
3851,220801001tx,220801tx,220tx,2021,1.0,0,0.0,0.0,0.0,71,14.0845,60.5634,11.2676,16.9014,tx
3856,220819001tx,220819tx,220tx,2021,1.0,0,0.0,0.0,0.0,243,25.5144,66.2551,6.9959,20.9877,tx
3863,220901007tx,220901tx,220tx,2021,0.0,0,0.0,0.0,0.0,104,83.6538,8.6538,41.3462,45.1923,tx
3892,220905082tx,220905tx,220tx,2021,0.0,0,1.0,1.0,0.0,367,75.7493,11.9891,16.3488,66.7575,tx
3941,221801011tx,221801tx,221tx,2021,1.0,0,0.0,0.0,0.0,121,26.4463,76.8595,0.8264,15.7025,tx
3945,221801043tx,221801tx,221tx,2021,1.0,0,0.0,0.0,0.0,313,14.377,57.8275,0.9585,17.2524,tx
3949,221801058tx,221801tx,221tx,2021,1.0,1,0.0,0.0,0.0,189,7.4074,67.1958,0.5291,19.5767,tx
3960,221905001tx,221905tx,221tx,2021,0.0,0,0.0,0.0,0.0,37,64.8649,91.8919,2.7027,2.7027,tx
3963,222901001tx,222901tx,222tx,2021,0.0,0,0.0,0.0,0.0,35,57.1429,8.5714,0.0,62.8571,tx
3966,223902001tx,223902tx,223tx,2021,0.0,0,0.0,0.0,0.0,79,68.3544,37.9747,0.0,62.0253,tx
3968,224901001tx,224901tx,224tx,2021,1.0,0,0.0,0.0,0.0,51,41.1765,76.4706,1.9608,5.8824,tx
3969,224902001tx,224902tx,224tx,2021,0.0,0,0.0,0.0,0.0,55,56.3636,81.8182,0.0,5.4545,tx
3977,226901001tx,226901tx,226tx,2021,0.0,0,0.0,0.0,0.0,196,23.9796,75.0,0.0,19.898,tx
3980,226903038tx,226903tx,226tx,2021,0.0,0,0.0,0.0,0.0,89,64.0449,21.3483,3.3708,65.1685,tx
3981,226905001tx,226905tx,226tx,2021,0.0,0,0.0,0.0,0.0,86,52.3256,65.1163,0.0,26.7442,tx
3982,226905202tx,226905tx,226tx,2021,0.0,0,0.0,0.0,0.0,7,0.0,14.2857,14.2857,14.2857,tx
3983,226906001tx,226906tx,226tx,2021,0.0,0,0.0,0.0,0.0,356,13.764,78.0899,0.2809,18.8202,tx
3986,226908001tx,226908tx,226tx,2021,0.0,1,0.0,0.0,0.0,74,25.6757,60.8108,1.3514,33.7838,tx
3996,227816004tx,227816tx,227tx,2021,1.0,0,1.0,1.0,0.0,132,49.2424,25.0,19.697,18.9394,tx
3998,227817001tx,227817tx,227tx,2021,1.0,0,1.0,1.0,0.0,119,73.9496,16.8067,8.4034,70.5882,tx
4020,227901012tx,227901tx,227tx,2021,0.0,0,0.0,0.0,0.0,46,67.3913,6.5217,21.7391,58.6957,tx
4029,227901028tx,227901tx,227tx,2021,0.0,0,1.0,1.0,0.0,440,43.4091,27.2727,3.8636,62.2727,tx
4045,228904001tx,228904tx,228tx,2021,0.0,0,0.0,0.0,0.0,49,63.2653,6.1224,0.0,2.0408,tx
4046,228905001tx,228905tx,228tx,2021,0.0,0,1.0,1.0,0.0,57,57.8947,80.7018,1.7544,1.7544,tx
4051,229906001tx,229906tx,229tx,2021,0.0,0,0.0,0.0,0.0,63,61.9048,82.5397,1.5873,1.5873,tx
4055,230904001tx,230904tx,230tx,2021,0.0,0,0.0,0.0,0.0,116,55.1724,75.8621,2.5862,10.3448,tx
4056,230905001tx,230905tx,230tx,2021,0.0,0,0.0,0.0,0.0,340,51.7647,80.5882,0.2941,15.5882,tx
4060,231902001tx,231902tx,231tx,2021,0.0,0,0.0,0.0,0.0,108,44.4444,47.2222,0.0,50.0,tx
4065,232904001tx,232904tx,232tx,2021,0.0,0,0.0,0.0,0.0,65,38.4615,75.3846,0.0,4.6154,tx
4069,233903001tx,233903tx,233tx,2021,0.0,0,0.0,0.0,0.0,53,26.4151,43.3962,1.8868,50.9434,tx
4074,234905001tx,234905tx,234tx,2021,0.0,0,0.0,0.0,0.0,138,36.2319,77.5362,0.7246,18.8406,tx
4077,234909001tx,234909tx,234tx,2021,0.0,0,0.0,0.0,0.0,133,63.1579,76.6917,0.7519,14.2857,tx
4099,240901008tx,240901tx,240tx,2021,0.0,0,1.0,1.0,0.0,431,90.9513,0.232,0.0,99.0719,tx
4104,241902001tx,241902tx,241tx,2021,0.0,0,0.0,0.0,0.0,314,32.8025,63.6943,4.7771,30.2548,tx
4110,242905001tx,242905tx,242tx,2021,0.0,0,0.0,0.0,0.0,28,57.1429,53.5714,3.5714,35.7143,tx
4111,242906001tx,242906tx,242tx,2021,0.0,0,0.0,0.0,0.0,39,33.3333,82.0513,0.0,7.6923,tx
4119,243905009tx,243905tx,243tx,2021,0.0,0,0.0,0.0,0.0,44,68.1818,25.0,20.4545,43.1818,tx
4121,244901001tx,244901tx,244tx,2021,0.0,0,0.0,0.0,0.0,35,60.0,60.0,0.0,40.0,tx
4123,244905001tx,244905tx,244tx,2021,0.0,1,0.0,0.0,0.0,69,26.087,66.6667,1.4493,24.6377,tx
4143,246909015tx,246909tx,246tx,2021,0.0,0,0.0,0.0,0.0,364,34.0659,35.4396,9.8901,37.9121,tx
4155,247901002tx,247901tx,247tx,2021,0.0,0,0.0,0.0,0.0,26,61.5385,19.2308,0.0,80.7692,tx
4157,247903002tx,247903tx,247tx,2021,0.0,0,0.0,0.0,0.0,37,29.7297,67.5676,2.7027,8.1081,tx
4161,248902001tx,248902tx,248tx,2021,0.0,0,0.0,0.0,0.0,120,36.6667,56.6667,0.8333,40.0,tx
4162,249901001tx,249901tx,249tx,2021,0.0,0,0.0,0.0,0.0,223,28.6996,85.2018,0.4484,11.6592,tx
4168,249908001tx,249908tx,249tx,2021,0.0,0,0.0,0.0,0.0,93,36.5591,76.3441,1.0753,21.5054,tx
4171,250904001tx,250904tx,250tx,2021,0.0,0,0.0,0.0,0.0,382,63.3508,76.178,3.6649,15.1832,tx
4176,251902001tx,251902tx,251tx,2021,0.0,0,0.0,0.0,0.0,144,65.2778,34.0278,0.0,65.9722,tx
4178,252902002tx,252902tx,252tx,2021,0.0,0,0.0,0.0,0.0,61,52.459,81.9672,0.0,4.918,tx
