,schoolcode,lowincome,black,hispanic,white,countycode,districtcode,year,totaltested,elapass,hybridper,virtualper,schoolmode,charter,state
591,10624301036672ca,76.6,0.17,88.71,4.55,10ca,10ca62430ca,2018,405,63.95,0.0,0.0,0.0,0,ca
592,10624301036672ca,77.0,0.39,89.17,4.69,10ca,10ca62430ca,2019,415,58.07,0.0,0.0,0.0,0,ca
593,10624301036672ca,80.7,0.11,90.29,4.86,10ca,10ca62430ca,2021,320,63.13,0.27,0.73,0.86,0,ca
594,10625396112387ca,75.6,4.03,77.52,13.76,10ca,10ca62539ca,2015,73,11.0,0.0,0.0,0.0,1,ca
595,10625396112387ca,89.5,2.82,76.21,15.32,10ca,10ca62539ca,2016,60,22.0,0.0,0.0,0.0,1,ca
596,10625396112387ca,88.3,3.82,79.01,12.98,10ca,10ca62539ca,2017,61,14.75,0.0,0.0,0.0,1,ca
597,10625396112387ca,89.1,1.87,79.4,13.48,10ca,10ca62539ca,2018,64,14.06,0.0,0.0,0.0,1,ca
598,10625396112387ca,86.1,2.83,79.56,11.64,10ca,10ca62539ca,2019,76,36.84,0.0,0.0,0.0,1,ca
599,10625396112387ca,84.8,3.11,76.47,14.88,10ca,10ca62539ca,2021,46,34.78,0.27,0.73,0.86,1,ca
600,10738091030121ca,87.5,0.43,92.51,6.92,10ca,10ca73809ca,2015,171,50.0,0.0,0.0,0.0,0,ca
601,10738091030121ca,88.5,0.3,93.49,6.07,10ca,10ca73809ca,2016,161,63.0,0.0,0.0,0.0,0,ca
602,10738091030121ca,83.4,0.15,94.07,5.78,10ca,10ca73809ca,2017,156,73.72,0.0,0.0,0.0,0,ca
603,10738091030121ca,88.3,0.15,94.28,5.27,10ca,10ca73809ca,2018,162,64.2,0.0,0.0,0.0,0,ca
604,10738091030121ca,89.9,0.45,95.83,3.43,10ca,10ca73809ca,2019,144,70.83,0.0,0.0,0.0,0,ca
605,10738091030121ca,90.9,0.16,96.86,2.83,10ca,10ca73809ca,2021,171,59.65,0.27,0.73,0.86,0,ca
606,10739651030386ca,38.3,11.59,60.09,19.31,10ca,10ca73965ca,2015,77,19.0,0.0,0.0,0.0,0,ca
607,10739651030386ca,50.3,10.96,60.96,22.81,10ca,10ca73965ca,2016,69,14.0,0.0,0.0,0.0,0,ca
608,10739651030386ca,56.1,7.08,63.27,25.22,10ca,10ca73965ca,2017,72,23.61,0.0,0.0,0.0,0,ca
609,10739651030386ca,68.9,9.17,66.51,19.72,10ca,10ca73965ca,2018,60,21.67,0.0,0.0,0.0,0,ca
610,10739651030386ca,73.4,5.15,74.68,17.6,10ca,10ca73965ca,2019,58,29.31,0.0,0.0,0.0,0,ca
611,10739651030386ca,77.1,8.41,72.57,15.49,10ca,10ca73965ca,2021,26,30.77,0.27,0.73,0.86,0,ca
612,10739651030626ca,51.3,9.69,53.37,19.01,10ca,10ca73965ca,2015,877,47.0,0.0,0.0,0.0,0,ca
613,10739651030626ca,63.0,9.87,54.27,17.67,10ca,10ca73965ca,2016,916,55.0,0.0,0.0,0.0,0,ca
614,10739651030626ca,57.3,9.55,55.63,17.07,10ca,10ca73965ca,2017,856,53.86,0.0,0.0,0.0,0,ca
615,10739651030626ca,61.8,9.57,56.24,15.71,10ca,10ca73965ca,2018,867,54.09,0.0,0.0,0.0,0,ca
616,10739651030626ca,65.3,9.16,57.4,14.92,10ca,10ca73965ca,2019,898,52.45,0.0,0.0,0.0,0,ca
617,10739651030626ca,60.9,9.32,59.46,13.08,10ca,10ca73965ca,2021,664,40.81,0.0,1.0,1.0,0,ca
618,10739991033422ca,92.6,0.0,84.38,10.94,10ca,10ca73999ca,2015,11,27.0,0.0,0.0,0.0,0,ca
619,10739991033422ca,83.7,1.72,79.31,6.9,10ca,10ca73999ca,2016,11,18.0,0.0,0.0,0.0,0,ca
620,10739991033422ca,81.4,2.04,81.63,16.33,10ca,10ca73999ca,2017,22,4.55,0.0,0.0,0.0,0,ca
621,10739991033422ca,92.3,0.0,86.0,8.0,10ca,10ca73999ca,2018,22,0.0,0.0,0.0,0.0,0,ca
622,10739991033422ca,78.4,0.0,88.52,8.2,10ca,10ca73999ca,2019,14,0.0,0.0,0.0,0.0,0,ca
623,10739991033422ca,92.7,0.0,92.59,3.7,10ca,10ca73999ca,2021,28,17.86,0.27,0.73,0.86,0,ca
624,10739991033430ca,86.6,0.3,82.86,10.13,10ca,10ca73999ca,2015,308,57.0,0.0,0.0,0.0,0,ca
625,10739991033430ca,84.0,0.57,83.08,10.25,10ca,10ca73999ca,2016,323,64.0,0.0,0.0,0.0,0,ca
626,10739991033430ca,77.0,0.49,83.05,9.89,10ca,10ca73999ca,2017,328,64.63,0.0,0.0,0.0,0,ca
627,10739991033430ca,77.7,0.75,83.4,9.26,10ca,10ca73999ca,2018,372,62.9,0.0,0.0,0.0,0,ca
628,10739991033430ca,76.7,0.52,83.12,9.23,10ca,10ca73999ca,2019,331,58.61,0.0,0.0,0.0,0,ca
629,10739991033430ca,91.5,0.98,84.31,8.3,10ca,10ca73999ca,2021,365,49.32,0.27,0.73,0.86,0,ca
630,10751271030493ca,98.1,0.0,98.41,0.98,10ca,10ca75127ca,2015,177,35.0,0.0,0.0,0.0,0,ca
631,10751271030493ca,96.0,0.0,98.82,0.59,10ca,10ca75127ca,2016,184,54.0,0.0,0.0,0.0,0,ca
632,10751271030493ca,100.0,0.0,98.62,0.69,10ca,10ca75127ca,2017,189,51.85,0.0,0.0,0.0,0,ca
633,10751271030493ca,99.4,0.0,97.74,1.58,10ca,10ca75127ca,2018,208,43.75,0.0,0.0,0.0,0,ca
634,10751271030493ca,97.4,0.12,97.34,1.74,10ca,10ca75127ca,2019,159,69.18,0.0,0.0,0.0,0,ca
635,10751271030493ca,96.4,0.31,96.96,1.99,10ca,10ca75127ca,2021,198,42.42,0.27,0.73,0.86,0,ca
636,10752341037456ca,82.5,0.22,96.9,0.44,10ca,10ca75234ca,2015,108,36.0,0.0,0.0,0.0,0,ca
637,10752341037456ca,89.0,0.0,98.01,1.99,10ca,10ca75234ca,2016,96,44.0,0.0,0.0,0.0,0,ca
638,10752341037456ca,92.0,0.0,98.4,1.6,10ca,10ca75234ca,2017,87,47.13,0.0,0.0,0.0,0,ca
639,10752341037456ca,97.9,0.2,98.61,1.2,10ca,10ca75234ca,2018,123,21.95,0.0,0.0,0.0,0,ca
640,10752341037456ca,92.5,0.0,98.5,1.13,10ca,10ca75234ca,2019,104,35.58,0.0,0.0,0.0,0,ca
641,10752341037456ca,84.9,0.81,97.97,0.2,10ca,10ca75234ca,2021,83,38.55,0.0,1.0,1.0,0,ca
642,10752751036938ca,32.4,1.9,10.13,72.36,10ca,10ca75275ca,2015,91,75.0,0.0,0.0,0.0,0,ca
643,10752751036938ca,34.7,1.09,11.79,70.74,10ca,10ca75275ca,2016,100,70.0,0.0,0.0,0.0,0,ca
644,10752751036938ca,36.9,0.92,13.33,70.11,10ca,10ca75275ca,2017,112,68.75,0.0,0.0,0.0,0,ca
645,10752751036938ca,37.8,0.49,13.02,70.76,10ca,10ca75275ca,2018,85,56.47,0.0,0.0,0.0,0,ca
646,10752751036938ca,39.8,0.26,12.83,70.16,10ca,10ca75275ca,2019,72,61.11,0.0,0.0,0.0,0,ca
647,10752751036938ca,83.8,0.0,17.14,68.25,10ca,10ca75275ca,2021,58,60.34,0.27,0.73,0.86,0,ca
648,10754081035575ca,82.3,0.71,83.57,14.64,10ca,10ca75408ca,2015,123,54.0,0.0,0.0,0.0,0,ca
649,10754081035575ca,83.5,1.06,81.98,14.84,10ca,10ca75408ca,2016,125,52.0,0.0,0.0,0.0,0,ca
650,10754081035575ca,80.9,1.06,83.54,13.45,10ca,10ca75408ca,2017,150,52.67,0.0,0.0,0.0,0,ca
651,10754081035575ca,79.3,0.72,82.88,14.23,10ca,10ca75408ca,2018,122,41.8,0.0,0.0,0.0,0,ca
652,10754081035575ca,79.3,0.39,85.24,12.23,10ca,10ca75408ca,2019,128,54.69,0.0,0.0,0.0,0,ca
653,10754081035575ca,82.3,0.19,87.13,11.57,10ca,10ca75408ca,2021,120,48.33,0.0,1.0,1.0,0,ca
654,10755981030535ca,87.4,0.17,77.57,14.26,10ca,10ca75598ca,2015,125,42.0,0.0,0.0,0.0,0,ca
655,10755981030535ca,86.3,0.0,79.83,11.55,10ca,10ca75598ca,2016,132,41.0,0.0,0.0,0.0,0,ca
656,10755981030535ca,86.7,0.17,80.3,10.94,10ca,10ca75598ca,2017,128,57.81,0.0,0.0,0.0,0,ca
657,10755981030535ca,89.2,0.35,82.26,9.57,10ca,10ca75598ca,2018,137,65.69,0.0,0.0,0.0,0,ca
658,10755981030535ca,87.0,0.51,81.85,9.76,10ca,10ca75598ca,2019,147,51.7,0.0,0.0,0.0,0,ca
659,10755981030535ca,89.8,0.31,85.36,8.17,10ca,10ca75598ca,2021,70,52.86,0.27,0.73,0.86,0,ca
660,10767780122473ca,85.7,23.44,60.16,4.69,10ca,10ca76778ca,2015,22,5.0,0.0,0.0,0.0,0,ca
661,10767780122473ca,85.3,23.53,56.62,11.03,10ca,10ca76778ca,2016,40,3.0,0.0,0.0,0.0,0,ca
662,10767780122473ca,80.2,15.7,58.68,14.88,10ca,10ca76778ca,2017,15,0.0,0.0,0.0,0.0,0,ca
663,10767780122473ca,81.3,22.83,66.3,3.26,10ca,10ca76778ca,2018,18,11.11,0.0,0.0,0.0,0,ca
664,10767780122473ca,95.7,11.54,76.92,1.92,10ca,10ca76778ca,2019,19,10.53,0.0,0.0,0.0,0,ca
665,10767780122473ca,97.7,14.89,74.47,4.26,10ca,10ca76778ca,2021,15,13.33,0.0,0.82,0.82,0,ca
666,10767781030774ca,98.4,24.46,67.47,3.49,10ca,10ca76778ca,2015,58,5.0,0.0,0.0,0.0,1,ca
667,10767781030774ca,99.1,18.89,71.43,5.08,10ca,10ca76778ca,2016,50,10.0,0.0,0.0,0.0,1,ca
668,10767781030774ca,100.0,15.86,77.34,2.83,10ca,10ca76778ca,2017,68,8.82,0.0,0.0,0.0,1,ca
669,10767781030774ca,98.5,12.06,80.16,2.68,10ca,10ca76778ca,2018,59,13.56,0.0,0.0,0.0,1,ca
670,10767781030774ca,100.0,13.92,78.98,1.42,10ca,10ca76778ca,2019,32,25.0,0.0,0.0,0.0,1,ca
671,10767781030774ca,99.4,17.21,77.74,1.78,10ca,10ca76778ca,2021,36,19.44,0.27,0.73,0.86,1,ca
672,10767781038306ca,85.1,7.12,66.86,10.92,10ca,10ca76778ca,2015,237,40.0,0.0,0.0,0.0,0,ca
673,10767781038306ca,84.3,5.81,70.83,8.72,10ca,10ca76778ca,2016,228,50.0,0.0,0.0,0.0,0,ca
674,10767781038306ca,82.4,5.53,69.35,10.38,10ca,10ca76778ca,2017,213,59.15,0.0,0.0,0.0,0,ca
675,10767781038306ca,84.7,5.96,77.77,5.87,10ca,10ca76778ca,2018,240,56.67,0.0,0.0,0.0,0,ca
676,10767781038306ca,84.4,4.82,79.62,6.46,10ca,10ca76778ca,2019,249,63.45,0.0,0.0,0.0,0,ca
677,10767781038306ca,82.3,4.7,80.16,5.91,10ca,10ca76778ca,2021,195,51.79,0.0,0.82,0.82,0,ca
678,11626611132851ca,55.4,1.61,45.85,44.93,11ca,11ca62661ca,2015,81,48.0,0.0,0.0,0.0,0,ca
679,11626611132851ca,53.8,1.35,47.4,42.44,11ca,11ca62661ca,2016,110,43.0,0.0,0.0,0.0,0,ca
680,11626611132851ca,50.6,0.44,46.29,43.67,11ca,11ca62661ca,2017,105,41.9,0.0,0.0,0.0,0,ca
681,11626611132851ca,55.8,0.87,47.28,44.23,11ca,11ca62661ca,2018,111,38.74,0.0,0.0,0.0,0,ca
682,11626611132851ca,56.4,0.21,47.64,42.06,11ca,11ca62661ca,2019,113,51.33,0.0,0.0,0.0,0,ca
683,11626611132851ca,74.9,1.51,49.03,40.65,11ca,11ca62661ca,2021,95,47.37,0.0,0.27,0.27,0,ca
684,11754811135656ca,68.2,0.42,59.53,35.47,11ca,11ca75481ca,2015,170,56.0,0.0,0.0,0.0,0,ca
685,11754811135656ca,55.1,0.14,58.93,37.03,11ca,11ca75481ca,2016,155,57.0,0.0,0.0,0.0,0,ca
686,11754811135656ca,66.1,0.0,58.09,37.62,11ca,11ca75481ca,2017,149,53.02,0.0,0.0,0.0,0,ca
687,11754811135656ca,65.8,0.14,58.11,36.75,11ca,11ca75481ca,2018,152,60.53,0.0,0.0,0.0,0,ca
688,11754811135656ca,63.6,0.27,57.4,36.44,11ca,11ca75481ca,2019,182,56.59,0.0,0.0,0.0,0,ca
689,11754811135656ca,76.5,0.52,59.82,35.6,11ca,11ca75481ca,2021,137,44.53,0.0,0.27,0.27,0,ca
690,11765621133701ca,64.5,0.34,74.74,21.84,11ca,11ca76562ca,2015,80,38.0,0.0,0.0,0.0,0,ca
691,11765621133701ca,68.9,0.0,72.61,20.06,11ca,11ca76562ca,2016,59,61.0,0.0,0.0,0.0,0,ca
692,11765621133701ca,68.9,0.36,75.36,15.58,11ca,11ca76562ca,2017,60,56.67,0.0,0.0,0.0,0,ca
693,11765621133701ca,64.1,0.36,77.94,9.96,11ca,11ca76562ca,2018,87,45.98,0.0,0.0,0.0,0,ca
694,11765621133701ca,63.9,0.69,80.69,11.72,11ca,11ca76562ca,2019,49,59.18,0.0,0.0,0.0,0,ca
695,11765621133701ca,66.0,0.35,74.56,16.03,11ca,11ca76562ca,2021,60,63.33,0.0,0.27,0.27,0,ca
696,12626870107110ca,38.1,0.0,8.91,79.21,12ca,12ca62687ca,2015,27,48.0,0.0,0.0,0.0,1,ca
697,12626870107110ca,45.7,0.0,3.12,80.21,12ca,12ca62687ca,2016,22,32.0,0.0,0.0,0.0,1,ca
698,12626870107110ca,55.1,1.09,2.17,79.35,12ca,12ca62687ca,2017,26,73.08,0.0,0.0,0.0,1,ca
699,12626870107110ca,50.5,2.04,4.08,76.53,12ca,12ca62687ca,2018,19,63.16,0.0,0.0,0.0,1,ca
700,12626870107110ca,46.2,1.04,7.29,76.04,12ca,12ca62687ca,2019,24,62.5,0.0,0.0,0.0,1,ca
701,12626870107110ca,40.2,0.0,12.61,70.27,12ca,12ca62687ca,2021,11,54.55,0.36,0.64,0.82,1,ca
702,12626871230705ca,27.5,0.48,9.4,77.59,12ca,12ca62687ca,2015,190,77.0,0.0,0.0,0.0,0,ca
703,12626871230705ca,30.0,1.17,10.53,75.67,12ca,12ca62687ca,2016,167,66.0,0.0,0.0,0.0,0,ca
704,12626871230705ca,28.6,1.17,11.55,71.41,12ca,12ca62687ca,2017,171,71.93,0.0,0.0,0.0,0,ca
705,12626871230705ca,36.7,1.01,13.61,69.74,12ca,12ca62687ca,2018,211,68.72,0.0,0.0,0.0,0,ca
706,12626871230705ca,36.0,0.95,14.39,68.15,12ca,12ca62687ca,2019,208,74.52,0.0,0.0,0.0,0,ca
707,12626871230705ca,36.3,1.27,14.23,70.06,12ca,12ca62687ca,2021,118,75.42,0.27,0.73,0.86,0,ca
708,12626871235209ca,30.6,1.0,7.46,69.98,12ca,12ca62687ca,2015,150,76.0,0.0,0.0,0.0,0,ca
709,12626871235209ca,35.0,0.97,9.66,68.6,12ca,12ca62687ca,2016,121,60.0,0.0,0.0,0.0,0,ca
710,12626871235209ca,33.3,0.35,10.41,67.72,12ca,12ca62687ca,2017,123,58.54,0.0,0.0,0.0,0,ca
711,12626871235209ca,45.9,0.54,13.69,66.13,12ca,12ca62687ca,2018,125,58.4,0.0,0.0,0.0,0,ca
712,12626871235209ca,41.2,0.38,12.86,67.75,12ca,12ca62687ca,2019,109,63.3,0.0,0.0,0.0,0,ca
713,12626871235209ca,46.0,0.57,12.19,62.67,12ca,12ca62687ca,2021,22,40.91,0.27,0.73,0.86,0,ca
714,12628100108688ca,37.4,0.57,16.67,64.94,12ca,12ca62810ca,2015,40,85.0,0.0,0.0,0.0,0,ca
715,12628100108688ca,45.3,0.0,16.85,68.54,12ca,12ca62810ca,2016,35,80.0,0.0,0.0,0.0,0,ca
716,12628100108688ca,40.1,0.61,13.41,68.9,12ca,12ca62810ca,2017,26,88.46,0.0,0.0,0.0,0,ca
717,12628100108688ca,45.2,1.76,11.76,68.82,12ca,12ca62810ca,2018,48,81.25,0.0,0.0,0.0,0,ca
718,12628100108688ca,34.9,2.11,14.21,64.74,12ca,12ca62810ca,2019,45,82.22,0.0,0.0,0.0,0,ca
719,12628100108688ca,46.1,1.67,21.11,60.56,12ca,12ca62810ca,2021,35,82.86,0.36,0.64,0.82,0,ca
720,12628101233402ca,47.7,0.48,24.24,64.0,12ca,12ca62810ca,2015,171,40.0,0.0,0.0,0.0,0,ca
721,12628101233402ca,47.6,0.46,25.43,60.71,12ca,12ca62810ca,2016,181,50.0,0.0,0.0,0.0,0,ca
722,12628101233402ca,48.4,0.35,26.33,59.7,12ca,12ca62810ca,2017,181,60.22,0.0,0.0,0.0,0,ca
723,12628101233402ca,52.0,0.0,26.07,62.12,12ca,12ca62810ca,2018,189,49.21,0.0,0.0,0.0,0,ca
724,12628101233402ca,50.8,0.12,26.95,61.73,12ca,12ca62810ca,2019,154,51.3,0.0,0.0,0.0,0,ca
725,12628101233402ca,49.0,0.22,28.14,60.4,12ca,12ca62810ca,2021,164,37.8,0.36,0.64,0.82,0,ca
726,12753741232909ca,33.6,0.0,14.29,82.99,12ca,12ca75374ca,2015,44,48.0,0.0,0.0,0.0,0,ca
727,12753741232909ca,38.1,0.0,17.9,79.63,12ca,12ca75374ca,2016,42,38.0,0.0,0.0,0.0,0,ca
728,12753741232909ca,39.0,0.0,18.3,78.43,12ca,12ca75374ca,2017,35,48.57,0.0,0.0,0.0,0,ca
729,12753741232909ca,47.9,0.0,21.08,75.9,12ca,12ca75374ca,2018,33,48.48,0.0,0.0,0.0,0,ca
730,12753741232909ca,43.8,0.0,20.81,73.83,12ca,12ca75374ca,2019,37,45.95,0.0,0.0,0.0,0,ca
731,12753741232909ca,49.0,0.0,18.18,75.32,12ca,12ca75374ca,2021,32,25.0,0.0,0.0,0.0,0,ca
732,12755151232057ca,76.1,3.7,31.48,40.74,12ca,12ca75515ca,2015,18,0.0,0.0,0.0,0.0,0,ca
733,12755151232057ca,60.0,0.0,23.73,50.85,12ca,12ca75515ca,2016,24,25.0,0.0,0.0,0.0,0,ca
734,12755151232057ca,77.2,1.49,26.87,46.27,12ca,12ca75515ca,2017,27,11.11,0.0,0.0,0.0,0,ca
735,12755151232057ca,86.2,2.78,26.39,50.0,12ca,12ca75515ca,2018,24,12.5,0.0,0.0,0.0,0,ca
736,12755151232057ca,80.7,1.61,25.81,51.61,12ca,12ca75515ca,2019,23,0.0,0.0,0.0,0.0,0,ca
737,12755151232057ca,79.7,1.45,23.19,52.17,12ca,12ca75515ca,2021,19,21.05,0.36,0.64,0.82,0,ca
738,12755151232206ca,44.2,2.98,15.38,57.32,12ca,12ca75515ca,2015,216,62.0,0.0,0.0,0.0,0,ca
739,12755151232206ca,47.8,3.02,17.11,56.82,12ca,12ca75515ca,2016,229,60.0,0.0,0.0,0.0,0,ca
740,12755151232206ca,47.8,2.45,18.78,53.81,12ca,12ca75515ca,2017,214,70.09,0.0,0.0,0.0,0,ca
741,12755151232206ca,56.9,2.3,19.03,53.81,12ca,12ca75515ca,2018,253,63.64,0.0,0.0,0.0,0,ca
742,12755151232206ca,56.7,2.64,19.42,51.85,12ca,12ca75515ca,2019,228,64.47,0.0,0.0,0.0,0,ca
743,12755151232206ca,54.5,1.54,20.9,50.34,12ca,12ca75515ca,2021,195,48.21,0.36,0.64,0.82,0,ca
744,13630811331404ca,73.6,0.72,88.07,9.72,13ca,13ca63081ca,2015,307,34.0,0.0,0.0,0.0,0,ca
745,13630811331404ca,72.8,1.12,88.4,8.52,13ca,13ca63081ca,2016,378,41.0,0.0,0.0,0.0,0,ca
746,13630811331404ca,72.1,1.2,88.94,8.55,13ca,13ca63081ca,2017,350,64.57,0.0,0.0,0.0,0,ca
747,13630811331404ca,70.0,1.24,90.46,7.41,13ca,13ca63081ca,2018,358,63.41,0.0,0.0,0.0,0,ca
748,13630811331404ca,75.5,1.13,92.55,5.65,13ca,13ca63081ca,2019,364,63.19,0.0,0.0,0.0,0,ca
749,13630811331404ca,74.8,0.8,93.56,4.47,13ca,13ca63081ca,2021,335,51.94,0.27,0.73,0.86,0,ca
750,13630991332204ca,99.9,0.0,99.06,0.54,13ca,13ca63099ca,2015,672,17.0,0.0,0.0,0.0,0,ca
751,13630991332204ca,82.7,0.0,99.24,0.36,13ca,13ca63099ca,2016,688,42.0,0.0,0.0,0.0,0,ca
752,13630991332204ca,83.3,0.03,99.31,0.36,13ca,13ca63099ca,2017,688,44.77,0.0,0.0,0.0,0,ca
753,13630991332204ca,81.9,0.0,99.48,0.29,13ca,13ca63099ca,2018,750,49.87,0.0,0.0,0.0,0,ca
754,13630991332204ca,82.9,0.03,99.44,0.23,13ca,13ca63099ca,2019,711,55.56,0.0,0.0,0.0,0,ca
755,13630991332204ca,86.2,0.03,99.06,0.34,13ca,13ca63099ca,2021,669,49.03,0.27,0.73,0.86,0,ca
756,13631071332501ca,76.3,3.57,84.07,10.44,13ca,13ca63107ca,2015,85,62.0,0.0,0.0,0.0,0,ca
757,13631071332501ca,77.3,2.97,86.49,9.46,13ca,13ca63107ca,2016,89,73.0,0.0,0.0,0.0,0,ca
758,13631071332501ca,78.7,2.09,88.74,8.9,13ca,13ca63107ca,2017,91,78.02,0.0,0.0,0.0,0,ca
759,13631071332501ca,79.8,2.19,88.25,9.56,13ca,13ca63107ca,2018,94,64.89,0.0,0.0,0.0,0,ca
760,13631071332501ca,78.5,1.41,87.61,10.99,13ca,13ca63107ca,2019,82,63.41,0.0,0.0,0.0,0,ca
761,13631071332501ca,86.1,1.73,91.33,6.65,13ca,13ca63107ca,2021,82,57.32,0.0,1.0,1.0,0,ca
762,13631151330133ca,68.6,0.34,90.96,6.08,13ca,13ca63115ca,2015,405,54.0,0.0,0.0,0.0,0,ca
763,13631151330133ca,71.7,0.63,92.15,5.04,13ca,13ca63115ca,2016,416,61.0,0.0,0.0,0.0,0,ca
764,13631151330133ca,68.9,0.57,92.89,4.87,13ca,13ca63115ca,2017,477,60.59,0.0,0.0,0.0,0,ca
765,13631151330133ca,72.6,0.6,91.95,4.4,13ca,13ca63115ca,2018,510,57.65,0.0,0.0,0.0,0,ca
766,13631151330133ca,71.6,0.57,93.24,4.82,13ca,13ca63115ca,2019,503,62.62,0.0,0.0,0.0,0,ca
767,13631151330133ca,72.2,0.4,94.46,3.98,13ca,13ca63115ca,2021,316,62.66,0.82,0.18,0.59,0,ca
768,13631151333004ca,75.9,1.39,94.01,3.53,13ca,13ca63115ca,2015,381,67.0,0.0,0.0,0.0,0,ca
769,13631151333004ca,75.0,1.43,93.33,4.02,13ca,13ca63115ca,2016,436,64.0,0.0,0.0,0.0,0,ca
770,13631151333004ca,72.6,1.28,94.98,2.83,13ca,13ca63115ca,2017,394,65.48,0.0,0.0,0.0,0,ca
771,13631151333004ca,76.5,0.86,95.51,2.94,13ca,13ca63115ca,2018,404,60.4,0.0,0.0,0.0,0,ca
772,13631151333004ca,76.3,0.76,95.89,2.65,13ca,13ca63115ca,2019,414,62.8,0.0,0.0,0.0,0,ca
773,13631151333004ca,76.5,0.76,96.22,1.86,13ca,13ca63115ca,2021,291,63.57,0.55,0.45,0.73,0,ca
774,13631491335306ca,60.5,0.37,85.4,12.75,13ca,13ca63149ca,2015,113,51.0,0.0,0.0,0.0,0,ca
775,13631491335306ca,61.0,0.38,82.58,14.39,13ca,13ca63149ca,2016,126,51.0,0.0,0.0,0.0,0,ca
776,13631491335306ca,64.4,0.18,86.06,11.56,13ca,13ca63149ca,2017,125,64.0,0.0,0.0,0.0,0,ca
777,13631491335306ca,70.4,0.0,88.01,9.55,13ca,13ca63149ca,2018,138,55.07,0.0,0.0,0.0,0,ca
778,13631491335306ca,71.9,0.0,87.12,10.61,13ca,13ca63149ca,2019,122,53.28,0.0,0.0,0.0,0,ca
779,13631491335306ca,74.6,0.0,87.36,11.34,13ca,13ca63149ca,2021,122,45.9,0.27,0.73,0.86,0,ca
780,13631641335900ca,36.6,1.95,78.76,16.19,13ca,13ca63164ca,2015,231,71.0,0.0,0.0,0.0,0,ca
781,13631641335900ca,44.8,1.71,79.61,15.61,13ca,13ca63164ca,2016,266,76.0,0.0,0.0,0.0,0,ca
782,13631641335900ca,38.9,1.4,80.31,15.49,13ca,13ca63164ca,2017,266,70.68,0.0,0.0,0.0,0,ca
783,13631641335900ca,42.7,1.12,80.46,15.21,13ca,13ca63164ca,2018,244,70.9,0.0,0.0,0.0,0,ca
784,13631641335900ca,45.4,1.07,80.93,14.01,13ca,13ca63164ca,2019,280,75.0,0.0,0.0,0.0,0,ca
785,13631641335900ca,45.5,1.05,83.77,11.82,13ca,13ca63164ca,2021,200,60.5,0.0,0.91,0.91,0,ca
786,14101400117994ca,87.5,18.52,78.09,2.24,14ca,14ca10140ca,2015,180,5.0,0.0,0.0,0.0,1,ca
787,14101400117994ca,97.0,15.4,80.29,2.19,14ca,14ca10140ca,2016,18,11.0,0.0,0.0,0.0,1,ca
788,14101400117994ca,90.2,14.6,79.28,2.88,14ca,14ca10140ca,2017,40,10.0,0.0,0.0,0.0,1,ca
789,14101400117994ca,89.5,20.63,70.76,4.13,14ca,14ca10140ca,2018,59,6.78,0.0,0.0,0.0,1,ca
790,14101400117994ca,90.8,19.68,73.39,1.69,14ca,14ca10140ca,2019,243,5.35,0.0,0.0,0.0,1,ca
791,14101400117994ca,88.8,14.81,79.73,2.31,14ca,14ca10140ca,2021,83,21.69,0.55,0.18,0.45,1,ca
792,14632891434901ca,50.0,1.75,41.23,38.6,14ca,14ca63289ca,2015,33,76.0,0.0,0.0,0.0,0,ca
793,14632891434901ca,45.9,0.95,41.9,37.14,14ca,14ca63289ca,2016,17,53.0,0.0,0.0,0.0,0,ca
794,14632891434901ca,62.2,1.15,52.87,25.29,14ca,14ca63289ca,2017,25,44.0,0.0,0.0,0.0,0,ca
795,14632891434901ca,55.0,0.0,47.56,23.17,14ca,14ca63289ca,2018,16,31.25,0.0,0.0,0.0,0,ca
796,14632891434901ca,51.8,0.0,52.81,23.6,14ca,14ca63289ca,2019,19,57.89,0.0,0.0,0.0,0,ca
797,14632891434901ca,51.9,2.75,60.55,20.18,14ca,14ca63289ca,2021,30,33.33,0.55,0.18,0.45,0,ca
798,14766871431600ca,38.0,0.82,33.82,46.9,14ca,14ca76687ca,2015,112,44.0,0.0,0.0,0.0,0,ca
799,14766871431600ca,46.7,0.17,36.29,41.81,14ca,14ca76687ca,2016,142,59.0,0.0,0.0,0.0,0,ca
800,14766871431600ca,42.7,0.18,36.13,41.42,14ca,14ca76687ca,2017,125,58.4,0.0,0.0,0.0,0,ca
801,14766871431600ca,45.9,0.18,34.45,42.23,14ca,14ca76687ca,2018,134,46.27,0.0,0.0,0.0,0,ca
802,14766871431600ca,44.4,0.34,36.19,40.82,14ca,14ca76687ca,2019,112,66.07,0.0,0.0,0.0,0,ca
803,14766871431600ca,52.3,1.11,38.79,39.11,14ca,14ca76687ca,2021,106,55.66,0.55,0.18,0.45,0,ca
804,15101570119669ca,86.7,0.76,93.47,1.06,15ca,15ca10157ca,2015,82,68.0,0.0,0.0,0.0,1,ca
805,15101570119669ca,87.7,0.39,93.46,1.31,15ca,15ca10157ca,2016,71,77.0,0.0,0.0,0.0,1,ca
806,15101570119669ca,75.0,0.57,93.52,1.93,15ca,15ca10157ca,2017,99,76.77,0.0,0.0,0.0,1,ca
807,15101570119669ca,88.1,1.02,92.69,1.85,15ca,15ca10157ca,2018,128,74.22,0.0,0.0,0.0,1,ca
